return_id,order_id,prod_id,return_date,reason,refund_amount
293,5871,2329,2025-09-11,Size issue,857.72
294,5890,4254,2024-04-27,Size issue,1225.5
295,5919,1140,2025-09-05,Size issue,581.55
296,5937,4198,2025-12-03,Wrong Item,5045.98
297,5975,4213,2025-06-05,Defective,2144.24
298,5992,994,2024-05-17,Not liked,2122.47
299,6000,4836,2025-04-13,Wrong Item,334.83
300,6006,3488,2025-01-02,Defective,7416.13
301,6050,2173,2024-07-31,Wrong Item,1071.52
302,6084,2974,2024-07-12,Not liked,385.61
303,6088,1634,2025-03-30,Not liked,32850.98
304,6113,1387,2025-08-13,Not liked,9047.15
305,6125,2330,2025-01-22,Not liked,2942.69
306,6142,3763,2025-04-12,Defective,6615.29
307,6159,5411,2025-03-04,Wrong Item,3973.26
308,6172,1781,2024-04-14,Not liked,30836.48
309,6184,87,2026-01-23,Not liked,129021.43
310,6211,5466,2024-09-05,Wrong Item,28708.92
311,6230,230,2024-06-30,Wrong Item,112278.32
312,6247,4374,2025-03-19,Size issue,4290.26
313,6327,2457,2025-10-21,Not liked,2522.51
314,6342,150,2024-12-20,Not liked,44631.4
315,6363,3291,2024-03-28,Defective,9225.39
316,6371,4833,2025-05-23,Wrong Item,1134.21
317,6381,50,2024-06-02,Size issue,143578.09
318,6406,4000,2025-12-28,Wrong Item,2809.36
319,6416,5181,2024-06-22,Not liked,10696.03
320,6435,4583,2024-02-08,Size issue,1098.0
321,6442,4585,2025-12-11,Size issue,60.35
322,6446,3755,2024-06-26,Size issue,6551.82
323,6464,5629,2024-12-01,Size issue,39236.98
324,6478,4500,2025-06-19,Not liked,1219.74
325,6483,3258,2026-02-25,Not liked,10543.04
326,6487,5641,2025-04-17,Not liked,2585.14
327,6514,1981,2024-11-15,Defective,24518.17
328,6515,3650,2026-03-01,Size issue,1052.58
329,6529,1169,2024-02-06,Wrong Item,8970.66
330,6542,5369,2025-06-29,Size issue,11359.33
331,6555,1228,2024-02-06,Size issue,3174.12
332,6565,5627,2025-04-07,Wrong Item,24118.62
333,6583,2918,2025-08-04,Defective,848.05
334,6586,326,2025-05-02,Size issue,113843.73
335,6600,1891,2024-02-07,Wrong Item,27582.42
336,6608,4585,2024-08-22,Size issue,60.35
337,6620,1771,2025-06-03,Wrong Item,17558.72
338,6638,4286,2025-11-17,Not liked,9006.98
339,6659,2758,2024-03-03,Defective,1074.93
340,6669,750,2025-07-03,Size issue,1208.59
341,6687,926,2025-09-20,Defective,5422.5
342,6692,4395,2025-05-10,Defective,1804.39
343,6693,3406,2024-08-22,Wrong Item,6759.69
344,6695,3909,2025-04-01,Size issue,7824.7
345,6711,3762,2025-04-25,Not liked,8368.49
346,6715,2187,2024-04-28,Defective,4282.08
347,6719,3216,2025-12-28,Defective,1508.95
348,6735,178,2024-03-31,Defective,45620.02
349,6758,4000,2025-01-01,Wrong Item,2809.36
350,6775,1986,2026-02-14,Size issue,5970.97
351,6794,3658,2024-03-17,Not liked,10150.39
352,6808,5529,2024-09-20,Size issue,17293.7
353,6848,3812,2026-01-05,Defective,3388.84
354,6892,3696,2026-02-06,Size issue,10722.16
355,6922,5256,2025-09-16,Size issue,13672.57
356,6924,1267,2025-07-27,Defective,4186.49
357,6976,1390,2024-11-03,Not liked,1054.53
358,6979,3425,2024-06-06,Defective,5559.7
359,7011,2802,2025-03-07,Not liked,1004.37
360,7013,3567,2024-02-03,Size issue,13296.18
361,7014,214,2025-04-28,Size issue,92343.79
362,7042,5272,2026-02-22,Size issue,4096.67
363,7124,4228,2025-04-10,Size issue,9266.12
364,7164,3370,2025-05-19,Wrong Item,6651.59
365,7165,4139,2026-01-13,Size issue,352.93
366,7212,3511,2025-02-28,Defective,6305.87
367,7245,5368,2024-10-05,Not liked,8314.51
368,7258,2517,2025-07-07,Size issue,991.24
369,7277,4100,2026-02-14,Size issue,9859.38
370,7282,1319,2024-01-15,Size issue,2253.47
371,7307,475,2024-08-01,Wrong Item,19447.17
372,7341,4774,2025-01-26,Wrong Item,1101.77
373,7347,3403,2025-01-03,Wrong Item,11943.14
374,7405,1177,2024-05-02,Size issue,6289.18
375,7410,1621,2025-03-31,Not liked,10443.3
376,7415,3310,2026-01-23,Not liked,3801.85
377,7418,959,2025-05-25,Defective,7300.68
378,7432,5286,2025-11-23,Wrong Item,12341.46
379,7433,5267,2025-05-09,Size issue,3889.78
380,7440,4792,2024-06-13,Not liked,1523.28
381,7445,4983,2026-02-08,Size issue,14483.47
382,7454,5650,2025-02-02,Wrong Item,9463.76
383,7474,3642,2026-02-14,Wrong Item,3012.43
384,7477,1815,2024-10-15,Size issue,1265.55
385,7503,2935,2025-08-31,Defective,1748.11
386,7504,529,2024-05-13,Not liked,95099.16
387,7521,5409,2025-12-25,Size issue,6367.58
388,7566,2936,2025-09-20,Not liked,1995.64
389,7592,420,2025-05-01,Not liked,126290.4
390,7645,96,2024-04-01,Size issue,58297.31
391,7660,3980,2025-01-23,Size issue,2917.77
392,7681,4551,2024-04-30,Defective,528.04
393,7683,3414,2025-10-27,Not liked,6722.56
394,7705,4482,2024-12-18,Defective,1493.52
395,7707,1167,2025-08-24,Size issue,2065.18
396,7756,513,2024-04-18,Wrong Item,106291.85
397,7777,1867,2025-01-25,Defective,10909.02
398,7782,336,2024-06-04,Defective,59852.81
399,7792,4227,2025-11-18,Size issue,2210.24
400,7793,4216,2025-05-03,Size issue,6898.2
401,7802,5250,2025-08-07,Not liked,4386.54
402,7815,3480,2025-11-07,Size issue,7310.69
403,7826,3506,2025-03-19,Size issue,5178.74
404,7852,3515,2024-06-04,Defective,618.61
405,7885,4875,2024-10-15,Defective,6302.02
406,7888,3770,2025-01-07,Defective,10510.62
407,7906,381,2024-02-20,Not liked,112128.98
408,7907,3268,2025-11-01,Size issue,13299.96
409,7936,27,2024-06-05,Not liked,121722.15
410,7966,1616,2024-02-18,Size issue,24742.49
411,7967,4220,2025-03-02,Wrong Item,7899.66
412,8041,374,2024-02-07,Size issue,12465.83
413,8056,5568,2026-01-22,Size issue,5276.61
414,8074,502,2025-09-12,Defective,131333.03
415,8102,664,2024-08-07,Defective,9695.68
416,8106,406,2024-03-03,Defective,107280.42
417,8107,797,2024-05-15,Not liked,2646.09
418,8134,905,2025-10-23,Defective,2660.55
419,8152,1193,2024-07-27,Size issue,4481.7
420,8167,4696,2024-09-02,Wrong Item,1938.56
421,8205,2435,2024-03-25,Size issue,562.65
422,8210,4733,2024-03-09,Not liked,985.07
423,8211,3817,2025-10-11,Defective,11831.34
424,8228,5800,2025-09-13,Defective,45710.46
425,8240,3970,2024-09-26,Wrong Item,2346.07
426,8247,5583,2024-11-06,Not liked,13607.58
427,8277,4741,2024-03-16,Not liked,1082.74
428,8284,4455,2025-12-07,Size issue,126.06
429,8343,983,2025-03-11,Size issue,6670.62
430,8347,2004,2024-02-12,Not liked,1526.71
431,8396,2278,2026-01-22,Defective,1110.25
432,8397,2184,2025-05-06,Defective,374.78
433,8407,5614,2026-02-17,Size issue,2300.22
434,8409,2386,2025-04-10,Defective,2057.85
435,8433,1530,2026-01-14,Defective,20653.35
436,8440,5530,2024-09-07,Defective,39562.56
437,8520,4429,2025-09-02,Size issue,1846.33
438,8550,5118,2024-06-07,Size issue,11779.09
439,8562,767,2025-10-29,Wrong Item,9612.57
440,8569,5538,2024-03-07,Defective,6427.09
441,8583,963,2025-05-25,Size issue,9726.13
442,8589,2390,2024-11-08,Size issue,4139.59
443,8591,240,2025-04-01,Not liked,142668.14
444,8659,4116,2025-02-15,Wrong Item,6973.89
445,8663,141,2025-10-19,Wrong Item,1108.46
446,8714,817,2026-01-16,Defective,9437.21
447,8729,2480,2025-07-17,Defective,3533.38
448,8752,2540,2024-11-11,Not liked,1850.57
449,8763,3953,2025-09-28,Defective,2567.42
450,8803,5206,2024-05-26,Defective,5668.24
451,8805,5786,2024-01-30,Size issue,20558.67
452,8846,1141,2024-12-10,Size issue,3815.19
453,8850,3771,2024-02-10,Size issue,2682.66
454,8851,684,2024-08-17,Size issue,1586.28
455,8860,753,2024-07-15,Size issue,5015.59
456,8868,5741,2025-03-16,Not liked,42272.1
457,8882,4940,2024-07-06,Defective,8602.43
458,8904,892,2026-02-03,Wrong Item,7249.64
459,8946,332,2025-05-30,Size issue,2266.51
460,8961,724,2024-06-26,Defective,4461.6
461,8967,3361,2025-08-23,Not liked,4588.41
462,8968,4261,2025-11-30,Wrong Item,9441.13
463,9023,827,2025-09-01,Not liked,373.55
464,9063,2037,2025-10-15,Defective,3534.41
465,9068,1704,2024-05-02,Size issue,14606.27
466,9077,3890,2024-12-16,Not liked,5637.37
467,9078,3852,2025-11-13,Size issue,2786.67
468,9111,19,2025-10-21,Defective,134102.7
469,9145,3334,2024-12-15,Not liked,14714.6
470,9167,1498,2024-01-28,Defective,30273.87
471,9179,409,2025-08-16,Size issue,145998.16
472,9247,2663,2024-09-11,Not liked,1975.84
473,9263,914,2024-11-02,Not liked,8850.63
474,9281,5757,2025-08-19,Size issue,44994.66
475,9296,5188,2025-06-15,Not liked,9714.78
476,9305,2497,2025-08-11,Defective,610.29
477,9342,4946,2025-12-03,Size issue,14525.13
478,9359,3414,2025-05-27,Wrong Item,6722.56
479,9382,441,2024-02-14,Defective,63273.21
480,9384,4928,2025-07-29,Defective,8588.21
481,9405,3435,2025-01-02,Size issue,13879.01
482,9425,5578,2025-09-07,Size issue,27637.24
483,9446,5576,2025-05-02,Wrong Item,2346.26
484,9499,4059,2024-12-31,Defective,1420.72
485,9639,3787,2024-10-06,Size issue,6636.86
486,9648,2142,2024-04-30,Size issue,4430.51
487,9651,31,2024-07-24,Wrong Item,77523.3
488,9717,3536,2025-05-18,Wrong Item,3416.63
489,9761,2418,2024-11-04,Defective,4984.95
490,9771,924,2025-02-20,Wrong Item,4203.52
491,9809,511,2025-05-15,Not liked,118439.91
492,9813,2298,2024-04-04,Defective,2603.74
493,9828,5511,2024-11-13,Not liked,47917.94
494,9861,3960,2024-08-15,Defective,7858.31
495,9865,1389,2024-04-26,Wrong Item,8883.6
496,9868,5104,2026-02-17,Size issue,6355.89
497,9894,5238,2024-07-19,Size issue,391.48
498,9921,5447,2024-10-16,Size issue,13994.77
499,9929,2019,2026-01-17,Defective,35200.15
500,9941,3207,2024-10-05,Wrong Item,702.96
501,9969,1267,2025-08-04,Not liked,4186.49
502,9974,1995,2025-01-23,Not liked,32218.08
503,9985,4500,2026-01-10,Not liked,1219.74
504,10013,4417,2024-10-28,Not liked,2498.47
505,10073,5697,2025-11-28,Size issue,6252.87
506,10080,4551,2025-01-18,Wrong Item,528.04
507,10113,1698,2024-10-28,Wrong Item,27695.54
508,10154,5470,2024-09-10,Defective,39589.59
509,10160,5215,2025-07-31,Defective,12857.0
510,10162,5040,2025-07-11,Defective,13382.42
511,10179,4517,2025-01-16,Size issue,1097.53
512,10211,2728,2024-07-15,Not liked,1988.86
513,10213,2565,2024-11-01,Not liked,2462.67
514,10230,2690,2025-11-10,Wrong Item,1888.6
515,10233,5544,2025-08-02,Wrong Item,22521.64
516,10237,3597,2025-03-17,Size issue,11880.3
517,10243,1357,2024-11-07,Wrong Item,7949.77
518,10246,5179,2025-12-20,Size issue,11712.63
519,10288,300,2025-02-02,Defective,105601.86
520,10290,3410,2025-05-16,Not liked,5365.7
521,10306,3897,2024-04-14,Wrong Item,2342.56
522,10332,1059,2024-10-23,Wrong Item,9548.08
523,10335,2759,2024-07-31,Wrong Item,1788.81
524,10347,4349,2025-06-21,Wrong Item,1186.96
525,10381,5158,2024-05-27,Size issue,7485.4
526,10390,4521,2024-04-07,Size issue,767.55
527,10414,4716,2024-09-02,Not liked,1344.47
528,10427,2541,2025-08-13,Wrong Item,1261.37
529,10428,3119,2025-08-21,Not liked,140.94
530,10446,4094,2025-12-22,Defective,8398.49
531,10471,611,2025-01-15,Defective,40636.53
532,10488,1742,2025-04-19,Size issue,13125.16
533,10489,2780,2025-03-10,Wrong Item,630.21
534,10518,5797,2026-01-15,Defective,46666.15
535,10521,877,2024-11-14,Defective,4293.01
536,10527,3013,2024-01-21,Size issue,1538.58
537,10532,4620,2025-11-08,Wrong Item,1736.83
538,10561,1234,2024-06-02,Size issue,6180.99
539,10569,570,2024-08-21,Wrong Item,135947.43
540,10598,4832,2024-09-20,Size issue,310.64
541,10619,3415,2024-06-01,Size issue,10161.34
542,10776,2291,2024-02-10,Not liked,3247.31
543,10792,402,2025-07-20,Defective,68686.64
544,10831,4992,2024-07-04,Wrong Item,2714.99
545,10835,4727,2024-04-22,Defective,446.84
546,10836,1205,2024-07-26,Size issue,1848.81
547,10848,81,2025-12-10,Wrong Item,112357.82
548,10856,4827,2024-10-14,Not liked,874.71
549,10950,2509,2025-05-11,Size issue,1891.72
550,10970,5146,2025-07-12,Defective,2012.64
551,10983,873,2024-11-01,Not liked,4639.62
552,10990,609,2025-09-01,Wrong Item,80597.99
553,11018,3694,2025-12-09,Wrong Item,14589.01
554,11025,4135,2024-05-27,Defective,2881.19
555,11028,4021,2025-05-20,Defective,7100.26
556,11041,2951,2025-01-16,Wrong Item,915.84
557,11047,3616,2024-05-05,Size issue,1300.56
558,11097,1477,2024-01-21,Not liked,7571.01
559,11138,3398,2024-02-24,Defective,12750.17
560,11153,2723,2024-09-27,Not liked,1819.17
561,11177,3729,2025-03-07,Not liked,14344.8
562,11188,874,2024-05-12,Size issue,500.58
563,11205,4627,2026-01-11,Not liked,1968.28
