store_expense_id,store_id,expense_type,amount,expense_date
106,71,Electricity,2530.46,2025-04-23
107,44,Electricity,4133.31,2025-06-29
108,154,Internet,7567.73,2025-08-18
109,153,Electricity,2326.54,2025-05-30
110,156,Security,815.95,2025-10-27
111,113,Security,2933.03,2025-12-04
112,163,Repair,1654.15,2025-06-07
113,50,Security,9300.49,2025-03-21
114,157,Cleaning,8090.8,2025-04-06
115,65,Security,6352.37,2025-03-29
116,181,Internet,8721.03,2025-11-03
117,139,Repair,8046.54,2025-06-12
118,176,Security,1906.37,2025-05-25
119,74,Water,8930.96,2025-10-26
120,126,Electricity,5416.46,2026-01-13
121,128,Repair,8084.03,2025-05-23
122,160,Water,8966.11,2026-01-16
123,6,Water,3214.13,2025-10-28
124,58,Security,1145.02,2025-04-22
125,65,Internet,2317.95,2025-06-15
126,150,Repair,4299.72,2026-01-27
127,39,Electricity,8189.25,2025-12-27
128,49,Cleaning,8614.27,2025-05-22
129,99,Repair,119.17,2025-08-29
130,8,Repair,5131.94,2025-09-12
131,125,Cleaning,4203.24,2025-05-16
132,191,Repair,2259.97,2025-10-23
133,30,Electricity,1242.66,2026-01-15
134,180,Internet,3409.27,2025-11-09
135,18,Electricity,9431.95,2025-11-15
136,185,Electricity,3265.87,2026-01-25
137,54,Security,5211.97,2025-09-22
138,139,Security,7045.04,2025-03-27
139,111,Cleaning,3668.11,2026-01-19
140,121,Cleaning,9719.23,2025-08-21
141,37,Cleaning,9626.35,2025-10-04
142,29,Internet,2555.23,2025-07-29
143,133,Security,4997.62,2025-03-06
144,51,Cleaning,3043.74,2025-06-20
145,71,Water,2884.16,2025-10-21
146,193,Water,417.03,2025-06-13
147,174,Security,6115.17,2025-04-08
148,102,Water,5051.66,2025-08-01
149,140,Internet,562.21,2025-12-03
150,43,Repair,2822.53,2025-08-31
151,80,Water,9087.25,2025-11-09
152,46,Water,2433.64,2025-03-12
153,86,Electricity,1491.7,2025-08-22
154,23,Cleaning,4920.05,2025-03-10
155,172,Water,9857.22,2025-04-01
156,66,Repair,2458.45,2025-08-18
157,92,Electricity,6737.75,2025-04-13
158,83,Repair,7628.12,2025-06-12
159,184,Water,2414.49,2025-04-30
160,27,Water,7295.75,2025-09-29
161,107,Water,3709.44,2025-03-17
162,45,Water,6341.44,2025-12-09
163,163,Internet,6353.62,2025-10-01
164,91,Repair,5380.96,2025-06-27
165,102,Water,948.38,2025-12-15
166,166,Repair,8361.26,2025-11-19
167,198,Electricity,3241.76,2025-10-03
168,169,Water,1905.86,2025-10-12
169,103,Internet,455.71,2025-08-05
170,29,Cleaning,5929.38,2025-06-27
171,160,Electricity,6791.77,2025-03-02
172,92,Repair,215.05,2025-06-30
173,96,Electricity,5145.33,2025-12-13
174,5,Electricity,2303.63,2025-07-29
175,159,Water,6469.47,2025-09-03
176,199,Security,1784.95,2025-04-11
177,125,Internet,6924.83,2025-07-06
178,77,Cleaning,3898.02,2025-05-16
179,184,Water,9370.46,2025-10-24
180,145,Security,1418.33,2025-12-26
181,94,Cleaning,3443.61,2025-10-31
182,57,Security,1179.06,2026-01-17
183,163,Internet,9250.7,2025-11-09
184,123,Water,8779.53,2025-06-27
185,165,Water,2616.52,2025-03-24
186,107,Repair,6616.84,2025-02-16
187,194,Electricity,8181.36,2026-01-03
188,30,Water,5574.25,2025-08-06
189,77,Security,5320.02,2025-03-23
190,25,Internet,2456.43,2025-07-30
191,89,Repair,976.37,2025-03-13
192,27,Security,8977.3,2025-04-05
193,161,Cleaning,9009.16,2026-01-03
194,55,Internet,6349.36,2025-09-18
195,34,Water,3423.35,2025-10-06
196,41,Water,3524.64,2025-09-13
197,8,Cleaning,7273.26,2026-01-08
198,37,Cleaning,8976.25,2025-02-16
199,151,Cleaning,8876.51,2026-01-03
200,5,Water,7809.76,2025-04-20
201,67,Internet,6438.21,2025-10-23
202,173,Water,887.19,2025-10-05
203,197,Repair,1658.21,2025-07-15
204,71,Electricity,8990.61,2026-01-20
205,198,Cleaning,6083.97,2025-12-28
206,102,Cleaning,141.51,2026-01-19
207,51,Repair,1059.64,2025-12-24
208,97,Repair,6651.84,2025-11-08
209,84,Repair,100.36,2025-06-11
210,151,Electricity,1650.04,2025-09-26
211,117,Repair,5509.9,2025-06-20
212,54,Electricity,6934.36,2025-03-28
213,160,Electricity,6537.01,2025-12-09
214,70,Security,2281.48,2025-09-10
215,60,Water,7136.18,2025-03-29
216,45,Security,2410.63,2026-01-27
217,117,Internet,3287.73,2025-11-17
218,191,Cleaning,7477.59,2025-02-22
219,122,Security,6513.85,2025-12-04
220,184,Electricity,8499.77,2025-06-06
221,174,Electricity,6593.25,2025-05-10
222,117,Cleaning,5704.67,2025-06-02
223,98,Repair,982.06,2026-02-14
224,143,Water,3708.77,2025-06-24
225,183,Water,2688.76,2025-04-12
226,178,Internet,2477.7,2026-01-21
227,88,Water,9731.46,2025-06-03
228,43,Cleaning,3961.32,2025-07-08
229,163,Security,8925.86,2025-07-29
230,69,Cleaning,6329.83,2025-03-26
231,106,Water,7958.37,2026-01-05
232,39,Water,5051.24,2025-04-15
233,190,Security,5790.19,2025-12-12
234,143,Internet,4950.55,2025-06-03
235,18,Cleaning,1992.67,2025-03-27
236,92,Cleaning,7238.4,2025-07-09
237,126,Water,2843.69,2025-02-26
238,110,Water,291.94,2025-09-13
239,66,Cleaning,6472.45,2025-10-17
240,192,Electricity,1812.25,2026-01-25
241,63,Cleaning,9407.56,2025-06-08
242,90,Electricity,9541.59,2026-02-07
243,165,Cleaning,9152.9,2025-11-09
244,12,Security,3733.08,2025-08-01
245,130,Security,203.79,2025-02-24
246,133,Cleaning,9286.77,2025-10-10
247,66,Security,4310.43,2025-06-11
248,199,Electricity,9668.22,2025-11-17
249,68,Electricity,9638.02,2026-01-18
250,164,Cleaning,8537.44,2026-01-12
251,167,Repair,2979.77,2025-04-20
252,82,Internet,3881.72,2026-01-31
253,45,Water,8518.81,2025-12-05
254,19,Internet,3203.37,2025-08-07
255,128,Repair,1736.45,2025-03-29
256,1,Internet,5590.17,2025-08-11
257,198,Water,9364.74,2025-07-13
258,110,Cleaning,6975.5,2025-02-15
259,188,Security,5722.11,2025-03-06
260,191,Repair,1016.91,2025-04-12
261,169,Internet,6169.32,2026-01-19
262,95,Security,9901.04,2025-11-06
263,1,Water,1443.84,2025-10-12
264,130,Security,5207.38,2025-06-10
265,156,Water,8779.86,2025-05-09
266,42,Electricity,7420.65,2026-01-02
267,4,Electricity,6985.31,2025-12-24
268,195,Security,7039.72,2025-08-02
269,178,Water,3626.94,2025-05-15
270,55,Cleaning,2971.24,2025-08-08
271,61,Water,8103.14,2026-01-08
272,96,Repair,8110.63,2025-12-02
273,180,Electricity,8677.37,2025-10-21
274,165,Internet,9136.74,2025-03-17
275,15,Cleaning,5137.86,2025-12-09
276,117,Internet,5040.09,2025-03-16
277,193,Electricity,7993.04,2025-02-14
278,44,Water,6517.14,2025-04-24
279,71,Security,7034.57,2025-03-31
280,171,Water,7968.14,2025-08-05
281,43,Electricity,8905.55,2025-09-29
282,123,Security,3413.05,2025-03-02
283,12,Electricity,3787.05,2025-08-16
284,78,Electricity,985.12,2025-12-23
285,199,Electricity,5803.89,2026-01-15
286,53,Water,407.63,2025-08-24
287,138,Internet,4682.7,2025-06-21
288,38,Water,5449.31,2025-05-28
289,17,Water,2901.09,2025-09-20
290,177,Internet,5928.79,2026-01-21
291,118,Electricity,353.48,2026-02-03
292,113,Electricity,421.61,2025-06-13
293,63,Internet,8234.88,2025-08-05
294,63,Security,3633.9,2026-02-04
295,163,Repair,1314.25,2025-06-29
296,58,Cleaning,5246.32,2025-02-19
297,160,Electricity,7711.44,2026-01-29
298,88,Cleaning,2197.42,2025-12-01
299,177,Water,6247.76,2025-02-14
300,53,Repair,899.21,2025-05-16
301,135,Repair,564.23,2025-06-13
302,174,Internet,5336.98,2025-11-04
303,167,Water,5429.32,2025-10-02
304,70,Cleaning,6392.43,2025-03-16
305,109,Repair,7274.61,2025-06-12
306,148,Repair,9759.73,2025-12-29
307,142,Internet,5187.19,2025-04-28
308,94,Cleaning,3263.42,2025-05-10
309,44,Water,7962.1,2025-03-31
310,185,Repair,2744.78,2025-10-26
311,2,Water,4417.77,2025-11-24
312,1,Electricity,830.64,2025-03-20
313,32,Internet,302.24,2025-06-06
314,144,Repair,9628.35,2025-10-24
315,183,Security,8368.0,2026-01-14
316,6,Security,6974.94,2025-11-21
317,83,Repair,4119.08,2025-10-31
318,199,Electricity,1774.28,2025-07-25
319,168,Water,1606.55,2025-05-22
320,157,Electricity,2539.92,2025-10-14
321,189,Security,5514.81,2025-12-11
322,31,Security,7160.23,2025-08-31
323,42,Electricity,6618.96,2025-12-28
324,111,Electricity,2835.34,2025-05-19
325,9,Internet,9550.91,2025-06-27
326,81,Cleaning,7392.07,2025-08-02
327,155,Electricity,5565.82,2025-09-14
328,54,Internet,6136.62,2025-05-02
329,184,Cleaning,4225.02,2025-12-11
330,191,Repair,2514.92,2025-05-12
331,192,Repair,3591.93,2025-04-02
332,21,Security,7590.57,2025-03-31
333,18,Internet,193.22,2025-04-22
334,135,Cleaning,1204.92,2025-02-22
335,119,Internet,507.73,2025-11-06
336,98,Internet,455.25,2025-07-27
337,111,Security,8561.83,2025-03-27
338,12,Security,7051.4,2025-12-08
339,9,Repair,4768.03,2025-11-01
340,140,Repair,1023.45,2025-06-22
341,47,Water,4941.58,2025-03-08
342,124,Water,4761.04,2025-04-07
343,141,Security,1773.36,2025-09-12
344,161,Repair,4366.82,2025-10-11
345,119,Internet,4015.12,2025-10-14
346,79,Water,6177.71,2025-03-05
347,95,Cleaning,6369.18,2026-01-30
348,163,Cleaning,500.77,2025-11-11
349,54,Cleaning,3777.4,2025-08-01
350,97,Water,6277.31,2025-02-15
351,93,Water,5056.21,2025-04-21
352,27,Security,8572.07,2025-05-07
353,12,Security,6604.0,2026-02-12
354,104,Water,1671.2,2025-12-27
355,114,Repair,752.16,2025-06-26
356,53,Water,6442.07,2025-10-14
357,44,Internet,313.79,2025-08-14
358,188,Internet,5878.47,2025-06-10
359,123,Repair,9405.29,2025-06-18
360,177,Water,5775.97,2025-11-26
361,172,Internet,3912.29,2025-05-29
362,91,Internet,6450.72,2025-07-27
363,28,Cleaning,4609.62,2025-06-12
364,106,Cleaning,5478.89,2025-11-25
365,12,Electricity,9417.57,2025-07-10
366,32,Internet,3891.72,2026-01-10
367,171,Electricity,9613.85,2025-05-29
368,173,Electricity,9058.24,2025-04-21
369,122,Security,1998.12,2025-10-28
370,8,Repair,740.14,2025-03-12
371,89,Internet,1052.74,2025-08-26
372,108,Repair,231.31,2025-10-02
373,7,Security,989.71,2025-04-11
374,182,Electricity,6845.92,2026-01-05
375,16,Repair,758.33,2025-09-12
376,57,Security,3223.81,2025-11-22
377,167,Internet,8456.51,2025-04-03
378,66,Repair,281.56,2025-08-10
379,166,Repair,8153.96,2025-06-08
380,125,Water,2854.46,2025-09-10
381,153,Electricity,1225.74,2025-07-15
382,142,Water,6982.53,2025-07-04
383,75,Repair,6307.98,2026-01-01
384,92,Security,8780.85,2026-01-12
385,178,Internet,7363.96,2025-08-15
386,94,Cleaning,8044.64,2025-05-13
387,7,Water,2856.24,2025-07-08
388,190,Cleaning,1815.52,2025-08-24
389,67,Cleaning,7518.62,2025-04-01
390,116,Internet,8078.01,2025-03-27
391,117,Water,9905.53,2025-12-21
392,29,Repair,4155.55,2025-03-19
393,187,Water,3751.58,2025-03-12
394,172,Repair,7775.31,2025-03-26
395,167,Electricity,3441.0,2025-10-20
396,175,Cleaning,9311.04,2025-08-23
397,100,Electricity,8591.21,2026-01-24
398,88,Security,4318.49,2025-10-26
399,71,Internet,7521.17,2025-05-31
400,38,Repair,7557.7,2025-04-30
401,163,Electricity,1076.08,2025-04-08
402,65,Repair,9030.4,2025-12-28
403,99,Electricity,5077.26,2026-01-04
404,81,Cleaning,8273.25,2025-04-04
405,68,Water,3234.49,2025-04-12
406,87,Internet,8960.46,2025-11-21
407,32,Internet,3922.56,2025-02-27
408,158,Cleaning,157.83,2025-10-02
409,103,Security,9058.55,2025-05-18
410,100,Security,958.3,2025-03-26
411,178,Water,3227.17,2025-02-18
412,180,Internet,9503.12,2025-11-01
413,143,Security,9508.54,2025-07-18
414,151,Repair,5755.71,2025-06-24
415,129,Cleaning,6336.78,2025-04-14
416,160,Internet,4512.03,2025-05-05
417,121,Water,2967.45,2025-08-21
418,117,Repair,3320.21,2025-10-04
419,35,Security,6741.56,2025-03-16
420,155,Electricity,7536.13,2025-03-23
421,186,Internet,7926.21,2025-03-06
422,170,Electricity,7906.7,2026-01-19
423,113,Security,957.5,2025-08-10
424,54,Water,4969.48,2025-04-06
425,4,Water,622.71,2025-05-22
426,74,Electricity,5517.81,2025-11-15
427,142,Security,4443.23,2025-11-30
428,85,Water,8882.66,2025-08-22
429,141,Cleaning,3541.6,2025-09-13
430,37,Cleaning,1214.82,2025-12-30
431,60,Cleaning,1472.77,2025-09-11
432,41,Water,7627.03,2025-04-06
433,89,Repair,6201.27,2025-02-22
434,167,Water,1056.17,2025-08-31
435,156,Water,886.86,2025-08-05
436,154,Electricity,7024.64,2025-04-11
437,196,Cleaning,773.99,2025-05-30
438,173,Repair,8227.51,2025-11-17
439,105,Water,7077.11,2025-07-01
440,6,Cleaning,859.42,2025-04-29
441,112,Security,894.14,2025-08-02
442,32,Water,9867.06,2025-06-15
443,199,Repair,3773.99,2025-03-02
444,102,Security,3737.89,2025-10-06
445,1,Internet,8137.36,2025-09-29
446,39,Water,9475.12,2025-08-23
447,161,Repair,9860.71,2025-04-01
448,15,Repair,7546.11,2025-11-24
449,54,Cleaning,3793.78,2025-07-01
450,156,Electricity,880.83,2025-05-29
451,37,Water,7782.61,2026-02-12
452,42,Repair,5606.12,2025-03-01
453,38,Electricity,4271.01,2025-12-15
454,37,Security,9068.23,2025-10-11
455,34,Cleaning,1156.41,2025-07-14
456,143,Water,4951.62,2025-07-01
457,114,Security,162.97,2025-12-02
458,57,Internet,4713.17,2025-04-11
459,160,Water,610.22,2026-01-21
460,177,Internet,1232.24,2025-09-25
461,85,Water,1219.39,2025-10-23
462,23,Internet,6509.64,2025-07-09
463,57,Cleaning,7473.15,2025-10-21
464,80,Cleaning,5854.52,2025-09-13
465,91,Electricity,9623.62,2025-12-12
466,180,Cleaning,3779.96,2025-04-01
467,47,Water,2892.84,2025-03-12
468,136,Cleaning,8692.56,2026-02-10
469,172,Cleaning,2274.78,2025-07-16
470,78,Electricity,9634.06,2025-06-19
471,103,Cleaning,170.94,2025-05-26
472,120,Electricity,9700.29,2025-08-12
473,68,Water,479.44,2025-08-31
474,186,Security,8916.87,2025-02-22
475,88,Cleaning,5300.63,2026-01-25
476,60,Repair,9930.0,2025-04-10
477,174,Water,784.28,2025-05-12
478,33,Security,5560.85,2025-08-04
479,180,Water,9694.56,2025-09-26
480,91,Electricity,5254.82,2026-01-22
481,172,Security,6312.52,2025-03-13
482,55,Water,6972.7,2025-10-18
483,164,Repair,4572.68,2025-09-23
484,39,Internet,6294.2,2025-09-11
485,132,Electricity,5863.93,2025-04-26
486,75,Repair,9016.52,2025-07-02
487,128,Water,502.19,2025-10-26
488,19,Electricity,2845.58,2025-03-19
489,179,Security,9506.59,2025-03-10
490,164,Security,8908.12,2025-08-19
491,104,Internet,4583.78,2025-05-09
492,140,Repair,6220.32,2025-06-13
493,24,Internet,2809.94,2025-09-22
494,154,Electricity,1921.81,2025-04-06
495,187,Cleaning,4663.8,2025-06-14
496,123,Internet,3565.85,2025-09-26
497,191,Security,5857.38,2025-11-19
498,20,Repair,823.46,2025-11-16
499,58,Electricity,9745.23,2025-12-01
500,31,Cleaning,9862.8,2025-05-24
501,66,Internet,6996.71,2025-10-01
502,150,Internet,5384.16,2025-04-26
503,89,Water,3129.8,2025-07-12
504,179,Cleaning,8147.26,2026-02-11
505,199,Repair,6863.08,2025-09-13
506,197,Electricity,1668.04,2025-06-12
507,156,Electricity,9113.73,2026-01-25
508,17,Water,8234.25,2025-04-26
509,116,Cleaning,9500.51,2025-04-30
510,116,Security,7270.91,2025-06-19
511,163,Internet,6153.48,2025-09-04
512,197,Internet,4211.52,2025-07-27
513,84,Electricity,9330.65,2025-05-30
514,89,Cleaning,8667.34,2025-05-17
515,43,Repair,499.93,2025-05-29
516,167,Repair,312.35,2025-12-13
517,82,Internet,3795.81,2025-06-22
518,57,Electricity,8115.01,2025-12-29
519,184,Electricity,9873.4,2025-03-01
520,132,Security,1546.65,2025-04-15
521,40,Security,5961.6,2025-06-20
522,148,Internet,3839.86,2025-07-29
523,166,Cleaning,9700.65,2025-03-11
524,126,Water,8429.08,2025-10-06
525,154,Repair,8391.37,2025-07-10
526,79,Cleaning,4713.5,2025-11-06
527,25,Cleaning,4177.45,2026-02-12
528,159,Repair,2770.4,2025-04-02
529,169,Water,610.94,2026-02-05
530,200,Water,8653.99,2025-03-25
531,172,Water,8138.37,2025-06-29
532,141,Water,9997.19,2025-07-16
533,190,Cleaning,9966.54,2025-05-16
534,191,Internet,5576.55,2025-07-10
535,87,Internet,7701.42,2025-10-14
536,114,Water,9450.42,2025-06-22
537,176,Repair,8503.99,2025-09-28
538,19,Repair,2511.11,2025-06-22
539,180,Water,4532.91,2025-12-10
540,105,Cleaning,1335.14,2025-09-16
541,170,Security,9542.81,2025-06-20
542,107,Internet,6081.44,2025-12-05
543,12,Repair,2325.0,2025-07-18
544,71,Water,6733.42,2025-11-07
545,117,Internet,6200.38,2026-02-09
546,175,Repair,3613.72,2026-02-04
547,74,Security,1179.9,2025-05-23
548,106,Water,6732.15,2025-10-06
549,48,Security,5227.06,2025-03-05
550,96,Internet,7734.57,2025-09-07
551,103,Internet,5225.63,2025-08-20
552,90,Water,8529.21,2025-09-19
553,156,Cleaning,5541.47,2025-04-06
554,106,Electricity,5631.33,2025-12-14
555,67,Electricity,8772.7,2025-05-18
556,98,Cleaning,4064.65,2025-09-21
557,192,Cleaning,1383.45,2025-12-03
558,106,Cleaning,336.39,2025-10-02
559,11,Water,7563.62,2025-07-23
560,155,Water,6222.08,2026-01-24
561,121,Repair,7055.59,2025-05-03
562,171,Electricity,2168.99,2025-04-21
563,94,Cleaning,1406.9,2025-09-25
564,80,Repair,194.72,2026-02-09
565,45,Electricity,3538.35,2025-10-18
566,42,Internet,5919.68,2025-05-26
567,150,Cleaning,3952.83,2025-04-17
568,137,Repair,4402.88,2025-09-15
569,76,Cleaning,9046.38,2025-06-03
570,108,Security,3515.14,2025-08-03
571,166,Water,5164.2,2025-04-17
572,97,Electricity,7847.35,2025-10-14
573,134,Repair,3995.6,2025-03-14
574,24,Repair,6239.76,2025-07-02
575,86,Electricity,8630.52,2025-07-06
576,137,Cleaning,9497.73,2025-09-13
577,40,Repair,1513.38,2025-08-26
578,5,Repair,9269.55,2025-07-20
579,117,Cleaning,4946.56,2025-12-20
580,37,Security,2619.53,2025-02-16
581,43,Cleaning,4618.4,2025-12-27
582,44,Internet,9801.32,2025-07-09
583,90,Repair,4951.55,2025-04-08
584,119,Water,3321.08,2026-01-23
585,57,Cleaning,6352.34,2025-09-12
586,50,Internet,2439.45,2026-02-04
587,194,Security,804.84,2025-09-22
588,68,Internet,1332.35,2025-06-13
589,70,Cleaning,1324.06,2025-03-28
590,121,Electricity,1561.43,2025-11-25
591,170,Internet,1431.33,2026-02-10
592,143,Repair,6426.7,2026-02-10
593,49,Security,1859.71,2025-03-24
594,164,Cleaning,3489.39,2025-11-01
595,153,Cleaning,8973.04,2025-09-29
596,25,Security,4765.92,2025-03-21
597,181,Security,6692.2,2025-12-07
598,7,Electricity,1764.58,2025-08-27
599,179,Repair,1963.28,2025-04-03
600,8,Electricity,456.64,2025-05-16
601,163,Repair,1730.9,2025-08-09
602,87,Cleaning,2821.97,2025-12-23
603,83,Electricity,1811.25,2025-10-26
604,20,Electricity,932.59,2025-07-21
605,45,Water,1250.33,2025-12-31
606,8,Repair,4634.75,2025-06-04
607,67,Water,2103.02,2025-09-04
608,78,Electricity,3674.49,2025-03-31
609,25,Internet,5059.0,2025-12-14
610,172,Electricity,6919.43,2026-01-04
611,76,Security,441.16,2025-03-30
612,149,Security,8004.13,2025-06-16
613,198,Electricity,6297.61,2025-05-02
614,47,Cleaning,863.5,2026-01-19
615,59,Repair,8742.11,2026-02-13
616,59,Security,9212.68,2025-09-13
617,57,Security,657.73,2025-03-15
618,101,Security,2804.93,2025-04-21
619,14,Repair,8071.7,2025-05-04
620,112,Water,7495.18,2025-11-25
621,86,Internet,1885.98,2025-04-24
622,54,Security,2133.03,2025-05-05
623,3,Water,3736.2,2025-03-18
624,28,Cleaning,4871.0,2025-11-23
625,127,Internet,6201.63,2025-06-15
626,114,Repair,3720.69,2025-11-25
627,144,Water,4652.22,2025-07-22
628,32,Internet,7487.34,2025-04-11
629,49,Cleaning,415.0,2026-01-29
630,7,Security,2561.75,2025-02-18
631,52,Cleaning,7147.83,2026-01-11
632,90,Repair,8957.31,2026-01-24
633,111,Cleaning,5141.19,2025-06-24
634,62,Internet,5344.53,2025-12-10
635,14,Water,1116.36,2025-10-08
636,80,Internet,4501.75,2025-11-02
637,118,Water,5349.54,2026-01-12
638,138,Cleaning,2462.58,2025-06-30
639,133,Internet,2728.97,2025-09-13
640,130,Water,3803.98,2025-06-06
641,51,Internet,249.71,2025-05-30
642,7,Repair,3254.69,2025-06-15
643,159,Security,2153.91,2025-10-11
644,8,Electricity,3308.6,2025-08-12
645,185,Cleaning,1241.63,2025-08-13
646,120,Internet,8910.75,2025-11-30
647,40,Cleaning,5956.24,2025-04-10
648,33,Water,6807.07,2025-07-11
649,41,Repair,7902.25,2025-10-02
650,145,Cleaning,5009.5,2025-11-16
651,191,Water,914.86,2025-04-17
652,16,Security,5394.21,2025-12-09
653,7,Repair,5889.07,2025-11-29
654,28,Water,7467.12,2025-11-30
655,52,Repair,4345.01,2025-04-04
656,76,Security,1319.42,2025-09-06
657,3,Water,2873.57,2025-08-30
658,170,Security,3662.67,2025-09-15
659,131,Security,6476.88,2025-08-28
660,41,Internet,5729.24,2025-05-25
661,30,Water,3593.16,2025-07-11
662,58,Water,9865.83,2025-02-26
663,114,Electricity,6077.46,2026-02-07
664,85,Security,2410.41,2025-07-22
665,29,Internet,1062.74,2025-04-07
666,85,Repair,1570.95,2025-10-29
667,105,Internet,2497.28,2025-07-29
668,112,Water,1648.78,2025-09-21
669,194,Repair,1906.34,2025-09-25
670,198,Security,2886.7,2025-09-05
671,125,Electricity,1775.07,2025-03-28
672,173,Electricity,8972.82,2025-06-02
673,198,Electricity,848.33,2025-05-05
674,26,Security,5268.89,2025-02-14
675,55,Electricity,4133.45,2025-05-05
676,172,Water,9824.67,2025-10-07
677,155,Internet,1164.79,2025-12-11
678,41,Cleaning,4008.66,2025-12-27
679,191,Internet,9696.23,2025-03-07
680,105,Security,8661.8,2025-10-02
681,151,Water,8179.87,2025-07-02
682,184,Water,2616.13,2025-09-12
683,128,Internet,1750.33,2026-02-10
684,113,Repair,6703.0,2026-01-21
685,145,Water,9297.29,2025-09-16
686,1,Repair,5589.79,2025-11-04
687,190,Security,5737.55,2025-03-22
688,149,Water,2835.79,2025-12-01
689,158,Water,7706.45,2025-10-30
690,165,Internet,1911.09,2025-09-05
691,44,Internet,3270.61,2025-06-07
692,179,Internet,4283.09,2025-09-23
693,108,Water,5100.72,2025-03-04
694,108,Security,2461.98,2025-11-15
695,40,Water,1192.63,2025-09-22
696,74,Security,6125.67,2025-10-05
697,68,Electricity,2921.87,2025-09-19
