summary_id,summary_date,total_revenue,total_orders,avg_order_value
132,2024-05-11,218246.53,152,1435.83
133,2024-05-12,103227.15,91,1134.36
134,2024-05-13,410120.96,306,1340.26
135,2024-05-14,628591.98,383,1641.23
136,2024-05-15,145355.06,75,1938.07
137,2024-05-16,142683.97,166,859.54
138,2024-05-17,447709.36,261,1715.36
139,2024-05-18,185998.32,184,1010.86
140,2024-05-19,768428.69,403,1906.77
141,2024-05-20,400064.87,243,1646.36
142,2024-05-21,72873.05,51,1428.88
143,2024-05-22,442078.0,343,1288.86
144,2024-05-23,544333.07,425,1280.78
145,2024-05-24,199624.84,113,1766.59
146,2024-05-25,163164.26,147,1109.96
147,2024-05-26,98879.01,108,915.55
148,2024-05-27,423079.23,379,1116.3
149,2024-05-28,189886.23,107,1774.64
150,2024-05-29,85131.39,74,1150.42
151,2024-05-30,387492.4,390,993.57
152,2024-05-31,251370.6,260,966.81
153,2024-06-01,568723.3,310,1834.59
154,2024-06-02,284408.76,170,1672.99
155,2024-06-03,664421.15,485,1369.94
156,2024-06-04,229524.28,115,1995.86
157,2024-06-05,60598.03,60,1009.97
158,2024-06-06,352067.58,332,1060.44
159,2024-06-07,776890.5,422,1840.97
160,2024-06-08,529937.56,311,1703.98
161,2024-06-09,152219.3,106,1436.03
162,2024-06-10,316913.74,159,1993.17
163,2024-06-11,344282.59,183,1881.33
164,2024-06-12,281836.99,211,1335.72
165,2024-06-13,599246.33,433,1383.94
166,2024-06-14,520944.92,373,1396.64
167,2024-06-15,150608.74,131,1149.69
168,2024-06-16,170640.9,108,1580.01
169,2024-06-17,146630.81,76,1929.35
170,2024-06-18,328619.02,272,1208.16
171,2024-06-19,432865.21,251,1724.56
172,2024-06-20,888449.68,485,1831.86
173,2024-06-21,188995.89,118,1601.66
174,2024-06-22,518001.55,336,1541.67
175,2024-06-23,411314.29,361,1139.37
176,2024-06-24,287304.33,341,842.53
177,2024-06-25,403436.75,215,1876.45
178,2024-06-26,490332.72,325,1508.72
179,2024-06-27,676013.81,491,1376.81
180,2024-06-28,816391.23,411,1986.35
181,2024-06-29,218445.67,235,929.56
182,2024-06-30,634116.33,415,1527.99
183,2024-07-01,672774.3,425,1583.0
184,2024-07-02,228364.8,146,1564.14
185,2024-07-03,108657.0,70,1552.24
186,2024-07-04,129408.18,126,1027.05
187,2024-07-05,460343.62,370,1244.17
188,2024-07-06,432062.23,392,1102.2
189,2024-07-07,521899.28,355,1470.14
190,2024-07-08,832040.6,454,1832.69
191,2024-07-09,365589.38,206,1774.71
192,2024-07-10,127306.85,65,1958.57
193,2024-07-11,288701.75,175,1649.72
194,2024-07-12,94004.88,50,1880.1
195,2024-07-13,355968.71,300,1186.56
196,2024-07-14,364153.68,341,1067.9
197,2024-07-15,565816.01,468,1209.01
198,2024-07-16,218502.73,176,1241.49
199,2024-07-17,436681.6,359,1216.38
200,2024-07-18,122886.23,96,1280.06
201,2024-07-19,644289.28,428,1505.35
202,2024-07-20,271774.95,215,1264.07
203,2024-07-21,398250.63,202,1971.54
204,2024-07-22,221837.15,226,981.58
205,2024-07-23,676818.68,357,1895.85
206,2024-07-24,477393.75,334,1429.32
207,2024-07-25,91571.08,66,1387.44
208,2024-07-26,584480.83,295,1981.29
209,2024-07-27,632799.16,361,1752.91
210,2024-07-28,399103.12,452,882.97
211,2024-07-29,558121.39,368,1516.63
212,2024-07-30,205684.81,131,1570.11
213,2024-07-31,582724.15,395,1475.25
214,2024-08-01,254830.77,276,923.3
215,2024-08-02,291811.28,182,1603.36
216,2024-08-03,156402.19,160,977.51
217,2024-08-04,461579.82,266,1735.26
218,2024-08-05,579436.75,348,1665.05
219,2024-08-06,458853.57,347,1322.34
220,2024-08-07,289776.13,269,1077.23
221,2024-08-08,268583.43,208,1291.27
222,2024-08-09,810991.43,426,1903.74
223,2024-08-10,247968.09,153,1620.71
224,2024-08-11,718650.4,490,1466.63
225,2024-08-12,381046.47,203,1877.08
226,2024-08-13,930439.53,485,1918.43
227,2024-08-14,561353.15,317,1770.83
228,2024-08-15,441519.23,287,1538.39
229,2024-08-16,750690.66,439,1710.0
230,2024-08-17,551308.02,430,1282.11
231,2024-08-18,229878.25,267,860.97
232,2024-08-19,308544.43,261,1182.16
233,2024-08-20,308039.59,279,1104.08
234,2024-08-21,50651.04,55,920.93
235,2024-08-22,76099.15,50,1521.98
236,2024-08-23,300970.13,181,1662.82
237,2024-08-24,604425.59,495,1221.06
238,2024-08-25,211411.22,109,1939.55
239,2024-08-26,96128.28,70,1373.26
240,2024-08-27,312594.37,365,856.42
241,2024-08-28,71402.65,51,1400.05
242,2024-08-29,374268.17,271,1381.06
243,2024-08-30,96860.39,99,978.39
244,2024-08-31,421957.73,456,925.35
245,2024-09-01,270353.73,278,972.5
246,2024-09-02,303035.71,272,1114.1
247,2024-09-03,110500.27,95,1163.16
248,2024-09-04,695090.7,354,1963.53
249,2024-09-05,153489.42,85,1805.76
250,2024-09-06,317655.09,167,1902.13
251,2024-09-07,755911.71,408,1852.72
252,2024-09-08,521421.16,311,1676.6
253,2024-09-09,224410.74,113,1985.94
254,2024-09-10,313229.85,186,1684.03
255,2024-09-11,961383.13,484,1986.33
256,2024-09-12,204639.98,131,1562.14
257,2024-09-13,773355.26,419,1845.72
258,2024-09-14,311863.46,382,816.4
259,2024-09-15,116311.24,144,807.72
260,2024-09-16,473245.42,258,1834.28
261,2024-09-17,593859.63,477,1244.99
262,2024-09-18,229396.23,248,924.98
263,2024-09-19,450794.53,496,908.86
264,2024-09-20,425207.57,233,1824.93
265,2024-09-21,771041.13,395,1952.0
266,2024-09-22,662815.1,362,1830.98
267,2024-09-23,307344.83,371,828.42
268,2024-09-24,123138.11,69,1784.61
269,2024-09-25,365593.84,203,1800.95
270,2024-09-26,74231.02,77,964.04
271,2024-09-27,312686.58,318,983.29
272,2024-09-28,521133.47,335,1555.62
273,2024-09-29,747775.66,438,1707.25
274,2024-09-30,245588.78,185,1327.51
275,2024-10-01,538278.28,321,1676.88
276,2024-10-02,53297.56,54,986.99
277,2024-10-03,194973.21,110,1772.48
278,2024-10-04,643984.1,387,1664.04
279,2024-10-05,643565.56,323,1992.46
280,2024-10-06,458402.63,367,1249.05
281,2024-10-07,300875.43,247,1218.12
282,2024-10-08,220980.85,178,1241.47
283,2024-10-09,731946.19,481,1521.72
284,2024-10-10,225803.28,233,969.11
285,2024-10-11,359356.21,358,1003.79
286,2024-10-12,595897.41,443,1345.14
287,2024-10-13,529289.08,311,1701.89
288,2024-10-14,124342.49,64,1942.85
289,2024-10-15,340991.28,370,921.6
290,2024-10-16,89309.11,111,804.59
291,2024-10-17,286854.64,333,861.43
292,2024-10-18,375690.02,265,1417.7
293,2024-10-19,809153.28,411,1968.74
294,2024-10-20,102272.81,113,905.07
295,2024-10-21,138030.77,158,873.61
296,2024-10-22,315810.52,366,862.87
297,2024-10-23,536393.39,464,1156.02
298,2024-10-24,446271.08,224,1992.28
299,2024-10-25,68225.11,53,1287.27
300,2024-10-26,152661.16,102,1496.68
301,2024-10-27,362767.08,300,1209.22
302,2024-10-28,210053.12,227,925.34
303,2024-10-29,370292.06,232,1596.09
304,2024-10-30,589881.54,456,1293.6
305,2024-10-31,362041.54,189,1915.56
306,2024-11-01,124243.65,79,1572.7
307,2024-11-02,119374.77,96,1243.49
308,2024-11-03,386893.25,326,1186.79
309,2024-11-04,177274.08,100,1772.74
310,2024-11-05,329574.96,277,1189.8
311,2024-11-06,200662.69,161,1246.35
312,2024-11-07,354762.37,208,1705.59
313,2024-11-08,494549.02,355,1393.1
314,2024-11-09,177834.12,142,1252.35
315,2024-11-10,122987.55,66,1863.45
316,2024-11-11,655054.18,472,1387.83
317,2024-11-12,96885.52,99,978.64
318,2024-11-13,440494.0,375,1174.65
319,2024-11-14,294307.66,168,1751.83
320,2024-11-15,545637.45,496,1100.08
321,2024-11-16,764514.69,485,1576.32
322,2024-11-17,586182.45,396,1480.26
323,2024-11-18,271522.71,157,1729.44
324,2024-11-19,528575.59,358,1476.47
325,2024-11-20,546420.03,357,1530.59
326,2024-11-21,780400.95,428,1823.37
327,2024-11-22,665229.18,337,1973.97
328,2024-11-23,66998.33,61,1098.33
329,2024-11-24,244065.0,223,1094.46
330,2024-11-25,829456.91,473,1753.61
331,2024-11-26,488485.3,404,1209.12
332,2024-11-27,670861.83,383,1751.6
333,2024-11-28,280908.88,322,872.39
334,2024-11-29,204689.32,186,1100.48
335,2024-11-30,334895.97,304,1101.63
336,2024-12-01,636941.89,388,1641.6
337,2024-12-02,422336.47,441,957.68
338,2024-12-03,215425.92,113,1906.42
339,2024-12-04,95322.07,103,925.46
340,2024-12-05,273104.5,180,1517.25
341,2024-12-06,224586.58,149,1507.29
342,2024-12-07,250100.15,294,850.68
343,2024-12-08,262487.21,213,1232.33
344,2024-12-09,258893.06,145,1785.47
345,2024-12-10,509470.52,285,1787.62
346,2024-12-11,341208.38,388,879.4
347,2024-12-12,825561.33,479,1723.51
348,2024-12-13,977397.47,490,1994.69
349,2024-12-14,399870.93,370,1080.73
350,2024-12-15,256422.26,187,1371.24
351,2024-12-16,734920.25,457,1608.14
352,2024-12-17,290327.25,152,1910.05
353,2024-12-18,699596.84,363,1927.26
354,2024-12-19,380403.39,235,1618.74
355,2024-12-20,270405.7,288,938.91
356,2024-12-21,851793.35,459,1855.76
357,2024-12-22,223686.53,224,998.6
358,2024-12-23,892849.8,479,1863.99
359,2024-12-24,384051.77,275,1396.55
360,2024-12-25,522756.87,421,1241.7
361,2024-12-26,302009.65,226,1336.33
362,2024-12-27,551686.6,303,1820.75
363,2024-12-28,479727.26,357,1343.77
364,2024-12-29,812853.55,432,1881.61
365,2024-12-30,298480.05,167,1787.31
366,2024-12-31,941683.73,476,1978.33
367,2025-01-01,610659.87,316,1932.47
368,2025-01-02,437523.12,286,1529.8
369,2025-01-03,227464.5,127,1791.06
370,2025-01-04,569016.78,374,1521.44
371,2025-01-05,157128.63,83,1893.12
372,2025-01-06,193757.5,224,864.99
373,2025-01-07,67045.91,68,985.97
374,2025-01-08,192059.16,158,1215.56
375,2025-01-09,675995.1,423,1598.1
376,2025-01-10,322309.7,274,1176.31
377,2025-01-11,257715.51,144,1789.69
378,2025-01-12,253917.78,129,1968.35
379,2025-01-13,616311.62,481,1281.31
380,2025-01-14,109085.22,130,839.12
381,2025-01-15,400724.39,330,1214.32
382,2025-01-16,270067.57,160,1687.92
383,2025-01-17,771978.96,456,1692.94
384,2025-01-18,151612.82,147,1031.38
385,2025-01-19,379471.36,398,953.45
386,2025-01-20,610767.77,388,1574.14
387,2025-01-21,210738.03,207,1018.06
388,2025-01-22,191864.33,110,1744.22
389,2025-01-23,247909.34,151,1641.78
390,2025-01-24,148721.19,113,1316.12
391,2025-01-25,310770.23,256,1213.95
392,2025-01-26,606651.0,347,1748.27
393,2025-01-27,428138.72,476,899.45
394,2025-01-28,138267.99,106,1304.41
395,2025-01-29,407069.17,321,1268.13
396,2025-01-30,66671.11,83,803.27
397,2025-01-31,493038.6,280,1760.85
398,2025-02-01,562545.23,481,1169.53
399,2025-02-02,74467.41,69,1079.24
400,2025-02-03,507124.56,376,1348.74
401,2025-02-04,200224.03,178,1124.85
402,2025-02-05,398522.88,463,860.74
403,2025-02-06,550587.1,402,1369.62
404,2025-02-07,380291.21,226,1682.7
405,2025-02-08,76761.02,61,1258.38
406,2025-02-09,642711.4,382,1682.49
407,2025-02-10,519669.77,340,1528.44
408,2025-02-11,545247.68,385,1416.23
409,2025-02-12,336813.36,205,1642.99
410,2025-02-13,848184.01,446,1901.76
411,2025-02-14,441889.45,494,894.51
412,2025-02-15,526212.79,372,1414.55
413,2025-02-16,428818.98,286,1499.37
414,2025-02-17,548373.83,387,1416.99
415,2025-02-18,250529.06,156,1605.96
416,2025-02-19,83416.93,80,1042.71
417,2025-02-20,523462.77,385,1359.64
418,2025-02-21,86077.38,67,1284.74
419,2025-02-22,96354.6,90,1070.61
420,2025-02-23,312356.69,176,1774.75
421,2025-02-24,624875.21,336,1859.75
422,2025-02-25,374826.21,372,1007.6
423,2025-02-26,480672.97,362,1327.83
424,2025-02-27,502456.6,488,1029.62
425,2025-02-28,164603.9,175,940.59
426,2025-03-01,271322.68,231,1174.56
427,2025-03-02,402803.93,412,977.68
428,2025-03-03,155801.47,91,1712.1
429,2025-03-04,138270.97,153,903.73
430,2025-03-05,570989.22,293,1948.77
431,2025-03-06,477601.78,493,968.77
432,2025-03-07,659762.11,459,1437.39
433,2025-03-08,703688.55,356,1976.65
434,2025-03-09,303487.25,304,998.31
435,2025-03-10,694297.67,459,1512.63
436,2025-03-11,971091.27,490,1981.82
437,2025-03-12,109119.12,83,1314.69
438,2025-03-13,656742.43,344,1909.13
439,2025-03-14,660262.76,490,1347.48
440,2025-03-15,258536.7,198,1305.74
441,2025-03-16,751479.1,390,1926.87
442,2025-03-17,471461.39,337,1399.0
443,2025-03-18,497470.8,253,1966.29
444,2025-03-19,454972.58,351,1296.22
445,2025-03-20,493093.0,258,1911.21
446,2025-03-21,538685.21,275,1958.86
447,2025-03-22,109080.97,126,865.72
448,2025-03-23,301093.83,310,971.27
449,2025-03-24,423933.13,441,961.3
450,2025-03-25,179549.39,95,1889.99
451,2025-03-26,87415.85,79,1106.53
452,2025-03-27,103277.32,90,1147.53
453,2025-03-28,487683.5,401,1216.17
454,2025-03-29,410796.32,244,1683.59
455,2025-03-30,648233.91,346,1873.51
456,2025-03-31,223875.36,183,1223.36
457,2025-04-01,653734.58,345,1894.88
458,2025-04-02,457228.53,347,1317.66
459,2025-04-03,258314.53,222,1163.58
460,2025-04-04,558590.65,318,1756.57
461,2025-04-05,219707.28,113,1944.31
462,2025-04-06,189259.96,159,1190.31
463,2025-04-07,195731.41,158,1238.81
464,2025-04-08,411818.86,220,1871.9
465,2025-04-09,547926.07,455,1204.23
466,2025-04-10,312298.98,214,1459.34
467,2025-04-11,782034.35,466,1678.19
468,2025-04-12,257766.22,155,1663.01
469,2025-04-13,431171.0,490,879.94
470,2025-04-14,127395.99,158,806.3
471,2025-04-15,212283.1,259,819.63
472,2025-04-16,583098.82,466,1251.29
473,2025-04-17,239569.98,207,1157.34
474,2025-04-18,433004.45,257,1684.84
475,2025-04-19,497886.19,309,1611.28
476,2025-04-20,183324.12,102,1797.3
477,2025-04-21,619898.3,460,1347.6
478,2025-04-22,232328.27,175,1327.59
479,2025-04-23,444558.93,286,1554.4
480,2025-04-24,110875.1,72,1539.93
481,2025-04-25,405545.17,225,1802.42
482,2025-04-26,78572.65,73,1076.34
483,2025-04-27,237608.04,223,1065.51
484,2025-04-28,140283.2,94,1492.37
485,2025-04-29,205459.95,147,1397.69
486,2025-04-30,332491.1,376,884.28
487,2025-05-01,305918.82,260,1176.61
488,2025-05-02,668914.89,357,1873.71
489,2025-05-03,147423.78,184,801.22
490,2025-05-04,442985.27,421,1052.22
491,2025-05-05,587451.73,369,1592.01
492,2025-05-06,269320.08,198,1360.2
493,2025-05-07,584761.37,368,1589.03
494,2025-05-08,724786.29,434,1670.01
495,2025-05-09,795350.56,437,1820.02
496,2025-05-10,848766.16,466,1821.39
497,2025-05-11,607172.68,467,1300.16
498,2025-05-12,122489.22,62,1975.63
499,2025-05-13,237024.74,241,983.51
500,2025-05-14,300229.93,189,1588.52
501,2025-05-15,199434.47,210,949.69
502,2025-05-16,390790.99,280,1395.68
503,2025-05-17,215922.07,221,977.02
504,2025-05-18,378672.68,235,1611.37
505,2025-05-19,212025.78,239,887.14
506,2025-05-20,657133.58,437,1503.74
507,2025-05-21,329522.32,182,1810.56
508,2025-05-22,280159.76,202,1386.93
509,2025-05-23,487731.27,370,1318.19
510,2025-05-24,220948.55,151,1463.24
511,2025-05-25,165185.0,120,1376.54
512,2025-05-26,484215.63,389,1244.77
513,2025-05-27,513708.36,434,1183.66
514,2025-05-28,99015.41,62,1597.02
515,2025-05-29,265394.97,310,856.11
516,2025-05-30,421921.39,469,899.62
517,2025-05-31,553518.61,479,1155.57
518,2025-06-01,433563.76,283,1532.03
519,2025-06-02,104871.55,76,1379.89
520,2025-06-03,598156.78,300,1993.86
521,2025-06-04,257946.52,204,1264.44
522,2025-06-05,384961.97,442,870.95
523,2025-06-06,99192.23,51,1944.95
524,2025-06-07,226062.9,273,828.07
525,2025-06-08,339126.05,231,1468.08
526,2025-06-09,367099.7,307,1195.76
527,2025-06-10,226744.03,187,1212.53
528,2025-06-11,140586.7,112,1255.24
529,2025-06-12,397486.89,360,1104.13
530,2025-06-13,679531.63,371,1831.62
531,2025-06-14,391472.45,413,947.88
532,2025-06-15,434266.11,278,1562.11
533,2025-06-16,287818.51,155,1856.89
534,2025-06-17,480163.46,244,1967.88
535,2025-06-18,607331.06,378,1606.7
536,2025-06-19,154837.7,163,949.92
537,2025-06-20,174008.8,90,1933.43
538,2025-06-21,176999.76,97,1824.74
539,2025-06-22,491208.32,483,1016.99
540,2025-06-23,326831.73,248,1317.87
541,2025-06-24,473660.52,334,1418.15
542,2025-06-25,501032.5,343,1460.74
543,2025-06-26,206876.21,191,1083.12
544,2025-06-27,250729.65,204,1229.07
545,2025-06-28,580700.57,457,1270.68
546,2025-06-29,560876.97,457,1227.3
547,2025-06-30,285934.85,259,1104.0
548,2025-07-01,406297.48,297,1368.0
549,2025-07-02,401361.56,215,1866.8
550,2025-07-03,379210.46,247,1535.27
551,2025-07-04,649585.27,453,1433.96
552,2025-07-05,90974.78,56,1624.55
553,2025-07-06,800622.16,488,1640.62
554,2025-07-07,514810.91,467,1102.38
555,2025-07-08,139585.21,81,1723.27
556,2025-07-09,263650.57,240,1098.54
557,2025-07-10,641733.75,429,1495.88
558,2025-07-11,189784.68,236,804.17
559,2025-07-12,317401.47,227,1398.24
560,2025-07-13,159232.79,122,1305.19
561,2025-07-14,543790.78,278,1956.08
562,2025-07-15,214129.59,238,899.7
563,2025-07-16,450339.51,473,952.09
564,2025-07-17,296943.62,221,1343.64
565,2025-07-18,800075.95,443,1806.04
566,2025-07-19,239763.02,277,865.57
567,2025-07-20,206325.23,255,809.12
568,2025-07-21,298759.42,163,1832.88
569,2025-07-22,414723.29,238,1742.53
570,2025-07-23,514156.99,294,1748.83
571,2025-07-24,305513.7,280,1091.12
572,2025-07-25,402110.39,401,1002.77
573,2025-07-26,400775.48,214,1872.78
574,2025-07-27,947335.01,485,1953.27
575,2025-07-28,209000.52,152,1375.0
576,2025-07-29,238394.46,162,1471.57
577,2025-07-30,116115.23,141,823.51
578,2025-07-31,360687.0,444,812.36
579,2025-08-01,624046.45,355,1757.88
580,2025-08-02,136965.15,71,1929.09
581,2025-08-03,427056.07,263,1623.79
582,2025-08-04,615669.1,394,1562.61
583,2025-08-05,562227.31,364,1544.58
584,2025-08-06,330589.63,374,883.93
585,2025-08-07,232172.94,217,1069.92
586,2025-08-08,468772.05,345,1358.76
587,2025-08-09,599052.75,418,1433.14
588,2025-08-10,485614.77,447,1086.39
589,2025-08-11,687518.37,431,1595.17
590,2025-08-12,382307.5,292,1309.27
591,2025-08-13,444751.38,266,1672.0
592,2025-08-14,631581.18,380,1662.06
593,2025-08-15,282294.22,225,1254.64
594,2025-08-16,532123.12,450,1182.5
595,2025-08-17,260477.42,134,1943.86
596,2025-08-18,78100.18,88,887.5
597,2025-08-19,114154.58,68,1678.74
598,2025-08-20,224345.63,224,1001.54
599,2025-08-21,683781.14,426,1605.12
600,2025-08-22,609383.97,419,1454.38
601,2025-08-23,104579.33,70,1493.99
602,2025-08-24,583790.49,413,1413.54
603,2025-08-25,313652.05,337,930.72
604,2025-08-26,209103.28,146,1432.21
605,2025-08-27,290426.97,300,968.09
606,2025-08-28,603723.76,469,1287.26
607,2025-08-29,393216.12,470,836.63
608,2025-08-30,110861.94,77,1439.77
609,2025-08-31,435735.75,249,1749.94
610,2025-09-01,113347.0,71,1596.44
611,2025-09-02,261141.28,137,1906.14
612,2025-09-03,802888.52,460,1745.41
613,2025-09-04,116471.22,60,1941.19
614,2025-09-05,451410.06,445,1014.4
615,2025-09-06,519208.59,326,1592.66
616,2025-09-07,151321.31,159,951.71
617,2025-09-08,465798.01,402,1158.7
618,2025-09-09,285768.72,177,1614.51
619,2025-09-10,662494.38,338,1960.04
620,2025-09-11,293081.04,251,1167.65
621,2025-09-12,158079.03,112,1411.42
622,2025-09-13,335079.94,242,1384.63
623,2025-09-14,532001.43,473,1124.74
624,2025-09-15,471422.89,317,1487.14
625,2025-09-16,432192.91,271,1594.81
626,2025-09-17,393845.11,447,881.09
627,2025-09-18,474117.1,473,1002.36
628,2025-09-19,114275.0,67,1705.6
629,2025-09-20,764529.48,443,1725.8
630,2025-09-21,571499.52,488,1171.11
631,2025-09-22,312152.05,177,1763.57
632,2025-09-23,289479.68,175,1654.17
633,2025-09-24,232007.85,151,1536.48
634,2025-09-25,415034.33,411,1009.82
635,2025-09-26,222136.93,136,1633.36
636,2025-09-27,658453.7,335,1965.53
637,2025-09-28,127679.97,89,1434.61
638,2025-09-29,166845.77,153,1090.5
639,2025-09-30,796483.62,457,1742.85
640,2025-10-01,379129.83,297,1276.53
641,2025-10-02,70429.19,52,1354.41
642,2025-10-03,208607.84,189,1103.75
643,2025-10-04,514703.57,362,1421.83
644,2025-10-05,568422.24,316,1798.8
645,2025-10-06,144116.55,87,1656.51
646,2025-10-07,432953.59,415,1043.26
647,2025-10-08,177426.43,215,825.24
648,2025-10-09,334658.79,334,1001.97
649,2025-10-10,761164.33,414,1838.56
650,2025-10-11,247468.06,264,937.38
651,2025-10-12,320676.96,246,1303.56
652,2025-10-13,191518.68,152,1259.99
653,2025-10-14,178482.21,138,1293.35
654,2025-10-15,799139.48,498,1604.7
655,2025-10-16,241351.48,144,1676.05
656,2025-10-17,155430.01,109,1425.96
657,2025-10-18,542628.48,391,1387.8
658,2025-10-19,458781.41,236,1943.99
659,2025-10-20,216523.4,134,1615.85
660,2025-10-21,795684.23,450,1768.19
661,2025-10-22,123945.34,73,1697.88
662,2025-10-23,414807.15,212,1956.64
663,2025-10-24,188719.14,235,803.06
664,2025-10-25,116042.89,62,1871.66
665,2025-10-26,207872.77,125,1662.98
666,2025-10-27,176306.24,94,1875.6
667,2025-10-28,146426.71,95,1541.33
668,2025-10-29,232687.26,134,1736.47
669,2025-10-30,273970.56,158,1733.99
