work_order_id,product_id,line_id,start_timestamp,end_timestamp,quantity_produced,rejected_quantity,status
6489,5764,5,2025-12-05 00:19:46.070502,2025-12-05 11:19:46.070502,2561.0,30.0,COMPLETED
10754,5530,8,2025-12-26 01:49:47.530586,2025-12-26 06:49:47.530586,1776.0,79.0,Completed
6972,1259,5,2024-05-02 23:06:24.090829,2024-05-03 08:06:24.090829,2277.0,96.0,Completed
12784,2442,3,2025-06-06 03:44:45.624969,2025-06-06 12:44:45.624969,2096.0,61.0,Completed
10468,3499,7,2025-02-03 19:08:30.780437,2025-02-04 06:08:30.780437,4416.0,44.0,
13890,5992,5,,2024-09-21 00:12:42.602499,2485.0,80.0,Completed
6821,3428,6,2026-01-30 15:44:30.369699,,1007.0,30.0,Completed
7087,2357,4,2025-07-15 23:06:10.009654,2025-07-16 03:06:10.009654,925.0,,Completed
10862,800,6,2024-12-24 09:52:33.697934,2024-12-24 11:52:33.697934,476.0,22.0,Completed
908,2117,9,2024-10-15 06:56:08.353049,,3358.0,142.0,Completed
2834,282,8,2025-02-09 09:18:02.141623,2025-02-09 15:18:02.141623,2305.0,40.0,Completed
11011,4268,2,2025-03-20 17:56:27.969428,2025-03-21 00:56:27.969428,1604.0,76.0,Completed
528,3972,2,2024-05-20 09:32:20.065682,2024-05-20 17:32:20.065682,,29.0,Completed
2380,5398,5,2025-10-01 10:24:29.427345,2025-10-01 21:24:29.427345,2770.0,122.0,Completed
2597,5863,4,2025-11-22 18:04:17.660639,2025-11-23 01:04:17.660639,1620.0,52.0,
793,3742,10,2025-05-18 03:02:23.807961,2025-05-18 09:02:23.807961,2383.0,110.0,Completed
10663,4158,10,2025-06-06 01:51:07.490276,2025-06-06 09:51:07.490276,3094.0,110.0,Completed
14808,3567,5,2026-02-25 09:43:31.930351,2026-02-25 12:43:31.930351,751.0,15.0,Completed
13207,1120,10,2024-08-10 06:51:18.452237,2024-08-10 08:51:18.452237,886.0,,Completed
3101,4557,2,2025-05-06 22:10:57.656370,2025-05-07 02:10:57.656370,,10.0,Completed
13509,47,10,2025-05-05 10:13:30.320724,2025-05-05 17:13:30.320724,2712.0,54.0,Completed
4003,4643,3,2025-01-16 02:45:28.147927,2025-01-16 03:45:28.147927,256.0,4.0,Completed
6471,4467,6,2024-06-23 23:57:48.318170,2024-06-24 05:57:48.318170,1192.0,33.0,Completed
1464,2149,3,2025-09-13 12:47:17.554998,2025-09-13 19:47:17.554998,1620.0,7.0,Completed
9511,218,3,2024-07-18 04:26:30.138065,2024-07-18 15:26:30.138065,2909.0,69.0,Completed
10240,2329,5,2025-12-30 17:21:05.726426,2025-12-31 01:21:05.726426,1900.0,65.0,Completed
12509,595,3,2024-05-21 16:14:54.347394,2024-05-22 01:14:54.347394,2286.0,89.0,Completed
14235,585,8,2024-11-24 18:20:49.351850,,3578.0,7.0,Completed
12333,2756,7,2025-09-28 03:43:20.811933,2025-09-28 12:43:20.811933,3532.0,,Completed
14172,4918,4,2024-10-07 04:52:39.597266,2024-10-07 05:52:39.597266,217.0,4.0,Completed
2446,801,5,2024-03-07 00:38:32.660098,2024-03-07 03:38:32.660098,645.0,6.0,Completed
6808,4958,1,2025-05-25 07:00:10.465759,2025-05-25 17:00:10.465759,1142.0,36.0,Completed
1177,4711,8,2025-07-02 22:02:11.409261,2025-07-03 04:02:11.409261,2458.0,32.0,Completed
6628,4757,1,2024-10-11 10:06:26.018449,2024-10-11 16:06:26.018449,845.0,33.0,Completed
1645,2933,8,2024-07-18 23:43:48.160119,2024-07-19 03:43:48.160119,1682.0,40.0,Completed
5236,2655,5,2024-09-29 07:06:34.179257,2024-09-29 11:06:34.179257,841.0,40.0,Completed
223,5435,10,2025-01-03 08:22:38.320592,2025-01-03 11:22:38.320592,1325.0,38.0,Completed
4204,2311,5,2024-09-15 03:58:10.104228,2024-09-15 07:58:10.104228,958.0,9.0,Completed
2478,2230,9,2024-04-28 05:53:35.060475,2024-04-28 09:53:35.060475,1131.0,50.0,Completed
11092,2864,1,,2026-01-28 02:13:38.050550,392.0,11.0,COMPLETED
12726,4145,7,,2025-02-03 17:35:56.446091,1680.0,,Completed
3794,313,5,2025-04-04 15:27:02.029934,2025-04-05 02:27:02.029934,2441.0,11.0,COMPLETED
10724,650,4,,2025-04-14 18:28:45.390660,1229.0,37.0,
1703,220,4,2026-02-14 22:08:33.190811,2026-02-15 00:08:33.190811,434.0,17.0,Completed
5634,2711,3,2025-10-02 04:39:55.075555,2025-10-02 12:39:55.075555,2059.0,2.0,Completed
2930,1705,9,,,2717.0,126.0,Completed
3866,4635,4,2025-11-24 18:14:45.883234,2025-11-25 00:14:45.883234,1297.0,47.0,Completed
14609,4733,2,2024-12-31 10:38:23.905759,2024-12-31 15:38:23.905759,1148.0,49.0,Completed
12254,2946,5,2024-09-05 16:40:36.212657,2024-09-06 02:40:36.212657,2329.0,100.0,Completed
10198,2109,7,2025-10-31 00:23:28.939094,2025-10-31 08:23:28.939094,3719.0,70.0,
9073,2543,3,2025-10-24 00:32:17.351097,2025-10-24 09:32:17.351097,2154.0,5.0,completed
142,3510,10,2025-11-26 16:51:59.860991,2025-11-26 23:51:59.860991,2606.0,57.0,Completed
458,4035,8,2024-06-30 23:09:10.717559,2024-07-01 05:09:10.717559,2596.0,108.0,Completed
663,5055,7,2025-04-12 01:45:10.799470,2025-04-12 11:45:10.799470,4055.0,165.0,Completed
10488,4177,7,2024-05-21 09:58:52.830229,2024-05-21 11:58:52.830229,895.0,4.0,Completed
11766,4819,8,2024-10-31 21:12:23.404065,2024-10-31 23:12:23.404065,836.0,33.0,Completed
12911,3508,8,2026-02-05 07:25:04.244537,2026-02-05 13:25:04.244537,2532.0,,Completed
3630,376,3,2024-10-19 10:19:20.681003,2024-10-19 19:19:20.681003,2454.0,96.0,Completed
153,4331,4,2025-12-27 22:50:17.814101,2025-12-28 09:50:17.814101,2424.0,94.0,Completed
14123,1494,7,2025-10-17 02:45:20.437605,2025-10-17 12:45:20.437605,4249.0,64.0,Completed
10658,5181,1,2025-12-03 17:01:08.596691,2025-12-04 02:01:08.596691,1137.0,5.0,Completed
4483,4576,3,2025-08-17 17:29:19.916674,2025-08-17 19:29:19.916674,454.0,16.0,Completed
2360,2594,7,2026-02-06 09:42:46.074215,2026-02-06 18:42:46.074215,3835.0,166.0,Completed
10847,3927,6,2024-07-03 06:13:50.365643,2024-07-03 15:13:50.365643,2113.0,99.0,Completed
5333,3491,10,2025-08-10 13:46:13.396856,2025-08-10 19:46:13.396856,,116.0,Completed
2744,305,6,2024-09-06 23:06:46.247910,2024-09-07 10:06:46.247910,2312.0,25.0,Completed
3837,1939,1,2025-09-24 08:41:35.187245,2025-09-24 17:41:35.187245,1208.0,20.0,Completed
12153,4343,10,2025-09-03 21:07:20.647463,2025-09-03 23:07:20.647463,879.0,22.0,Completed
1543,27,10,2026-02-06 13:58:11.759561,2026-02-06 20:58:11.759561,2990.0,104.0,Completed
4758,3020,2,2025-05-08 20:53:00.410219,2025-05-09 03:53:00.410219,1455.0,48.0,Completed
3385,5569,1,2025-11-02 13:19:28.106478,2025-11-02 19:19:28.106478,831.0,3.0,Completed
1756,3943,7,2025-05-21 16:23:44.602782,2025-05-22 02:23:44.602782,4567.0,27.0,Completed
7593,3843,8,2025-11-03 00:43:34.093162,2025-11-03 09:43:34.093162,3634.0,18.0,Completed
1555,4385,1,2024-05-07 08:37:56.999099,2024-05-07 10:37:56.999099,256.0,3.0,Completed
2392,5368,9,2025-09-26 15:53:25.954959,2025-09-26 17:53:25.954959,558.0,12.0,Completed
2212,924,9,2024-08-19 20:10:26.238027,2024-08-20 02:10:26.238027,2066.0,92.0,Completed
1497,5467,2,2025-11-29 09:06:17.841698,2025-11-29 16:06:17.841698,1309.0,56.0,Completed
13580,4134,6,2025-05-24 01:28:51.183587,2025-05-24 05:28:51.183587,975.0,21.0,Completed
14486,5354,8,2024-09-12 11:33:26.141082,2024-09-12 15:33:26.141082,1483.0,15.0,Completed
13967,5527,4,2026-02-08 01:11:39.182504,2026-02-08 04:11:39.182504,724.0,19.0,Completed
10438,465,8,,2025-03-29 17:16:04.885804,1500.0,26.0,Completed
8111,3887,2,,2024-03-15 00:55:11.597793,2119.0,41.0,Completed
11294,4144,7,2025-01-10 07:48:38.449562,2025-01-10 08:48:38.449562,409.0,4.0,Completed
4198,848,6,2025-02-17 13:14:52.110515,2025-02-17 23:14:52.110515,2166.0,80.0,Completed
12414,992,4,2025-04-15 19:57:40.329379,2025-04-16 00:57:40.329379,1050.0,30.0,Completed
6896,3787,6,2025-07-12 17:37:27.129820,2025-07-12 18:37:27.129820,234.0,0.0,Completed
5908,750,8,2025-04-26 02:43:31.977451,,3491.0,118.0,Completed
11073,2418,10,2025-10-06 03:13:44.232826,2025-10-06 07:13:44.232826,1536.0,37.0,Completed
13334,1558,9,2025-11-30 06:50:00.397992,2025-11-30 13:50:00.397992,2210.0,20.0,Completed
4766,4300,10,2025-08-29 15:35:44.358264,2025-08-29 16:35:44.358264,453.0,0.0,COMPLETED
9143,838,4,2024-12-28 23:30:46.427658,2024-12-29 08:30:46.427658,2045.0,78.0,Completed
11434,3139,8,2026-01-05 21:02:06.834848,2026-01-06 08:02:06.834848,3963.0,165.0,Completed
11518,3554,1,2025-07-08 22:01:55.130669,2025-07-09 09:01:55.130669,1283.0,54.0,Completed
7464,4829,7,2025-09-16 13:53:39.145599,2025-09-16 17:53:39.145599,1696.0,77.0,Completed
7399,2877,10,2024-03-07 09:21:53.392717,,4981.0,50.0,Completed
14458,912,9,2024-11-25 00:18:48.822579,2024-11-25 10:18:48.822579,2867.0,55.0,Completed
8826,4427,6,2025-04-16 22:18:51.591274,2025-04-17 02:18:51.591274,955.0,24.0,Completed
848,3226,1,2026-01-05 02:36:04.842550,2026-01-05 10:36:04.842550,1105.0,38.0,Completed
302,4013,4,2024-08-22 21:43:45.315857,2024-08-23 08:43:45.315857,2596.0,101.0,Completed
1771,2432,8,2024-08-24 23:26:19.739526,2024-08-25 05:26:19.739526,2318.0,114.0,Completed
7517,179,3,2024-08-05 16:01:17.420071,2024-08-05 21:01:17.420071,1162.0,17.0,Completed
2926,1513,3,2025-08-29 07:19:46.758059,2025-08-29 18:19:46.758059,2628.0,72.0,Completed
2927,1569,3,2025-09-09 07:44:31.967125,2025-09-09 17:44:31.967125,2332.0,9.0,Completed
7602,4022,4,2025-10-26 10:39:08.354880,2025-10-26 12:39:08.354880,412.0,15.0,Completed
11211,3995,10,2025-02-09 09:19:27.149332,2025-02-09 20:19:27.149332,4173.0,104.0,Completed
2631,5201,9,2026-01-11 23:04:04.754816,2026-01-12 10:04:04.754816,3253.0,64.0,Completed
11894,4076,1,2025-10-17 11:32:55.980540,2025-10-17 22:32:55.980540,1511.0,11.0,Completed
9139,2005,6,2024-07-15 05:51:10.510534,2024-07-15 07:51:10.510534,453.0,6.0,Completed
9988,3926,7,,2024-05-02 15:05:03.870351,3636.0,95.0,Completed
10448,2660,4,2024-03-12 01:10:36.862348,2024-03-12 02:10:36.862348,,2.0,Completed
13016,25,2,2025-11-10 16:26:04.487252,2025-11-11 01:26:04.487252,2033.0,89.0,Completed
11520,1881,8,2025-02-27 14:12:42.889578,,3930.0,8.0,Completed
343,1537,6,2024-11-24 10:27:40.896696,2024-11-24 21:27:40.896696,2335.0,15.0,Completed
9552,1746,8,2024-10-05 23:03:02.069374,,3831.0,172.0,Completed
6856,443,10,2025-11-17 17:57:38.244525,2025-11-18 00:57:38.244525,2847.0,47.0,Completed
2851,5508,1,2024-05-29 16:49:23.234932,2024-05-30 01:49:23.234932,1184.0,44.0,Completed
4094,5533,4,2024-10-07 11:05:12.462313,2024-10-07 13:05:12.462313,401.0,15.0,Completed
6912,2833,1,2025-05-25 13:29:00.562272,2025-05-25 23:29:00.562272,1406.0,10.0,Completed
878,5410,1,2024-08-29 10:14:53.029603,2024-08-29 17:14:53.029603,927.0,7.0,
598,577,6,2025-04-29 11:19:50.841395,2025-04-29 13:19:50.841395,403.0,13.0,Completed
12339,3172,10,2025-07-15 03:42:52.159930,2025-07-15 11:42:52.159930,3565.0,62.0,Completed
12498,3341,10,2024-09-22 23:26:41.858498,2024-09-23 04:26:41.858498,1938.0,64.0,Completed
13464,3894,7,2024-07-19 08:07:05.209701,2024-07-19 10:07:05.209701,,37.0,
11164,4650,9,2025-03-11 02:55:56.563594,2025-03-11 10:55:56.563594,2237.0,58.0,Completed
9001,2963,3,2025-06-18 02:58:12.861704,2025-06-18 12:58:12.861704,2407.0,68.0,Completed
10497,631,3,2025-12-15 02:28:56.920326,2025-12-15 07:28:56.920326,1225.0,60.0,Completed
11827,5417,2,2025-06-04 22:49:22.265920,2025-06-05 08:49:22.265920,1979.0,77.0,Completed
1631,1805,3,2024-08-31 22:55:04.612665,2024-09-01 07:55:04.612665,2128.0,19.0,Completed
211,810,5,2024-08-06 08:27:49.704811,2024-08-06 11:27:49.704811,746.0,34.0,Completed
10947,800,4,2025-01-20 17:23:02.056242,2025-01-21 00:23:02.056242,1571.0,39.0,Completed
618,3265,4,,2024-12-28 21:12:44.427498,230.0,8.0,Completed
10066,2361,4,2024-07-30 20:15:41.650303,2024-07-31 04:15:41.650303,1740.0,6.0,Completed
5632,392,2,2024-04-10 17:33:03.783999,2024-04-10 23:33:03.783999,1328.0,33.0,Completed
11358,1047,2,2024-11-26 17:38:20.316511,2024-11-26 21:38:20.316511,768.0,10.0,completed
13894,3123,3,2024-04-22 16:06:10.882252,2024-04-23 00:06:10.882252,2057.0,69.0,Completed
12482,441,10,2024-08-04 18:52:34.996116,2024-08-05 02:52:34.996116,2980.0,35.0,Completed
9327,4372,8,2024-12-13 08:48:33.977730,,2949.0,41.0,Completed
11492,3441,2,2024-12-27 14:34:34.588432,2024-12-27 23:34:34.588432,1884.0,90.0,Completed
5408,892,3,2024-03-09 04:04:13.108760,2024-03-09 12:04:13.108760,2019.0,58.0,Completed
10800,501,3,2025-04-07 07:02:18.992667,2025-04-07 17:02:18.992667,2627.0,24.0,Completed
8125,518,9,2024-11-01 05:57:11.563735,2024-11-01 10:57:11.563735,1624.0,58.0,Completed
5407,973,5,2024-03-26 06:30:47.203855,2024-03-26 12:30:47.203855,1484.0,43.0,Completed
7161,383,10,2025-10-04 01:00:03.062538,2025-10-04 04:00:03.062538,1201.0,30.0,Completed
13582,3444,10,2025-04-25 07:31:02.655613,2025-04-25 08:31:02.655613,,0.0,Completed
1355,5747,1,2024-02-27 15:20:22.759513,2024-02-27 16:20:22.759513,125.0,1.0,Completed
6517,1208,6,2025-08-18 23:47:14.685663,2025-08-19 04:47:14.685663,1203.0,25.0,Completed
7130,2668,7,2024-08-12 12:15:00.592988,2024-08-12 15:15:00.592988,1352.0,6.0,Completed
1763,1322,10,2024-08-30 10:16:33.038953,2024-08-30 14:16:33.038953,1770.0,23.0,Completed
252,5592,10,2026-01-11 17:17:09.841579,2026-01-11 22:17:09.841579,,32.0,Completed
14024,1224,1,2024-08-04 16:55:46.177220,2024-08-05 02:55:46.177220,1219.0,27.0,Completed
9197,806,7,2025-12-10 20:53:36.560228,2025-12-11 03:53:36.560228,3217.0,51.0,Completed
10700,506,8,2026-01-24 06:52:40.366902,2026-01-24 11:52:40.366902,1935.0,40.0,Completed
7852,3277,1,,2024-06-21 10:10:06.406278,1074.0,28.0,Completed
12856,1272,8,2024-11-24 12:12:22.773229,2024-11-24 15:12:22.773229,1258.0,57.0,Completed
8114,2924,4,2025-04-10 11:10:33.523031,2025-04-10 13:10:33.523031,437.0,13.0,Completed
11284,5020,6,2025-01-05 03:47:30.137662,2025-01-05 11:47:30.137662,1614.0,79.0,Completed
10296,4256,8,2024-07-18 14:01:50.082858,2024-07-18 20:01:50.082858,2398.0,103.0,Completed
14634,2141,6,2024-09-25 02:53:53.397528,2024-09-25 12:53:53.397528,2080.0,79.0,Completed
4707,4680,4,2024-05-20 14:37:50.152809,2024-05-21 00:37:50.152809,2449.0,39.0,Completed
1158,5172,1,2025-07-25 18:36:19.152843,2025-07-26 05:36:19.152843,,47.0,Completed
4495,3064,6,,2024-03-09 16:53:48.581975,,7.0,Completed
3407,4149,8,2024-05-20 06:01:36.299554,2024-05-20 17:01:36.299554,3996.0,74.0,Completed
3760,1470,4,2024-03-14 09:05:21.471870,2024-03-14 16:05:21.471870,1534.0,35.0,Completed
5017,2204,6,2024-02-29 17:57:39.646350,2024-03-01 00:57:39.646350,1612.0,35.0,Completed
941,663,6,,2026-02-02 07:50:50.717936,197.0,6.0,Completed
3042,3933,5,2025-05-22 05:12:00.019575,2025-05-22 06:12:00.019575,227.0,10.0,Completed
9829,94,2,2024-08-22 02:57:15.603029,2024-08-22 07:57:15.603029,1149.0,24.0,Completed
8948,4559,3,2025-12-25 02:00:38.432564,2025-12-25 06:00:38.432564,941.0,17.0,COMPLETED
14997,4240,1,2025-06-04 23:39:31.039979,2025-06-05 06:39:31.039979,957.0,35.0,Completed
8997,4880,6,2024-05-13 09:06:30.653656,2024-05-13 18:06:30.653656,1802.0,54.0,Completed
7695,1211,7,2024-10-25 21:08:50.643979,2024-10-26 07:08:50.643979,3930.0,135.0,Completed
881,2848,2,2025-03-09 20:29:23.766348,2025-03-10 06:29:23.766348,2101.0,,Completed
11279,5790,4,2026-02-22 21:05:00.051331,2026-02-23 03:05:00.051331,1213.0,5.0,Completed
13361,259,1,2026-02-01 05:46:19.456939,2026-02-01 06:46:19.456939,128.0,1.0,Completed
3404,2884,2,,2025-09-18 01:01:40.269444,1029.0,33.0,Completed
12074,2611,9,2024-08-01 23:23:37.169940,2024-08-02 05:23:37.169940,1694.0,72.0,Completed
9816,1489,3,2025-07-06 16:56:38.111735,2025-07-07 03:56:38.111735,2618.0,120.0,Completed
10437,2005,4,2026-01-16 15:27:26.711658,2026-01-16 18:27:26.711658,639.0,25.0,Completed
9361,3470,8,,2024-06-15 00:59:23.923950,2470.0,109.0,Completed
12174,4979,3,2024-04-15 01:49:45.450601,2024-04-15 07:49:45.450601,1600.0,51.0,Completed
14031,1372,10,2024-11-06 09:55:58.174352,2024-11-06 10:55:58.174352,408.0,1.0,Completed
1100,1555,8,2025-10-24 12:43:36.697675,2025-10-24 20:43:36.697675,3189.0,103.0,Completed
6259,890,1,2025-12-08 19:20:02.013158,2025-12-09 02:20:02.013158,901.0,41.0,Completed
5659,4184,7,2025-04-05 04:43:31.937550,2025-04-05 14:43:31.937550,4573.0,214.0,Completed
14364,1128,10,2024-10-14 03:34:18.855805,2024-10-14 12:34:18.855805,4089.0,,Completed
10105,3183,9,2025-06-19 15:00:29.325591,2025-06-19 16:00:29.325591,335.0,16.0,Completed
51,5602,1,2026-01-29 20:57:01.019212,2026-01-30 07:57:01.019212,1376.0,16.0,Completed
12717,5165,8,2025-01-07 22:21:20.420768,2025-01-07 23:21:20.420768,415.0,17.0,Completed
7066,5274,10,2025-01-24 18:05:40.124679,2025-01-25 01:05:40.124679,2583.0,79.0,Completed
12149,4452,6,2024-12-19 03:11:11.621064,2024-12-19 06:11:11.621064,591.0,7.0,Completed
5289,1735,5,2024-03-05 05:16:42.880742,2024-03-05 16:16:42.880742,2739.0,42.0,Completed
7990,3462,6,2024-08-23 21:56:40.989425,2024-08-24 04:56:40.989425,1477.0,47.0,Completed
13695,4162,4,2025-02-16 07:33:07.412696,2025-02-16 17:33:07.412696,2373.0,2.0,Completed
6518,4485,9,2025-11-01 15:35:03.605081,2025-11-01 21:35:03.605081,1939.0,40.0,Completed
429,2188,4,2025-03-12 18:41:12.752174,2025-03-13 05:41:12.752174,2566.0,10.0,Completed
10285,4689,6,2025-08-06 08:09:08.099023,2025-08-06 18:09:08.099023,,,Completed
4873,1320,8,2025-04-27 14:30:44.543659,2025-04-27 23:30:44.543659,3585.0,73.0,Completed
9591,983,5,2025-06-29 02:09:29.807668,2025-06-29 08:09:29.807668,,2.0,Completed
10606,4205,2,2024-10-01 10:33:26.724489,2024-10-01 11:33:26.724489,,9.0,Completed
568,5734,1,2025-06-08 06:37:48.685432,2025-06-08 15:37:48.685432,1080.0,13.0,Completed
6395,4335,5,2024-02-28 06:52:58.487724,2024-02-28 09:52:58.487724,667.0,22.0,
14815,3633,4,2025-03-22 11:48:11.584294,2025-03-22 19:48:11.584294,1903.0,76.0,
7402,4552,2,2025-02-24 23:11:57.997914,2025-02-25 00:11:57.997914,223.0,2.0,Completed
6901,4643,4,2024-09-30 04:16:39.696431,2024-09-30 11:16:39.696431,1684.0,,Completed
5803,1080,4,2025-04-21 18:49:34.046909,2025-04-22 04:49:34.046909,2160.0,85.0,Completed
6308,4345,4,2024-11-28 06:49:56.032398,2024-11-28 12:49:56.032398,1442.0,53.0,Completed
11297,3746,10,2024-06-19 14:54:13.622324,2024-06-19 21:54:13.622324,2823.0,106.0,Completed
12438,1545,9,2025-04-02 02:19:38.241974,2025-04-02 04:19:38.241974,628.0,14.0,Completed
8034,667,1,2025-12-14 15:21:07.272832,2025-12-15 00:21:07.272832,1224.0,31.0,Completed
7882,3659,10,2025-07-20 05:21:58.445377,2025-07-20 08:21:58.445377,1139.0,42.0,Completed
14571,1481,2,2025-03-29 13:05:47.637351,2025-03-29 15:05:47.637351,408.0,2.0,Completed
7024,431,5,2025-09-30 05:33:33.803495,2025-09-30 08:33:33.803495,683.0,12.0,Completed
5665,1861,4,,2025-01-22 12:22:18.286494,2213.0,82.0,Completed
8790,801,10,,2025-02-08 06:25:15.592207,738.0,23.0,Completed
11666,448,10,2024-12-11 07:14:23.164443,2024-12-11 08:14:23.164443,415.0,6.0,Completed
11213,1833,7,2025-03-10 08:06:07.666118,2025-03-10 14:06:07.666118,2696.0,104.0,Completed
5752,2287,3,2025-10-12 13:46:46.201489,2025-10-13 00:46:46.201489,2800.0,117.0,Completed
859,2393,8,2024-06-25 07:26:58.083008,2024-06-25 15:26:58.083008,3164.0,154.0,Completed
1605,5875,1,2025-04-12 18:40:01.348711,2025-04-13 02:40:01.348711,1103.0,50.0,completed
4538,5296,7,2025-12-28 21:16:03.595430,2025-12-29 03:16:03.595430,2535.0,28.0,Completed
7433,5771,4,2024-04-24 04:08:27.407646,2024-04-24 11:08:27.407646,1445.0,45.0,Completed
13023,5799,4,2026-01-21 20:40:32.797683,2026-01-22 06:40:32.797683,2308.0,19.0,Completed
10393,3866,7,2025-09-06 02:05:11.051933,2025-09-06 03:05:11.051933,408.0,18.0,Completed
12570,267,9,2024-06-12 00:50:24.205013,2024-06-12 03:50:24.205013,996.0,20.0,Completed
44,5499,9,2024-03-21 08:17:09.069326,2024-03-21 16:17:09.069326,2471.0,122.0,Completed
21,4344,3,2024-05-12 10:56:53.071382,2024-05-12 21:56:53.071382,2848.0,89.0,Completed
6343,5957,3,2025-05-31 12:24:47.346533,2025-05-31 18:24:47.346533,1665.0,66.0,Completed
13155,2207,5,2025-07-17 02:49:42.087443,2025-07-17 12:49:42.087443,2512.0,,Completed
10367,1860,7,2025-03-17 04:42:18.453502,2025-03-17 05:42:18.453502,412.0,7.0,Completed
8696,1082,6,2024-11-17 04:02:02.196389,2024-11-17 14:02:02.196389,2217.0,3.0,Completed
14601,418,9,2024-05-16 23:10:56.738274,2024-05-17 00:10:56.738274,291.0,6.0,Completed
8626,1293,2,2025-12-13 06:40:34.069444,2025-12-13 08:40:34.069444,450.0,12.0,Completed
1229,1612,8,2025-11-25 23:27:32.755902,2025-11-26 04:27:32.755902,2088.0,22.0,Completed
641,5845,3,2025-06-02 06:19:03.227956,2025-06-02 12:19:03.227956,1526.0,26.0,Completed
6942,2957,3,2025-01-22 17:43:25.564965,2025-01-22 20:43:25.564965,756.0,14.0,
5759,751,8,2024-11-11 17:12:47.128841,2024-11-12 02:12:47.128841,3502.0,38.0,Completed
9605,5719,1,2025-02-12 15:18:19.121006,2025-02-12 23:18:19.121006,1072.0,4.0,Completed
2963,4693,7,2024-03-05 03:31:38.291889,,4602.0,20.0,Completed
5402,253,3,2024-11-26 03:44:35.405277,2024-11-26 05:44:35.405277,445.0,14.0,completed
4270,5859,7,2024-11-13 14:26:05.046300,2024-11-13 16:26:05.046300,881.0,18.0,Completed
5816,3839,10,2024-11-12 18:39:17.000203,2024-11-12 23:39:17.000203,1853.0,29.0,Completed
5522,1006,9,2024-12-20 05:29:39.286511,2024-12-20 09:29:39.286511,,20.0,Completed
13870,3949,2,2024-09-30 20:34:38.251750,2024-10-01 06:34:38.251750,2198.0,87.0,completed
6669,957,2,2025-02-13 06:01:11.636292,,205.0,5.0,Completed
627,2865,2,2025-04-05 08:06:28.283058,2025-04-05 09:06:28.283058,207.0,10.0,Completed
6554,1999,4,2024-10-11 05:48:18.278296,2024-10-11 15:48:18.278296,2401.0,12.0,Completed
5819,2830,8,2024-03-29 20:10:38.062626,2024-03-30 00:10:38.062626,1414.0,9.0,Completed
735,50,6,2025-12-14 04:35:43.966707,2025-12-14 05:35:43.966707,217.0,7.0,Completed
