return_id,order_id,prod_id,return_date,reason,refund_amount
5461,109159,4845,2026-01-14,DEFECTIVE,1003.94
1374,27536,4921,,Wrong Item,
574,11447,2133,2024-10-25,Size issue,1932.24
1404,28013,3404,2026-01-28,Wrong Item,
2060,41358,2702,2025-11-29,Wrong Item,58.93
7497,149941,3555,2025-12-25,Defective,14572.65
483,9446,5576,2025-05-02,Wrong Item,2346.26
4042,81356,3327,2025-01-04,Wrong Item,11965.71
5618,112509,5041,2025-10-10,,10863.58
6741,134921,1049,2025-07-18,Wrong Item,5286.94
708,14116,1345,2024-03-01,Wrong Item,6174.1
4080,82081,5480,2024-09-11,Not liked,6060.43
1013,20455,319,2024-06-20,Defective,21003.96
914,18492,4079,2025-02-21,Size issue,7381.32
53,834,2848,2025-10-20,Defective,1723.78
3873,78024,339,2024-10-16,Defective,51868.4
1017,20564,2153,2025-06-07,Not liked,1056.68
5049,100989,4412,2025-04-20,Size issue,7532.61
7041,140448,3923,2024-06-11,Not liked,430.41
2201,44000,4863,2024-04-30,Size issue,1554.11
6327,125942,3812,2025-05-30,Defective,3388.84
6234,124210,3584,2025-07-04,Defective,1069.65
2368,47594,4736,2025-01-22,Not liked,1065.8
1465,29167,3035,2024-07-07,Not liked,1164.72
273,5493,2777,2025-12-01,Defective,423.98
952,19251,3789,2024-10-22,Defective,13851.41
2239,44731,1206,2024-02-14,Defective,6421.76
7276,145310,3065,2025-01-08,Not liked,1995.43
841,16988,3755,2024-07-23,Not liked,6551.82
5241,104654,312,2024-06-11,Not liked,23919.28
4627,92857,169,2024-07-26,Defective,16996.32
696,13864,3099,2024-10-19,Not liked,408.9
2464,49783,5367,2025-06-04,Defective,4055.66
2825,56776,2930,2025-11-17,Not liked,1775.63
6996,139553,4329,2024-11-24,,9776.59
4364,88197,1033,2024-07-19,Wrong Item,9569.15
6459,128804,3251,2025-02-21,Wrong Item,701.34
2578,52010,3574,2025-07-30,Defective,6690.9
3044,60994,957,2024-07-01,Defective,6988.37
2604,52423,1996,2024-05-06,wrong item,989.37
6006,119800,5569,2025-10-23,Defective,49208.82
2677,53720,3398,2024-09-12,Size issue,12750.17
903,18242,2358,2025-11-10,size issue,
87,1512,5060,2024-02-27,Size issue,12876.06
2600,52335,887,2024-10-29,Not liked,7399.6
3099,62129,653,2025-06-03,Not liked,101558.72
3573,71910,864,2024-09-30,Defective,6937.02
990,19995,257,2024-10-27,Defective,
6762,135357,1294,2024-08-27,Not liked,8660.85
6481,129277,3280,2025-05-31,Not liked,4779.47
6775,135533,3685,2024-03-26,Wrong Item,12308.51
6424,128004,2534,2025-06-09,Defective,2168.52
6316,125782,3536,2025-11-01,Wrong Item,3416.63
1183,23658,3946,2024-07-19,Not liked,5795.09
7462,149357,3399,2024-03-29,Not liked,14371.37
6920,138095,2516,2026-02-25,Size issue,1272.23
4002,80460,4755,2025-07-09,wrong item,
6323,125895,3887,2024-07-13,Defective,5823.45
3629,73087,3987,2025-03-25,Wrong Item,3508.81
5859,117333,2029,2025-01-07,Size issue,25006.89
2484,50302,3778,2025-01-20,Wrong Item,6302.53
2014,40463,182,2024-05-02,,97890.51
2958,59280,5126,,Defective,3844.67
941,19080,3593,2026-02-10,Size issue,4722.72
5125,102486,2273,,Not liked,4138.03
2251,44876,5548,2025-02-17,Size issue,38150.98
4668,93538,2715,2024-11-06,SIZE ISSUE,520.02
1179,23564,863,2024-05-12,Not liked,7023.74
2504,50691,132,2024-11-23,Wrong Item,115546.1
2869,57571,2132,2025-12-14,Defective,3847.39
3918,78796,1700,2025-09-19,Wrong Item,25642.28
4548,91257,685,2025-09-06,Defective,9424.73
1733,35155,4854,2025-12-26,Wrong Item,1521.13
4952,98998,5491,2025-08-02,Defective,32707.64
5440,108777,3553,2024-06-13,,7053.04
7149,142622,3985,2025-12-23,not liked,1664.1
5221,104276,2727,2024-10-14,Not liked,1478.59
3331,67084,676,2025-04-27,Size issue,3666.87
6001,119716,4166,2025-12-15,Defective,266.57
5647,113099,5813,2024-05-19,DEFECTIVE,26024.19
610,12129,1134,2025-03-27,Wrong Item,8569.94
4512,90617,4957,2025-03-02,Not liked,
1125,22602,4564,2024-09-11,Not liked,
1897,38305,2894,2024-10-07,Size issue,1740.96
3466,69694,3392,2025-02-24,,6162.31
7,106,2301,2025-06-29,Defective,3293.86
3759,75741,2549,,Defective,4425.77
618,12295,4700,2025-03-20,Size issue,1770.0
1302,26128,1680,2025-07-15,Defective,27321.64
89,1525,1062,2025-11-21,Defective,1893.15
2794,56103,45,2025-07-30,Not liked,44142.2
5541,110925,2224,2026-02-17,Defective,2280.31
292,5817,3072,2026-01-03,Size issue,1124.97
4957,99055,1907,2025-06-12,Size issue,
4631,92923,495,2024-06-03,Defective,146490.72
6858,137011,1490,2024-01-20,,33171.21
3650,73650,3509,2025-04-30,Wrong Item,9330.07
4506,90527,302,2025-08-08,Wrong Item,74031.01
6763,135366,5000,2025-11-16,Size issue,13053.03
3808,76575,3052,2025-02-07,Wrong Item,154.56
6102,121532,3488,2025-03-24,Wrong Item,7416.13
4965,99261,3071,2024-12-14,Not liked,1599.49
7173,143201,2049,2024-11-14,Not liked,2356.65
4515,90669,2789,2025-09-27,Size issue,1103.26
740,14868,2764,2024-03-09,Not liked,1204.08
4488,90372,4111,2024-11-13,Size issue,3999.54
1873,37746,4302,2024-01-29,Defective,3223.41
4193,84542,1594,2025-05-27,Not liked,16327.39
7192,143518,1156,2024-04-28,wrong item,6205.53
4593,92103,3426,2024-12-24,Defective,
252,5045,5399,2025-03-28,Not liked,8918.25
6965,139009,4517,2025-02-10,Defective,1097.53
7426,148531,1908,2024-02-25,Wrong Item,31630.54
4270,86216,574,2024-08-08,Not liked,133352.89
2845,57150,354,2025-06-10,defective,61083.14
4296,86695,2514,2024-02-17,NOT LIKED,3848.06
1437,28689,5587,2025-01-06,Defective,40365.26
4943,98809,5085,2024-12-08,Defective,14525.24
1744,35377,5647,2025-05-25,Wrong Item,47187.32
7139,142508,107,,Wrong Item,63511.5
4083,82104,4696,2024-04-14,Size issue,1938.56
6381,127083,4089,2025-09-21,Size issue,4833.34
2343,46835,2709,2025-10-04,not liked,1917.34
7288,145513,4311,2024-11-03,Defective,2123.69
2216,44302,1640,2025-05-29,Wrong Item,18788.23
5406,108160,1782,2025-12-28,Defective,12669.65
5925,118545,3569,2025-11-01,Not liked,9041.52
6598,131446,2186,2025-08-31,Size issue,974.37
7116,141818,2698,2024-01-20,Size issue,1794.31
5615,112477,2097,2024-05-02,Size issue,3377.3
3347,67346,4539,2025-08-03,Wrong Item,760.92
1634,32970,2760,2025-06-08,Not liked,226.86
4216,85090,1615,2025-05-01,Size issue,33453.35
2041,40965,3268,2024-04-30,,13299.96
5211,104062,1557,2025-10-01,Size issue,20594.32
6406,127598,378,2025-02-13,Not liked,55994.0
2709,54475,2613,2025-09-07,Size issue,2421.84
2293,45892,5740,2024-10-01,Not liked,41655.91
5010,100206,1244,2025-08-02,Wrong Item,9578.52
6369,126816,3006,,Defective,617.81
955,19306,1785,2025-08-31,Size issue,6789.55
5605,112329,2169,2025-06-24,Not liked,2766.24
2117,42316,1276,2024-11-14,Wrong Item,2138.35
374,7405,1177,2024-05-02,Size issue,6289.18
734,14734,4923,2025-11-23,Wrong Item,4962.18
5369,107522,2260,2025-12-05,Defective,1893.85
2731,54804,3646,2024-06-20,NOT LIKED,6384.77
5929,118576,638,2025-08-02,Not liked,141883.1
2369,47616,5510,2025-04-28,Size issue,18011.7
6947,138675,5710,2025-12-18,Not liked,35424.7
5239,104604,4857,2025-03-10,Defective,1803.87
4779,95717,2280,2024-07-13,Wrong Item,3992.39
1493,29750,2268,2024-02-11,Size issue,4958.45
6686,133486,259,2025-07-18,,10120.12
3427,69051,2162,2025-02-28,Wrong Item,1901.71
3657,73777,5047,2024-04-15,Size issue,12750.51
4203,84773,525,2024-01-29,Wrong Item,51668.69
3133,62813,3414,2025-03-26,Defective,6722.56
50,788,2099,2026-01-14,Size issue,
2038,40895,5465,2024-06-28,Size issue,34339.06
5624,112584,2891,2025-09-11,Size issue,1215.28
6158,122693,2929,2025-09-05,Size issue,152.37
5784,115803,737,2025-07-01,Wrong Item,8909.48
1410,28132,2831,2024-12-05,Not liked,1471.02
2463,49769,954,2025-03-12,,9234.68
1065,21451,5759,2025-03-05,Not liked,24488.36
5572,111684,5233,2025-12-18,Size issue,888.73
7218,144054,3764,2025-05-21,Wrong Item,5672.66
3483,70031,2553,2024-04-08,Not Liked,2359.6
1232,24784,4381,2026-02-08,Defective,3491.79
61,994,2261,2025-05-25,Defective,485.09
2376,47735,5492,2024-06-15,Size issue,39847.41
4708,94212,3203,2024-10-29,Size issue,66.91
4942,98807,3767,2025-10-16,NOT LIKED,1518.61
2608,52496,2174,2025-03-25,Defective,3906.88
5980,119439,2505,,Not liked,4517.83
4737,94798,4949,2026-01-24,Defective,
2135,42667,3506,2025-05-18,Defective,5178.74
6609,131691,3928,2025-01-24,Defective,6412.39
5006,100103,4670,2025-05-06,Not liked,1028.07
2813,56457,507,2025-12-11,Size issue,
4148,83446,2012,2024-09-19,Not liked,20441.61
7468,149501,257,2024-08-12,,22873.14
6478,129269,1096,,defective,6998.1
4877,97531,4622,2025-07-16,Not liked,783.59
6021,120103,3613,2024-09-16,Wrong Item,4978.24
161,2985,5421,,Not liked,4991.28
954,19304,4741,2025-10-17,Wrong Item,1082.74
2010,40402,3892,2025-01-02,Wrong Item,473.68
5423,108363,2561,2024-05-26,Size issue,4591.23
4140,83199,2570,2025-05-18,Not liked,1996.34
3031,60506,1714,2025-03-12,Defective,29146.4
3786,76205,157,2025-03-16,Wrong Item,39868.32
3108,62322,3200,2024-05-05,Wrong Item,57.96
93,1604,83,2025-03-26,,4896.58
63,1012,5080,2025-12-27,Not liked,9287.88
4918,98363,812,2026-02-21,,5977.23
4173,84068,4588,2025-07-14,Size issue,149.75
6010,120027,2552,2025-11-18,defective,1581.62
5176,103413,1406,2025-01-14,Not liked,6200.73
1659,33538,789,2025-02-11,Defective,400.52
7410,148214,5582,2025-03-03,Not liked,5762.65
5641,113034,2410,2024-10-20,Defective,2305.04
2187,43728,1630,2024-09-06,Wrong Item,18026.57
2379,47834,3835,2025-11-18,Not liked,1900.39
4283,86472,1575,2024-05-10,Size issue,37009.7
591,11690,3934,2026-01-26,Wrong Item,1825.32
2108,42139,4508,2026-02-04,DEFECTIVE,240.36
2864,57512,5093,2025-11-11,Not liked,6640.12
2846,57154,766,2024-03-25,Size issue,790.04
2863,57476,5772,2026-01-27,Size Issue,20641.75
398,7782,336,2024-06-04,DEFECTIVE,59852.81
7375,147479,2983,2024-12-29,Wrong Item,593.36
1681,34067,3511,2024-12-28,Wrong Item,6305.87
1066,21453,3760,2024-02-06,Not liked,13971.71
6804,136075,4981,2025-08-24,Defective,7840.79
4554,91382,2820,,Not liked,1444.89
3812,76701,5501,2024-03-17,Defective,44445.54
1300,26104,186,2025-02-04,Defective,81236.31
6227,124041,3512,2025-05-25,Size issue,3816.51
2874,57634,401,2025-06-14,Not liked,131755.92
4337,87566,1741,2025-08-22,Wrong Item,11081.37
3955,79681,4560,2026-01-14,Size issue,633.71
4653,93415,646,2025-11-17,Defective,6597.47
5323,106457,2931,2024-05-11,Defective,77.55
543,10792,402,2025-07-20,DEFECTIVE,68686.64
2155,43074,4944,2025-12-03,Not liked,7513.55
1984,39902,5100,2025-07-12,size issue,8028.96
7001,139633,1765,2024-06-03,Not liked,28663.01
1761,35614,3853,2024-04-30,Not liked,8368.83
2391,48140,4339,2025-08-19,Size issue,2822.22
411,7967,4220,2025-03-02,Wrong Item,7899.66
793,15939,3411,2025-05-16,Wrong Item,14684.28
3533,71005,974,2024-01-14,Size issue,2588.72
1708,34710,4006,2024-09-17,Defective,1285.95
1071,21621,1701,2025-06-05,Wrong Item,24307.03
5277,105335,3251,2024-08-28,Not liked,701.34
5004,100037,4821,2024-10-05,,958.9
5250,104845,2794,2025-01-20,Defective,463.23
2312,46131,5595,2024-06-29,Defective,33705.41
3601,72522,5238,2025-07-26,Size issue,391.48
2495,50639,4422,2024-11-30,Size issue,1003.08
663,13290,2085,2025-12-31,Not liked,545.17
1595,32283,1639,2026-01-01,Defective,34030.77
5614,112454,62,2024-10-28,Size issue,75443.58
3998,80309,1910,2025-01-14,Defective,21882.25
2104,42035,2078,2025-09-01,Wrong Item,1299.91
1911,38534,2107,2025-07-08,Size issue,1191.23
2381,47866,1737,2024-03-02,Size issue,13433.47
6518,130029,2648,2024-03-30,Not liked,378.49
1881,38046,3753,2024-12-04,Wrong Item,14225.29
5120,102356,1219,2024-03-10,,4677.05
7376,147494,4207,2025-07-19,Defective,3146.09
2930,58832,1870,2024-02-10,Wrong Item,23178.3
5761,115413,4698,2024-02-28,Wrong Item,937.95
4767,95458,1275,2025-03-16,Not liked,2687.13
4404,88949,969,2025-12-08,Defective,8376.0
728,14634,3943,2024-10-18,,849.07
6601,131542,564,,Not liked,45599.58
3744,75516,234,2025-11-09,Wrong Item,28316.51
1327,26563,2774,2025-04-09,Not liked,471.85
677,13456,4944,2026-01-29,Defective,7513.55
3142,62935,2295,2024-07-03,Defective,3091.53
3340,67245,5434,,Defective,25248.8
2461,49759,4967,,Not liked,1438.69
2309,46124,2350,2024-10-07,Not liked,212.95
5246,104739,952,2025-09-18,Defective,
7100,141603,4259,2025-09-10,Defective,3276.55
5021,100502,2438,,Size issue,3572.87
5826,116510,3359,2024-11-24,Defective,1828.61
6195,123327,5169,2025-10-21,Not liked,2431.85
5103,102038,4730,,NOT LIKED,1836.13
5606,112334,4526,2025-08-15,size issue,1063.24
2885,57835,198,2025-10-31,Size issue,1075.06
5988,119556,1137,2025-04-18,Not liked,6236.91
626,12511,2733,2025-04-20,Defective,514.07
3091,61881,4984,2025-12-14,Wrong Item,5731.86
6363,126701,4277,2024-12-15,Wrong Item,4567.64
6188,123217,222,2025-06-05,Size issue,70308.4
384,7477,1815,2024-10-15,Size issue,1265.55
6619,132025,2243,2025-02-14,Size issue,1340.9
2468,49851,3563,2025-02-05,Wrong Item,
918,18584,2963,2024-08-24,Wrong Item,1020.07
5785,115834,1752,2025-01-26,Not liked,39863.78
5512,110253,4848,2024-07-06,Size issue,1268.32
5008,100188,4446,2024-12-14,Not liked,526.16
5058,101281,3713,2024-04-07,Defective,7164.53
5237,104576,1897,2024-03-20,Defective,5346.71
5524,110578,3671,2025-04-19,Not liked,1359.23
6880,137417,3804,2025-02-28,Not liked,8508.58
4622,92739,3309,2025-04-17,Size issue,1058.05
6447,128539,2980,2025-03-06,,
844,17061,2399,2025-10-28,Wrong Item,3325.45
616,12278,280,2025-07-04,Size issue,136421.54
2341,46655,5352,2024-07-17,Not liked,9109.41
7143,142565,2169,2025-01-26,Not liked,2766.24
170,3103,5760,2024-08-15,Size issue,4639.8
4441,89574,5768,2024-11-23,Wrong Item,
4068,81876,681,2025-10-26,,2901.99
4977,99551,3609,2025-05-01,Size issue,7477.75
6151,122467,1604,2025-01-27,Wrong Item,28891.35
7320,146247,855,2025-07-18,defective,3957.39
5518,110421,2908,,Defective,1037.15
5561,111446,3586,2025-03-16,Not liked,5717.41
2888,57897,485,2024-12-07,Wrong Item,54166.94
4271,86231,998,2024-11-11,Size issue,9015.47
2733,54828,3345,,Defective,5483.88
2347,46906,4123,2025-04-04,Not liked,8753.6
3006,59995,2712,2024-03-12,Defective,
3691,74457,3924,2024-08-18,Wrong Item,9447.43
1080,21795,5129,2024-04-30,Defective,1209.91
3602,72525,1548,2024-10-31,WRONG ITEM,6800.1
1042,21016,1243,2025-03-15,Not liked,3684.75
4,67,2421,2024-06-27,Not liked,4466.0
1715,34835,1871,2025-08-10,,32605.35
2144,42813,1931,2024-08-06,Not liked,19842.17
10,149,5025,2026-02-08,Defective,9073.62
2013,40444,4124,2024-02-13,Defective,4984.03
2999,59847,3173,2024-08-21,Not liked,435.91
875,17678,4796,2025-05-19,Not liked,1693.9
635,12714,3608,2026-01-26,Wrong Item,8551.13
4699,94066,3958,2024-10-13,Not liked,6305.05
4357,88011,1155,2025-08-29,Defective,1432.43
2789,56008,1656,2024-03-22,Defective,29711.88
4474,90061,4677,2024-12-04,Not liked,272.66
5795,115959,3933,2024-05-07,Defective,3674.76
7019,140010,1471,2024-09-19,Size issue,38189.62
5495,109885,2216,2025-10-16,Wrong Item,
3109,62325,664,2025-12-26,size issue,9695.68
5107,102070,4398,2024-04-18,Size issue,7595.66
4768,95460,5498,2024-05-28,Size Issue,
5789,115879,4164,2025-05-29,Size issue,3228.61
1152,22963,4224,2024-07-01,Wrong Item,5650.36
1861,37589,1018,2024-04-02,Not liked,4493.76
2479,50181,3621,,,2578.26
3825,76964,5308,2025-04-01,Size issue,1880.48
3608,72612,1730,2025-06-12,Size issue,25471.07
3828,77029,34,2025-08-14,Defective,97266.84
5472,109443,5649,2024-10-04,Not liked,30908.91
843,17042,2677,2024-06-17,Size issue,1201.72
3198,64002,4340,2025-11-02,Defective,4772.78
5855,117209,2124,,Wrong Item,
5726,114725,4542,2026-01-01,Wrong Item,
2747,55140,1014,2024-12-23,Wrong Item,8458.63
2097,41930,3115,2025-04-12,Defective,1866.25
1279,25663,1487,2025-11-19,Wrong Item,22267.78
635,12714,3608,2026-01-26,Wrong Item,8551.13
6984,139295,3495,2024-10-19,Wrong Item,11527.59
5686,113796,2511,2024-09-11,Defective,3523.37
5828,116535,540,2025-01-16,Size issue,126833.49
2288,45806,1050,2024-10-09,Defective,2088.44
3265,65551,4292,2024-06-20,Wrong Item,8453.05
3613,72718,4563,2025-10-08,Not liked,891.95
3742,75494,289,2025-07-22,Size issue,48563.69
6283,125304,5097,2025-11-13,defective,12620.57
179,3453,2342,2024-09-20,Not liked,1122.97
3973,79840,4906,2025-05-28,Defective,10712.78
6440,128352,5083,2025-02-05,Size issue,2237.42
3818,76776,473,2024-08-25,Defective,72162.21
2333,46504,4967,2025-01-07,,1438.69
3430,69079,4088,2025-10-16,Defective,3811.83
4732,94623,3087,2024-12-06,Defective,1042.04
500,9941,3207,2024-10-05,Wrong Item,702.96
1602,32418,5470,2024-04-16,Size Issue,39589.59
7036,140362,4500,2025-05-27,Not liked,1219.74
4975,99470,3196,2024-10-11,Not liked,337.99
141,2645,4824,2025-04-05,Not liked,1390.49
810,16218,3169,2024-04-09,Not liked,1428.11
1476,29421,2067,2024-09-21,Wrong Item,1801.94
3248,65115,4918,2024-03-23,Wrong Item,11482.19
5082,101739,4372,2025-01-14,Defective,6986.66
803,16100,5201,2024-05-05,Wrong Item,
218,4430,2629,2024-03-29,defective,1837.34
5363,107362,712,2024-04-24,Wrong Item,
5053,101088,113,2025-03-02,size issue,70040.4
2280,45619,1258,2024-06-20,Size issue,6446.54
192,3800,5016,2025-11-05,Not liked,6843.18
2545,51466,2283,2025-08-15,,899.61
7322,146283,2620,2024-01-18,Wrong Item,350.55
1880,37935,5308,2025-02-28,Size issue,1880.48
3822,76891,4750,2026-01-10,Size issue,687.35
4651,93397,4484,2024-11-23,Defective,252.05
422,8210,4733,,Not liked,985.07
18,258,3033,2024-05-16,Size issue,408.9
3595,72398,2076,2025-11-25,Wrong Item,3592.9
5238,104588,2420,2025-07-15,,2692.66
5109,102079,2517,,Defective,991.24
3202,64066,1204,2024-02-29,SIZE ISSUE,9160.81
5255,104986,4367,2024-03-31,Size issue,7127.84
6473,129077,2002,2025-12-09,Wrong Item,
4842,96795,3011,2026-02-11,Defective,1499.62
5467,109316,5442,,Wrong Item,10867.26
6385,127189,1160,2024-09-08,Defective,9142.72
5445,108866,4965,2025-07-15,defective,8838.34
3027,60465,1413,2025-03-13,Wrong Item,2066.66
5722,114625,4509,2025-04-06,Size issue,992.84
5941,118826,4985,2024-08-20,Not liked,6036.12
2247,44827,3363,2025-05-31,Wrong Item,4418.31
2476,50114,1789,,Wrong Item,17004.21
3090,61824,5368,2024-11-21,Not liked,8314.51
1795,36234,565,2026-01-23,WRONG ITEM,65121.64
5995,119588,1755,2024-08-22,Not liked,7277.76
4928,98592,3025,2025-12-23,Not liked,1123.23
7232,144322,5428,2024-10-24,Defective,658.56
3853,77613,4349,2024-02-02,Not liked,1186.96
4210,84967,3201,2025-12-11,Defective,1760.71
3229,64522,3521,2025-11-24,Wrong Item,6838.17
2336,46532,898,2024-05-18,Not liked,9904.78
4520,90724,4854,2024-11-03,Size issue,1521.13
2224,44431,5405,2025-03-07,Size issue,1211.18
3482,69995,4618,2024-06-02,Defective,316.98
2063,41413,3671,2025-05-06,Wrong Item,1359.23
5661,113325,5133,2026-01-23,Wrong Item,6595.61
330,6542,5369,2025-06-29,Size issue,11359.33
3450,69402,3580,2025-07-18,Size issue,4756.17
2344,46862,270,2024-10-01,Not liked,
4471,90006,4535,2025-03-01,Wrong Item,885.06
2262,45168,1427,2025-05-18,Wrong Item,6570.92
2657,53386,400,2024-10-29,Size issue,18544.46
4559,91524,1947,2025-02-22,Not liked,8373.78
3562,71678,4544,2024-11-16,Defective,1551.05
3111,62391,3302,2024-02-15,,12459.64
4825,96518,467,2025-04-22,Defective,50367.85
2947,59078,3554,2024-10-28,Defective,5562.84
1702,34586,3575,2026-01-29,Wrong Item,6808.23
4759,95257,2286,2024-08-26,Defective,2409.59
5538,110877,582,2024-06-03,Size issue,18820.72
1527,30463,2871,2025-12-30,Not liked,754.27
2530,51175,4328,2024-03-18,,8712.76
7379,147514,4070,2025-04-04,Defective,1883.57
3431,69089,5322,2025-09-13,Defective,2065.3
7488,149807,2167,2025-04-03,WRONG ITEM,3684.05
3495,70296,3369,2024-07-23,Wrong Item,
1063,21421,151,2024-05-28,Size issue,110044.46
1543,30989,2100,2025-10-12,SIZE ISSUE,933.39
3079,61666,461,2025-04-29,Size issue,54540.61
2674,53698,235,2024-07-28,Not liked,108127.84
3167,63507,3773,2024-10-05,Not liked,11036.33
3199,64028,4692,2025-08-07,Size issue,934.56
4261,86010,3378,2024-03-02,Size issue,5664.51
1683,34123,3701,2025-03-22,Defective,1125.69
5956,119039,2988,2026-01-23,Not liked,1888.85
5716,114548,1326,2025-12-07,Size issue,2626.58
6573,130890,4257,2025-12-10,Defective,285.87
2481,50214,5572,2025-03-15,Size issue,18143.07
1347,27018,192,2025-09-14,Defective,91256.64
4483,90341,3009,2025-11-05,Size issue,194.99
92,1603,2498,2025-01-11,Not liked,1572.78
5932,118642,2845,2024-11-06,Not liked,332.2
494,9861,3960,2024-08-15,Defective,7858.31
7224,144126,1000,2025-01-13,Not liked,3806.89
125,2209,5157,2025-05-04,Size issue,6500.14
4297,86699,3611,2025-10-14,,9052.01
880,17743,186,2024-10-24,Not liked,81236.31
4438,89529,4918,2025-11-25,Wrong Item,11482.19
5396,108027,4805,2025-07-24,Not liked,784.81
1862,37621,773,2024-12-29,Defective,6521.34
451,8805,5786,2024-01-30,Size issue,20558.67
6951,138744,4265,2024-02-24,Wrong Item,6899.02
5484,109703,1196,2024-01-30,Defective,
5683,113713,4977,2025-11-03,Not liked,2449.74
229,4615,3882,2024-02-23,Not liked,8374.14
6515,129995,3533,,Defective,3968.34
5341,106818,2276,2024-08-26,Size issue,2880.56
2459,49737,1799,2024-12-03,Not liked,37149.64
791,15901,5755,2024-07-05,Defective,8927.53
2026,40649,163,2025-11-03,,50374.41
4258,85986,1136,2026-01-31,Defective,1163.78
1154,23012,3159,2025-12-25,Wrong Item,1148.77
7016,139946,929,2024-05-09,Defective,6484.52
2593,52194,447,,Defective,48343.28
1363,27399,3071,2025-11-27,Not liked,1599.49
3533,71005,974,2024-01-14,Size issue,2588.72
2049,41048,1741,2024-11-19,Wrong Item,11081.37
3694,74469,653,2025-04-02,Wrong Item,101558.72
5928,118561,3547,2025-06-16,Size issue,4430.73
6723,134578,3307,2024-02-10,Not liked,11389.87
3947,79581,2676,2025-06-01,Size issue,1504.08
1720,34929,1083,2025-06-15,Wrong Item,7453.69
6695,133803,3850,,Defective,8039.8
5416,108278,5742,2025-09-13,Size issue,31942.66
1852,37436,5499,2025-12-14,Size issue,18246.11
557,11047,3616,2024-05-05,Size issue,1300.56
2798,56153,3565,2024-11-01,Wrong Item,10186.3
2095,41922,97,2024-01-21,Size issue,52844.98
6466,128910,4547,2025-01-30,Defective,
7146,142591,1076,2025-09-26,Not liked,372.44
4377,88455,5617,,Size issue,47406.72
1603,32442,3183,2025-10-17,Size issue,123.57
