loyalty_id,customer_id,points_earned,source,date_earned
91,4813,427,Referral,2025-07-13
92,32156,489,Bonus,2025-06-16
93,42529,333,Purchase,2025-08-01
94,21978,123,Referral,2025-12-08
95,34941,469,Purchase,2025-04-17
96,30828,33,Bonus,2025-09-28
97,33412,106,Bonus,2025-06-05
98,8220,230,Purchase,2025-08-22
99,31804,459,Bonus,2025-08-18
100,43379,167,Referral,2025-07-18
101,13984,112,Purchase,2025-07-18
102,22799,494,Referral,2025-08-25
103,1668,144,Purchase,2025-12-09
104,28825,435,Purchase,2025-03-23
105,5680,437,Purchase,2025-09-14
106,45615,253,Referral,2025-08-17
107,5453,412,Referral,2025-05-04
108,23338,31,Bonus,2025-12-07
109,8684,83,Purchase,2025-04-21
110,28515,406,Bonus,2026-01-27
111,20597,69,Referral,2025-11-15
112,39735,407,Purchase,2025-09-20
113,18991,368,Purchase,2025-11-24
114,18083,210,Referral,2025-09-21
115,44993,266,Purchase,2025-10-20
116,20496,157,Referral,2025-08-17
117,4762,281,Purchase,2025-08-19
118,39006,70,Bonus,2025-08-04
119,20438,459,Bonus,2025-06-11
120,19040,108,Referral,2025-03-14
121,48172,281,Purchase,2025-11-14
122,34614,269,Purchase,2025-11-02
123,44821,382,Bonus,2025-09-14
124,44447,262,Bonus,2025-05-11
125,22132,162,Referral,2025-06-21
126,1710,207,Referral,2025-04-26
127,29324,445,Purchase,2025-07-01
128,31270,182,Referral,2025-08-17
129,29517,373,Purchase,2025-12-17
130,20277,40,Purchase,2025-04-17
131,37695,476,Bonus,2025-10-25
132,5727,21,Purchase,2025-11-04
133,19672,201,Bonus,2026-02-02
134,33504,469,Purchase,2025-09-17
135,2380,52,Bonus,2025-02-28
136,30229,216,Purchase,2025-07-20
137,19389,34,Purchase,2025-12-31
138,39935,204,Bonus,2025-12-02
139,40497,422,Bonus,2025-05-27
140,12259,237,Purchase,2025-07-27
141,176,12,Bonus,2025-06-11
142,882,236,Referral,2025-11-30
143,38470,222,Bonus,2025-11-25
144,41284,309,Bonus,2025-04-23
145,29931,279,Referral,2025-12-04
146,2660,358,Referral,2025-09-12
147,25626,28,Bonus,2025-10-05
148,5106,263,Bonus,2025-10-09
149,35181,167,Purchase,2026-01-07
150,37428,200,Referral,2025-06-28
151,35472,130,Bonus,2026-01-07
152,16120,230,Bonus,2025-07-26
153,39473,359,Referral,2025-05-02
154,44456,465,Purchase,2025-10-28
155,6030,38,Bonus,2025-09-10
156,30709,465,Bonus,2025-11-16
157,46003,197,Bonus,2025-06-19
158,28183,333,Purchase,2025-06-24
159,47409,149,Bonus,2025-11-24
160,31471,245,Bonus,2025-04-16
161,25842,23,Purchase,2025-04-06
162,21415,92,Referral,2025-12-01
163,27035,222,Bonus,2025-08-26
164,13056,331,Purchase,2025-06-16
165,11447,483,Bonus,2025-05-30
166,31582,269,Bonus,2025-05-30
167,38017,384,Referral,2025-05-19
168,72,471,Purchase,2025-10-03
169,4009,114,Purchase,2025-09-02
170,33754,429,Referral,2026-01-23
171,43442,164,Referral,2025-12-08
172,45066,26,Referral,2025-08-12
173,37228,476,Purchase,2025-11-01
174,16907,30,Bonus,2025-11-08
175,6712,455,Referral,2025-10-19
176,590,151,Referral,2025-02-26
177,2885,374,Referral,2026-01-17
178,41059,328,Referral,2025-06-24
179,6942,61,Bonus,2026-02-08
180,34543,133,Purchase,2025-09-29
181,11292,186,Bonus,2026-01-16
182,37928,248,Referral,2025-11-12
183,10826,483,Bonus,2025-12-25
184,9903,177,Referral,2025-07-20
185,43534,323,Purchase,2025-10-17
186,19742,19,Purchase,2025-10-26
187,30866,483,Purchase,2025-03-15
188,9129,243,Bonus,2025-05-13
189,15414,479,Purchase,2026-01-09
190,46822,168,Bonus,2025-06-28
191,43151,143,Referral,2026-02-06
192,30200,156,Purchase,2025-11-27
193,38041,226,Bonus,2025-12-20
194,18644,450,Referral,2025-04-29
195,28037,33,Bonus,2025-12-26
196,22682,62,Referral,2025-05-24
197,1349,407,Referral,2025-06-20
198,4581,53,Bonus,2026-02-08
199,36424,254,Purchase,2026-02-12
200,181,395,Referral,2025-11-24
201,30014,389,Purchase,2025-06-08
202,29480,468,Bonus,2025-10-02
203,14562,230,Referral,2025-09-13
204,20675,446,Purchase,2025-12-14
205,25840,206,Purchase,2025-07-09
206,14789,191,Referral,2025-07-06
207,7474,91,Referral,2025-06-15
208,26767,192,Bonus,2025-09-24
209,20742,94,Bonus,2025-10-22
210,21599,149,Referral,2025-05-28
211,12232,201,Purchase,2025-03-09
212,29920,14,Referral,2025-04-17
213,23711,349,Purchase,2025-09-06
214,27537,457,Purchase,2025-08-13
215,11420,372,Referral,2025-06-21
216,34345,464,Purchase,2025-03-12
217,39801,395,Purchase,2025-11-19
218,16035,202,Referral,2025-05-23
219,47773,27,Referral,2025-08-16
220,27737,100,Bonus,2025-03-21
221,44056,385,Bonus,2025-08-21
222,27612,208,Purchase,2025-08-29
223,29413,478,Bonus,2025-03-19
224,46258,485,Referral,2025-04-29
225,45883,238,Referral,2025-03-19
226,19503,83,Bonus,2025-08-21
227,9434,180,Purchase,2025-12-24
228,9551,160,Purchase,2026-01-24
229,3937,35,Purchase,2025-08-13
230,44951,138,Bonus,2025-09-02
231,41926,22,Bonus,2025-10-14
232,12120,396,Bonus,2025-08-09
233,19097,361,Purchase,2025-03-13
234,38905,35,Purchase,2025-05-21
235,44051,92,Referral,2025-04-04
236,29839,377,Bonus,2025-03-18
237,37150,63,Referral,2025-04-06
238,29188,473,Referral,2025-04-28
239,3806,260,Referral,2026-01-14
240,19283,325,Referral,2026-01-09
241,13265,123,Bonus,2025-09-27
242,23294,24,Referral,2025-06-29
243,23595,460,Bonus,2025-12-12
244,8626,112,Purchase,2025-05-29
245,32533,399,Bonus,2026-01-24
246,38483,78,Referral,2025-11-15
247,12423,350,Purchase,2025-06-19
248,34789,185,Purchase,2025-11-02
249,31592,109,Bonus,2025-02-19
250,33817,345,Purchase,2025-05-23
251,759,193,Bonus,2025-08-15
252,45684,270,Bonus,2025-10-14
253,33341,53,Referral,2025-04-17
254,39688,446,Purchase,2026-02-14
255,22288,274,Purchase,2025-12-17
256,1692,279,Bonus,2026-01-11
257,39530,227,Purchase,2025-09-28
258,10836,288,Referral,2025-03-08
259,42793,214,Referral,2025-04-13
260,107,452,Purchase,2026-02-13
261,21318,472,Purchase,2025-11-03
262,33268,187,Referral,2025-11-17
263,689,302,Referral,2025-02-24
264,21328,125,Bonus,2025-06-27
265,46620,20,Bonus,2025-06-04
266,17579,375,Bonus,2025-04-03
267,33259,43,Purchase,2025-10-19
268,27886,207,Purchase,2025-05-04
269,33745,407,Referral,2025-03-06
270,20802,145,Purchase,2025-05-16
271,43651,180,Referral,2025-11-20
272,9788,160,Referral,2025-09-28
273,25445,180,Purchase,2025-10-17
274,43679,500,Referral,2025-02-21
275,7677,221,Referral,2025-05-05
276,29180,125,Purchase,2025-02-14
277,17442,124,Purchase,2026-02-09
278,21574,74,Referral,2026-01-09
279,35295,475,Bonus,2025-12-21
280,17066,135,Bonus,2025-04-24
281,11026,231,Referral,2025-03-31
282,48444,339,Bonus,2025-05-02
283,40626,354,Purchase,2025-03-20
284,35310,476,Purchase,2025-05-24
285,6344,112,Referral,2026-02-10
286,34845,137,Referral,2025-03-10
287,42993,261,Referral,2025-12-14
288,30577,228,Purchase,2026-02-07
289,42625,475,Referral,2025-08-12
290,23994,121,Purchase,2025-06-17
291,22312,197,Referral,2025-03-23
292,28246,466,Purchase,2025-02-15
293,2031,234,Purchase,2025-03-18
294,37109,99,Purchase,2026-02-01
295,33773,331,Bonus,2025-02-24
296,44465,94,Referral,2025-11-30
297,7329,120,Bonus,2026-01-12
298,36388,365,Purchase,2025-10-08
299,3644,95,Purchase,2025-04-13
300,43684,83,Referral,2025-04-18
301,28600,88,Referral,2025-03-23
302,49756,281,Bonus,2025-07-30
303,29362,128,Referral,2025-10-07
304,5405,270,Referral,2025-12-02
305,4253,276,Referral,2025-04-19
306,26866,94,Bonus,2025-08-21
307,17508,274,Bonus,2025-09-26
308,49653,83,Purchase,2025-09-29
309,26364,149,Bonus,2025-03-15
310,31761,390,Referral,2025-10-04
311,12635,67,Referral,2025-06-03
312,11928,233,Bonus,2025-07-01
313,49171,140,Referral,2026-01-23
314,9765,303,Purchase,2025-05-26
315,19195,461,Referral,2025-11-16
316,2685,186,Referral,2025-05-08
317,36071,387,Bonus,2025-12-24
318,21728,111,Referral,2025-04-12
319,20230,143,Referral,2026-01-26
320,7050,231,Referral,2026-02-13
321,45330,500,Referral,2025-12-04
322,23222,442,Bonus,2025-07-25
323,6085,370,Purchase,2025-10-16
324,22466,416,Purchase,2025-08-29
325,38645,472,Purchase,2025-04-19
326,25848,312,Referral,2025-08-05
327,1851,208,Purchase,2025-10-19
328,10483,263,Purchase,2026-01-11
329,21985,426,Referral,2025-07-23
330,29574,225,Referral,2025-07-05
331,20944,59,Bonus,2025-09-15
332,22490,212,Bonus,2026-01-11
333,27581,43,Purchase,2025-06-20
334,36374,351,Purchase,2025-08-15
335,24465,225,Purchase,2025-08-13
336,36728,45,Purchase,2025-05-12
337,32458,433,Referral,2025-04-07
338,40971,460,Purchase,2025-04-25
339,21706,356,Purchase,2025-09-19
340,2463,250,Purchase,2025-10-21
341,30741,319,Bonus,2025-05-03
342,46140,116,Bonus,2025-11-01
343,33122,369,Purchase,2026-01-16
344,42970,382,Referral,2026-01-11
345,37715,494,Referral,2025-10-03
346,35258,390,Purchase,2025-02-20
347,46434,307,Purchase,2025-12-31
348,13297,127,Purchase,2025-07-08
349,46141,374,Purchase,2025-05-01
350,33000,290,Bonus,2025-05-28
351,5218,164,Bonus,2025-10-25
352,37713,296,Referral,2025-06-18
353,41315,400,Referral,2025-04-19
354,11317,357,Bonus,2025-07-02
355,17945,336,Referral,2025-05-11
356,39399,389,Bonus,2025-07-06
357,20929,444,Bonus,2025-07-14
358,20265,139,Bonus,2025-05-25
359,25872,238,Bonus,2025-09-04
360,20166,422,Referral,2025-09-27
361,43237,224,Purchase,2025-11-29
362,36341,402,Bonus,2025-03-25
363,16072,178,Bonus,2025-10-27
364,7667,491,Referral,2025-09-19
365,34681,386,Purchase,2025-05-29
366,40728,198,Bonus,2025-11-09
367,37104,45,Purchase,2025-08-26
368,31826,42,Purchase,2025-11-30
369,33426,90,Referral,2025-05-29
370,42554,67,Purchase,2025-08-14
371,30091,86,Referral,2025-03-26
372,31720,13,Referral,2025-07-22
373,4153,129,Purchase,2025-06-17
374,33053,129,Referral,2025-08-21
375,47949,451,Bonus,2025-11-17
376,49476,313,Purchase,2025-07-05
377,35869,449,Purchase,2025-09-25
378,38639,395,Bonus,2025-03-10
379,21256,99,Purchase,2025-07-10
380,40472,114,Bonus,2026-01-01
381,43020,337,Bonus,2025-04-01
382,8588,160,Bonus,2025-06-29
383,43967,251,Referral,2025-12-03
384,11977,383,Bonus,2025-07-01
385,23451,243,Referral,2025-06-18
386,10788,38,Purchase,2025-03-23
387,43276,392,Purchase,2025-08-05
388,43375,17,Bonus,2025-11-30
389,29101,387,Purchase,2025-04-04
390,33068,306,Bonus,2026-01-15
391,37317,69,Referral,2025-07-03
392,44626,419,Referral,2025-10-25
393,45542,101,Bonus,2025-03-20
394,392,324,Referral,2025-07-01
395,33150,427,Referral,2025-12-04
396,8177,472,Referral,2025-05-07
397,21421,126,Bonus,2025-07-18
398,15639,206,Bonus,2025-06-25
399,32471,109,Bonus,2025-03-22
400,43610,205,Bonus,2026-02-03
401,6942,12,Referral,2025-03-20
402,11039,380,Purchase,2026-02-03
403,4734,370,Bonus,2025-03-25
404,42336,453,Purchase,2025-06-21
405,27878,305,Bonus,2025-07-13
406,558,153,Purchase,2025-04-06
407,18581,369,Referral,2025-03-20
408,3361,495,Bonus,2025-02-18
409,18080,63,Referral,2025-07-26
410,49008,308,Referral,2025-07-06
411,8575,166,Referral,2025-10-20
412,1056,107,Referral,2025-09-04
413,20284,306,Purchase,2025-11-23
414,32410,94,Referral,2025-08-31
415,41393,303,Bonus,2025-06-16
416,3466,267,Referral,2025-10-20
417,1423,182,Bonus,2025-11-27
418,7802,494,Purchase,2025-08-19
419,11519,55,Referral,2025-10-25
420,37796,23,Bonus,2025-09-29
421,28207,425,Referral,2025-05-02
422,14223,215,Bonus,2025-04-16
423,5208,32,Referral,2025-05-17
424,23780,363,Bonus,2025-09-27
425,11678,169,Purchase,2025-12-03
426,28738,450,Bonus,2025-06-09
427,47299,468,Referral,2026-01-30
428,9560,80,Bonus,2025-09-15
429,1567,411,Bonus,2025-06-21
430,16127,465,Bonus,2025-12-29
431,15659,18,Referral,2025-10-07
432,49468,138,Referral,2026-01-08
433,46541,88,Bonus,2025-09-15
434,33154,317,Purchase,2025-03-11
435,37774,340,Bonus,2026-02-08
436,28412,255,Purchase,2025-07-19
437,6695,57,Purchase,2025-07-13
438,28455,271,Referral,2025-10-08
439,14020,306,Purchase,2025-04-08
440,31261,482,Referral,2025-06-27
441,16146,480,Referral,2025-10-31
442,10059,343,Purchase,2025-12-24
443,20380,171,Purchase,2025-05-16
444,38540,447,Purchase,2025-04-09
445,11625,204,Bonus,2025-03-12
446,37626,329,Purchase,2025-11-25
447,8395,82,Referral,2025-05-18
448,25071,421,Referral,2025-10-19
449,41429,155,Bonus,2025-11-17
450,21380,288,Bonus,2025-09-18
451,28282,50,Purchase,2025-04-30
452,41482,46,Purchase,2025-12-14
453,49571,279,Purchase,2025-10-11
454,14055,74,Bonus,2025-06-01
455,8140,303,Referral,2025-12-12
456,24130,64,Bonus,2025-10-30
457,15840,196,Referral,2025-05-27
458,45653,354,Bonus,2026-02-07
459,47440,416,Referral,2025-05-20
460,19237,403,Bonus,2025-12-16
461,43049,101,Purchase,2025-05-25
462,16759,494,Referral,2025-04-15
463,4325,330,Purchase,2025-03-27
464,26475,494,Purchase,2025-05-31
465,6848,100,Purchase,2025-11-01
466,9299,177,Referral,2025-11-22
467,47356,350,Bonus,2025-06-29
468,16129,498,Purchase,2025-02-20
469,13346,316,Bonus,2025-03-22
470,23433,362,Referral,2025-09-01
471,33103,128,Purchase,2025-11-11
472,36137,166,Referral,2025-10-27
473,18692,321,Bonus,2025-06-25
474,21409,284,Referral,2025-03-11
475,16640,160,Bonus,2025-07-26
476,16859,56,Referral,2025-04-21
477,44847,478,Bonus,2025-09-09
478,5121,206,Purchase,2025-08-19
479,8940,425,Purchase,2025-08-17
480,42890,76,Purchase,2025-10-24
481,5170,197,Bonus,2025-09-23
482,47373,155,Purchase,2025-04-21
483,20425,214,Bonus,2025-12-31
484,49396,454,Referral,2025-02-23
485,46156,32,Bonus,2025-09-25
486,9500,260,Bonus,2025-11-28
487,13372,10,Bonus,2025-05-03
488,49956,108,Purchase,2026-01-07
489,44920,387,Referral,2025-12-02
490,4654,163,Bonus,2025-11-25
491,30530,185,Bonus,2025-11-22
492,47423,308,Bonus,2025-05-20
493,33079,295,Purchase,2026-01-15
494,13205,441,Bonus,2025-11-06
495,37456,417,Purchase,2025-10-27
496,29382,451,Referral,2025-09-13
497,45736,39,Referral,2026-02-01
498,20692,494,Purchase,2025-02-22
499,34148,372,Purchase,2025-12-26
500,6356,45,Referral,2026-01-18
501,17547,392,Bonus,2025-11-09
502,38353,230,Purchase,2025-07-25
503,32150,141,Purchase,2025-10-06
504,19513,433,Purchase,2025-09-06
505,43802,359,Referral,2025-11-18
506,6398,129,Purchase,2025-05-07
507,11737,16,Referral,2025-12-31
508,164,335,Referral,2025-06-07
509,32519,383,Purchase,2025-05-24
510,23420,256,Bonus,2025-10-30
511,8430,124,Purchase,2025-10-20
512,6285,208,Referral,2025-09-02
513,44421,494,Referral,2025-06-16
514,24839,50,Referral,2025-12-28
515,15760,109,Referral,2025-12-18
516,7326,462,Purchase,2025-10-14
517,42440,66,Purchase,2025-02-16
518,15841,18,Bonus,2025-11-14
519,40605,417,Bonus,2025-05-10
520,6908,339,Bonus,2026-01-22
521,34377,17,Purchase,2025-06-14
522,9692,279,Bonus,2025-07-09
523,18305,309,Bonus,2025-08-10
524,4875,305,Bonus,2025-08-30
525,4551,348,Purchase,2025-05-25
526,30146,340,Referral,2025-08-24
527,21634,25,Purchase,2025-04-23
528,15928,217,Purchase,2025-06-08
529,30606,452,Purchase,2026-02-10
530,18444,256,Bonus,2025-07-08
531,33003,233,Referral,2026-02-09
532,16063,266,Bonus,2025-10-26
533,369,51,Bonus,2025-10-21
534,28057,284,Bonus,2025-09-11
535,23220,442,Bonus,2025-07-18
536,13184,379,Bonus,2025-10-01
537,5002,132,Purchase,2025-07-12
538,38243,116,Referral,2025-09-09
539,10909,395,Referral,2025-09-23
540,15551,365,Bonus,2025-03-09
541,20863,487,Bonus,2025-04-24
542,32917,250,Referral,2025-07-13
543,6192,274,Bonus,2025-04-01
544,45155,439,Purchase,2025-08-28
545,23782,328,Purchase,2025-09-01
546,30600,478,Referral,2025-04-20
547,3832,439,Referral,2025-07-08
548,13257,452,Purchase,2025-12-29
549,25494,121,Referral,2025-12-12
550,3904,142,Purchase,2025-03-11
551,6520,420,Purchase,2025-10-19
552,37456,22,Purchase,2025-07-29
553,46820,393,Referral,2025-06-12
554,12496,209,Purchase,2025-08-30
555,49549,184,Purchase,2025-10-20
556,10194,54,Referral,2025-08-28
557,8844,69,Referral,2025-03-04
558,39619,109,Referral,2025-10-07
559,23996,65,Bonus,2025-12-15
560,15353,65,Bonus,2026-01-06
561,486,490,Referral,2025-11-16
562,39270,426,Bonus,2025-06-03
563,4660,53,Purchase,2025-12-25
564,18038,23,Referral,2026-01-30
565,34175,287,Referral,2025-12-08
566,5760,324,Purchase,2025-03-01
567,336,366,Bonus,2026-02-06
568,30869,227,Purchase,2025-10-19
569,24733,497,Purchase,2025-07-23
570,32277,317,Bonus,2025-10-30
571,4751,346,Referral,2026-01-05
572,19786,133,Bonus,2025-11-19
573,37637,374,Bonus,2026-02-05
574,13949,295,Referral,2025-07-22
575,43258,18,Referral,2025-03-26
576,22752,141,Referral,2025-08-09
577,1353,23,Purchase,2026-01-04
578,5038,488,Referral,2025-06-13
579,2221,46,Purchase,2025-12-20
580,21247,100,Referral,2025-08-08
581,23443,270,Purchase,2025-06-04
582,22613,273,Bonus,2025-03-13
583,45337,105,Referral,2025-11-14
584,18972,364,Referral,2025-06-22
585,14782,193,Bonus,2025-09-19
586,47781,242,Referral,2026-01-15
587,48106,401,Referral,2025-10-14
588,615,273,Referral,2025-12-01
589,26970,392,Referral,2025-06-28
590,19804,102,Purchase,2026-01-16
591,8933,347,Referral,2025-02-22
592,33342,307,Purchase,2025-06-19
593,8571,83,Referral,2025-06-10
594,32035,97,Purchase,2025-12-23
595,23536,128,Purchase,2025-03-21
596,39744,235,Referral,2025-07-23
597,48464,366,Purchase,2026-02-12
598,21120,176,Purchase,2025-03-09
599,47697,499,Bonus,2025-06-27
600,18337,307,Purchase,2025-12-30
601,37767,280,Purchase,2025-06-30
602,4699,267,Purchase,2025-09-10
603,16173,120,Referral,2025-03-19
604,8142,275,Referral,2025-10-05
605,43256,115,Bonus,2025-08-28
606,40422,334,Purchase,2025-12-27
607,7062,296,Purchase,2025-03-13
608,7775,80,Referral,2026-01-07
609,36249,187,Referral,2025-11-03
610,26073,362,Purchase,2025-06-27
611,13656,65,Purchase,2025-04-18
612,27349,110,Purchase,2025-12-15
613,36970,58,Purchase,2025-06-14
614,34200,175,Bonus,2025-08-07
615,18623,209,Purchase,2026-01-13
616,12337,308,Purchase,2025-11-07
617,8351,283,Bonus,2025-08-20
618,16633,391,Bonus,2025-09-03
619,28285,382,Bonus,2025-03-22
620,130,388,Purchase,2025-05-15
621,39655,476,Bonus,2025-11-14
622,26989,221,Purchase,2026-01-19
623,34356,104,Bonus,2025-07-30
624,27254,113,Referral,2025-09-25
625,9615,176,Referral,2025-04-17
626,24644,242,Referral,2025-09-30
627,23586,483,Referral,2025-08-29
628,19133,226,Bonus,2025-07-20
629,39508,309,Referral,2026-01-19
630,47928,346,Referral,2025-05-20
631,38666,170,Referral,2025-07-15
632,18318,484,Purchase,2025-10-21
633,29387,79,Referral,2025-10-20
634,24150,96,Referral,2025-09-02
635,4445,167,Bonus,2025-12-27
636,44871,370,Referral,2025-08-23
637,45062,460,Bonus,2025-02-23
638,15980,158,Bonus,2025-09-29
639,15366,56,Referral,2025-05-06
640,14159,132,Bonus,2025-06-07
641,25976,175,Referral,2025-03-19
642,26812,26,Bonus,2025-06-15
643,48626,430,Bonus,2025-11-23
644,34711,414,Bonus,2026-01-11
645,18026,376,Purchase,2025-05-07
646,48401,439,Referral,2026-01-29
647,32826,437,Purchase,2025-07-18
648,36239,309,Bonus,2025-03-19
649,5987,463,Referral,2025-09-20
650,24607,441,Referral,2025-05-25
651,43494,66,Referral,2025-06-26
652,31570,496,Purchase,2025-11-29
653,19975,145,Bonus,2026-01-01
654,13006,53,Purchase,2025-11-21
655,40432,146,Bonus,2026-01-08
656,24270,330,Purchase,2025-05-03
657,33537,120,Referral,2025-09-04
658,42287,155,Bonus,2025-08-26
659,29133,64,Referral,2025-10-14
660,19279,123,Purchase,2025-12-31
661,8821,238,Bonus,2025-08-26
662,37760,426,Referral,2025-03-07
663,36903,33,Bonus,2025-04-30
664,22385,24,Purchase,2026-02-09
665,44426,12,Referral,2026-02-04
666,25248,144,Referral,2026-01-06
667,17149,153,Bonus,2025-06-22
668,15619,147,Bonus,2025-12-01
669,40686,353,Bonus,2026-01-23
670,20857,120,Referral,2025-07-15
671,38438,196,Referral,2026-01-20
672,48884,198,Referral,2025-10-27
673,24245,318,Bonus,2025-07-03
674,35688,465,Bonus,2025-06-19
675,48325,412,Referral,2025-03-21
676,15908,358,Bonus,2025-08-02
677,13278,490,Bonus,2025-08-07
678,7235,406,Referral,2026-01-14
679,14294,438,Referral,2025-08-11
680,40952,117,Purchase,2025-06-14
681,12200,191,Purchase,2025-11-30
682,24730,139,Purchase,2025-04-14
683,46777,242,Bonus,2025-05-05
684,1465,443,Referral,2025-09-05
685,35041,210,Bonus,2025-08-25
686,36213,23,Referral,2025-04-08
687,40600,193,Purchase,2026-01-22
688,34324,71,Bonus,2025-03-18
689,9784,159,Bonus,2025-11-08
690,25947,478,Purchase,2025-09-23
691,48168,421,Referral,2025-07-16
692,24904,316,Purchase,2025-06-10
693,27693,39,Purchase,2025-06-25
694,29736,364,Referral,2025-08-13
695,17423,16,Referral,2026-02-07
696,48504,324,Bonus,2025-09-04
697,41909,324,Purchase,2026-02-07
698,6940,131,Referral,2026-01-20
699,39813,257,Referral,2025-03-26
700,1320,85,Purchase,2025-08-27
701,16882,292,Bonus,2025-10-05
702,5288,304,Referral,2025-06-07
703,41704,334,Bonus,2025-07-24
704,21413,31,Bonus,2025-12-08
705,7480,194,Purchase,2025-06-07
706,28809,219,Purchase,2025-04-19
707,41735,298,Purchase,2025-09-14
708,21064,474,Purchase,2025-10-04
709,24864,93,Referral,2025-04-09
710,46204,490,Purchase,2025-12-01
711,39572,425,Purchase,2025-10-12
712,589,96,Referral,2025-10-08
713,16943,444,Bonus,2025-12-16
714,35442,340,Purchase,2025-02-20
715,3577,463,Purchase,2025-06-21
716,20343,424,Purchase,2025-09-09
717,37775,277,Referral,2025-06-22
718,7922,51,Referral,2026-01-14
719,23644,292,Purchase,2025-06-27
720,670,29,Referral,2026-01-24
721,227,28,Bonus,2025-05-19
722,12393,92,Purchase,2025-10-10
723,38534,81,Referral,2025-05-12
724,15348,397,Bonus,2025-05-29
725,27160,335,Referral,2025-04-27
726,39461,489,Bonus,2025-10-08
727,38549,24,Purchase,2026-01-13
728,29788,29,Referral,2025-09-19
729,1729,117,Bonus,2025-10-11
730,2929,11,Referral,2025-08-20
731,16480,166,Purchase,2025-04-08
732,21818,33,Bonus,2025-07-30
733,39666,383,Bonus,2025-05-31
734,2451,161,Purchase,2025-09-02
735,41733,356,Referral,2025-10-17
736,2538,489,Bonus,2025-06-24
737,20706,361,Bonus,2025-05-04
738,21408,440,Referral,2025-11-30
739,36233,225,Referral,2025-10-16
740,49850,391,Bonus,2025-07-04
741,24315,386,Referral,2025-05-11
742,38280,480,Referral,2025-12-20
743,21699,459,Bonus,2025-11-18
744,28873,417,Referral,2025-11-04
745,39623,316,Bonus,2025-04-03
746,27181,423,Purchase,2025-04-02
747,14033,99,Purchase,2025-07-15
748,958,159,Referral,2025-04-04
749,1585,118,Purchase,2025-07-22
