review_id,customer_id,product_id,rating,review_text,review_date
243,44457,3749,5,Nesciunt voluptas illum delectus officia repudiandae odit molestias.,2025-06-24
244,37650,3043,5,Aut dicta eligendi sint quidem optio.,2024-10-13
245,37502,112,4,Eius sunt aliquam rerum repudiandae impedit.,2025-08-08
246,6219,2849,4,Numquam quibusdam deserunt odio maxime veniam.,2025-01-19
247,9028,4141,5,Officia nesciunt expedita aut fuga.,2025-08-07
248,26692,442,2,Modi doloremque distinctio nam magni.,2024-10-16
249,21987,450,5,Incidunt fugiat nostrum animi explicabo eligendi.,2024-03-05
250,26306,2701,2,Laudantium nihil tempora dolores.,2025-12-10
251,9563,2068,2,Reprehenderit odio eum.,2024-06-28
252,41422,256,5,Veritatis voluptate asperiores pariatur.,2025-08-12
253,24406,4066,5,Beatae accusantium veniam maxime totam alias.,2024-03-30
254,44350,1632,5,Tenetur doloremque saepe dignissimos asperiores ad sed.,2024-08-29
255,24801,1547,5,Voluptatem dolore nulla delectus.,2025-05-03
256,41779,2238,2,Cum fugit enim sint consequuntur qui consequatur.,2024-08-20
257,13963,39,4,Consequatur laudantium pariatur deleniti.,2025-03-16
258,22994,5502,5,Ratione tempore ut accusamus quam.,2024-06-28
259,45052,2974,5,Possimus perspiciatis libero temporibus molestiae facilis debitis.,2024-05-15
260,3816,3259,4,Magni itaque dolores saepe.,2024-11-13
261,49070,2921,5,Ut a voluptas vero repudiandae quod.,2025-12-30
262,108,5651,4,Qui cum iure sit culpa possimus explicabo.,2024-05-27
263,30286,1629,3,Voluptatem deserunt possimus ipsam reprehenderit.,2024-09-14
264,39653,326,4,Maiores nam numquam fuga perspiciatis aperiam.,2024-12-16
265,323,4140,5,Exercitationem exercitationem quae perspiciatis.,2024-09-29
266,42399,4392,3,Impedit exercitationem dolorem asperiores.,2025-07-09
267,47141,2904,1,Iste aspernatur nam facilis.,2025-12-20
268,16928,1675,5,Fugiat rem ipsam provident mollitia corporis nemo.,2025-03-30
269,978,5575,5,Et voluptate quae tempora voluptatum.,2024-08-10
270,45662,1976,4,Voluptas dolorum voluptate perferendis.,2024-11-09
271,41697,4596,5,Alias ut hic eveniet enim.,2024-12-09
272,14671,1148,4,Odio alias commodi autem soluta.,2026-01-03
273,38087,4011,5,Odio quod veniam dolore doloremque similique expedita.,2024-10-28
274,691,4966,5,Modi maiores harum assumenda possimus.,2025-03-01
275,2755,2667,5,Quos consequatur eveniet quo assumenda.,2025-05-02
276,26741,887,4,Quae quam possimus corporis commodi placeat.,2025-08-17
277,48618,2481,5,Deleniti veniam accusantium autem sapiente.,2024-09-25
278,8503,2926,1,Nam dolore dolorem voluptatem porro cumque adipisci.,2025-10-01
279,34494,4169,2,Vel quos atque repellat.,2024-09-06
280,38521,5157,3,Voluptatibus velit qui esse.,2025-12-04
281,25951,3646,3,Veritatis quibusdam animi inventore delectus recusandae ea excepturi.,2024-11-14
282,40738,1317,5,Voluptatem minima voluptas culpa corrupti sed.,2025-02-25
283,2895,5329,4,Neque placeat ipsam excepturi incidunt.,2024-03-05
284,2252,2072,4,Explicabo id illo perspiciatis velit.,2024-07-02
285,20483,4436,4,Nulla quis a cum minima.,2024-10-02
286,10749,4822,5,Rerum expedita ea saepe blanditiis dolor similique quis.,2025-10-23
287,49322,2386,4,Nostrum earum natus nam tempora.,2024-05-01
288,23177,2341,5,Aspernatur expedita odio omnis.,2025-01-13
289,4269,1543,3,Enim laboriosam eligendi perferendis commodi.,2024-10-26
290,19909,1644,4,Vero voluptates corporis repellat fugiat suscipit animi molestiae.,2025-04-06
291,48401,768,1,Sequi veritatis iusto nulla cum quos placeat.,2025-12-13
292,1456,3429,5,Ipsam mollitia ut magnam odio perspiciatis impedit.,2025-05-17
293,25292,2517,5,Id quaerat ad soluta deserunt accusamus.,2024-09-06
294,21967,2556,4,Ducimus natus alias.,2025-10-10
295,16486,2021,3,Aut facere ducimus expedita qui mollitia.,2025-08-17
296,29165,3509,5,Modi repellat accusamus non quae est.,2024-10-02
297,41552,4387,5,Aliquam laboriosam illo suscipit culpa molestiae.,2024-06-05
298,44998,3019,2,Nemo blanditiis hic iure sit perferendis quisquam.,2025-10-21
299,14727,129,4,Animi tenetur molestias eos alias.,2025-02-04
300,34750,2314,5,Debitis modi nostrum ad nostrum rerum.,2024-03-20
301,36627,5171,4,Sunt in dolorum autem cumque quis nam illo.,2024-05-05
302,45928,2464,4,Nihil sunt atque quidem voluptate unde facilis.,2025-11-29
303,13210,2738,5,Eius expedita dolorem et commodi fugit unde.,2025-03-01
304,17982,4362,4,Quam non est minima quas eum.,2025-05-22
305,23343,1011,4,Fugit harum excepturi impedit.,2024-05-02
306,46993,1927,1,Esse itaque quaerat aspernatur quae commodi.,2024-08-15
307,6837,3293,5,Modi placeat voluptate perferendis.,2026-01-01
308,30918,4761,4,Vel molestiae ipsa doloremque.,2026-01-28
309,35421,350,5,Quaerat perferendis officia eius similique laborum.,2025-03-11
310,40795,4039,5,Nisi iste repellat est sequi.,2024-04-08
311,44271,3235,5,Numquam aspernatur cumque non.,2025-10-07
312,39390,2261,4,Consectetur corrupti labore inventore.,2024-06-14
313,25045,3315,4,Dolores at iusto ipsa illo est.,2025-09-20
314,40640,3431,5,Temporibus repellendus natus.,2024-11-13
315,36791,4249,4,Debitis explicabo quaerat illum nesciunt.,2026-01-13
316,19313,2794,5,Possimus dolore eaque iusto.,2025-12-20
317,41650,3401,5,Quas quidem repudiandae quia.,2024-04-09
318,34225,4074,5,Qui nobis suscipit.,2024-03-21
319,22033,916,5,Illo nisi reiciendis consectetur repellendus corporis consectetur.,2025-08-05
320,21079,5364,1,Perferendis mollitia repellendus beatae animi velit.,2024-07-06
321,22531,3538,4,Itaque sequi vel porro.,2024-09-06
322,30511,4711,5,Natus voluptatibus labore magnam necessitatibus.,2025-12-31
323,42920,4162,3,Harum veritatis hic odio qui architecto at.,2024-08-26
324,35592,2737,5,Similique temporibus illum amet nam nihil veniam.,2024-07-03
325,4840,565,4,Maxime suscipit non.,2024-03-23
326,40224,1427,5,Id praesentium veritatis ut veniam.,2025-09-01
327,26021,3303,2,Sint consectetur distinctio aliquid.,2025-09-28
328,37606,4497,5,Qui animi quisquam animi.,2025-07-22
329,4274,4134,5,Consequuntur possimus vitae totam perspiciatis est nihil.,2024-03-09
330,15224,5182,2,Delectus quibusdam officia eum saepe eveniet enim vitae.,2025-06-09
331,22818,2690,5,Voluptatem autem architecto at asperiores tempore.,2024-04-22
332,45765,2059,5,Debitis quaerat distinctio enim et.,2025-10-15
333,18345,969,5,Quia nam itaque laboriosam alias vitae quo.,2025-01-06
334,21014,4322,3,Ipsam vel quas ratione vero assumenda.,2024-11-30
335,44353,2784,5,Repellat reprehenderit amet vel labore necessitatibus numquam.,2025-08-22
336,47761,4896,2,Maxime iste mollitia repellendus laborum distinctio.,2025-08-28
337,40065,471,5,Dolores perferendis debitis quis.,2025-05-17
338,40531,3828,4,Sint adipisci consectetur eveniet explicabo occaecati consequuntur.,2024-11-19
339,3898,3133,5,Velit optio maiores rem quaerat.,2024-11-02
340,23078,561,5,Quibusdam deserunt consectetur adipisci.,2024-06-27
341,49382,1235,4,Molestias placeat nisi perferendis qui ratione mollitia illo.,2025-04-23
342,32972,5351,4,Quo debitis doloremque omnis.,2025-03-03
343,5920,2458,1,Debitis temporibus a nostrum voluptas blanditiis fuga.,2024-12-31
344,16939,2536,5,Est voluptate maxime alias nobis harum.,2024-11-03
345,28920,5284,4,Fugiat omnis quibusdam vel reprehenderit velit.,2024-03-13
346,39823,2288,5,Beatae velit facilis aliquam aliquid pariatur aut animi.,2025-11-30
347,32642,1129,5,Esse reiciendis perspiciatis.,2025-08-10
348,34346,4367,5,Praesentium tempore itaque facilis.,2024-05-29
349,25745,4414,5,Sint iusto aliquam iusto non.,2026-01-13
350,35658,5062,4,Sequi optio voluptate tempore recusandae aperiam.,2024-06-24
351,1324,211,5,Aperiam alias amet eos nemo reiciendis inventore.,2025-06-20
352,47541,403,4,Temporibus molestiae illo vero quaerat facere at.,2025-12-15
353,38814,4752,5,Delectus ipsa fugit harum quas ex aut.,2024-10-22
354,11405,5704,4,Ipsa eaque fuga hic vero esse.,2024-09-04
355,19736,4599,5,Temporibus ipsam ratione autem.,2025-09-30
356,4120,2339,5,Praesentium quisquam fugiat quasi velit quisquam earum beatae.,2025-01-18
357,18769,4141,5,Repudiandae quos architecto nesciunt.,2025-05-16
358,25669,3273,5,Provident libero temporibus ea reiciendis cum.,2024-03-02
359,42338,452,5,Dolorem perferendis voluptas eum mollitia fugiat consequatur.,2025-05-21
360,15811,786,5,Repellat voluptatum labore dolores dolorem deserunt amet pariatur.,2025-10-01
361,40058,1016,5,Eum tempore dolorum reprehenderit.,2024-06-28
362,6725,2125,5,Ad consequatur id aliquid excepturi tenetur debitis.,2024-07-16
363,3519,2191,4,Velit corrupti excepturi ad.,2024-08-29
364,45565,676,1,Repellendus cupiditate nostrum quas eaque quod maiores voluptates.,2025-11-04
365,17665,912,5,Possimus quod qui quisquam rem.,2024-03-01
366,3888,1463,4,Magnam voluptate officiis natus nam perspiciatis rem quaerat.,2025-10-08
367,10855,5605,5,Dignissimos explicabo minus voluptatem.,2024-12-28
368,42031,4068,5,Illum nihil laudantium cupiditate mollitia quia ut.,2024-07-03
369,40896,2748,3,Iure ipsa perferendis aliquam in cumque.,2024-09-06
370,29445,3221,5,Eveniet dolorum architecto quae.,2024-06-23
371,44793,2824,4,Ex porro minima temporibus accusantium.,2025-06-12
372,2995,2419,4,Soluta dolorem eaque voluptatum non illum minima.,2024-06-04
373,1227,1283,4,Consequuntur quo eos nam voluptatem qui accusantium.,2025-07-18
374,23721,129,3,Harum corrupti labore reiciendis molestias.,2025-11-05
375,11920,1323,3,Laudantium deleniti repellat.,2025-10-29
