warehouse_id,product_id,snapshot_date,quantity_on_hand
5,754,2025-03-21,1088.0
1,1360,2025-02-27,1001.0
5,2185,,1572.0
5,546,,2153.0
2,4253,2026-02-10,3692.0
1,2784,2025-12-02,2230.0
2,4821,2025-11-21,2093.0
3,3013,2025-06-17,1716.0
4,959,2025-06-27,1628.0
3,4253,2025-07-06,1886.0
1,546,2025-10-30,2045.0
3,4253,2025-03-03,1052.0
3,4821,2025-10-17,1938.0
2,476,2025-09-16,2183.0
4,2261,,1903.0
4,4334,2025-04-21,1332.0
2,4642,2025-12-24,2162.0
1,754,2025-07-07,1476.0
4,4821,2025-11-27,2020.0
1,517,2025-10-04,1540.0
2,959,2025-05-02,1215.0
2,2784,2025-05-14,1451.0
4,546,2025-09-11,1811.0
2,754,2025-09-30,2594.0
2,1209,2025-07-29,1676.0
3,517,2025-12-15,2530.0
4,4334,2025-09-10,1597.0
4,4821,,2089.0
5,3907,2025-10-02,
4,4334,2025-05-20,1257.0
4,4334,2025-03-08,1109.0
2,3013,2025-09-07,1903.0
1,546,2025-11-08,2106.0
1,1089,2025-04-08,1131.0
5,959,2025-06-05,1395.0
5,4642,2025-09-07,1681.0
1,4457,2025-12-31,2063.0
5,4642,2025-07-10,1389.0
2,1360,2025-06-09,
1,4457,2025-06-08,1198.0
2,3878,2025-04-30,1231.0
4,4334,2025-10-25,1823.0
2,754,2025-10-13,2702.0
3,959,,1386.0
5,1209,2026-01-08,
2,1360,2025-03-17,1085.0
5,754,2025-06-22,1286.0
2,2261,2025-12-16,2618.0
4,1353,2025-12-12,2480.0
4,517,2025-04-22,1072.0
4,4334,2025-12-22,
1,4457,2026-02-20,2204.0
1,2784,2025-10-31,2062.0
1,476,2025-05-08,1358.0
5,4457,2025-05-28,1408.0
1,1209,2025-12-12,2838.0
5,517,2025-10-06,1812.0
4,517,2025-05-11,1112.0
1,3878,2026-02-21,2335.0
2,4457,2025-09-02,1535.0
5,3013,2025-06-20,1615.0
1,959,2025-06-15,1492.0
2,3878,2026-01-16,2552.0
1,4642,2025-12-06,2314.0
4,1209,2025-03-03,1046.0
5,3907,2026-02-03,2637.0
2,959,2025-05-16,1266.0
2,1089,2025-06-23,1453.0
5,2185,2025-09-03,1796.0
5,1089,2025-04-24,1307.0
3,4457,2025-12-01,2143.0
4,2185,2025-09-28,1761.0
5,3013,2026-01-05,2629.0
2,2784,2025-04-26,1343.0
5,3013,2025-03-21,1075.0
4,1089,2025-12-14,2268.0
1,4642,2026-02-07,2703.0
4,754,2025-06-05,1420.0
3,1360,2025-05-24,1382.0
2,3907,2025-11-27,2231.0
1,1353,,1098.0
2,4253,2025-06-20,1725.0
5,4821,2025-09-24,1374.0
5,2784,2025-03-31,994.0
3,3013,2026-02-11,2846.0
2,2261,2025-08-23,1832.0
2,3878,2026-02-13,2718.0
4,754,2025-06-30,1570.0
5,3013,2026-02-10,2829.0
2,4253,2025-03-23,1114.0
3,1089,2025-12-11,2139.0
1,1209,2025-06-13,
4,1360,2025-08-06,1876.0
1,4821,2025-08-25,2070.0
1,546,2026-01-18,2562.0
3,754,2025-07-13,1694.0
2,3878,2026-02-03,2647.0
1,1089,2025-04-11,1150.0
2,3878,2025-08-12,1724.0
5,959,2025-03-26,1100.0
3,959,2025-11-08,1672.0
2,1209,2025-08-25,1812.0
5,1089,2026-01-29,2441.0
1,1089,2025-04-16,1092.0
4,3878,2025-08-01,1501.0
2,476,2025-12-27,
2,4642,,2189.0
4,517,2025-09-14,1913.0
5,546,2025-03-04,1084.0
3,3878,2025-07-22,1491.0
3,2261,2026-01-16,2481.0
5,4457,2026-01-23,2497.0
4,4821,2025-06-09,1606.0
4,1089,2025-06-25,
2,2784,2026-02-22,2997.0
5,4334,2025-03-23,1181.0
4,517,2025-11-27,2308.0
1,2784,2025-10-16,
4,1209,2025-06-08,1626.0
5,4642,2025-04-24,1090.0
5,2185,2025-10-31,2093.0
2,517,2025-06-13,
5,4253,2025-03-24,1192.0
4,4457,2025-07-08,1704.0
2,1089,2025-04-27,1330.0
1,3013,2025-06-25,1554.0
4,3878,2025-03-28,938.0
1,4334,2025-09-25,1492.0
1,1353,,1210.0
5,959,2025-07-03,1504.0
4,2185,2026-02-17,2494.0
1,2784,2026-02-15,2682.0
2,1360,2025-04-26,
4,959,2025-09-17,2125.0
3,546,2025-07-05,1511.0
3,3878,2025-06-12,1244.0
2,1360,2025-09-15,1514.0
1,2185,,1984.0
2,1209,2025-04-23,1227.0
3,4253,,1132.0
3,1089,2025-05-22,1343.0
1,1353,2025-08-05,1666.0
5,4457,2025-08-11,1623.0
1,3013,2025-10-03,2001.0
2,1209,2026-02-09,2379.0
4,4457,2025-06-18,1586.0
3,2261,2025-03-07,
2,4642,2025-04-21,1340.0
5,2185,2025-03-07,1030.0
4,4253,2026-01-31,2216.0
4,3878,2025-09-29,1733.0
4,754,2025-06-20,1537.0
3,1360,2026-02-07,2253.0
4,4253,2026-01-12,2258.0
4,2261,2025-05-30,1154.0
3,4253,2025-12-23,2650.0
3,959,2025-08-16,1520.0
5,1353,2026-01-04,
2,2261,2025-07-19,1807.0
4,1360,2025-07-26,1859.0
3,1209,2025-12-08,2118.0
2,1360,2025-06-13,1093.0
2,3907,2025-07-11,1585.0
4,4253,2025-12-25,2206.0
4,754,2025-03-11,1034.0
4,517,2026-01-09,2347.0
1,4457,2025-04-11,1144.0
1,476,2026-01-15,2550.0
4,2784,2025-03-04,
1,3013,2025-08-11,1776.0
4,4334,2025-06-17,1394.0
5,4642,2025-03-17,1106.0
4,546,2025-10-29,1988.0
3,546,2026-01-25,2700.0
5,1353,2025-07-04,1574.0
3,2261,2025-08-12,1729.0
4,2185,2026-01-11,2369.0
5,4253,2025-05-22,1425.0
4,3878,2025-07-01,1361.0
3,4642,2025-09-19,2147.0
5,4334,2025-03-21,1195.0
4,754,2025-10-08,2002.0
3,1209,2025-11-15,2072.0
4,1360,2025-10-21,2077.0
1,476,2025-08-05,1585.0
5,1209,2025-05-23,1282.0
4,754,2025-09-19,1946.0
1,1089,2025-05-07,1257.0
1,517,2025-09-04,1437.0
1,546,2025-11-17,2185.0
2,3907,2025-03-11,969.0
4,959,2025-03-01,1026.0
4,4334,2025-09-08,1586.0
5,546,2025-03-20,1146.0
4,476,2025-04-21,1225.0
1,2185,2025-12-17,2145.0
3,1360,2025-04-21,1375.0
5,3013,2025-05-06,1335.0
4,3013,2025-10-09,1976.0
1,3907,2025-11-02,2640.0
1,3013,2025-07-28,1697.0
4,4457,2025-06-07,1562.0
2,1360,,1054.0
1,959,2025-12-29,2351.0
5,4821,2025-11-12,1704.0
4,1209,2025-08-28,1830.0
4,546,2025-03-27,1183.0
1,1360,2025-03-07,1022.0
1,1353,2025-08-04,1675.0
5,4642,2025-06-06,1282.0
4,4253,2025-08-23,1689.0
5,1360,2025-04-12,1104.0
1,4253,2026-02-11,2710.0
2,1209,2025-06-19,1466.0
1,3907,2025-09-12,2185.0
5,2185,2025-09-20,1896.0
3,4457,2025-03-29,1094.0
5,959,2025-06-16,1456.0
2,476,2025-05-13,1437.0
5,754,2026-01-28,2354.0
3,1209,2026-02-06,2401.0
1,2784,,1920.0
1,4457,2026-02-01,2073.0
4,4642,2025-09-22,1644.0
1,2784,2025-11-12,2100.0
3,2784,2025-04-20,1344.0
1,2784,2025-03-24,1107.0
4,4821,2026-01-18,2467.0
4,2784,2025-07-12,1658.0
4,1353,2025-05-11,1358.0
4,1360,2025-06-13,1802.0
5,2784,2025-11-25,1927.0
3,2784,2025-11-10,1997.0
5,4821,2026-01-24,1931.0
2,1360,,
5,2261,2025-04-22,1362.0
5,2784,2025-04-13,1086.0
5,959,2025-07-01,1539.0
5,2261,2025-12-19,2871.0
3,2261,2025-04-15,1226.0
4,2261,2025-06-05,1123.0
1,517,2025-11-05,1701.0
3,546,2025-10-13,1996.0
1,476,2025-09-09,1816.0
5,517,2025-09-04,1657.0
1,517,2025-03-15,1025.0
4,4457,2025-11-11,2301.0
2,476,2025-08-08,1933.0
5,4457,2026-02-19,
5,4821,2025-10-18,1421.0
1,4457,2025-05-08,1192.0
4,4334,2025-05-23,1254.0
2,517,2025-09-23,2072.0
1,4642,2025-06-26,1547.0
2,4821,2026-02-09,2571.0
2,476,2025-03-25,1119.0
4,1360,2026-02-13,2596.0
4,3907,2025-05-02,
1,1209,2025-03-18,1008.0
2,546,2025-09-16,1717.0
5,4334,2025-08-15,2101.0
3,476,2025-03-31,
4,3878,2025-06-16,1240.0
1,4642,2025-04-30,1359.0
4,959,2025-04-05,1256.0
2,2784,,2432.0
2,4821,2025-09-30,1872.0
1,754,2025-12-01,2273.0
4,2261,2025-08-14,1346.0
3,4334,2025-08-15,1919.0
1,1209,,2884.0
2,1353,2026-02-19,2606.0
2,754,2025-08-05,2370.0
1,2784,2025-07-02,1451.0
4,959,2025-06-13,1546.0
4,1209,2026-02-06,2689.0
4,2185,,2465.0
1,4334,2025-10-18,1541.0
2,4253,2025-12-24,3169.0
5,754,2025-12-31,2142.0
3,4821,2025-06-25,1551.0
5,2261,2025-07-04,1916.0
1,4821,2025-07-18,1801.0
5,4457,2026-01-24,2501.0
1,3878,2026-01-07,2145.0
1,2784,2025-04-02,1119.0
4,4457,2026-02-02,2474.0
5,2185,2025-03-08,1036.0
4,1089,2025-10-26,2077.0
2,4334,2025-06-09,
2,2261,2025-11-07,
3,2261,2025-09-17,1870.0
4,4642,2025-03-10,1073.0
4,1353,2025-04-23,1253.0
2,2261,2026-01-12,2705.0
1,1360,2025-05-13,1574.0
1,517,2025-05-23,1167.0
5,2261,2026-02-14,2969.0
2,2185,2026-01-10,2504.0
3,3878,2025-08-04,1565.0
3,1209,2025-10-28,1921.0
1,4642,2025-05-31,1492.0
2,4253,2025-04-06,1179.0
3,3907,2025-12-18,2491.0
1,4642,,1160.0
5,4253,2025-11-23,1899.0
1,1209,2026-01-15,2934.0
1,2261,2025-03-19,1126.0
2,754,2025-07-05,2111.0
4,4457,2025-08-03,1799.0
2,1089,2025-05-06,1399.0
4,754,2025-07-12,1562.0
2,2261,2025-12-24,2663.0
1,1360,,2805.0
4,3878,2025-04-28,1020.0
2,4253,2025-12-21,3107.0
2,1353,2025-09-22,
2,4457,2025-08-29,1577.0
2,517,2025-09-24,2082.0
1,959,2026-01-15,2369.0
5,3013,2025-03-19,1058.0
3,3013,2025-09-11,
2,4334,,1091.0
1,754,2025-12-14,2357.0
3,3013,2025-07-30,2034.0
2,476,2025-07-11,1850.0
1,754,2025-06-28,1396.0
4,2784,2025-12-07,2240.0
3,4457,2026-02-21,2280.0
2,3878,2025-03-02,1059.0
1,754,2025-02-27,994.0
2,4457,2026-02-23,2226.0
4,4334,2025-04-01,1277.0
4,546,2025-06-23,1606.0
3,3013,2025-04-27,1436.0
1,3013,2025-06-29,1615.0
3,517,2025-06-18,1635.0
4,476,2025-04-27,1230.0
2,4334,2025-08-02,1679.0
5,3907,2025-07-31,2033.0
4,959,2025-07-11,1718.0
2,4253,2025-12-15,3070.0
2,959,2025-07-09,1527.0
2,1353,2025-07-03,1696.0
2,3907,2025-08-13,1759.0
4,4253,2025-02-27,1011.0
1,1089,2025-12-06,2130.0
5,3013,2025-07-10,1600.0
2,476,2025-11-15,2607.0
5,4457,2025-08-19,1667.0
3,476,2025-03-08,1054.0
4,1089,2025-04-22,1269.0
2,4457,2025-06-23,1288.0
3,4821,,1831.0
5,4642,,1080.0
1,4253,2025-10-19,1934.0
5,517,2025-11-18,1833.0
1,4334,2026-01-09,1902.0
3,546,2025-08-14,1711.0
4,4821,2025-06-27,1569.0
4,517,2025-04-04,1030.0
4,2261,2025-04-27,1059.0
1,4642,2025-04-11,1188.0
2,1089,2025-03-02,1008.0
4,546,2025-10-04,1862.0
5,2784,2025-04-08,1020.0
4,546,2025-03-20,1183.0
5,1089,2025-09-28,2025.0
4,1353,2025-10-05,2051.0
1,1353,2025-08-29,1782.0
2,1353,2025-12-08,2224.0
3,2784,2025-05-25,1431.0
3,1360,2025-11-22,1754.0
2,517,2026-02-06,2462.0
2,4334,2025-05-07,1247.0
4,4642,2025-11-26,1893.0
3,2261,2025-06-18,1551.0
4,1089,2025-03-04,1026.0
2,2261,2025-10-08,2178.0
3,4253,2025-05-28,1459.0
4,4642,2026-01-06,2057.0
3,1360,2025-10-30,1774.0
4,2185,2025-08-02,1516.0
3,4642,2025-11-22,2326.0
2,2261,,2758.0
2,3907,2025-11-23,2199.0
4,3878,2025-11-28,1928.0
5,754,2025-11-23,1819.0
5,476,2026-02-12,2532.0
3,3878,2025-10-10,1880.0
5,1089,2026-02-04,2478.0
5,3878,2025-11-28,2346.0
2,4334,2025-05-01,1230.0
4,4821,2025-07-17,1698.0
4,476,2025-06-20,1436.0
4,3907,2025-04-22,1521.0
2,3013,2025-07-07,1588.0
5,476,2025-10-16,1977.0
1,1089,2025-07-20,
2,3907,2025-05-26,1326.0
3,4457,2025-03-05,1007.0
2,3013,2025-09-04,1889.0
3,4642,2025-09-14,2132.0
1,2261,2025-04-19,1154.0
2,4457,2026-01-19,2141.0
5,476,2025-05-17,
5,3907,2025-12-12,2531.0
3,1353,2025-11-30,2293.0
4,1353,2025-04-16,1244.0
1,4253,2025-08-08,1733.0
1,1353,2025-11-28,2075.0
5,1360,2025-06-16,1597.0
3,2185,2025-03-07,1009.0
4,4642,2025-10-23,1790.0
1,2185,2025-03-24,1000.0
1,4642,2025-12-27,2438.0
4,4457,,2356.0
3,3878,2025-10-21,
1,4821,2026-02-04,2806.0
3,4334,2026-01-03,2673.0
4,1209,2025-06-13,1613.0
1,476,2025-09-30,2085.0
3,1209,2025-07-17,1545.0
1,959,2025-08-10,1814.0
4,1353,2025-05-21,
4,2784,2025-06-21,1627.0
5,517,2025-11-22,1865.0
1,2784,2025-08-13,1748.0
5,4821,2025-06-16,1165.0
1,4457,2025-05-10,1196.0
3,1209,2025-12-15,2180.0
1,1209,2025-08-22,2171.0
4,4457,2025-12-20,2358.0
3,2185,2025-04-05,1278.0
1,3907,2025-06-21,1744.0
3,4457,2025-11-30,2138.0
2,517,2026-02-22,2560.0
5,959,2025-09-20,1826.0
1,4457,,2106.0
5,4253,2026-01-29,2290.0
4,3907,2025-12-23,2705.0
5,1360,2025-07-13,1667.0
2,476,2025-07-24,1852.0
2,4334,2026-01-28,2322.0
2,4457,2025-11-16,1901.0
2,754,2025-07-24,
1,4821,2025-04-21,1389.0
1,3878,2025-08-27,1713.0
2,1360,2025-03-20,1073.0
1,2185,2025-10-09,1738.0
5,4821,2025-09-26,1388.0
5,1360,2025-08-14,1927.0
3,546,2025-04-22,1128.0
5,4821,2025-08-24,1432.0
1,2784,,1353.0
3,4457,2025-03-17,1061.0
5,754,2025-10-14,1647.0
2,1360,2025-12-02,1801.0
4,1209,2025-10-03,2057.0
5,4457,2025-10-12,1927.0
4,754,2025-06-22,1556.0
1,2784,2025-04-11,1086.0
4,4253,2026-01-04,2210.0
3,1209,2025-09-28,1752.0
4,546,2025-07-06,1669.0
5,2185,2025-08-27,1732.0
1,4457,2025-11-27,1865.0
1,4821,2025-08-18,2035.0
4,1089,2025-07-10,1566.0
5,3013,2025-02-27,1007.0
2,2784,2025-09-17,2017.0
2,4253,2026-02-19,3712.0
4,4642,2025-08-01,1559.0
3,754,2025-11-05,1847.0
5,1089,2026-01-03,2425.0
1,1209,2025-04-11,1063.0
5,754,2025-03-25,1075.0
2,4253,2025-10-09,2631.0
4,2261,2025-09-03,1473.0
5,754,2025-09-21,1476.0
1,3878,2025-11-14,2093.0
3,2261,2025-09-29,1871.0
1,4642,2025-08-22,1723.0
1,3878,2025-10-17,1911.0
1,1209,2025-03-11,1006.0
3,754,2025-08-13,
2,4457,2025-08-28,1548.0
3,2185,2025-06-21,1498.0
1,2261,2025-11-05,2160.0
3,3013,2026-02-18,2926.0
3,4253,2025-03-07,1063.0
1,476,2025-05-12,1366.0
5,4821,2025-04-29,
5,4253,2026-01-02,2067.0
2,1360,2025-03-21,1093.0
1,517,2025-12-28,1983.0
2,2185,2025-07-08,1568.0
1,959,2025-02-27,1034.0
3,959,2025-04-29,1228.0
1,2261,2025-05-07,1312.0
5,517,2025-09-12,1709.0
1,3878,2025-10-14,1892.0
2,517,2025-10-04,2098.0
1,4334,2025-11-10,1508.0
4,517,2025-04-24,
5,4457,2025-06-17,1409.0
4,4642,2026-02-04,2154.0
4,1360,2025-05-12,1540.0
1,1360,2025-10-16,2295.0
4,2784,2025-11-21,
5,754,2026-01-25,2357.0
5,1353,2025-09-22,2029.0
1,1353,2025-04-03,1160.0
4,4457,2025-03-18,1184.0
5,476,2025-10-23,2098.0
4,1209,2025-07-18,1715.0
4,4642,2025-11-19,1904.0
3,4821,2025-06-27,1513.0
5,4457,2025-03-02,969.0
2,2261,2025-04-22,1312.0
5,517,,1084.0
1,2261,2025-05-31,1366.0
2,959,2025-11-08,1891.0
1,3907,2025-04-08,1313.0
5,3878,2025-08-09,1999.0
3,959,2026-02-02,2147.0
5,1353,2025-10-25,2324.0
4,1360,2025-09-23,2018.0
2,4457,,1396.0
1,2261,2025-03-18,1130.0
2,4253,2025-05-19,1495.0
3,476,,1695.0
4,3013,2025-07-25,1589.0
5,2185,2025-05-06,1393.0
3,4253,2025-10-25,2393.0
4,3878,2025-08-19,1647.0
2,3878,2025-03-27,1145.0
3,476,2025-04-21,1233.0
5,3907,2025-10-12,2355.0
3,4334,2025-08-22,1910.0
1,4821,2025-09-07,2148.0
5,1209,2025-05-12,1153.0
1,3013,2025-04-18,1394.0
2,3013,2025-09-12,1896.0
3,3907,2025-10-30,2127.0
4,4457,2025-03-23,1231.0
3,2185,2025-12-10,2325.0
4,4642,2025-07-07,1435.0
1,476,2025-07-28,1559.0
3,1089,2025-03-09,1031.0
1,1360,2025-02-28,1008.0
2,476,2025-08-10,1978.0
5,4642,2025-03-20,1101.0
1,476,2025-04-16,1236.0
1,1353,2025-10-15,2043.0
1,4253,2025-07-05,1646.0
3,1360,2025-10-21,1776.0
5,2784,2026-01-23,2098.0
5,1209,2025-04-30,
5,2185,,1950.0
4,2784,2025-04-10,1084.0
4,4821,2025-11-06,1885.0
5,3907,,1998.0
5,546,2025-06-11,1714.0
5,3878,2026-01-16,2350.0
5,959,2025-08-02,1632.0
2,1209,2025-12-24,2152.0
1,959,2025-06-16,1508.0
5,3907,2026-01-24,2529.0
3,1353,2025-06-08,1343.0
2,959,2026-02-24,2369.0
