product_id,product_name,brand_id,supplier_id,price,cost_price
842,Zara Pariatur Lite,16,71,2570.55,1799.38
5590,Johnson & Johnson Tempore Max,108,67,4697.03,3287.92
1255,Gap Doloribus Pro,23,16,1709.94,1196.96
5619,IKEA Saepe Pro,109,6,16116.73,11281.71
1663,Van Heusen Sit,29,40,8320.56,5824.39
2382,L'Oreal Quam Lite,44,50,3520.46,2464.32
3941,Spartan Maiores Plus,72,85,8525.79,5968.05
2893,MAC Dolore X,52,56,4317.11,3021.98
1702,Prestige Error,30,29,8528.5,5969.95
792,Logitech Recusandae Max,15,66,82322.47,57625.73
5755,Durian Provident Lite,111,43,10442.32,7309.62
5387,FISHER-PRICE IPSA PRO,103,,,4806.51
1162,Levis Eum X,21,73,6756.88,4729.82
1066,Adidas Quasi Pro,19,87,5886.89,4120.82
3509,Haldiram Voluptatem X,65,24,668.76,468.13
2841,MAC Iure Pro,52,86,1620.95,1134.66
139,Sony Perferendis Plus,3,4,113411.12,79387.78
3375,CADBURY REM LITE,62,50,1850.04,1295.03
3691,Fortune Esse Max,67,29,776.72,543.7
5922,Kurl-on Voluptate Plus,114,45,27179.96,19025.97
4392,Castrol Quis Pro,81,50,8753.08,6127.16
4578,Pioneer Velit Pro,85,17,3262.41,2283.69
2373,,44,67,2388.61,1672.03
262,,5,13,7036.24,4925.37
4923,Parker Molestias,94,,657.34,460.14
1350,Allen Solly Ea Pro,24,47,1908.5,1335.95
444,Acer Delectus,8,18,89723.54,
4778,Penguin Ducimus X,90,1,1534.35,1074.04
218,HP Odio Plus,5,31,126813.2,88769.24
5795,Nilkamal Explicabo X,112,16,12218.65,8553.05
936,H&M Neque Pro,17,40,2260.68,1582.48
5309,Hot Wheels Vitae Plus,101,53,3808.89,2666.22
3449,Pepsi Beatae Pro,64,,234.09,163.86
519,LG Voluptatibus Lite,9,19,1484.77,1039.34
2403,L'Oreal Quibusdam X,44,41,861.13,602.79
2881,MAC Est Plus,52,25,2652.79,
62,Apple Exercitationem,2,67,28549.47,19984.63
4980,Casio Soluta Lite,96,49,1214.54,850.18
1408,Raymond Error X,25,61,,5592.26
1971,LG Alias Pro,36,20,2720.9,1904.63
1950,,35,51,17054.67,11938.27
3817,Nivia Minus Lite,70,79,9742.62,6819.83
5135,Faber-Castell Ipsa,98,63,1277.23,894.06
640,Bose Expedita X,12,60,88575.21,62002.65
3139,Tata Amet Max,58,86,407.35,285.14
4463,3M Velit Max,83,71,4511.33,3157.93
1563,Manyavar Aliquam Plus,28,60,5570.25,3899.18
3151,Tata Harum Lite,58,81,394.24,275.97
5551,Huggies Illum,107,28,1116.85,781.79
2731,Mamaearth Unde,50,64,1441.77,1009.24
1246,Uniqlo Totam,22,7,,5386.57
5343,Barbie Accusamus X,102,64,9561.32,6692.92
2827,the body shop iste lite,51,74,2706.22,1894.35
4269,Bosch Necessitatibus Plus,79,60,7893.23,5525.26
2803,The Body Shop Expedita Plus,51,10,1046.37,732.46
1923,Bajaj Esse Lite,34,25,26174.33,18322.03
2761,Mamaearth Error,50,,,1211.95
5936,Wakefit Nihil Plus,115,58,20517.08,14361.96
4903,Parker Nobis Plus,94,75,1015.22,710.65
4659,,87,41,4250.49,2975.34
2822,The Body Shop Consectetur,51,17,2259.95,1581.96
3206,Dabur Tempore,59,6,340.23,238.16
279,HP Laudantium Plus,5,44,,54125.32
334,Lenovo Distinctio Pro,6,14,109956.6,76969.62
984,Nike Totam,18,80,4440.36,3108.25
1511,FabIndia Consequatur Max,27,35,3784.74,2649.32
3485,Haldiram Quos Max,65,77,489.6,342.72
4853,Navneet Ad X,93,58,189.38,132.57
320,Lenovo Molestiae Plus,6,57,94978.71,66485.1
4312,michelin eius,80,78,7200.18,5040.13
5861,Sleepwell Repudiandae Lite,113,7,39209.26,27446.48
2079,samsung cum plus,37,3,741.51,519.06
2317,Hawkins Magnam X,42,,6245.56,4371.89
2189,Godrej Corrupti Lite,39,35,22533.62,
1665,VAN HEUSEN QUI X,29,74,2266.84,1586.79
4745,Penguin Totam Lite,90,31,1670.42,1169.29
5639,IKEA Laborum Lite,109,2,7666.79,5366.75
5013,Casio Ex Pro,96,39,294.54,206.18
3342,Cadbury Reiciendis Plus,62,45,1485.24,
3298,Maggi Libero,61,35,1633.98,1143.79
748,Sennheiser Quisquam X,14,,7359.62,5151.73
3083,Nestle Ut Plus,57,27,526.48,368.54
1805,Milton Veniam Plus,31,,30242.8,21169.96
2691,Biotique Facilis,49,43,1997.04,1397.93
5205,LEGO QUAERAT PRO,99,11,11434.24,8003.97
4501,Motul Itaque X,84,34,2272.71,1590.9
4266,Garmin Quasi Pro,78,72,11012.81,7708.97
1654,Van Heusen Quod Pro,29,,6594.97,4616.48
3806,Yonex Amet Lite,69,72,,7877.67
5097,Faber-Castell Est,98,1,1917.34,1342.14
3530,Haldiram Facilis X,65,42,506.05,354.24
1954,Havells Mollitia X,35,58,23376.61,16363.63
4162,SPALDING VERITATIS PLUS,76,39,10491.66,7344.16
1420,Raymond Commodi Pro,25,14,6244.27,4370.99
515,LG Aspernatur Plus,9,66,37348.57,26144.0
2102,Voltas Saepe,38,46,25359.59,17751.71
1215,uniqlo laborum max,22,15,7743.83,5420.68
55,Apple Quas Plus,2,21,120103.87,84072.71
4259,Garmin Sapiente Pro,78,89,368.19,257.73
2671,Biotique Ullam Pro,49,25,1149.53,804.67
1020,Adidas Sapiente,19,70,9726.12,6808.28
5183,Lego Quia X,99,27,9929.37,6950.56
635,,12,40,41770.88,29239.62
5097,Faber-Castell Est,98,1,1917.34,1342.14
4754,Penguin Quod Max,90,50,814.05,569.83
860,zara dolor lite,16,26,9303.9,6512.73
445,Acer A Pro,8,77,82028.55,57419.98
203,DELL DISTINCTIO PRO,4,69,137881.66,96517.16
3767,Decathlon Cum,68,3,11488.03,8041.62
269,,5,39,8240.24,5768.17
1513,FabIndia Excepturi Pro,27,24,1938.49,
1332,Allen Solly Expedita Max,24,,8351.67,5846.17
192,Dell Dolorem Plus,4,63,26309.88,18416.92
3670,Fortune Labore,67,31,1298.3,908.81
3292,Maggi Sapiente Max,61,27,1557.41,1090.19
3049,Amul Facilis,55,33,1042.73,729.91
3149,Tata Consectetur Max,58,3,355.07,248.55
1721,Prestige Deleniti Plus,30,88,29886.12,20920.28
4439,3M Distinctio Max,83,60,8689.18,6082.43
1106,,20,84,1109.03,776.32
3766,Decathlon Repellendus Pro,68,82,5711.15,3997.8
3708,,68,12,6494.73,4546.31
4882,PARKER DISTINCTIO PRO,94,70,1889.46,1322.62
3126,Tata Fuga Max,58,88,581.42,406.99
3956,Spartan Error,72,15,12738.95,8917.26
392,Asus In X,7,39,2861.48,2003.04
4643,Sony Impedit Max,87,,2449.2,1714.44
149,Sony Dolore,3,79,,24350.7
4096,WILSON HIC MAX,75,39,6918.22,4842.75
5831,Nilkamal Alias Max,112,53,42339.95,29637.96
3582,Aashirvaad Iure Lite,66,78,160.81,112.57
3246,Kelloggs Magni Lite,60,86,825.9,578.13
1602,Manyavar Dicta Lite,28,,4332.05,3032.44
3201,Dabur Voluptas Max,59,89,1536.13,1075.29
1992,LG Voluptates,36,38,1547.24,1083.07
2891,MAC Hic Lite,52,54,4883.17,3418.22
456,Acer Molestiae Pro,8,28,56139.35,39297.54
370,Asus Assumenda Plus,7,89,56858.42,39800.89
4454,3M Non Max,83,51,952.88,667.02
4205,fitbit qui plus,77,62,6543.02,4580.11
1485,BIBA FACERE PRO,26,64,7321.0,5124.7
1585,manyavar reprehenderit pro,28,29,2891.02,2023.71
5424,Nerf Dolorem Lite,104,91,14814.2,10369.94
145,Sony In,3,77,51932.42,36352.69
4526,Motul Eveniet Plus,84,39,9153.65,6407.55
3608,Aashirvaad Non Max,66,11,,1182.07
2375,,44,28,3607.79,2525.45
5890,Kurl-on Officiis,114,58,19110.04,13377.03
4271,Bosch Ea,79,43,3148.35,2203.84
2439,Maybelline Laudantium Plus,45,42,2666.06,1866.24
5136,Faber-Castell Eligendi Lite,98,59,146.02,102.21
257,HP Accusantium X,5,19,59540.06,41678.04
4805,harpercollins voluptatem plus,91,82,156.24,109.37
3518,Haldiram Porro Lite,65,88,1977.65,1384.36
4311,Michelin Reiciendis Lite,80,77,2198.43,1538.9
475,Acer Cumque,8,77,2396.75,1677.72
5275,Mattel Nulla Lite,100,67,11690.26,8183.18
2922,Clinique Possimus Lite,53,45,483.03,338.12
1762,Milton Dignissimos Pro,31,34,22847.12,15992.98
649,Bose Labore Plus,12,29,107272.65,75090.86
5402,Nerf Numquam Plus,104,25,8029.38,5620.57
2210,Tupperware Consectetur Max,40,35,29100.26,20370.18
1980,LG Commodi Pro,36,52,24193.28,16935.3
4345,Castrol Nemo Lite,81,40,5498.36,3848.85
1038,Adidas Aspernatur Pro,19,23,924.78,647.35
3908,Cosco Minus Pro,71,81,3697.95,2588.56
574,Nikon Nisi,11,5,50759.5,35531.65
1442,Biba Illum X,26,54,5296.75,3707.72
5440,,105,50,8080.6,5656.42
2926,Clinique Dolorum,53,83,913.62,639.53
2999,Olay Nemo,54,59,1433.61,1003.53
4117,Spalding Perferendis X,76,91,4060.87,2842.61
5042,Moleskine Aspernatur Pro,97,81,1518.28,1062.8
5346,Barbie Maxime Max,102,53,14415.63,10090.94
3214,Dabur Quae Lite,59,75,1861.34,1302.94
2988,Olay Laboriosam Pro,54,77,3729.13,2610.39
5757,Durian Numquam X,111,31,44409.68,31086.78
1438,Biba Occaecati Plus,26,15,7091.18,4963.83
463,Acer Nesciunt X,8,82,95368.78,66758.15
2284,Borosil Non,41,70,9778.34,6844.84
5416,Nerf Qui Pro,104,25,14040.33,9828.23
4457,3M Perspiciatis,83,27,4136.6,2895.62
115,,3,59,64824.1,45376.87
4737,Penguin Maiores Max,90,4,946.06,662.24
543,Canon Culpa X,10,76,63491.71,
5760,Durian Similique X,111,33,10765.61,7535.93
411,Asus Officia Plus,7,84,47949.98,33564.99
1148,Puma Hic Plus,20,57,9524.86,6667.4
2117,Voltas Vitae Plus,38,7,1983.54,1388.48
4671,Philips Dolore Plus,88,29,7979.81,5585.87
2400,L'Oreal Delectus Max,44,36,1393.13,975.19
5347,Barbie Tempore Lite,102,16,5224.31,3657.02
3343,Cadbury Aliquid X,62,54,282.52,197.76
339,Lenovo Quam,6,19,128533.23,89973.26
329,lenovo illo pro,6,89,118998.35,83298.84
3744,Decathlon Expedita X,68,4,10586.11,7410.28
1497,FabIndia Est X,27,30,491.51,
2836,,51,27,3932.11,2752.48
5775,Nilkamal Corporis Pro,112,57,7872.88,5511.02
975,Nike Repudiandae Lite,18,58,4465.97,3126.18
4490,Motul Dolorem Plus,84,32,5106.11,3574.28
34,Samsung Voluptate Max,1,42,73753.18,51627.23
2452,Maybelline Vero Lite,45,83,3033.34,2123.34
1543,FabIndia Aspernatur X,27,29,6597.78,4618.45
2451,Maybelline Id Pro,45,,985.28,689.7
112,Sony Nemo Max,3,10,9447.08,6612.96
670,JBL Dolor X,13,,35734.41,25014.09
5547,Huggies Harum Max,107,51,11068.38,7747.87
612,Bose Beatae Pro,12,13,3639.39,2547.57
2620,Himalaya Voluptatum Pro,48,75,2859.2,2001.44
5906,Kurl-on Quae Plus,114,47,38293.94,26805.76
2380,,44,18,951.45,666.02
1753,milton in lite,31,23,39508.6,27656.02
2177,Godrej Delectus Plus,39,37,29273.78,20491.65
812,Logitech Debitis Lite,15,3,131932.8,92352.96
3483,Haldiram Est Lite,65,91,373.22,261.25
5404,Nerf Voluptate Lite,104,25,517.22,362.05
4619,JBL Laboriosam Lite,86,19,1600.4,1120.28
1518,FabIndia Dignissimos X,27,50,,6009.72
2933,Clinique Omnis Max,53,62,4881.16,3416.81
1483,Biba Tempora Max,26,80,6587.84,4611.49
1467,Biba Magni Plus,26,19,3249.02,2274.31
1681,Van Heusen Suscipit X,29,47,7480.13,5236.09
4416,Shell Cum X,82,58,6751.58,4726.11
3725,Decathlon Voluptate Plus,68,58,12309.61,8616.73
3651,Fortune Corrupti Max,67,35,1051.13,735.79
3915,Cosco Distinctio Plus,71,78,11326.97,7928.88
3794,Yonex Dolore,69,31,11601.55,8121.08
3076,Britannia Eligendi Plus,56,35,967.17,677.02
1934,Bajaj Alias Pro,34,59,17219.73,12053.81
677,JBL Illum Lite,13,6,,22363.1
3921,Spartan Nihil Pro,72,10,398.53,278.97
3553,Aashirvaad Cupiditate Plus,66,17,867.09,606.96
1428,Raymond Facilis,25,80,6908.76,4836.13
79,Apple Quam X,2,71,12835.43,8984.8
2094,Voltas Sapiente Plus,38,77,13644.6,9551.22
1488,Biba Voluptates Lite,26,84,7890.6,5523.42
3497,Haldiram Facere Pro,65,83,1521.23,1064.86
337,Lenovo Laudantium X,6,3,85310.48,59717.34
2896,MAC Facere Plus,52,51,559.38,391.57
2061,Samsung Eaque X,37,38,11032.01,7722.41
2312,Hawkins Fugit Pro,42,89,37869.1,26508.37
5377,Fisher-Price Sapiente Pro,103,12,8665.6,6065.92
4232,Fitbit Illo Max,77,48,12258.56,8580.99
5733,Durian Nostrum,111,16,44616.57,31231.6
434,,8,38,88351.62,61846.13
1160,Levis Necessitatibus Pro,21,84,6080.54,4256.38
1364,Allen Solly Repudiandae Plus,24,65,3193.01,2235.11
5459,Pampers Natus Lite,106,12,11903.15,8332.2
5888,Sleepwell Molestiae Pro,113,41,13382.32,9367.62
1189,Uniqlo Ratione Lite,22,76,1798.07,1258.65
5520,Huggies Expedita Lite,107,62,3558.97,2491.28
2217,Tupperware Adipisci X,40,28,21569.61,15098.73
5244,MATTEL EST,100,22,7066.85,4946.8
4080,Wilson Magni X,75,24,6291.71,4404.2
1935,Bajaj Accusamus Plus,34,87,20522.48,14365.74
2303,Hawkins Porro X,42,71,12174.1,8521.87
1236,Uniqlo Repellat Plus,22,87,3072.21,2150.55
2721,Mamaearth Atque Pro,50,85,,1519.1
5732,Durian Tempore Pro,111,,31956.09,22369.26
2763,Mamaearth Minus Pro,50,59,3279.53,2295.67
1071,Adidas Cum Plus,19,29,8565.78,5996.05
1180,Uniqlo Fugit Lite,22,6,862.1,
2851,MAC Dolorem X,52,,544.27,380.99
721,Sennheiser Vel Lite,14,9,20475.93,
5041,Moleskine Accusamus Pro,97,17,869.53,608.67
1922,Bajaj Repellendus Plus,34,,17752.07,12426.45
1474,Biba Corrupti Max,26,74,6827.61,4779.33
2046,Samsung Velit X,37,43,2056.43,1439.5
1347,Allen Solly Libero Max,24,28,,5841.67
844,Zara Quaerat Lite,16,82,4886.39,3420.47
5846,Sleepwell Deserunt Lite,113,,31901.81,22331.27
3772,Decathlon Error,68,19,9399.89,
2223,Tupperware Cumque Lite,40,51,12047.42,8433.19
2190,,39,26,13538.48,9476.94
5709,,111,11,11605.1,8123.57
2230,Tupperware Enim Pro,40,54,12195.53,8536.87
5986,Pepperfry Dignissimos Lite,116,71,14108.7,9876.09
3864,Nivia Corporis Plus,70,62,4853.81,
5743,Durian Rem X,111,32,49047.18,34333.03
3944,,72,28,6534.45,4574.12
307,Lenovo Repudiandae Lite,6,54,134618.95,94233.26
2845,MAC Suscipit Pro,52,16,3561.69,2493.18
5147,Faber-Castell Itaque,98,60,1245.35,871.74
3809,Yonex Nesciunt Max,69,32,3161.64,2213.15
2838,MAC Autem,52,39,3739.91,2617.94
2217,Tupperware Adipisci X,40,28,21569.61,15098.73
2917,Clinique Mollitia Lite,53,21,4582.23,3207.56
2015,LG Fuga Max,36,81,27108.71,18976.1
5031,Casio Tenetur,96,48,977.42,684.19
1695,Prestige Itaque Lite,30,20,6640.12,4648.08
4158,Spalding Illum,76,31,12539.48,8777.64
1393,Raymond Assumenda X,25,22,1069.56,748.69
2866,MAC Quia Plus,52,85,2734.1,1913.87
4983,Casio Eum Max,96,87,469.49,328.64
1115,Puma Eos Max,20,60,2466.62,1726.63
772,Logitech Voluptates,15,45,62780.7,43946.49
5486,Pampers Sequi X,106,4,9079.62,6355.73
4127,Spalding Placeat X,76,3,2981.77,2087.24
3305,Maggi Accusantium Plus,61,50,531.76,372.23
2531,Dove Culpa X,47,62,4779.51,
947,H&M Culpa Pro,17,4,8658.63,6061.04
4080,Wilson Magni X,75,24,6291.71,4404.2
2024,LG Eius Plus,36,69,17317.7,12122.39
4515,Motul Dolore Pro,84,5,8700.17,6090.12
2287,Borosil Accusantium X,41,,22990.33,16093.23
148,Sony Odit Lite,3,57,107401.85,
3096,Nestle Magnam Plus,57,36,1907.05,1334.94
4428,3M Vitae Pro,83,84,8159.79,5711.85
1759,MILTON MINIMA,31,68,23563.48,16494.44
764,Sennheiser Delectus Plus,14,59,73580.0,51506.0
240,HP Maxime X,5,2,63883.99,44718.79
2519,Nivea Placeat Lite,46,63,3745.95,2622.16
3534,Haldiram Perspiciatis Pro,65,13,1975.13,1382.59
5522,Huggies Pariatur,107,37,12986.54,9090.58
1591,Manyavar Cum Max,28,76,3746.77,2622.74
1684,Van Heusen Dolorem X,29,78,4911.68,3438.18
2022,LG Tenetur Max,36,76,9870.91,6909.64
1150,PUMA RERUM X,20,55,6549.35,4584.54
2923,Clinique Omnis Lite,53,40,3929.76,2750.83
3147,Tata Sapiente X,58,77,1008.22,705.75
4249,Garmin Molestias,78,42,8474.66,
4865,Navneet Cum Max,93,12,977.65,684.35
3831,Nivia Quas X,70,27,8662.14,6063.5
4620,JBL Praesentium Max,86,29,253.49,177.44
825,Zara Velit Lite,16,70,9949.09,6964.36
1731,Prestige Exercitationem Pro,30,24,5576.69,3903.68
1138,Puma Earum Pro,20,21,4719.07,3303.35
2579,Dove Ullam Pro,47,20,3383.19,
1174,Levis Reiciendis X,21,81,2388.26,1671.78
3321,Cadbury Magnam X,62,70,399.47,279.63
5061,Moleskine Placeat Lite,97,3,1064.38,745.07
452,Acer Aliquam Plus,8,50,80913.78,56639.65
3789,Yonex Soluta,69,85,11119.86,7783.9
5759,Durian Fugit Plus,111,47,7711.81,5398.27
5091,Faber-Castell Rem,98,55,144.7,101.29
3229,Dabur Soluta,59,,32.76,22.93
1190,Uniqlo Voluptatum Lite,22,25,3116.07,2181.25
5020,Casio Expedita Plus,96,59,1273.5,891.45
3932,Spartan Blanditiis X,72,53,5985.39,4189.77
3178,Tata Tempore Pro,58,34,570.19,399.13
5353,Barbie Laboriosam,102,91,13658.86,9561.2
4465,3M Molestias,83,28,8036.79,5625.75
345,Lenovo Expedita,6,29,22422.16,15695.51
1772,Milton Ipsum X,31,41,29519.41,20663.59
327,lenovo quis x,6,33,50041.15,35028.8
2418,,45,85,3716.62,2601.63
61,Apple Assumenda Max,2,13,52354.91,36648.44
4942,parker illo,94,23,378.32,264.82
5726,Durian Omnis Max,111,68,45400.68,31780.48
5065,,97,15,1575.2,1102.64
4740,Penguin Corporis Max,90,33,260.67,182.47
454,Acer Et Lite,8,52,85302.36,59711.65
3976,SS Cricket Aliquam Pro,73,69,13728.97,9610.28
3296,Maggi Reprehenderit Plus,61,33,1009.54,706.68
4286,Bosch Ad Lite,79,,5058.91,3541.24
1232,Uniqlo Praesentium,22,19,7042.84,4929.99
986,Nike Blanditiis Plus,18,9,9678.59,6775.01
2830,The Body Shop Perferendis Lite,51,88,249.54,174.68
1025,Adidas Fugiat Max,19,37,2978.42,2084.89
2770,Mamaearth Inventore X,50,68,897.57,628.3
5870,Sleepwell Explicabo Plus,113,68,25115.08,17580.56
2031,LG Debitis Plus,36,78,12656.3,8859.41
3825,Nivia Odio Max,70,69,10665.02,7465.51
5491,Pampers Dignissimos,106,63,6597.71,4618.4
4390,Castrol Necessitatibus Pro,81,34,9643.96,6750.77
4183,Spalding Quod Lite,76,60,1169.42,818.59
4304,Michelin Odit Pro,80,10,992.73,694.91
3303,Maggi Rem Max,61,46,1090.62,763.43
267,HP Facilis,5,84,64643.44,45250.41
1125,Puma Ducimus,20,69,4587.21,3211.05
1320,Gap Aut X,23,91,384.99,269.49
5891,Kurl-on Quia Plus,114,90,8193.99,5735.79
3270,Maggi Aliquid Plus,61,6,653.55,457.48
4222,Fitbit Necessitatibus Max,77,11,11944.1,8360.87
4163,Spalding Animi Lite,76,84,10446.82,7312.77
4653,Sony Voluptatum,87,3,6402.38,4481.67
5703,Durian Rerum X,111,72,43874.99,30712.49
3237,Dabur Repellendus Plus,59,9,1346.96,942.87
2365,Lakme Nobis Pro,43,2,1571.26,1099.88
2847,MAC Accusamus X,52,62,550.9,385.63
5054,Moleskine Quia X,97,76,186.61,
2619,Himalaya Corrupti Plus,48,3,994.59,696.21
689,JBL Porro Plus,13,40,93454.77,65418.34
5728,Durian Reprehenderit Pro,111,13,17065.81,11946.07
3498,Haldiram Odio Plus,65,54,1170.45,819.32
4030,SG Provident Max,74,66,311.36,217.95
3851,Nivia Molestiae Pro,70,23,375.51,262.86
220,HP Quod Max,5,91,79919.79,55943.85
5838,Sleepwell Atque Max,113,48,42516.09,29761.26
3608,Aashirvaad Non Max,66,11,,1182.07
4793,HarperCollins Sequi Plus,91,62,1042.78,729.95
3578,AASHIRVAAD ULLAM X,66,12,808.08,565.66
5607,IKEA Aliquam X,109,83,10614.03,7429.82
3828,Nivia Dignissimos,70,3,9842.9,6890.03
5254,Mattel Architecto X,100,49,10885.17,7619.62
3761,Decathlon Nostrum Pro,68,83,6234.98,4364.49
1713,Prestige Voluptatum X,30,78,23138.69,16197.08
1689,Prestige Iure,30,7,2980.78,2086.55
1023,Adidas Harum Pro,19,40,1411.72,988.2
546,Canon Quibusdam Pro,10,39,145567.98,101897.59
1503,FabIndia Debitis,27,64,8453.5,5917.45
396,Asus Eos,7,16,40093.0,28065.1
1335,Allen Solly Accusantium Max,24,69,8183.04,5728.13
4676,Philips Tempore Lite,88,13,4387.67,3071.37
1880,Philips Deserunt Plus,33,69,39228.86,27460.2
5144,Faber-Castell Vitae Pro,98,40,589.12,412.38
80,apple cupiditate plus,2,25,124275.35,86992.74
5177,Lego Dolorem Plus,99,22,8126.26,
3403,Coca-Cola Dolorem Max,63,9,1833.36,1283.35
2850,MAC Pariatur Pro,52,30,4528.13,3169.69
4693,Philips Nemo X,88,3,3007.93,2105.55
3352,Cadbury A,62,56,765.11,535.58
5141,,98,64,1197.71,838.4
111,Sony Veritatis,3,51,88055.96,61639.17
4115,Wilson Totam X,75,8,9096.46,
5463,Pampers Blanditiis Lite,106,23,4128.13,2889.69
4062,wilson et,75,18,6353.56,4447.49
4452,3M Officia Lite,83,84,1172.75,820.92
169,,4,2,113813.14,79669.2
1942,Havells Aperiam Max,35,69,19773.98,13841.79
3945,Spartan Beatae Lite,72,11,9093.86,6365.7
1067,,19,62,1988.6,1392.02
3971,Spartan Sapiente X,72,42,4915.29,3440.7
1783,Milton Nostrum Pro,31,3,19799.57,13859.7
4187,,76,76,4235.96,2965.17
4682,Philips Architecto Plus,88,56,3052.83,
1641,Van Heusen Reprehenderit X,29,63,330.23,231.16
4675,Philips Aperiam Max,88,44,7401.75,5181.22
20,Samsung Doloremque Max,1,16,27280.6,19096.42
2501,Nivea Eum X,46,52,3264.52,2285.16
1830,Dyson Alias Pro,32,61,33151.09,23205.76
4282,,79,54,1006.14,704.3
536,Canon Quos X,10,90,143556.76,100489.73
3453,Pepsi Officia Max,64,73,1810.77,1267.54
955,Nike Porro Plus,18,29,3357.61,2350.33
910,H&M Quidem,17,37,7789.32,5452.52
3265,Kelloggs Totam Lite,60,37,1302.65,911.86
4136,Spalding Qui Lite,76,38,6465.83,4526.08
551,Canon Veniam Max,10,89,109979.77,76985.84
2814,,51,58,2580.11,1806.08
5028,Casio Nisi Pro,96,87,1417.25,992.08
5175,Lego Quam X,99,39,6613.62,4629.53
213,HP Nostrum Pro,5,85,31261.71,21883.2
5960,Pepperfry Cupiditate,116,54,16241.91,11369.34
2086,Samsung Fuga Lite,37,40,24730.14,17311.1
2547,Dove Reprehenderit Max,47,35,3045.22,2131.65
181,DELL CUPIDITATE PRO,4,28,117170.26,82019.18
5169,Lego Amet Pro,99,60,278.77,195.14
3629,Fortune Odio Max,67,47,660.9,462.63
1430,Biba Mollitia,26,63,8540.51,5978.36
5344,Barbie Quibusdam Plus,102,,7313.39,5119.37
5201,Lego In X,99,89,8490.82,5943.57
4516,Motul Hic,84,20,5391.5,3774.05
15,Samsung Beatae X,1,36,67367.46,47157.22
2818,,51,26,1497.95,1048.56
2273,Borosil Sapiente Plus,41,45,6574.87,4602.41
3973,Spartan Sequi Max,72,63,12829.93,8980.95
1380,Raymond Temporibus Pro,25,60,8092.63,5664.84
3395,Coca-Cola Corporis Plus,63,5,263.0,184.1
2574,Dove Et Pro,47,62,1108.55,775.98
1363,Allen Solly Ipsam Plus,24,56,7072.28,4950.6
2759,Mamaearth Asperiores X,50,73,452.69,316.88
633,Bose Facere Plus,12,67,18628.21,13039.75
23,,1,74,101343.69,70940.58
4325,Michelin Iure,80,88,8950.12,6265.08
466,Acer Saepe,8,17,145809.79,102066.85
5843,Sleepwell Enim Plus,113,91,39352.34,27546.64
2543,Dove Eaque Lite,47,16,328.17,229.72
481,Acer Facilis,8,34,29230.87,20461.61
1265,,23,73,492.73,344.91
4393,Castrol Laborum Lite,81,32,634.2,443.94
4569,Pioneer Optio Lite,85,59,4060.91,2842.64
2144,Godrej Quam Lite,39,12,1280.29,896.2
837,Zara Deleniti Plus,16,19,7868.11,5507.68
5350,Barbie Eos Plus,102,52,14205.75,9944.02
510,LG Dignissimos Plus,9,5,34229.33,23960.53
3098,Nestle Rerum Pro,57,26,1562.61,
2790,The Body Shop Recusandae Lite,51,68,3175.96,2223.17
861,Zara Veniam Plus,16,,7342.89,5140.02
293,Lenovo Enim Lite,6,66,63472.99,44431.09
1789,Milton Nisi Pro,31,24,,3287.45
