store_id,product_id,quantity_on_hand,reorder_level
156,634,79.0,19.0
148,1653,,16.0
149,4243,164.0,39.0
58,2880,71.0,22.0
91,2772,154.0,38.0
138,3399,154.0,43.0
4,3771,143.0,35.0
108,1585,98.0,13.0
94,3089,61.0,
131,4619,60.0,24.0
49,878,12.0,26.0
198,4201,105.0,42.0
34,4332,156.0,42.0
31,884,149.0,33.0
182,1930,45.0,42.0
33,273,86.0,
2,736,150.0,33.0
183,348,64.0,14.0
154,1671,29.0,35.0
58,5534,70.0,
67,4954,,38.0
23,5201,188.0,40.0
26,2504,170.0,17.0
196,771,170.0,37.0
114,4979,5.0,20.0
12,5080,183.0,49.0
181,3238,173.0,44.0
3,4910,157.0,31.0
16,5736,,41.0
81,2666,64.0,28.0
191,32,16.0,26.0
13,5454,83.0,26.0
18,2303,76.0,30.0
11,326,199.0,29.0
119,996,146.0,22.0
182,3909,186.0,24.0
29,1926,113.0,38.0
195,2008,,25.0
51,2322,143.0,27.0
42,2663,192.0,15.0
117,1637,174.0,45.0
13,1752,83.0,21.0
73,3766,123.0,22.0
23,2283,104.0,16.0
11,5653,138.0,24.0
40,1990,37.0,42.0
10,298,99.0,31.0
81,3080,61.0,32.0
48,1632,9.0,10.0
3,2782,57.0,49.0
195,1353,127.0,26.0
164,2309,192.0,40.0
111,339,112.0,34.0
128,3346,140.0,36.0
97,366,50.0,24.0
28,2866,140.0,33.0
166,1723,120.0,30.0
155,2895,,33.0
77,619,82.0,37.0
29,3920,11.0,16.0
50,3402,,21.0
110,2490,37.0,29.0
26,5285,161.0,12.0
46,3782,39.0,48.0
125,878,119.0,30.0
152,1533,71.0,38.0
136,656,132.0,26.0
62,4980,24.0,18.0
44,2090,32.0,32.0
176,4327,102.0,19.0
135,3350,3.0,34.0
33,5407,132.0,34.0
60,4831,125.0,26.0
177,3442,103.0,28.0
110,1568,67.0,32.0
32,1186,182.0,12.0
116,1527,148.0,24.0
60,1630,169.0,30.0
166,1319,169.0,11.0
94,4160,86.0,45.0
84,3991,20.0,15.0
9,2671,86.0,16.0
129,2019,9.0,25.0
5,3625,187.0,15.0
116,3366,,32.0
52,4927,29.0,41.0
142,819,50.0,21.0
45,3786,149.0,40.0
120,2737,150.0,15.0
139,336,24.0,44.0
62,2732,82.0,36.0
131,4647,125.0,12.0
36,4847,190.0,41.0
102,172,162.0,15.0
181,1796,173.0,30.0
104,334,193.0,36.0
81,4125,159.0,26.0
1,4283,,15.0
145,3246,187.0,49.0
117,3049,158.0,18.0
10,5594,184.0,36.0
48,5517,20.0,
37,4941,110.0,26.0
35,106,186.0,25.0
25,3097,150.0,28.0
52,2064,73.0,43.0
46,4059,179.0,35.0
22,178,144.0,17.0
1,2099,36.0,29.0
93,5730,40.0,35.0
2,4494,37.0,25.0
80,4552,111.0,31.0
102,2684,174.0,49.0
9,4916,117.0,13.0
151,649,111.0,42.0
94,4239,6.0,42.0
103,2184,141.0,24.0
152,3935,38.0,49.0
185,1938,13.0,31.0
64,2519,3.0,25.0
29,1450,143.0,
160,175,152.0,16.0
128,5802,164.0,13.0
128,4073,100.0,25.0
158,1456,146.0,27.0
129,4280,66.0,42.0
93,748,41.0,21.0
4,1781,119.0,21.0
88,1065,56.0,11.0
88,3274,10.0,15.0
45,2752,170.0,42.0
99,4429,75.0,39.0
147,4999,182.0,31.0
28,3963,23.0,
63,479,44.0,45.0
39,3159,,20.0
188,685,100.0,31.0
173,3024,77.0,19.0
76,4756,130.0,39.0
63,1062,132.0,33.0
84,1619,54.0,13.0
178,1663,44.0,42.0
134,2426,71.0,36.0
83,3668,66.0,41.0
184,1029,96.0,38.0
176,4524,163.0,33.0
166,1306,37.0,22.0
160,681,1.0,16.0
147,1142,67.0,18.0
165,2963,89.0,45.0
119,5342,99.0,46.0
66,497,63.0,25.0
90,1505,120.0,43.0
127,5661,129.0,39.0
65,2005,61.0,21.0
67,3502,44.0,40.0
121,1617,170.0,15.0
154,4859,192.0,39.0
5,1006,42.0,44.0
114,1567,140.0,12.0
93,184,46.0,41.0
34,1434,90.0,45.0
56,5097,151.0,41.0
66,1170,15.0,16.0
159,521,182.0,43.0
183,5275,20.0,48.0
154,235,60.0,22.0
23,39,17.0,36.0
138,3411,5.0,42.0
5,997,182.0,48.0
61,2750,128.0,27.0
199,2747,145.0,33.0
90,273,142.0,38.0
29,3462,125.0,36.0
6,4292,46.0,
141,1986,97.0,35.0
11,4222,188.0,21.0
2,5571,64.0,
75,3065,174.0,11.0
33,3734,73.0,42.0
58,2547,122.0,49.0
11,2691,138.0,29.0
80,5647,198.0,26.0
188,3462,40.0,40.0
28,2852,104.0,14.0
151,2683,29.0,36.0
123,662,59.0,21.0
93,4328,188.0,27.0
23,225,149.0,11.0
160,2764,194.0,43.0
3,3904,19.0,13.0
134,989,141.0,21.0
179,4687,26.0,40.0
76,1074,129.0,46.0
170,2089,97.0,48.0
125,5712,,10.0
60,3131,2.0,30.0
151,1062,15.0,24.0
151,3696,172.0,36.0
88,5332,152.0,37.0
198,2180,88.0,40.0
160,566,52.0,13.0
103,3488,163.0,28.0
14,3034,91.0,22.0
52,2078,120.0,18.0
170,1539,36.0,43.0
2,3931,119.0,48.0
36,3526,82.0,22.0
196,1025,27.0,25.0
98,2768,8.0,18.0
101,5771,,23.0
85,887,178.0,45.0
147,5392,64.0,17.0
52,2408,74.0,30.0
123,3670,177.0,17.0
56,1056,58.0,43.0
8,4654,142.0,19.0
46,1983,46.0,31.0
39,198,172.0,11.0
165,1760,72.0,29.0
66,5377,71.0,30.0
113,558,68.0,11.0
182,1894,62.0,46.0
61,3560,117.0,24.0
120,850,101.0,27.0
21,5789,124.0,21.0
179,1774,198.0,19.0
85,5156,4.0,40.0
196,4931,154.0,20.0
124,544,,34.0
23,3116,55.0,26.0
87,561,163.0,14.0
67,4360,194.0,35.0
157,3678,87.0,32.0
188,2756,180.0,14.0
118,5006,160.0,33.0
151,1633,50.0,15.0
2,4474,180.0,14.0
136,2008,123.0,20.0
148,3898,31.0,25.0
33,3470,108.0,17.0
5,1385,84.0,
33,866,51.0,41.0
100,1507,16.0,27.0
83,3235,190.0,
104,2374,88.0,36.0
15,4060,112.0,31.0
90,3564,73.0,39.0
154,5594,159.0,29.0
169,1723,31.0,10.0
56,549,51.0,33.0
172,3517,158.0,31.0
44,2691,197.0,32.0
194,1706,127.0,36.0
1,2489,54.0,25.0
118,364,170.0,18.0
197,2341,101.0,23.0
129,4241,99.0,
19,5791,75.0,21.0
70,1872,41.0,18.0
60,362,165.0,33.0
79,5145,27.0,11.0
68,5671,58.0,15.0
178,1237,129.0,42.0
189,505,103.0,11.0
23,4150,66.0,42.0
17,3782,172.0,48.0
189,2164,138.0,49.0
200,4994,71.0,22.0
194,4874,,26.0
27,3612,,24.0
172,3555,185.0,
126,980,,23.0
50,67,73.0,12.0
139,2989,91.0,31.0
70,3916,193.0,33.0
140,97,147.0,25.0
99,5259,96.0,19.0
61,1294,46.0,24.0
81,4510,115.0,20.0
89,2803,76.0,10.0
125,3590,,10.0
105,4339,,28.0
163,3696,170.0,27.0
57,875,177.0,18.0
94,2077,136.0,10.0
159,2082,155.0,29.0
72,4847,66.0,44.0
6,1682,62.0,48.0
181,4195,54.0,
63,4421,60.0,33.0
85,3918,139.0,15.0
95,2709,192.0,31.0
190,5707,70.0,26.0
5,3986,132.0,26.0
57,335,63.0,22.0
16,3059,25.0,10.0
52,3523,49.0,18.0
60,5465,110.0,17.0
125,371,2.0,27.0
129,4957,177.0,29.0
25,5644,31.0,19.0
54,2273,111.0,47.0
167,575,21.0,41.0
81,1635,127.0,47.0
22,546,143.0,18.0
112,1547,22.0,28.0
68,2106,157.0,29.0
152,4776,189.0,22.0
134,2075,160.0,12.0
66,1382,26.0,36.0
173,5724,183.0,12.0
20,1974,,
164,397,9.0,40.0
1,2237,173.0,16.0
138,636,16.0,48.0
43,4333,124.0,44.0
130,3552,188.0,
28,5002,47.0,35.0
48,1487,90.0,10.0
113,1937,195.0,40.0
149,5050,100.0,45.0
54,5048,22.0,15.0
190,157,185.0,34.0
150,2749,40.0,21.0
123,3200,40.0,28.0
50,2454,144.0,27.0
116,2830,9.0,12.0
94,2095,76.0,33.0
47,2323,164.0,24.0
94,2501,97.0,25.0
196,4619,48.0,42.0
137,3956,4.0,12.0
94,3211,14.0,12.0
135,1487,135.0,15.0
195,5280,46.0,33.0
129,4631,,14.0
49,614,44.0,30.0
52,4893,124.0,17.0
100,1346,76.0,37.0
11,3412,0.0,16.0
104,5774,130.0,10.0
80,3876,175.0,33.0
68,3008,166.0,
14,1774,11.0,29.0
60,4964,154.0,33.0
140,4416,49.0,44.0
112,208,94.0,16.0
167,2130,14.0,48.0
98,3919,29.0,17.0
77,5682,6.0,13.0
151,4845,42.0,36.0
144,2987,179.0,10.0
165,1455,18.0,36.0
79,5120,90.0,46.0
186,622,77.0,31.0
153,2127,,31.0
71,2992,21.0,34.0
31,148,165.0,34.0
105,5202,147.0,13.0
90,301,190.0,31.0
124,5366,6.0,36.0
16,2426,173.0,32.0
90,1021,145.0,
104,270,9.0,20.0
10,302,87.0,23.0
37,4612,107.0,47.0
13,3390,117.0,33.0
98,3563,48.0,36.0
181,4467,9.0,46.0
160,1338,46.0,35.0
196,2719,101.0,20.0
109,3065,77.0,47.0
174,5170,51.0,25.0
115,396,126.0,18.0
32,3008,36.0,25.0
151,5744,103.0,35.0
98,1693,,34.0
1,1956,87.0,
146,1798,123.0,28.0
57,4136,65.0,25.0
66,1109,68.0,32.0
67,4444,147.0,
113,3028,123.0,32.0
18,4301,113.0,25.0
132,4913,163.0,17.0
3,5094,113.0,47.0
197,3406,198.0,41.0
87,4674,13.0,41.0
189,651,90.0,46.0
162,2770,26.0,34.0
172,4555,34.0,22.0
35,2737,18.0,29.0
48,4601,23.0,12.0
189,1453,197.0,40.0
128,181,75.0,42.0
85,448,131.0,48.0
158,4310,147.0,25.0
153,5266,0.0,40.0
196,3032,179.0,21.0
94,4541,37.0,37.0
81,5744,38.0,11.0
123,27,76.0,16.0
7,354,172.0,29.0
31,2699,29.0,38.0
99,3860,67.0,39.0
77,4065,76.0,45.0
114,591,152.0,
110,2949,92.0,48.0
141,4201,46.0,33.0
116,2859,95.0,
142,5051,51.0,37.0
11,1816,141.0,14.0
117,4592,20.0,35.0
36,2546,93.0,37.0
149,3479,50.0,45.0
151,477,119.0,21.0
122,77,50.0,46.0
129,5687,154.0,20.0
197,2708,,12.0
110,2718,148.0,31.0
63,5273,199.0,32.0
91,3228,150.0,
129,4168,73.0,48.0
6,3663,50.0,16.0
3,3554,53.0,14.0
109,1757,37.0,10.0
23,256,141.0,14.0
182,3879,145.0,22.0
55,5577,15.0,43.0
87,3083,14.0,19.0
58,1334,154.0,22.0
56,2343,54.0,21.0
4,2795,47.0,19.0
65,2914,180.0,40.0
97,3839,42.0,45.0
191,2252,132.0,36.0
69,3741,26.0,40.0
95,5072,33.0,24.0
142,5758,2.0,17.0
100,5800,164.0,21.0
196,3623,146.0,13.0
69,1788,0.0,28.0
74,2361,62.0,25.0
120,5245,110.0,26.0
170,1355,141.0,33.0
97,5470,84.0,30.0
69,1938,50.0,29.0
124,2056,130.0,30.0
36,250,179.0,38.0
126,5740,76.0,28.0
85,4627,194.0,13.0
199,3258,4.0,41.0
104,1128,24.0,39.0
44,5,152.0,22.0
104,2459,102.0,22.0
21,1805,48.0,25.0
97,946,187.0,43.0
55,3462,44.0,12.0
118,1206,91.0,46.0
82,2049,,22.0
119,4329,177.0,35.0
18,1315,,16.0
24,1901,169.0,17.0
116,3671,162.0,12.0
106,4514,77.0,17.0
115,1733,72.0,38.0
61,2588,139.0,44.0
43,4741,1.0,13.0
59,3231,21.0,17.0
146,3703,138.0,30.0
87,1111,131.0,30.0
64,935,,12.0
138,3258,171.0,27.0
122,5600,98.0,18.0
42,2454,91.0,36.0
116,4235,57.0,33.0
143,760,174.0,11.0
78,3398,102.0,27.0
91,712,174.0,20.0
191,1987,92.0,35.0
177,971,197.0,44.0
12,134,176.0,41.0
133,1979,106.0,18.0
129,840,169.0,16.0
31,2802,55.0,42.0
52,1967,198.0,12.0
110,2343,43.0,24.0
15,2494,82.0,42.0
141,3446,65.0,34.0
161,3049,100.0,23.0
63,5242,21.0,14.0
156,3166,149.0,31.0
7,2662,52.0,37.0
123,4059,138.0,37.0
68,140,141.0,10.0
49,1823,164.0,35.0
125,5708,43.0,46.0
170,5771,126.0,45.0
19,1108,120.0,
133,3262,78.0,19.0
85,1613,155.0,16.0
124,2838,108.0,38.0
27,482,105.0,26.0
28,5278,197.0,11.0
185,3181,39.0,13.0
192,3882,188.0,14.0
2,1293,79.0,39.0
95,3782,21.0,45.0
28,314,147.0,19.0
29,3839,32.0,25.0
200,894,37.0,26.0
197,2017,104.0,44.0
73,2604,46.0,20.0
166,4490,169.0,13.0
30,467,141.0,25.0
13,1424,104.0,30.0
130,2547,147.0,10.0
34,476,100.0,28.0
9,3228,79.0,35.0
104,1275,64.0,25.0
105,2565,157.0,37.0
166,4405,71.0,48.0
94,4432,136.0,36.0
25,4938,52.0,22.0
6,4809,174.0,42.0
52,5342,194.0,46.0
130,1875,30.0,11.0
37,1326,142.0,45.0
89,4305,143.0,14.0
55,4327,1.0,47.0
91,49,161.0,18.0
67,3183,91.0,47.0
151,5476,108.0,22.0
198,5281,139.0,48.0
22,2072,121.0,33.0
152,4267,104.0,24.0
32,5110,12.0,
71,3252,,49.0
37,3220,177.0,39.0
18,951,37.0,41.0
128,5132,,11.0
174,4478,138.0,25.0
85,2556,158.0,23.0
58,1270,188.0,49.0
147,1074,161.0,26.0
186,2140,2.0,37.0
22,2400,63.0,24.0
198,5497,109.0,17.0
142,2791,183.0,26.0
180,2542,62.0,13.0
23,896,28.0,24.0
30,3404,173.0,36.0
52,615,36.0,20.0
134,360,184.0,36.0
139,3141,158.0,19.0
57,5106,59.0,44.0
77,4600,24.0,21.0
29,5081,126.0,37.0
137,1757,164.0,15.0
53,3455,61.0,46.0
71,1943,80.0,30.0
95,1160,87.0,22.0
199,5519,119.0,15.0
184,1425,146.0,11.0
20,2364,91.0,23.0
56,5233,156.0,24.0
186,5491,109.0,44.0
62,3661,118.0,47.0
102,442,142.0,45.0
70,2852,,37.0
167,4929,28.0,34.0
48,2169,149.0,43.0
141,5200,63.0,31.0
142,2407,30.0,16.0
184,4416,164.0,10.0
45,1261,49.0,13.0
134,50,33.0,47.0
30,5257,123.0,44.0
123,4447,49.0,46.0
81,2747,21.0,47.0
116,1018,161.0,37.0
185,3234,96.0,24.0
170,1028,105.0,39.0
166,613,122.0,34.0
150,5508,70.0,45.0
157,2184,181.0,28.0
48,4435,14.0,15.0
196,5006,129.0,34.0
112,1533,101.0,25.0
21,873,117.0,
20,4075,128.0,37.0
44,4187,166.0,34.0
12,2608,11.0,11.0
92,3774,161.0,11.0
186,1744,186.0,22.0
157,1783,42.0,39.0
123,3691,179.0,48.0
129,1898,175.0,23.0
158,1025,147.0,30.0
130,5642,12.0,14.0
23,3640,108.0,20.0
87,3893,74.0,40.0
48,4228,14.0,44.0
75,4584,165.0,23.0
2,998,83.0,26.0
140,4514,89.0,22.0
80,1706,145.0,42.0
176,833,177.0,38.0
67,325,19.0,45.0
156,1302,166.0,38.0
125,4666,168.0,48.0
42,775,55.0,13.0
141,2478,183.0,10.0
57,53,,24.0
149,858,177.0,41.0
190,2943,135.0,25.0
90,4398,118.0,35.0
102,1930,150.0,
163,5799,17.0,40.0
83,2189,130.0,43.0
188,5215,59.0,36.0
111,969,62.0,
90,1436,54.0,43.0
69,3581,49.0,10.0
16,2254,121.0,43.0
116,3350,56.0,32.0
197,2995,45.0,20.0
138,4399,165.0,36.0
113,543,45.0,38.0
171,4534,150.0,38.0
148,4702,62.0,46.0
92,1670,82.0,17.0
60,549,132.0,45.0
189,5456,79.0,27.0
37,3022,78.0,45.0
149,2092,196.0,46.0
96,1639,46.0,
21,2872,175.0,22.0
33,5790,199.0,39.0
179,1990,130.0,42.0
64,5082,83.0,
8,1311,178.0,21.0
82,3164,154.0,39.0
51,2516,107.0,38.0
75,5136,153.0,40.0
168,5743,74.0,35.0
182,1419,67.0,42.0
1,3373,,45.0
103,1389,94.0,18.0
104,754,21.0,11.0
18,4832,189.0,23.0
30,2475,,36.0
110,5162,122.0,33.0
121,5595,69.0,15.0
173,1067,150.0,21.0
21,4063,18.0,19.0
27,4161,22.0,12.0
154,1923,63.0,42.0
100,3503,120.0,42.0
70,365,145.0,26.0
67,3470,101.0,40.0
71,4904,87.0,48.0
85,141,53.0,35.0
175,763,104.0,20.0
95,1055,63.0,44.0
152,4617,60.0,21.0
86,3838,72.0,34.0
74,1103,35.0,11.0
198,3233,7.0,26.0
46,4996,73.0,21.0
72,915,,42.0
159,2031,46.0,14.0
88,345,95.0,29.0
98,3959,43.0,41.0
98,4564,127.0,23.0
152,1277,145.0,25.0
183,5082,183.0,38.0
86,309,188.0,11.0
177,1639,92.0,21.0
144,320,66.0,37.0
17,1646,75.0,12.0
25,3258,143.0,44.0
33,242,182.0,14.0
178,543,,35.0
114,3413,32.0,39.0
65,2381,103.0,10.0
93,3564,117.0,32.0
162,3090,34.0,46.0
61,5742,48.0,33.0
30,2744,,45.0
53,2868,129.0,
188,3625,112.0,22.0
29,4039,151.0,22.0
190,5800,125.0,44.0
1,336,173.0,16.0
188,4165,126.0,21.0
175,2478,,35.0
135,1955,,
78,1919,,10.0
188,3684,154.0,45.0
147,3771,167.0,33.0
80,745,54.0,47.0
75,1189,101.0,30.0
84,2888,164.0,10.0
21,1467,190.0,38.0
27,1228,149.0,12.0
107,1891,193.0,35.0
74,3599,84.0,22.0
7,2390,109.0,28.0
198,376,173.0,48.0
76,621,129.0,18.0
83,440,37.0,17.0
26,4144,150.0,26.0
188,4752,57.0,27.0
147,1689,104.0,17.0
131,5772,6.0,41.0
149,3929,176.0,35.0
154,469,18.0,18.0
154,2203,,12.0
2,5791,166.0,18.0
99,1876,,11.0
188,5467,123.0,38.0
187,2701,159.0,13.0
157,3037,49.0,15.0
97,2760,7.0,23.0
21,4708,73.0,47.0
47,3144,67.0,45.0
34,4626,34.0,33.0
126,5474,97.0,42.0
122,733,136.0,29.0
151,4569,79.0,22.0
44,5028,186.0,
28,768,153.0,15.0
35,685,128.0,34.0
122,263,23.0,42.0
97,3368,60.0,17.0
45,2931,23.0,18.0
138,795,16.0,11.0
175,2701,199.0,21.0
153,5158,36.0,35.0
99,2344,150.0,27.0
193,986,57.0,46.0
83,2554,,12.0
199,1129,147.0,10.0
86,3941,198.0,29.0
148,2649,125.0,36.0
137,5087,122.0,32.0
43,5701,29.0,31.0
148,4773,28.0,44.0
23,928,54.0,11.0
28,3331,188.0,40.0
169,1131,174.0,22.0
77,3182,126.0,13.0
149,4969,170.0,
2,5016,44.0,21.0
86,887,27.0,29.0
200,3757,148.0,39.0
12,5427,27.0,31.0
97,842,139.0,45.0
147,4855,152.0,18.0
101,3775,165.0,39.0
90,4484,175.0,35.0
183,4663,58.0,39.0
109,3806,185.0,43.0
3,4433,,47.0
187,5034,148.0,32.0
172,3737,119.0,26.0
179,3217,94.0,23.0
36,4140,113.0,14.0
140,5605,108.0,
73,250,75.0,
70,3621,166.0,10.0
79,2766,99.0,48.0
79,347,28.0,15.0
179,5607,8.0,46.0
181,2767,106.0,22.0
82,1353,119.0,19.0
181,3849,115.0,45.0
65,4616,58.0,24.0
109,1062,17.0,10.0
170,303,87.0,36.0
90,1888,152.0,40.0
200,4886,169.0,27.0
112,1794,,48.0
27,5661,194.0,45.0
198,3683,153.0,28.0
136,2415,112.0,43.0
65,1514,78.0,10.0
121,5698,182.0,23.0
49,5492,104.0,33.0
132,2714,191.0,28.0
29,5053,55.0,28.0
28,3648,34.0,17.0
149,3388,127.0,35.0
163,794,14.0,24.0
