work_order_id,product_id,line_id,start_timestamp,end_timestamp,quantity_produced,rejected_quantity,status
54,1963,1,2024-04-18 22:39:56.904570,2024-04-19 04:39:56.904570,2168,44,Completed
55,1315,9,2026-02-07 20:08:26.571438,2026-02-08 01:08:26.571438,1475,17,Completed
56,3651,9,2026-01-05 06:22:44.990762,2026-01-05 08:22:44.990762,528,19,Completed
57,1451,5,2025-03-19 12:53:01.330610,2025-03-19 16:53:01.330610,1196,13,Completed
58,4389,4,2025-05-02 14:04:31.314728,2025-05-03 00:04:31.314728,4312,95,Completed
59,3013,1,2025-03-28 14:29:19.963578,2025-03-28 17:29:19.963578,1236,59,Completed
60,5268,6,2025-05-08 14:21:10.111276,2025-05-08 19:21:10.111276,1117,10,Completed
61,4603,2,2025-05-16 01:28:20.740007,2025-05-16 09:28:20.740007,1661,75,Completed
62,4929,2,2024-04-07 15:21:23.574736,2024-04-07 22:21:23.574736,1254,30,Completed
63,2880,4,2025-10-02 14:27:06.320265,2025-10-02 18:27:06.320265,1619,32,Completed
64,2782,4,2025-02-25 00:41:55.929435,2025-02-25 09:41:55.929435,4105,66,Completed
65,4726,5,2025-02-12 02:42:15.108744,2025-02-12 07:42:15.108744,1290,33,Completed
66,1339,9,2024-09-29 23:11:44.714007,2024-09-30 08:11:44.714007,2243,58,Completed
67,650,10,2024-04-05 08:42:25.843971,2024-04-05 15:42:25.843971,2497,24,Completed
68,3341,2,2024-04-02 01:16:53.126092,2024-04-02 07:16:53.126092,1291,27,Completed
69,530,4,2025-02-24 10:52:37.784368,2025-02-24 20:52:37.784368,4391,187,Completed
70,996,10,2024-04-10 07:05:19.361427,2024-04-10 12:05:19.361427,1941,73,Completed
71,785,9,2024-12-17 17:09:03.290167,2024-12-17 22:09:03.290167,1221,17,Completed
72,2666,3,2025-04-03 20:32:52.696456,2025-04-03 21:32:52.696456,322,9,Completed
73,1394,8,2026-01-17 11:18:48.323378,2026-01-17 22:18:48.323378,761,14,Completed
74,5369,7,2025-09-01 13:30:42.352748,2025-09-01 22:30:42.352748,2952,50,Completed
75,3359,7,2025-10-28 12:49:25.206049,2025-10-28 19:49:25.206049,2165,43,Completed
76,538,10,2024-10-15 08:08:32.297945,2024-10-15 18:08:32.297945,3318,161,Completed
77,2530,9,2025-10-23 20:15:52.561741,2025-10-24 03:15:52.561741,1920,87,Completed
78,1179,5,2025-11-08 05:57:40.621339,2025-11-08 15:57:40.621339,3076,121,Completed
79,3040,5,2025-04-17 02:05:15.505375,2025-04-17 03:05:15.505375,255,5,Completed
80,1597,1,2024-06-11 21:01:47.710320,2024-06-11 22:01:47.710320,394,9,Completed
81,1661,3,2025-08-23 12:35:08.783045,2025-08-23 14:35:08.783045,720,1,Completed
82,3179,8,2025-11-26 02:41:50.412928,2025-11-26 03:41:50.412928,69,3,Completed
83,1369,9,2025-10-31 19:04:03.394656,2025-10-31 20:04:03.394656,252,8,Completed
84,2219,7,2024-04-04 12:00:38.521519,2024-04-04 14:00:38.521519,694,28,Completed
85,1018,8,2025-06-28 17:39:27.584589,2025-06-29 00:39:27.584589,451,13,Completed
86,3013,3,2025-05-30 13:34:31.573029,2025-05-30 17:34:31.573029,1378,3,Completed
87,715,6,2024-05-22 05:11:24.627548,2024-05-22 11:11:24.627548,1328,23,Completed
88,1504,3,2025-08-19 22:14:32.085622,2025-08-20 06:14:32.085622,2536,117,Completed
89,2532,9,2024-04-23 16:41:05.614436,2024-04-24 01:41:05.614436,2462,99,Completed
90,1268,10,2025-05-26 19:45:53.147363,2025-05-27 02:45:53.147363,2342,78,Completed
91,5350,4,2024-04-25 10:41:29.551570,2024-04-25 20:41:29.551570,4353,209,Completed
92,4643,3,2026-01-17 22:32:23.960214,2026-01-17 23:32:23.960214,351,6,Completed
93,1999,9,2025-03-21 21:28:47.514672,2025-03-22 03:28:47.514672,1568,35,Completed
94,267,6,2025-01-13 07:22:33.464302,2025-01-13 11:22:33.464302,1019,10,Completed
95,2509,7,2025-02-14 13:06:12.418431,2025-02-14 21:06:12.418431,2508,31,Completed
96,1536,6,2025-01-08 17:53:33.140463,2025-01-08 19:53:33.140463,489,9,Completed
97,4158,3,2025-08-13 14:24:20.614384,2025-08-13 20:24:20.614384,2211,107,Completed
98,2909,4,2024-08-22 01:14:22.287604,2024-08-22 10:14:22.287604,3706,35,Completed
99,1872,9,2025-05-10 02:11:14.120487,2025-05-10 09:11:14.120487,1897,32,Completed
100,570,8,2024-05-03 19:04:54.836087,2024-05-04 01:04:54.836087,423,12,Completed
101,726,1,2024-11-20 06:42:26.048254,2024-11-20 07:42:26.048254,376,6,Completed
102,5798,2,2025-02-13 17:40:47.718281,2025-02-13 21:40:47.718281,719,31,Completed
103,275,4,2024-10-08 22:37:48.936341,2024-10-09 06:37:48.936341,3562,72,Completed
104,5539,4,2025-10-28 01:52:58.897837,2025-10-28 07:52:58.897837,2569,109,Completed
105,2949,4,2024-08-24 18:55:02.064872,2024-08-25 01:55:02.064872,3039,35,Completed
106,1232,2,2025-01-11 07:33:07.425828,2025-01-11 18:33:07.425828,2143,57,Completed
107,2134,10,2026-01-01 17:10:27.025759,2026-01-02 00:10:27.025759,2658,58,Completed
108,3031,8,2025-08-17 18:55:38.727274,2025-08-18 03:55:38.727274,647,5,Completed
109,5422,7,2024-08-19 07:55:39.938787,2024-08-19 08:55:39.938787,312,3,Completed
110,4304,1,2024-03-13 15:19:47.816358,2024-03-14 00:19:47.816358,3083,42,Completed
111,2843,10,2025-07-04 23:58:05.175825,2025-07-05 01:58:05.175825,718,23,Completed
112,1571,3,2024-05-15 23:25:09.784386,2024-05-16 06:25:09.784386,2517,67,Completed
113,1883,10,2024-11-17 12:37:01.706579,2024-11-17 18:37:01.706579,2144,51,Completed
114,2646,5,2025-09-01 03:47:44.042473,2025-09-01 04:47:44.042473,247,11,Completed
115,2354,1,2024-12-21 16:02:05.715103,2024-12-21 18:02:05.715103,686,1,Completed
116,5348,4,2025-11-02 19:36:34.435374,2025-11-02 20:36:34.435374,444,1,Completed
117,1359,5,2025-03-18 08:17:48.457896,2025-03-18 16:17:48.457896,2007,46,Completed
118,3630,7,2025-06-18 05:17:18.548613,2025-06-18 12:17:18.548613,2475,26,Completed
119,1310,4,2024-09-07 05:53:11.481652,2024-09-07 11:53:11.481652,2405,40,Completed
120,3217,7,2025-06-08 17:25:05.151887,2025-06-08 22:25:05.151887,1612,26,Completed
121,4620,10,2025-04-02 00:34:29.500523,2025-04-02 06:34:29.500523,2255,111,Completed
122,987,8,2025-06-16 17:31:01.231735,2025-06-16 19:31:01.231735,135,6,Completed
123,442,6,2025-12-08 13:55:40.521607,2025-12-08 17:55:40.521607,942,16,Completed
124,4883,2,2024-06-02 23:41:30.319164,2024-06-03 00:41:30.319164,198,2,Completed
125,527,7,2024-03-04 08:02:42.820990,2024-03-04 09:02:42.820990,330,16,Completed
126,1465,5,2024-11-29 03:54:51.883836,2024-11-29 06:54:51.883836,838,30,Completed
127,5816,9,2025-05-23 07:31:14.745594,2025-05-23 09:31:14.745594,561,24,Completed
128,2520,1,2025-09-23 01:35:26.532831,2025-09-23 04:35:26.532831,1119,45,Completed
129,5170,5,2024-12-05 10:03:58.160056,2024-12-05 14:03:58.160056,1069,50,Completed
130,4261,8,2025-03-15 15:12:14.607231,2025-03-15 22:12:14.607231,455,21,Completed
131,2941,9,2025-01-04 17:41:32.177125,2025-01-04 21:41:32.177125,1072,16,Completed
132,2510,7,2025-08-18 15:59:22.479210,2025-08-19 02:59:22.479210,4052,193,Completed
133,5030,8,2024-06-07 11:03:45.376305,2024-06-07 17:03:45.376305,438,9,Completed
134,139,6,2025-05-07 11:42:17.162855,2025-05-07 20:42:17.162855,1914,16,Completed
135,5403,5,2025-11-18 01:13:24.945542,2025-11-18 04:13:24.945542,859,25,Completed
136,5133,1,2024-05-23 22:44:28.955918,2024-05-24 02:44:28.955918,1405,22,Completed
137,3876,10,2026-02-10 04:20:10.277244,2026-02-10 06:20:10.277244,703,28,Completed
138,5658,4,2025-08-25 16:41:19.361762,2025-08-25 19:41:19.361762,1206,33,Completed
139,5588,8,2025-04-24 22:34:35.413965,2025-04-25 05:34:35.413965,470,14,Completed
140,3907,9,2024-12-13 12:02:53.038867,2024-12-13 14:02:53.038867,587,9,Completed
141,88,4,2025-12-08 09:14:11.828489,2025-12-08 14:14:11.828489,2074,97,Completed
142,941,7,2024-03-15 12:26:46.158695,2024-03-15 13:26:46.158695,312,8,Completed
143,362,10,2024-09-02 06:40:09.465034,2024-09-02 13:40:09.465034,2400,22,Completed
144,2573,3,2025-06-21 08:06:36.326397,2025-06-21 15:06:36.326397,2549,27,Completed
145,1266,7,2024-11-25 20:33:08.369444,2024-11-26 00:33:08.369444,1381,26,Completed
146,4809,2,2024-06-06 01:12:02.451761,2024-06-06 06:12:02.451761,897,22,Completed
147,2286,2,2024-06-13 06:42:01.410855,2024-06-13 08:42:01.410855,424,6,Completed
148,1120,8,2025-07-30 06:13:20.822062,2025-07-30 11:13:20.822062,395,13,Completed
149,2763,1,2024-10-15 09:27:09.334870,2024-10-15 15:27:09.334870,2051,93,Completed
150,1731,9,2025-11-15 22:45:36.324677,2025-11-16 09:45:36.324677,2912,63,Completed
151,4423,10,2025-10-06 11:53:45.253273,2025-10-06 20:53:45.253273,3504,43,Completed
152,5116,4,2025-12-15 00:26:17.921897,2025-12-15 10:26:17.921897,4266,11,Completed
153,2826,10,2024-07-03 17:50:45.023462,2024-07-03 19:50:45.023462,668,24,Completed
154,821,9,2025-10-22 15:36:12.591317,2025-10-22 17:36:12.591317,557,1,Completed
155,3447,6,2024-11-23 18:10:21.097774,2024-11-24 04:10:21.097774,2271,52,Completed
156,4583,8,2026-01-26 23:41:35.290971,2026-01-27 09:41:35.290971,715,15,Completed
157,5073,8,2024-04-04 20:05:49.472382,2024-04-05 01:05:49.472382,369,7,Completed
158,3058,7,2025-11-19 07:39:41.552617,2025-11-19 11:39:41.552617,1453,18,Completed
159,1055,1,2025-07-04 19:46:39.783033,2025-07-05 01:46:39.783033,2444,112,Completed
160,3863,2,2024-11-06 17:52:59.778618,2024-11-07 03:52:59.778618,2083,55,Completed
161,461,8,2024-10-07 15:07:11.948388,2024-10-07 16:07:11.948388,71,2,Completed
162,1629,9,2024-11-19 17:19:12.966807,2024-11-19 23:19:12.966807,1497,28,Completed
163,5792,8,2024-06-28 19:00:20.252747,2024-06-28 20:00:20.252747,73,2,Completed
164,3090,4,2025-09-06 18:57:14.263488,2025-09-07 04:57:14.263488,4485,69,Completed
165,3330,10,2025-12-26 18:01:16.870412,2025-12-26 21:01:16.870412,1062,45,Completed
166,1217,3,2024-10-06 07:33:21.980901,2024-10-06 18:33:21.980901,4111,66,Completed
167,1410,6,2024-07-24 20:30:59.469358,2024-07-24 23:30:59.469358,783,15,Completed
168,5294,5,2025-05-06 22:18:50.978737,2025-05-07 05:18:50.978737,1942,14,Completed
169,1648,5,2025-07-18 15:11:13.980568,2025-07-18 20:11:13.980568,1490,2,Completed
170,2853,8,2024-05-07 23:02:53.112712,2024-05-08 00:02:53.112712,79,2,Completed
171,1972,1,2024-08-14 19:08:09.142550,2024-08-14 21:08:09.142550,754,24,Completed
172,3002,8,2024-08-03 03:28:24.002239,2024-08-03 09:28:24.002239,424,1,Completed
173,2879,4,2024-05-17 00:15:12.471674,2024-05-17 11:15:12.471674,4906,52,Completed
174,3938,10,2025-03-20 21:25:12.615559,2025-03-20 22:25:12.615559,391,12,Completed
175,5211,2,2025-03-06 16:07:25.155189,2025-03-07 01:07:25.155189,1618,43,Completed
176,3307,4,2025-11-29 14:06:57.555887,2025-11-29 18:06:57.555887,1784,79,Completed
177,1211,8,2025-11-13 21:07:05.093608,2025-11-13 23:07:05.093608,146,3,Completed
178,738,5,2025-09-18 12:02:13.986909,2025-09-18 20:02:13.986909,2050,44,Completed
179,2379,8,2025-01-25 17:41:25.210088,2025-01-25 20:41:25.210088,193,8,Completed
180,5608,4,2024-02-23 00:57:14.422432,2024-02-23 03:57:14.422432,1445,11,Completed
181,5552,9,2024-07-16 10:24:05.885976,2024-07-16 17:24:05.885976,1703,38,Completed
182,3726,9,2025-08-07 09:04:54.179521,2025-08-07 10:04:54.179521,266,11,Completed
183,5533,4,2025-01-21 06:21:09.056325,2025-01-21 08:21:09.056325,801,30,Completed
184,4931,6,2025-07-12 19:21:57.966999,2025-07-13 00:21:57.966999,1189,58,Completed
185,604,3,2024-10-11 08:30:27.560926,2024-10-11 17:30:27.560926,3032,118,Completed
186,1868,2,2025-07-30 06:30:59.166778,2025-07-30 13:30:59.166778,1509,24,Completed
187,2952,8,2024-04-06 23:50:43.080461,2024-04-07 00:50:43.080461,78,0,Completed
188,77,5,2024-12-12 14:22:31.630414,2024-12-12 23:22:31.630414,2638,68,Completed
189,2411,4,2025-06-12 10:14:25.095392,2025-06-12 17:14:25.095392,2859,34,Completed
190,2308,1,2025-02-28 13:35:19.876534,2025-02-28 17:35:19.876534,1543,76,Completed
191,5335,3,2024-05-12 19:29:59.389017,2024-05-13 05:29:59.389017,3101,31,Completed
192,4653,8,2025-10-07 04:08:48.235776,2025-10-07 09:08:48.235776,363,11,Completed
193,3102,2,2025-11-02 15:16:14.037134,2025-11-02 18:16:14.037134,555,17,Completed
194,4013,7,2025-07-25 05:50:37.090341,2025-07-25 07:50:37.090341,726,10,Completed
195,4626,4,2024-05-08 08:21:38.651202,2024-05-08 17:21:38.651202,4325,105,Completed
196,3194,4,2024-11-14 12:46:15.864463,2024-11-14 19:46:15.864463,3146,32,Completed
197,4173,9,2024-08-21 04:05:13.140704,2024-08-21 07:05:13.140704,904,18,Completed
198,4983,1,2024-12-07 10:40:02.455982,2024-12-07 16:40:02.455982,2264,10,Completed
199,2429,4,2026-01-19 10:43:17.877715,2026-01-19 11:43:17.877715,444,3,Completed
200,5153,5,2025-03-31 12:39:58.418169,2025-03-31 19:39:58.418169,2103,80,Completed
201,1593,6,2025-06-02 14:35:21.692576,2025-06-02 19:35:21.692576,1314,35,Completed
202,4758,3,2025-05-31 18:31:18.114365,2025-05-31 23:31:18.114365,1814,88,Completed
203,3504,10,2024-08-28 14:05:01.602614,2024-08-28 18:05:01.602614,1519,10,Completed
204,979,6,2024-09-19 08:35:26.493415,2024-09-19 19:35:26.493415,2412,67,Completed
205,690,10,2024-07-10 03:36:37.992032,2024-07-10 12:36:37.992032,3235,121,Completed
206,2563,5,2024-09-07 10:40:36.398880,2024-09-07 12:40:36.398880,516,10,Completed
207,956,1,2025-03-02 17:00:23.845988,2025-03-03 00:00:23.845988,2827,100,Completed
208,4680,5,2025-07-25 10:07:36.862774,2025-07-25 17:07:36.862774,2043,38,Completed
209,963,10,2025-05-05 13:15:34.756595,2025-05-05 15:15:34.756595,769,8,Completed
210,3825,7,2025-02-07 23:32:11.125238,2025-02-08 08:32:11.125238,3347,64,Completed
211,5363,8,2026-01-06 15:11:56.014956,2026-01-06 20:11:56.014956,353,12,Completed
212,3979,9,2024-06-09 21:41:38.968386,2024-06-09 22:41:38.968386,251,2,Completed
213,3418,10,2025-12-08 14:34:58.567746,2025-12-08 22:34:58.567746,3150,44,Completed
214,2420,7,2025-05-24 21:46:11.941135,2025-05-25 00:46:11.941135,951,42,Completed
215,4046,8,2025-09-27 05:11:19.830070,2025-09-27 06:11:19.830070,64,2,Completed
216,4430,2,2025-08-12 00:06:20.224795,2025-08-12 09:06:20.224795,1621,80,Completed
217,1152,4,2024-08-20 14:26:35.728176,2024-08-20 18:26:35.728176,1773,59,Completed
218,904,8,2024-09-15 19:10:58.645304,2024-09-15 21:10:58.645304,148,0,Completed
219,5327,8,2025-03-14 22:21:42.200723,2025-03-15 05:21:42.200723,514,20,Completed
220,2853,7,2025-12-13 12:11:26.802950,2025-12-13 13:11:26.802950,367,17,Completed
221,4922,7,2025-08-01 06:24:36.698190,2025-08-01 15:24:36.698190,2933,112,Completed
222,4517,9,2025-10-18 09:37:32.583761,2025-10-18 14:37:32.583761,1406,11,Completed
223,1490,3,2024-12-01 10:47:15.508870,2024-12-01 18:47:15.508870,2806,117,Completed
224,3040,1,2024-08-03 14:46:08.081157,2024-08-04 00:46:08.081157,3490,137,Completed
225,3060,10,2024-09-14 23:56:20.048276,2024-09-15 04:56:20.048276,1973,88,Completed
226,1528,8,2024-11-09 02:11:05.383243,2024-11-09 03:11:05.383243,74,0,Completed
227,5808,6,2025-09-05 03:40:22.028905,2025-09-05 05:40:22.028905,466,18,Completed
228,1238,4,2024-06-27 09:19:05.876391,2024-06-27 17:19:05.876391,3921,162,Completed
229,2940,1,2025-10-15 17:23:03.649834,2025-10-16 00:23:03.649834,2537,71,Completed
230,227,3,2024-09-27 19:34:19.520903,2024-09-28 04:34:19.520903,3113,74,Completed
231,751,9,2025-05-10 06:32:43.763582,2025-05-10 11:32:43.763582,1226,21,Completed
232,2152,9,2024-08-17 19:09:51.899570,2024-08-17 20:09:51.899570,285,10,Completed
233,5567,2,2024-11-19 16:16:07.477664,2024-11-20 01:16:07.477664,1601,68,Completed
234,209,4,2024-02-19 09:46:22.467102,2024-02-19 10:46:22.467102,432,20,Completed
235,443,10,2026-02-01 10:50:27.215834,2026-02-01 11:50:27.215834,384,2,Completed
236,2180,3,2025-08-29 02:42:40.942381,2025-08-29 06:42:40.942381,1454,32,Completed
237,2710,1,2025-01-29 20:37:53.665409,2025-01-29 22:37:53.665409,728,8,Completed
238,3516,1,2025-02-06 04:15:10.368627,2025-02-06 12:15:10.368627,3012,21,Completed
239,3453,10,2025-11-26 01:12:29.761222,2025-11-26 08:12:29.761222,2537,94,Completed
240,540,6,2024-03-27 18:43:30.611898,2024-03-28 01:43:30.611898,1825,19,Completed
241,4264,5,2024-07-25 12:16:45.307541,2024-07-25 21:16:45.307541,2447,108,Completed
242,5623,10,2025-03-26 01:56:05.145750,2025-03-26 03:56:05.145750,790,7,Completed
243,1209,8,2025-09-25 03:33:10.806060,2025-09-25 11:33:10.806060,542,14,Completed
244,3960,2,2024-05-21 09:11:39.732535,2024-05-21 20:11:39.732535,1915,84,Completed
245,847,4,2025-11-18 05:48:01.565266,2025-11-18 16:48:01.565266,4621,60,Completed
246,3686,4,2024-05-15 18:47:31.567731,2024-05-16 01:47:31.567731,3080,148,Completed
247,3566,6,2024-06-05 15:38:08.389835,2024-06-05 17:38:08.389835,503,13,Completed
248,4655,10,2024-11-07 22:45:31.037052,2024-11-08 04:45:31.037052,2143,103,Completed
249,817,6,2024-02-26 03:23:43.813291,2024-02-26 08:23:43.813291,1304,12,Completed
250,1944,6,2024-07-21 01:03:13.935663,2024-07-21 05:03:13.935663,870,33,Completed
251,2332,10,2024-04-03 09:33:28.175518,2024-04-03 14:33:28.175518,1892,7,Completed
252,5254,9,2025-07-09 20:54:59.720470,2025-07-10 01:54:59.720470,1231,39,Completed
253,5075,9,2025-11-24 19:08:56.606632,2025-11-25 03:08:56.606632,2164,5,Completed
254,4995,6,2025-04-10 21:44:57.288492,2025-04-11 06:44:57.288492,1971,55,Completed
255,5167,8,2025-12-06 00:50:54.778651,2025-12-06 08:50:54.778651,569,18,Completed
256,4857,5,2024-05-09 17:50:38.638269,2024-05-10 02:50:38.638269,2703,62,Completed
257,764,10,2024-10-24 16:05:07.661809,2024-10-24 19:05:07.661809,967,26,Completed
258,1402,1,2025-10-12 19:04:02.481579,2025-10-13 01:04:02.481579,2076,90,Completed
259,4403,1,2025-01-23 11:26:04.567343,2025-01-23 16:26:04.567343,1972,60,Completed
260,4970,4,2025-01-20 14:41:35.041045,2025-01-20 20:41:35.041045,2451,30,Completed
261,848,3,2024-03-09 13:12:47.388370,2024-03-09 23:12:47.388370,3657,63,Completed
262,1722,7,2024-10-28 08:25:54.586284,2024-10-28 19:25:54.586284,3311,157,Completed
263,3941,10,2025-01-18 00:56:38.622977,2025-01-18 02:56:38.622977,652,32,Completed
264,4190,6,2025-04-02 15:02:39.433465,2025-04-03 02:02:39.433465,2718,37,Completed
265,3737,2,2025-12-22 04:41:12.159814,2025-12-22 11:41:12.159814,1255,59,Completed
266,3009,1,2024-05-14 02:06:43.485399,2024-05-14 13:06:43.485399,3918,193,Completed
267,1148,8,2025-05-04 15:57:14.199518,2025-05-04 19:57:14.199518,312,13,Completed
268,4541,2,2025-10-22 07:58:59.760982,2025-10-22 11:58:59.760982,754,15,Completed
269,2021,3,2024-04-19 15:56:21.086208,2024-04-20 00:56:21.086208,3260,113,Completed
270,5502,8,2026-01-10 23:52:21.269108,2026-01-11 09:52:21.269108,771,24,Completed
271,3918,2,2024-11-15 12:10:37.913841,2024-11-15 20:10:37.913841,1580,12,Completed
272,1635,8,2025-03-11 15:17:36.432773,2025-03-11 20:17:36.432773,374,2,Completed
273,2989,3,2024-05-17 06:49:42.682534,2024-05-17 12:49:42.682534,1848,73,Completed
274,5446,5,2025-03-01 01:19:49.967737,2025-03-01 10:19:49.967737,2701,32,Completed
275,4840,9,2024-05-01 09:02:30.071382,2024-05-01 19:02:30.071382,2814,23,Completed
276,4641,5,2026-01-25 13:22:39.727208,2026-01-25 17:22:39.727208,1103,6,Completed
277,3367,1,2026-01-16 03:28:21.209314,2026-01-16 07:28:21.209314,1656,72,Completed
278,1495,4,2025-08-14 11:13:11.461328,2025-08-14 19:13:11.461328,3894,16,Completed
279,3601,5,2024-10-11 07:43:05.968338,2024-10-11 10:43:05.968338,821,16,Completed
280,5565,1,2025-11-08 07:10:36.099394,2025-11-08 09:10:36.099394,699,16,Completed
281,622,8,2025-10-22 08:06:22.684125,2025-10-22 16:06:22.684125,591,29,Completed
282,2153,6,2025-01-31 10:04:44.380322,2025-01-31 21:04:44.380322,2713,75,Completed
283,4923,10,2025-05-07 10:40:22.617405,2025-05-07 11:40:22.617405,351,17,Completed
284,5755,1,2024-09-29 14:15:24.287360,2024-09-29 18:15:24.287360,1561,45,Completed
285,904,4,2024-10-15 08:28:33.441212,2024-10-15 12:28:33.441212,1739,32,Completed
286,4729,1,2024-10-09 19:17:17.745922,2024-10-09 20:17:17.745922,411,9,Completed
287,848,6,2025-01-12 20:26:18.503452,2025-01-13 06:26:18.503452,2315,85,Completed
288,1477,6,2026-01-03 14:25:54.631838,2026-01-03 18:25:54.631838,925,17,Completed
289,1959,9,2024-09-22 06:22:03.990793,2024-09-22 17:22:03.990793,3143,37,Completed
290,1253,4,2025-11-13 08:42:56.061438,2025-11-13 10:42:56.061438,826,21,Completed
291,692,4,2025-06-16 18:55:38.907706,2025-06-16 23:55:38.907706,2190,81,Completed
292,3780,5,2024-04-10 06:12:47.638743,2024-04-10 08:12:47.638743,511,6,Completed
293,2311,5,2024-06-05 08:31:56.237396,2024-06-05 12:31:56.237396,1147,11,Completed
