store_id,product_id,quantity_on_hand,reorder_level
16,2098,129,14
144,2739,16,22
42,1913,193,48
3,2212,145,10
151,2846,62,45
121,425,175,26
156,3682,110,20
173,5809,12,17
196,4023,79,24
24,3791,89,11
19,3962,124,11
75,3464,66,30
40,1843,49,47
46,2407,9,32
40,490,55,17
62,4401,16,10
18,1097,44,35
140,1242,122,10
142,5055,46,28
82,2675,194,33
189,678,197,41
108,2910,108,30
12,3726,177,16
104,522,93,49
155,3756,14,47
134,1433,181,14
88,2516,55,11
115,587,56,16
33,51,24,43
118,4386,138,41
80,68,89,35
178,3253,149,45
12,3892,32,10
95,2972,49,42
185,330,142,34
53,2264,56,34
13,1414,88,44
122,4389,177,12
200,4362,137,44
102,4324,79,28
131,1193,24,49
192,5556,8,15
58,3337,13,30
4,41,179,14
173,3438,119,40
66,5633,35,43
115,4210,1,44
36,1728,149,23
23,5260,58,46
19,663,20,28
40,2689,70,19
72,5343,183,12
144,614,160,24
58,5017,34,26
107,1446,69,16
18,891,14,17
36,5239,97,10
152,1796,192,34
129,5547,38,25
1,32,144,28
64,3228,94,18
62,3227,186,34
110,1288,17,41
164,1047,14,22
75,4512,168,25
146,4739,72,10
16,4652,96,47
17,4790,177,32
24,326,7,42
98,4095,173,40
196,3505,76,43
130,4539,143,16
138,5626,75,24
181,4057,85,48
179,1597,25,40
197,5801,26,32
14,1491,139,42
112,1357,150,15
66,1065,65,20
82,2462,78,40
93,5468,109,21
181,1450,195,23
192,1316,42,28
72,5176,176,12
101,1607,90,47
49,3539,45,43
90,4174,146,25
190,5745,156,36
37,1818,6,20
177,5518,172,37
196,2215,119,36
161,5728,99,30
150,5743,180,17
70,1852,116,27
33,1308,39,24
28,2220,195,48
88,1298,86,18
4,3614,13,44
66,2278,104,49
77,2815,196,20
110,1222,181,26
49,1478,134,33
128,131,14,49
139,3591,36,23
35,4642,1,34
167,1089,35,46
138,667,63,19
74,1103,35,11
200,2091,157,17
69,4829,182,25
151,3444,125,21
34,2167,63,33
124,2856,78,24
111,2078,13,37
32,5548,130,13
16,613,117,14
68,1969,11,48
54,4951,11,49
124,4907,141,15
156,2694,163,39
112,4402,168,32
60,3118,89,41
78,5416,193,23
76,5356,190,48
60,4382,196,16
85,5105,190,29
112,888,23,18
80,2334,47,37
118,769,114,36
172,1437,174,43
2,3801,182,33
23,3807,146,40
46,3471,164,15
73,3217,156,12
54,4409,61,36
71,4687,7,19
125,2716,43,22
81,1242,188,30
9,3924,156,41
70,3615,179,18
172,2355,56,23
84,2420,51,20
74,334,140,40
73,2333,114,38
12,5326,155,16
32,3086,171,49
162,4052,6,39
83,3625,148,48
33,2723,23,31
64,2821,78,47
48,1984,28,27
16,4047,156,17
178,1336,94,36
114,1799,164,22
151,1804,137,27
26,1760,7,32
54,4885,8,38
172,4132,59,17
37,4641,196,20
9,3716,146,40
13,4531,62,21
60,4809,7,39
106,3623,23,38
126,4551,0,43
80,4370,13,15
128,3131,85,24
130,3709,69,45
60,5527,24,46
185,3871,195,44
115,4580,110,10
43,4035,59,15
147,53,195,47
124,3126,80,32
139,830,28,25
47,2196,168,14
63,4377,153,40
135,4446,5,47
94,2739,155,24
123,2965,118,16
31,382,98,41
55,3248,194,32
153,3835,161,45
200,4835,159,14
30,3427,137,43
36,400,174,15
50,1879,155,34
142,956,192,12
29,1227,11,29
155,1676,105,24
117,5219,25,35
178,197,116,37
36,3561,170,41
162,1190,129,32
21,3606,148,37
38,3153,6,18
75,5110,95,25
178,5653,21,35
126,3821,8,35
37,5236,173,20
120,5261,89,31
147,5806,117,31
118,5455,69,21
1,1323,24,14
168,5175,147,38
55,1227,69,40
154,583,69,10
171,4201,51,29
59,2720,29,27
51,2704,156,30
107,4826,46,19
143,5499,102,20
8,1705,129,30
94,2230,6,49
142,5666,95,34
97,341,88,13
7,5010,111,48
18,1356,53,25
12,5461,117,33
2,1417,110,19
178,943,87,18
93,3773,164,25
149,3195,196,36
7,1163,78,32
12,5237,154,15
84,1163,80,15
57,3537,54,27
78,113,128,32
74,3554,33,18
23,1944,171,21
30,4714,113,19
111,5387,181,24
58,3576,81,21
95,4384,80,40
52,615,36,20
56,922,199,41
10,4498,182,29
147,5626,162,20
147,1740,27,23
108,3818,82,40
87,5666,42,18
187,1115,19,27
172,3445,48,40
187,2658,7,20
84,3393,95,37
4,847,34,42
97,5006,57,21
112,2859,149,13
193,667,101,46
141,3267,126,43
67,4219,151,20
140,1024,97,30
93,502,97,17
183,4731,187,32
189,831,185,20
95,4275,71,21
41,733,144,47
164,1865,175,42
2,1295,38,36
22,3457,94,30
150,2597,85,46
41,4618,55,43
95,4770,2,41
116,4841,131,24
120,4811,23,46
14,688,81,44
93,1974,163,10
35,3694,98,40
178,2628,79,48
9,3914,19,46
118,2288,73,22
96,650,66,29
59,5223,110,48
56,5535,127,14
10,2674,91,20
25,628,51,37
173,2417,58,17
11,5636,170,13
101,3818,10,13
9,3177,15,12
135,2507,12,14
71,5253,183,10
162,4007,10,11
83,425,100,22
20,4491,155,46
114,1072,76,41
89,3194,11,17
5,3016,84,20
112,3833,68,21
55,2361,158,13
89,3496,51,33
15,2300,77,15
176,5054,6,42
4,3901,77,29
78,2100,38,20
120,3740,28,38
113,4339,187,27
21,4173,39,25
137,2346,185,20
66,4430,65,14
107,5283,77,45
163,354,129,29
112,3081,197,14
117,2311,27,34
179,5433,138,32
128,36,66,46
102,1806,198,12
78,4682,97,45
37,755,97,10
6,81,16,29
82,330,3,31
86,3480,171,21
82,807,173,15
51,3327,197,10
66,2471,166,23
96,4520,160,44
145,2191,197,39
65,4750,12,19
9,2447,4,35
141,4095,77,10
101,5373,164,15
186,3474,160,43
158,390,173,13
31,1288,8,26
151,3694,161,28
63,3986,63,17
156,3295,127,24
59,3173,198,40
10,3736,16,42
89,1499,59,30
124,3032,111,20
100,5800,164,21
90,4987,62,39
26,5784,124,37
77,2037,44,18
17,3980,130,20
168,2215,7,24
68,1243,0,28
23,3485,130,44
163,1025,47,29
9,4225,7,39
45,5752,3,19
165,4773,188,49
197,652,110,33
147,2631,61,31
75,1261,46,32
27,3760,36,21
141,5160,8,16
185,5775,194,49
188,4762,41,48
140,409,178,42
9,3754,149,48
92,2585,199,43
77,3609,181,35
84,1945,77,21
77,785,119,45
155,4427,5,30
191,3861,83,12
29,5050,20,37
150,5345,93,15
73,2379,195,41
88,4485,58,12
106,4706,0,26
147,2457,30,48
38,4481,28,13
95,5054,74,36
39,2040,110,33
143,3233,121,46
54,1998,190,24
160,3759,138,47
110,4924,21,35
112,3115,192,14
174,645,197,26
189,858,16,36
52,3775,160,25
162,1794,59,33
35,5222,79,13
198,2563,55,44
37,5121,70,15
78,2018,191,34
61,3817,83,33
111,1163,107,26
114,766,175,18
177,3811,71,13
9,3187,99,14
19,3013,60,24
121,861,52,22
105,2977,30,31
156,414,92,17
80,4941,89,17
26,3636,121,37
166,1133,117,32
40,649,22,38
25,200,126,20
99,5451,142,17
118,3459,198,34
69,432,95,11
71,852,96,16
151,1333,136,15
89,3138,103,19
65,5313,4,35
150,5469,148,28
64,1776,111,47
196,2310,186,24
58,683,147,18
156,4834,32,25
112,5481,148,41
123,2784,110,13
97,2259,199,47
196,2685,129,10
106,1374,28,21
4,3169,100,37
129,1725,18,19
26,4778,8,34
33,5231,26,23
27,1217,99,12
42,3328,107,15
197,4376,116,18
71,5234,158,30
64,4899,195,12
25,1049,142,34
72,5758,54,49
105,271,58,16
132,4123,60,32
12,399,15,27
58,1532,155,49
95,3946,16,44
139,5142,145,29
101,727,194,42
108,193,101,17
59,3985,135,49
117,2875,151,45
164,3339,129,36
109,5250,106,36
22,2397,181,20
65,1210,146,41
50,695,114,18
4,3698,155,29
200,2413,54,23
180,1613,67,35
102,4188,99,32
43,3650,11,39
105,3841,9,14
174,3565,121,31
4,2896,55,17
141,799,31,20
166,5756,122,32
173,3451,37,41
153,2066,42,11
67,2222,17,28
55,1562,189,14
96,1705,36,28
167,3440,45,39
65,3358,65,13
75,1198,138,12
130,3260,121,23
197,2734,162,29
120,3289,141,43
86,1498,191,31
62,2634,19,21
174,1537,118,37
112,4499,17,13
159,515,162,45
163,1494,85,32
126,4966,174,16
173,1127,78,36
77,3063,110,10
182,1657,92,21
199,2639,157,22
197,3391,148,31
122,845,74,21
157,1404,61,43
200,2117,84,25
8,2619,39,14
54,1452,186,40
135,2285,132,46
83,5344,174,26
103,3571,149,49
151,4964,152,18
100,507,181,17
32,879,68,25
62,2293,158,49
173,3000,108,11
196,5012,89,39
30,3224,127,47
106,975,146,20
39,1594,186,36
133,2967,77,10
195,553,44,31
22,3515,152,22
156,2702,3,11
150,1513,42,35
128,43,133,15
29,103,128,32
171,1419,117,34
42,3158,181,18
60,3171,79,46
119,4511,87,12
77,338,103,15
199,4142,147,45
196,3278,133,29
187,665,151,12
96,4505,187,21
86,5782,60,43
112,3290,4,24
84,1194,175,14
6,12,117,12
73,2016,40,36
156,1574,124,13
77,4918,191,29
31,3541,175,14
39,1425,56,38
50,1525,135,38
78,2848,145,41
126,1342,17,40
165,1093,163,15
109,5722,88,21
88,900,133,16
200,1133,188,16
15,1748,77,31
51,3318,22,36
198,1018,16,39
23,5448,176,47
153,3398,139,19
174,3281,199,38
151,3435,79,15
10,5337,3,25
73,4494,0,19
113,188,107,40
77,4559,40,14
32,729,104,10
113,4493,143,25
179,4323,33,39
169,2152,108,11
65,30,131,26
193,3602,43,10
101,3349,3,22
168,4953,53,45
18,3116,186,43
164,1593,82,10
31,5679,83,12
54,2951,169,20
63,1247,92,36
1,3555,17,49
180,4553,118,29
185,449,154,26
9,2067,101,49
120,3241,22,25
92,2295,71,36
90,3168,194,31
116,2449,63,41
56,1664,42,49
175,3759,26,25
3,5262,20,47
130,1357,176,49
54,1392,116,42
37,5008,164,35
184,2593,59,46
159,1635,165,36
97,4536,43,10
12,2303,181,34
186,3621,151,43
195,5772,55,27
112,4463,89,32
154,5095,82,11
78,3913,15,34
140,4645,133,44
90,2386,44,24
144,961,173,49
181,5511,179,29
72,2071,33,48
177,5802,103,38
177,2622,43,12
92,871,98,11
7,1008,103,24
15,2230,67,22
105,4780,52,28
164,31,2,27
72,4106,91,30
74,2407,2,15
143,1841,152,38
62,2812,100,20
146,4908,129,45
46,2977,68,30
105,4094,113,41
109,2607,40,32
61,2888,2,48
121,588,129,28
43,4763,24,39
172,1643,154,21
99,5093,178,22
194,1467,0,37
55,2531,30,10
167,2708,101,25
133,97,16,30
185,4983,199,31
112,5816,173,49
143,18,177,36
91,976,148,21
16,2753,126,24
57,3815,89,49
102,3407,141,12
25,1974,105,20
22,5381,86,21
159,2319,61,36
123,3774,26,16
162,1622,86,48
87,4774,81,37
144,3117,35,19
198,2521,61,40
187,4669,0,22
143,4577,113,15
82,3940,63,37
102,3579,98,18
141,1599,122,22
24,778,100,41
141,5422,6,18
193,2675,171,39
36,4358,178,21
49,1481,28,37
82,334,115,24
48,891,2,24
97,1525,92,31
102,3359,114,21
171,5411,98,12
6,1059,37,22
68,2963,52,18
14,1569,120,41
30,4313,189,20
110,4604,112,30
8,2943,127,34
182,1646,0,24
66,4864,95,14
132,5703,67,38
84,1017,109,17
188,3179,167,32
120,1666,183,17
53,2556,17,43
99,2201,63,47
74,3303,123,11
143,3572,189,37
100,2031,101,35
129,5477,116,48
150,5301,67,49
15,2073,78,40
22,662,15,10
178,2929,84,17
48,1153,158,17
117,4256,32,19
73,3056,51,15
120,4559,191,19
179,4814,18,38
17,4419,17,19
106,4162,4,22
83,1783,144,18
104,5305,103,38
91,5725,78,46
179,5194,10,44
165,1293,79,29
49,5607,56,39
59,3316,172,28
138,1145,59,14
30,4070,162,35
85,4435,122,21
21,428,119,30
34,3794,172,17
73,4783,77,38
98,2206,73,34
178,3273,64,15
76,5106,101,28
175,1187,181,23
85,3379,157,28
84,1589,141,41
134,3557,175,36
178,906,109,18
109,2987,60,44
63,769,75,10
12,5378,168,22
169,4709,74,26
159,4741,172,45
2,5471,106,49
144,2855,86,15
129,5788,136,13
132,327,94,21
47,4147,179,32
193,116,182,21
52,3458,74,47
47,2796,107,47
99,4427,184,44
50,2864,117,25
45,2034,43,24
42,2259,55,42
184,4123,41,14
71,688,181,28
57,5087,70,36
33,4608,161,46
156,1457,69,35
114,289,53,26
44,5143,111,32
114,2909,95,35
56,616,115,13
44,3910,155,12
96,1425,104,22
73,2178,89,32
34,2318,33,12
14,1872,10,36
196,3749,194,45
157,3049,17,29
125,3140,123,19
79,4637,191,16
145,878,47,46
83,5651,13,19
137,4242,128,39
27,4492,43,31
177,725,173,28
165,1860,191,45
156,3479,102,26
50,3258,136,15
55,4241,187,16
132,4063,43,28
98,4937,49,36
147,4870,88,37
37,1609,141,29
132,834,55,15
37,2619,108,45
179,4414,87,22
160,3464,8,14
173,688,177,43
112,1386,97,49
12,4617,116,44
169,355,101,30
56,1766,13,34
80,4812,57,23
14,2411,82,37
54,4334,58,19
191,4265,114,15
65,2798,25,35
116,2563,132,31
58,2584,12,11
96,2800,79,47
21,1335,117,40
4,4075,146,17
73,73,171,36
127,3588,180,23
46,4995,25,25
12,5323,99,12
128,4937,140,14
30,4851,51,29
94,2750,110,25
60,1630,169,30
100,2878,191,35
71,3261,119,37
81,5519,113,12
193,3038,44,35
142,1460,12,11
111,3256,39,40
44,4610,22,26
108,1786,125,49
102,327,56,42
154,2621,162,30
91,1721,93,14
109,356,153,48
16,3849,4,49
110,602,16,13
7,2591,19,49
160,106,148,35
89,2843,58,24
95,3254,71,24
16,5348,81,18
105,2190,66,24
122,4597,78,40
89,3036,50,48
62,1096,51,31
30,1714,174,33
199,1884,81,27
140,5356,197,41
67,2557,65,12
46,524,159,31
43,595,3,11
183,438,25,36
45,1582,44,38
188,3269,34,40
199,844,147,14
80,1862,72,10
32,600,160,45
8,5778,183,49
113,153,162,16
62,764,120,24
20,696,137,13
146,5660,187,28
101,433,183,18
6,2264,139,33
84,1367,45,26
108,1089,10,38
157,4302,179,21
4,4179,123,26
71,5414,51,14
171,2145,168,40
84,5221,50,28
162,4806,83,24
100,2338,53,11
71,919,75,35
33,2190,35,16
143,2262,93,12
120,806,82,20
168,78,74,43
93,2093,78,40
133,3531,30,36
178,1113,50,32
99,2690,152,48
66,521,168,40
54,946,91,41
174,547,68,22
80,3964,87,17
139,1598,60,45
124,5582,119,17
177,1977,159,32
151,979,25,25
55,2916,6,15
5,965,131,44
192,3153,134,13
35,5474,27,17
93,982,42,34
119,2123,65,39
197,3486,194,22
54,306,163,38
3,3677,156,48
6,804,168,23
87,423,83,11
110,465,168,35
56,5275,129,22
2,3126,149,42
82,2050,102,34
94,2308,60,15
166,5727,149,29
184,5561,139,11
5,5441,0,21
174,3564,14,27
139,2234,49,28
193,5238,177,40
138,3831,45,33
41,3375,90,18
116,4429,32,31
44,1862,72,35
90,2722,87,46
33,1488,158,10
56,2743,150,31
140,2255,4,32
2,4420,76,30
1,4011,97,31
193,844,95,44
121,5514,84,15
125,1474,104,40
33,344,142,44
103,3344,17,20
36,2296,101,14
149,1064,51,23
84,3537,29,27
164,2287,127,34
26,3656,173,11
175,4957,69,27
129,5666,99,17
166,2686,0,46
142,3754,68,45
90,991,160,45
46,246,163,25
42,4604,119,12
135,959,123,12
55,3095,105,21
56,4235,48,47
118,535,76,40
76,3773,18,25
63,1014,1,44
152,436,171,45
83,4583,48,12
99,3389,95,12
132,1285,161,39
42,1041,162,12
96,599,85,33
110,3362,195,28
70,4571,139,18
28,5601,72,24
126,656,91,36
92,2681,195,21
40,1388,196,41
179,4959,194,20
157,1076,143,43
42,5396,80,23
118,1456,46,38
197,5216,83,26
5,4019,80,37
101,3501,108,22
169,5072,17,42
61,1007,198,14
183,2269,126,34
156,3505,167,30
41,744,65,16
111,4650,111,26
9,1991,65,26
157,682,104,31
166,5352,182,39
62,213,159,28
54,3171,26,40
180,3613,37,28
104,2015,93,36
126,4459,82,38
34,2005,9,38
165,5692,131,25
177,1239,15,47
42,3039,132,25
14,3804,196,45
33,559,45,32
118,1405,191,15
98,2571,95,17
92,4417,130,13
100,5720,155,20
87,1469,76,41
145,3239,31,27
124,3701,116,29
32,4353,55,49
101,4873,77,40
196,4328,188,35
39,1237,135,47
94,74,16,36
10,905,119,11
152,1411,192,22
100,1693,162,35
58,3926,0,12
197,3302,67,35
101,42,123,36
64,2409,99,47
19,2142,156,22
101,2805,46,23
117,1176,10,12
136,3075,147,12
71,1069,91,14
40,666,178,48
13,4323,48,16
101,2995,119,25
124,1759,139,43
155,3361,14,24
82,2427,138,26
88,4003,138,30
105,1360,22,30
130,5643,94,34
16,5711,34,12
