product_id,product_name,brand_id,supplier_id,price,cost_price
90,Apple Ex Plus,2,4,70968.31,49677.82
91,Apple Earum,2,31,83005.67,58103.97
92,Apple Autem Lite,2,31,40920.58,28644.41
93,Apple Quia Lite,2,39,43616.33,30531.43
94,Apple Non Plus,2,10,28425.04,19897.53
95,Apple Quia,2,,68863.72,48204.6
96,Apple Enim,2,5,58297.31,40808.12
97,Apple Facere,2,2,52844.98,36991.49
98,Apple Quod X,2,47,109557.34,76690.14
99,Apple Sunt Plus,2,56,148909.07,104236.35
100,Apple A X,2,13,23978.43,16784.9
101,Apple Dolorem Max,2,68,24333.74,17033.62
102,Apple Repellat Lite,2,91,8052.54,5636.78
103,Apple Eum,2,90,130672.62,91470.83
104,Apple Laboriosam Lite,2,60,9004.29,6303.0
105,Apple Minima Max,2,42,98454.12,68917.88
106,Apple Delectus X,2,39,127683.87,89378.71
107,Sony Eveniet Pro,3,37,63511.5,44458.05
108,Sony Labore,3,45,94470.39,66129.27
109,Sony Voluptatibus Lite,3,40,13972.39,9780.67
110,Sony Culpa Lite,3,84,112861.56,79003.09
111,Sony Unde Pro,3,55,26626.14,18638.3
112,Sony Dolores Max,3,62,124348.29,87043.8
113,Sony Iste Pro,3,23,70040.4,49028.28
114,Sony Voluptates Lite,3,,63034.52,44124.16
115,Sony In Max,3,,13099.37,9169.56
116,Sony Fugiat X,3,60,90469.65,63328.75
117,Sony Exercitationem X,3,39,67918.26,47542.78
118,Sony Id,3,57,14270.95,9989.66
119,Sony Saepe X,3,29,114251.12,79975.78
120,Sony Voluptatem Plus,3,86,8761.75,6133.22
121,Sony Modi X,3,27,129246.74,90472.72
122,Sony Explicabo,3,14,62545.34,43781.74
123,Sony Rem Pro,3,55,30297.17,21208.02
124,Sony Molestiae Pro,3,71,95057.39,66540.17
125,Sony Dolore,3,31,30520.04,21364.03
126,Sony Nam X,3,79,46152.84,32306.99
127,Sony Quisquam Max,3,53,82020.65,57414.45
128,Sony Porro Pro,3,76,90176.59,63123.61
129,Sony Alias Max,3,61,23829.22,16680.45
130,Sony Incidunt Max,3,39,79576.71,55703.7
131,Sony Quo,3,20,137209.05,96046.34
132,Sony A Lite,3,18,115546.1,80882.27
133,Sony Perspiciatis Max,3,62,120719.82,84503.87
134,Sony Aliquam X,3,36,46631.09,32641.76
135,Sony Iure X,3,56,51264.21,35884.95
136,Sony Qui Pro,3,23,98854.74,69198.32
137,Sony Animi Plus,3,70,81367.92,56957.54
138,Sony Hic Lite,3,46,79437.31,55606.12
139,Sony Eaque Pro,3,63,139838.64,97887.05
140,Sony Eveniet Pro,3,8,50036.99,35025.89
141,Sony Nostrum,3,30,1108.46,775.92
142,Sony Illum Plus,3,,23158.34,16210.84
143,Sony Magnam Lite,3,56,75262.67,52683.87
144,Sony Eveniet Max,3,81,111298.85,77909.19
145,Sony Ad,3,53,146088.29,102261.8
146,Sony Consectetur X,3,4,4028.5,2819.95
147,Sony Saepe Pro,3,72,23732.97,16613.08
148,Sony Vero X,3,47,109790.69,76853.48
149,Sony Blanditiis Pro,3,61,603.0,422.1
150,Sony Laborum Plus,3,10,44631.4,31241.98
151,Sony Aliquam Lite,3,41,110044.46,77031.12
152,Sony Repellendus,3,32,76322.16,53425.51
153,Sony At X,3,11,97788.76,68452.13
154,Sony Assumenda X,3,24,59105.94,41374.16
155,Sony Ratione X,3,39,95561.11,66892.78
156,Sony Quo Max,3,86,31451.74,22016.22
157,Sony Deleniti Lite,3,42,39868.32,27907.82
158,Dell Excepturi Pro,4,50,128864.59,90205.21
159,Dell Similique Lite,4,,1460.22,1022.15
160,Dell Quod Plus,4,75,95841.01,67088.71
161,Dell Adipisci,4,83,96069.55,67248.68
162,Dell Corporis,4,22,38464.36,26925.05
163,Dell Voluptatibus Pro,4,7,50374.41,35262.09
164,Dell Assumenda Pro,4,82,43445.31,30411.72
165,Dell Sunt X,4,45,111384.04,77968.83
166,Dell Quidem Lite,4,67,55968.08,39177.66
167,Dell Provident Lite,4,68,18668.06,13067.64
168,Dell Nostrum Plus,4,37,56904.68,39833.28
169,Dell Eius X,4,29,16996.32,11897.42
170,Dell Perspiciatis,4,54,3163.15,2214.2
171,Dell Exercitationem X,4,83,108062.23,75643.56
172,Dell Soluta Plus,4,83,61047.34,42733.14
173,Dell Alias Lite,4,53,30608.89,21426.22
174,Dell Aut,4,13,3360.91,2352.64
175,Dell Error,4,78,5859.15,4101.4
176,Dell Vitae Plus,4,43,44691.96,31284.37
177,Dell Totam X,4,44,30676.98,21473.89
178,Dell Maiores Pro,4,50,45620.02,31934.01
179,Dell Sit X,4,83,98249.62,68774.73
180,Dell Tenetur Lite,4,21,100089.63,70062.74
181,Dell Officia Plus,4,1,11501.41,8050.99
182,Dell Eligendi Pro,4,30,97890.51,68523.36
183,Dell Fugit Plus,4,,135876.33,95113.43
184,Dell Aliquid,4,58,149929.11,104950.38
185,Dell Eaque Pro,4,58,137894.64,96526.25
186,Dell Occaecati Pro,4,83,81236.31,56865.42
187,Dell Tempora Lite,4,61,84153.58,58907.51
188,Dell Ab Pro,4,12,50249.39,35174.57
189,Dell Necessitatibus,4,48,62395.66,43676.96
190,Dell Totam Lite,4,38,54402.52,38081.76
191,Dell Maxime Plus,4,18,32617.69,22832.38
192,Dell Ipsam Plus,4,68,91256.64,63879.65
193,HP Maiores Plus,5,23,45912.52,32138.76
194,HP Facilis Max,5,44,119298.95,83509.26
195,HP Velit X,5,22,113360.57,79352.4
196,HP Nihil,5,51,31880.07,22316.05
197,HP Quod Lite,5,69,109226.68,76458.68
198,HP Sapiente Pro,5,74,1075.06,752.54
199,HP Dolor Max,5,14,24748.02,17323.61
200,HP Dicta Lite,5,65,130680.25,91476.17
201,HP Nihil Lite,5,18,142375.58,99662.91
202,HP Eius,5,53,149251.84,104476.29
203,HP Nobis Pro,5,54,62731.14,43911.8
204,HP Id Plus,5,25,33768.58,23638.01
205,HP Quaerat Lite,5,72,7711.29,5397.9
206,HP Velit Lite,5,61,114946.75,80462.72
207,HP Nihil Lite,5,,134399.31,94079.52
208,HP Ratione Lite,5,44,13805.74,9664.02
209,HP Corporis Pro,5,87,9701.26,6790.88
210,HP Placeat Plus,5,55,115509.08,80856.36
211,HP Quam Max,5,37,122469.22,85728.45
212,HP Aut Lite,5,11,70122.33,49085.63
213,HP Modi Lite,5,47,147888.19,103521.73
214,HP Dolores Lite,5,86,92343.79,64640.65
215,HP Molestiae Plus,5,,94569.5,66198.65
216,HP Sit Plus,5,22,98053.91,68637.74
217,HP Ratione Lite,5,45,123171.45,86220.02
218,HP Temporibus Max,5,19,114128.58,79890.01
219,HP Quaerat Lite,5,56,85425.29,59797.7
220,HP Repellat Lite,5,42,138297.07,96807.95
221,HP Sed Max,5,29,47391.0,33173.7
222,HP Recusandae Pro,5,10,70308.4,49215.88
223,HP Laborum,5,,126364.26,88454.98
224,HP Nesciunt Max,5,85,8307.9,5815.53
225,HP Suscipit Max,5,78,28664.61,20065.23
226,HP Quibusdam,5,80,3367.39,2357.17
227,HP Doloremque X,5,68,45581.53,31907.07
228,HP Necessitatibus Pro,5,,10659.08,7461.36
229,HP Perferendis,5,5,109396.91,76577.84
230,HP Omnis Max,5,39,112278.32,78594.82
231,HP Recusandae Plus,5,3,84410.17,59087.12
232,HP Quae Plus,5,42,143930.85,100751.6
233,HP Beatae Lite,5,,97040.66,67928.46
234,HP Sequi X,5,51,28316.51,19821.56
235,HP Facilis Lite,5,5,108127.84,75689.49
236,HP Libero Plus,5,5,130537.87,91376.51
237,HP Deserunt Lite,5,49,40448.59,28314.01
238,HP Earum Lite,5,80,113252.85,79277.0
239,HP Veritatis Lite,5,31,127871.05,89509.74
240,HP Suscipit Plus,5,45,142668.14,99867.7
241,HP Facere Max,5,72,106835.18,74784.63
242,HP Porro Max,5,45,146262.54,102383.78
243,HP Iure Pro,5,77,21567.92,15097.54
244,HP Laborum,5,13,91264.05,63884.84
245,HP Pariatur Plus,5,6,19840.45,13888.32
246,HP Odit Plus,5,84,44681.25,31276.87
247,HP Maxime X,5,11,31571.01,22099.71
248,Lenovo Optio Max,6,36,23112.62,16178.83
249,Lenovo Fugiat Lite,6,31,8885.05,6219.53
250,Lenovo Eveniet,6,23,108120.46,75684.32
251,Lenovo Delectus,6,11,80683.75,56478.62
252,Lenovo Illum Max,6,36,79153.1,55407.17
253,Lenovo Ut Pro,6,21,59812.32,41868.62
254,Lenovo Harum,6,68,63076.49,44153.54
255,Lenovo Eum Plus,6,35,136536.86,95575.8
256,Lenovo Itaque Max,6,70,126687.41,88681.19
257,Lenovo Recusandae Max,6,81,22873.14,16011.2
258,Lenovo Optio Lite,6,10,26837.28,18786.1
259,Lenovo Accusamus Plus,6,,10120.12,7084.08
260,Lenovo Quae Lite,6,84,35493.7,24845.59
261,Lenovo Et Lite,6,,10525.28,7367.7
262,Lenovo Quaerat Plus,6,62,77760.9,54432.63
263,Lenovo Harum,6,70,18303.17,12812.22
264,Lenovo Quod Lite,6,64,58764.09,41134.86
265,Lenovo Impedit X,6,83,38769.6,27138.72
266,Lenovo Dolorum Max,6,26,54965.17,38475.62
267,Lenovo Sunt Max,6,74,9615.83,6731.08
268,Lenovo Sed,6,44,69632.52,48742.76
269,Lenovo Consequatur X,6,33,35396.74,24777.72
270,Lenovo Nostrum Max,6,10,118369.51,82858.66
271,Lenovo Autem,6,73,24525.86,17168.1
272,Lenovo Eaque Plus,6,57,102765.87,71936.11
273,Lenovo Sed,6,59,133692.84,93584.99
274,Lenovo Modi Pro,6,41,116814.23,81769.96
275,Lenovo Earum Max,6,54,82638.54,57846.98
276,Lenovo In Plus,6,83,30432.8,21302.96
277,Asus Repellat Lite,7,65,12276.23,8593.36
278,Asus Omnis Lite,7,28,37254.22,26077.95
279,Asus Veritatis Plus,7,42,14643.93,10250.75
280,Asus Consequuntur,7,13,136421.54,95495.08
281,Asus Pariatur Lite,7,,77569.1,54298.37
282,Asus Doloremque X,7,11,55686.76,38980.73
283,Asus Ut X,7,16,51127.25,35789.07
284,Asus Voluptatibus Pro,7,64,119211.91,83448.34
285,Asus Enim Max,7,4,96203.43,67342.4
286,Asus Quidem,7,75,110909.43,77636.6
287,Asus Asperiores Lite,7,78,96899.8,67829.86
288,Asus Est X,7,36,93462.14,65423.5
289,Asus Quasi Lite,7,82,48563.69,33994.58
290,Asus Quis Plus,7,40,58940.88,41258.62
291,Asus Odio Pro,7,28,133039.85,93127.9
292,Asus Provident,7,33,3812.99,2669.09
293,Asus Tempore Lite,7,54,118208.34,82745.84
294,Asus Quaerat Lite,7,22,121423.95,84996.76
295,Asus Veniam Pro,7,8,32151.95,22506.36
296,Asus Nobis Lite,7,31,80545.63,56381.94
297,Asus Velit X,7,5,85572.33,59900.63
298,Asus Voluptatibus Pro,7,,71408.34,49985.84
299,Asus Minima,7,61,85592.05,59914.44
300,Asus Eos Plus,7,66,105601.86,73921.3
301,Asus Dolor Lite,7,67,111335.96,77935.17
302,Asus In X,7,5,74031.01,51821.71
303,Asus Veritatis,7,68,106140.99,74298.69
304,Acer Consequatur Pro,8,66,14632.84,10242.99
305,Acer Magni,8,27,41885.57,29319.9
306,Acer Aliquid Plus,8,18,36624.2,25636.94
307,Acer Eligendi Plus,8,,46891.73,32824.21
308,Acer Provident Lite,8,82,117151.28,82005.9
309,Acer Nesciunt Plus,8,77,51469.22,36028.45
310,Acer Ducimus X,8,52,30531.03,21371.72
311,Acer Assumenda Lite,8,54,65896.68,46127.68
312,Acer Numquam Max,8,26,23919.28,16743.5
313,Acer Voluptatum Plus,8,80,75311.66,52718.16
314,Acer Vitae X,8,73,115936.32,81155.42
315,Acer Molestiae Pro,8,28,61201.52,42841.06
316,Acer Laborum,8,65,114078.33,79854.83
317,Acer Laborum,8,63,146877.6,102814.32
318,Acer Consequatur Lite,8,21,81276.02,56893.21
319,Acer Voluptates Plus,8,5,21003.96,14702.77
320,Acer Ullam Lite,8,62,92600.16,64820.11
321,Acer Dolorum,8,61,41572.24,29100.57
322,Acer Tempora,8,1,35091.93,24564.35
323,Acer Culpa X,8,61,50575.58,35402.91
324,Acer Molestias Plus,8,31,28440.66,19908.46
325,Acer Sed Plus,8,49,39558.6,27691.02
326,Acer Nemo X,8,29,113843.73,79690.61
327,Acer Expedita X,8,74,28293.93,19805.75
328,Acer Cupiditate,8,25,131423.87,91996.71
329,Acer Dignissimos Plus,8,26,108798.57,76159.0
330,Acer Reprehenderit Lite,8,68,50790.55,35553.38
331,Acer Voluptate Max,8,36,128353.4,89847.38
332,Acer Placeat Max,8,30,2266.51,1586.56
333,Acer A X,8,,97766.84,68436.79
334,Acer Architecto X,8,63,99650.36,69755.25
335,Acer Aliquam Max,8,27,146927.06,102848.94
336,Acer Nesciunt,8,27,59852.81,41896.97
337,Acer Necessitatibus Lite,8,20,90632.08,63442.46
338,Acer Facere Lite,8,56,83562.66,58493.86
339,Acer Officia Pro,8,24,51868.4,36307.88
340,Acer Aperiam Pro,8,13,79409.8,55586.86
341,Acer Veniam Lite,8,87,48730.91,34111.64
342,Acer Illo Max,8,39,131028.26,91719.78
343,Acer Perspiciatis X,8,13,20706.22,14494.35
344,Acer Aliquid X,8,36,116187.8,81331.46
345,Acer Rerum,8,62,32440.25,22708.18
346,LG Rem X,9,,30987.33,21691.13
347,LG Cupiditate Lite,9,42,78360.12,54852.08
348,LG Earum Lite,9,44,60922.47,42645.73
349,LG Totam Lite,9,83,61884.79,43319.35
350,LG Maiores Plus,9,74,34498.55,24148.98
351,LG Nam X,9,80,110686.72,77480.7
352,LG Impedit X,9,65,107648.52,75353.96
353,LG Excepturi,9,58,69691.0,48783.7
354,LG Enim Pro,9,43,61083.14,42758.2
355,LG Quis Lite,9,74,40481.3,28336.91
356,LG Hic X,9,21,22266.42,15586.49
357,LG Similique Lite,9,79,148400.79,103880.55
358,LG Nostrum Lite,9,48,121982.26,85387.58
359,LG Voluptate,9,46,21738.11,15216.68
360,LG Nulla Pro,9,8,119848.45,83893.92
361,LG Saepe Plus,9,62,54586.46,38210.52
362,LG Dolorem Plus,9,2,97544.72,68281.3
363,LG Facilis Pro,9,48,128135.52,89694.86
364,LG Nisi Lite,9,77,120406.14,84284.3
365,LG Occaecati Plus,9,9,38409.39,26886.57
366,LG Quas Max,9,16,34009.86,23806.9
367,LG Assumenda Lite,9,56,140495.5,98346.85
368,LG Dignissimos Lite,9,79,44339.54,31037.68
369,LG Quo Lite,9,41,75204.71,52643.3
370,LG Voluptate Lite,9,76,125271.65,87690.15
371,LG Nemo Plus,9,19,86488.84,60542.19
372,LG Debitis,9,67,67415.24,47190.67
373,LG Quae,9,49,141835.09,99284.56
374,LG Deserunt Plus,9,12,12465.83,8726.08
375,LG Minus Plus,9,48,138362.0,96853.4
376,LG Libero Max,9,20,88152.43,61706.7
377,LG Sint,9,19,128342.95,89840.06
378,LG Fugit Pro,9,69,55994.0,39195.8
379,LG Quo Max,9,26,22098.99,15469.29
380,LG Quam Max,9,47,61018.6,42713.02
381,LG Natus X,9,14,112128.98,78490.29
382,LG Quia Plus,9,39,94331.58,66032.11
383,LG Ab Pro,9,42,132387.93,92671.55
384,LG Magni,9,23,56117.64,39282.35
385,LG Provident X,9,74,79604.98,55723.49
386,LG Totam Lite,9,90,55031.54,38522.08
387,LG Quae Lite,9,33,9355.45,6548.82
388,LG Est,9,86,32102.59,22471.81
389,LG Adipisci Pro,9,44,97583.06,68308.14
390,LG Suscipit Lite,9,32,80859.51,56601.66
391,LG Fugiat Plus,9,23,54389.23,38072.46
392,LG Consequuntur Lite,9,77,109639.39,76747.57
393,LG Praesentium Lite,9,78,8934.63,6254.24
394,LG Rem Plus,9,59,66841.49,46789.04
395,LG Incidunt Max,9,28,24999.86,17499.9
396,LG Suscipit Plus,9,26,104269.86,72988.9
397,LG Nihil Plus,9,87,144694.35,101286.04
398,LG Consequuntur,9,53,93377.19,65364.03
399,LG Sint X,9,19,25426.4,17798.48
400,Canon Dignissimos Pro,10,47,18544.46,12981.12
401,Canon Modi Max,10,50,131755.92,92229.14
402,Canon Sequi Lite,10,9,68686.64,48080.65
403,Canon Eius Pro,10,23,48671.16,34069.81
404,Canon Maxime Lite,10,18,10021.55,7015.08
405,Canon Assumenda Plus,10,10,52904.71,37033.3
406,Canon Aperiam Max,10,89,107280.42,75096.29
407,Canon Animi Pro,10,15,73569.69,51498.78
408,Canon Ex Lite,10,73,104835.03,73384.52
409,Canon Iusto,10,57,145998.16,102198.71
410,Canon Modi Pro,10,15,103050.11,72135.08
411,Canon Eligendi,10,,84819.01,59373.31
412,Canon Non,10,65,32884.05,23018.84
413,Canon Adipisci X,10,88,50648.37,35453.86
414,Canon Fugit Lite,10,89,103461.04,72422.73
415,Canon Quisquam Pro,10,5,140337.03,98235.92
416,Canon Quaerat Plus,10,11,3720.67,2604.47
417,Canon Illum Pro,10,14,143813.06,100669.14
418,Canon Veniam Lite,10,6,65774.95,46042.46
419,Canon Tempora Lite,10,90,142625.07,99837.55
420,Canon Maiores X,10,39,126290.4,88403.28
421,Canon Eos Pro,10,44,16576.35,11603.44
422,Canon Architecto Max,10,78,42647.95,29853.56
423,Canon Dolorum Lite,10,51,46406.57,32484.6
424,Canon Dolores,10,70,146337.8,102436.46
425,Canon Exercitationem Plus,10,80,19077.71,13354.4
426,Canon Est Lite,10,,98286.62,68800.63
427,Canon Cum Max,10,61,64365.49,45055.84
428,Canon Molestias,10,2,5785.64,4049.95
429,Canon Officiis,10,43,92922.54,65045.78
430,Canon Officiis Lite,10,35,82842.26,57989.58
431,Canon Porro Pro,10,89,24662.81,17263.97
432,Canon Nisi Max,10,1,6398.65,4479.05
433,Canon Illo Plus,10,90,11355.87,7949.11
434,Canon Ea X,10,85,146743.7,102720.59
435,Canon Quaerat Pro,10,69,68216.66,47751.66
436,Canon Asperiores X,10,53,94267.56,65987.29
437,Canon Ut,10,26,8340.37,5838.26
438,Canon Reiciendis Pro,10,34,67693.97,47385.78
439,Canon Voluptatibus,10,35,143950.44,100765.31
440,Canon Dolorem Plus,10,72,99430.34,69601.24
441,Canon Dolores,10,68,63273.21,44291.25
442,Canon Maiores Lite,10,47,23635.99,16545.19
443,Canon Laudantium X,10,14,97904.31,68533.02
444,Canon Nulla Lite,10,44,6050.55,4235.38
445,Canon Blanditiis Max,10,91,121254.98,84878.49
446,Canon Delectus Plus,10,50,126950.06,88865.04
447,Canon Ipsum Plus,10,68,48343.28,33840.3
448,Canon Dicta Pro,10,72,36045.62,25231.93
449,Canon Odio X,10,3,13326.81,9328.77
450,Canon Aut Plus,10,39,8775.59,6142.91
451,Canon Perspiciatis Lite,10,5,106045.67,74231.97
452,Canon Tempore,10,1,148765.82,104136.07
453,Nikon A,11,59,75549.46,52884.62
454,Nikon Molestiae Plus,11,53,121236.78,84865.75
455,Nikon Adipisci Max,11,30,71138.66,49797.06
456,Nikon Molestias X,11,88,37394.8,26176.36
457,Nikon Ipsum Plus,11,2,48678.98,34075.29
458,Nikon Voluptatem Pro,11,86,80938.9,56657.23
459,Nikon Provident Lite,11,41,4314.55,3020.18
460,Nikon Tempora Pro,11,50,52186.63,36530.64
461,Nikon Repellat Pro,11,,54540.61,38178.43
462,Nikon Iste Max,11,79,33887.39,23721.17
463,Nikon Esse Pro,11,16,54223.87,37956.71
464,Nikon Tempore Pro,11,43,51035.74,35725.02
465,Nikon Odit X,11,90,580.58,406.41
466,Nikon Neque Pro,11,10,97923.43,68546.4
467,Nikon Voluptatibus Plus,11,,50367.85,35257.49
468,Nikon Assumenda,11,74,71808.1,50265.67
469,Nikon Dolores Pro,11,,142001.91,99401.34
470,Nikon Aliquam Plus,11,72,93143.48,65200.44
471,Nikon Consectetur Lite,11,82,125037.11,87525.98
472,Nikon Explicabo Lite,11,8,47109.44,32976.61
473,Nikon Nihil Pro,11,36,72162.21,50513.55
474,Nikon Perspiciatis Plus,11,62,136017.43,95212.2
475,Nikon Sapiente Max,11,30,19447.17,13613.02
476,Nikon Dolor Max,11,13,108351.76,75846.23
477,Nikon Quisquam Plus,11,53,66300.17,46410.12
478,Nikon Adipisci Plus,11,39,84846.98,59392.89
479,Nikon Soluta,11,68,113530.62,79471.43
480,Nikon Fugiat Pro,11,,148603.15,104022.2
481,Nikon Exercitationem Max,11,57,143003.51,100102.46
482,Nikon Velit Plus,11,63,139157.82,97410.47
483,Nikon Mollitia Max,11,8,879.49,615.64
484,Nikon Tempora X,11,88,60674.66,42472.26
485,Nikon Earum Max,11,9,54166.94,37916.86
486,Nikon Voluptatum Pro,11,56,82141.23,57498.86
487,Nikon Ex X,11,26,42006.6,29404.62
488,Nikon Inventore Pro,11,49,137782.8,96447.96
489,Nikon Aut Max,11,26,137385.08,96169.56
490,Nikon Autem Pro,11,16,93420.38,65394.27
491,Nikon Quo Plus,11,9,76041.36,53228.95
492,Nikon Saepe Plus,11,,116111.44,81278.01
493,Nikon Enim X,11,75,35690.03,24983.02
494,Nikon Unde Pro,11,81,78993.98,55295.79
495,Nikon Dolor,11,65,146490.72,102543.5
496,Nikon Neque Lite,11,66,135833.56,95083.49
497,Nikon Ut Pro,11,9,81671.08,57169.76
498,Nikon Aliquam X,11,60,2443.41,1710.39
499,Nikon Sit,11,18,51535.6,36074.92
500,Nikon Incidunt Pro,11,41,41375.62,28962.93
501,Nikon Mollitia Lite,11,89,97443.93,68210.75
502,Nikon Quo Max,11,29,131333.03,91933.12
503,Bose Eligendi X,12,56,8777.41,6144.19
504,Bose Laboriosam Lite,12,76,89693.33,62785.33
505,Bose Exercitationem Plus,12,48,47081.9,32957.33
506,Bose Harum Max,12,31,83259.75,58281.82
507,Bose Ea Lite,12,91,104469.31,73128.52
508,Bose Esse Pro,12,48,53116.07,37181.25
509,Bose Accusantium Pro,12,12,7073.99,4951.79
510,Bose Hic Lite,12,10,41529.53,29070.67
511,Bose Illo Plus,12,4,118439.91,82907.94
512,Bose Necessitatibus Max,12,81,67353.53,47147.47
513,Bose Repellendus,12,81,106291.85,74404.3
514,Bose Alias Lite,12,42,81455.73,57019.01
515,Bose Necessitatibus X,12,55,57761.88,40433.32
516,Bose Quos Max,12,74,106387.22,74471.05
517,Bose Tempore Pro,12,,13567.47,9497.23
518,Bose Nihil Max,12,26,34714.91,24300.44
519,Bose Velit,12,56,73305.45,51313.81
520,Bose Explicabo,12,70,118826.59,83178.61
521,Bose Eveniet Plus,12,2,145029.78,101520.85
522,Bose Repellat Max,12,,53818.58,37673.01
523,Bose Fugiat Plus,12,88,77130.9,53991.63
524,Bose Tempore Max,12,52,89695.84,62787.09
525,Bose Fuga X,12,56,51668.69,36168.08
526,Bose Aperiam X,12,47,93151.26,65205.88
527,Bose Harum Max,12,33,78138.74,54697.12
528,Bose Omnis Pro,12,81,27389.66,19172.76
529,Bose Facilis Pro,12,17,95099.16,66569.41
530,Bose Quam Pro,12,68,20668.83,14468.18
531,Bose Maiores Plus,12,16,144150.94,100905.66
532,Bose Dignissimos Plus,12,28,86679.71,60675.8
533,Bose Tempora Max,12,65,55159.62,38611.73
