spend_id,campaign_id,spend_date,amount,platform
207,187,2024-06-13,609.07,Facebook
208,84,2025-01-06,3911.37,LinkedIn
209,29,2024-10-12,3021.69,Twitter
210,89,2025-09-16,3891.66,Instagram
211,249,2025-08-17,3886.82,Facebook
212,119,2026-01-06,1600.02,Twitter
213,195,2025-08-19,2961.43,Facebook
214,140,2024-06-15,2380.15,Google
215,2,2025-03-16,1601.21,Facebook
216,59,2025-07-29,840.1,Google
217,45,2024-01-07,1369.55,LinkedIn
218,122,2024-01-31,1324.23,Facebook
219,4,2025-09-12,757.87,Google
220,41,2025-10-12,4175.06,Instagram
221,63,2024-01-10,2624.41,LinkedIn
222,210,2024-12-31,2550.15,Google
223,202,2025-11-23,711.78,LinkedIn
224,242,2024-04-06,3813.47,LinkedIn
225,49,2025-07-06,4906.67,LinkedIn
226,44,2024-09-07,4835.83,Instagram
227,134,2024-09-05,4749.91,Google
228,195,2025-08-28,1820.75,LinkedIn
229,11,2024-02-15,1564.62,Facebook
230,71,2026-02-14,940.88,Google
231,32,2025-04-28,896.12,Google
232,156,2025-09-29,2212.6,Twitter
233,104,2026-01-13,2257.13,Instagram
234,246,2024-03-25,3706.38,Instagram
235,7,2025-01-08,4414.48,Google
236,58,2026-02-02,2105.85,LinkedIn
237,51,2025-01-26,1467.35,LinkedIn
238,107,2024-06-26,628.58,Instagram
239,154,2024-01-18,2739.73,Facebook
240,48,2025-05-22,1864.97,Facebook
241,142,2025-06-21,554.71,Facebook
242,16,2024-02-08,2268.82,Facebook
243,180,2024-11-21,1464.11,Instagram
244,109,2024-09-11,4461.09,LinkedIn
245,18,2025-06-03,2867.45,LinkedIn
246,51,2025-02-05,4409.48,Twitter
247,74,2024-04-23,4739.48,Instagram
248,202,2025-04-14,324.84,Twitter
249,168,2026-02-01,250.9,Google
250,135,2024-11-26,4909.37,LinkedIn
251,27,2025-03-28,1997.02,Facebook
252,151,2024-03-09,2659.74,Instagram
253,245,2025-07-12,645.07,LinkedIn
254,204,2025-12-10,964.35,Facebook
255,249,2025-10-15,1466.3,Twitter
256,71,2025-08-06,1192.44,Facebook
257,162,2024-09-27,1572.37,Instagram
258,95,2024-05-30,3795.22,Twitter
259,57,2025-02-20,2434.66,LinkedIn
260,90,2025-06-24,396.73,Twitter
261,172,2025-12-25,4372.13,LinkedIn
262,74,2024-05-20,4241.64,Google
263,45,2025-03-30,3578.91,Twitter
264,169,2025-08-19,2537.17,Instagram
265,37,2025-05-04,966.63,Instagram
266,128,2024-11-25,1215.45,LinkedIn
267,206,2025-11-14,1020.23,Twitter
268,141,2025-11-16,2770.93,Instagram
269,124,2025-05-05,3415.95,Twitter
270,66,2024-12-17,4223.81,Google
271,250,2024-10-15,4443.74,LinkedIn
272,2,2024-12-28,4016.71,Google
273,148,2024-12-21,2349.59,Twitter
274,110,2025-12-31,2679.99,Facebook
275,165,2024-11-02,2533.9,Instagram
276,58,2024-06-22,357.24,Instagram
277,146,2025-10-28,337.69,Twitter
278,185,2025-04-14,779.82,Instagram
279,168,2026-02-14,2494.31,Facebook
280,95,2025-03-13,3939.88,Facebook
281,247,2025-01-10,520.07,Instagram
282,112,2024-05-21,2369.42,Twitter
283,29,2024-01-25,1132.56,LinkedIn
284,61,2025-06-24,2840.02,Facebook
285,236,2026-01-17,1097.33,Google
286,49,2025-07-24,3873.04,Facebook
287,239,2024-05-29,1496.44,LinkedIn
288,126,2025-07-25,4030.21,Instagram
289,96,2025-11-07,2362.37,Instagram
290,178,2024-07-07,3268.4,Facebook
291,68,2025-01-12,2155.07,Instagram
292,102,2024-10-02,3780.79,Google
293,99,2025-11-21,4857.17,Facebook
294,111,2025-10-10,193.06,Google
295,176,2025-11-20,565.42,Twitter
296,234,2024-12-19,3466.97,Twitter
297,102,2026-01-23,3614.06,Twitter
298,178,2024-03-18,176.42,LinkedIn
299,57,2024-06-16,4734.84,Facebook
300,207,2024-05-31,4379.83,Facebook
301,156,2025-01-10,3158.68,Facebook
302,208,2025-04-06,134.01,Google
303,143,2026-01-14,4190.21,Facebook
304,165,2024-10-17,4283.78,Google
305,204,2024-08-06,2957.26,Facebook
306,122,2026-02-09,4224.13,LinkedIn
307,177,2025-09-19,3193.99,Instagram
308,56,2025-09-24,501.83,LinkedIn
309,89,2025-11-28,4928.69,Facebook
310,248,2025-07-06,2540.1,Facebook
311,45,2025-05-19,1472.89,Twitter
312,213,2024-05-08,4751.39,Facebook
313,96,2024-10-25,1962.53,Instagram
314,180,2025-05-22,3058.15,LinkedIn
315,179,2025-12-26,4499.26,LinkedIn
316,130,2025-03-10,269.2,LinkedIn
317,118,2024-09-13,1552.17,Google
318,49,2025-03-14,1691.44,Twitter
319,66,2025-02-18,4832.97,LinkedIn
320,153,2025-02-25,2382.6,Instagram
321,106,2024-02-08,782.23,Instagram
322,1,2024-12-09,3755.76,LinkedIn
323,100,2024-07-06,2209.1,Instagram
324,29,2024-08-28,2204.96,Facebook
325,176,2024-12-06,2731.71,Instagram
326,71,2024-12-19,4350.03,Google
327,54,2025-10-21,1343.54,Instagram
328,81,2025-09-20,721.44,Google
329,238,2024-12-15,3007.76,Instagram
330,39,2024-02-25,399.18,LinkedIn
331,9,2026-02-13,3000.61,Instagram
332,71,2024-06-28,3595.91,Google
333,235,2025-03-20,1225.78,LinkedIn
334,9,2025-06-20,4777.91,Google
335,145,2025-01-17,1227.94,Twitter
336,127,2025-04-09,2535.59,Twitter
337,121,2024-01-27,613.45,Google
338,162,2024-05-31,1351.7,Google
339,81,2024-01-22,4646.81,LinkedIn
340,114,2024-10-12,567.86,Google
341,28,2024-02-26,634.57,LinkedIn
342,178,2025-09-08,4563.39,LinkedIn
343,84,2025-05-22,1368.54,Facebook
344,212,2024-08-06,3560.86,Instagram
345,53,2024-03-13,335.11,Facebook
346,224,2026-01-31,1308.98,Twitter
347,195,2025-06-01,2200.17,Instagram
348,173,2024-06-30,2708.87,Google
349,214,2024-06-25,4189.06,Facebook
350,215,2024-05-02,4862.41,LinkedIn
351,67,2024-03-30,3969.24,Instagram
352,213,2025-04-07,4487.27,Facebook
353,98,2024-01-05,2375.68,LinkedIn
354,101,2025-01-01,2688.42,Facebook
355,162,2025-06-10,4250.04,LinkedIn
356,190,2025-04-25,4553.11,Twitter
357,198,2025-02-25,2990.15,Twitter
358,218,2024-09-04,1378.17,Instagram
359,109,2025-04-29,2777.37,Instagram
360,242,2025-11-26,3739.85,Facebook
361,246,2025-02-06,1158.56,Twitter
362,109,2025-10-19,3515.92,Twitter
363,71,2026-02-04,1210.37,Twitter
364,56,2024-08-03,1940.07,Instagram
365,218,2025-05-01,4393.15,Google
366,202,2024-07-06,2907.26,Google
367,167,2025-12-08,4434.86,Twitter
368,141,2025-09-10,1978.35,LinkedIn
369,49,2024-02-22,3248.21,Facebook
370,129,2025-10-05,1245.67,Instagram
371,153,2024-04-04,317.95,Google
372,17,2024-05-13,608.34,Google
373,8,2025-05-02,4240.06,Instagram
374,158,2024-04-21,770.07,Twitter
375,34,2025-11-04,432.33,Twitter
376,222,2025-05-31,3604.75,Facebook
377,144,2025-03-26,427.79,Facebook
378,45,2024-11-13,2338.84,Instagram
379,92,2025-04-11,2181.21,LinkedIn
380,108,2025-11-19,1536.61,Instagram
381,61,2025-02-12,2709.77,Twitter
382,34,2025-07-17,930.21,Instagram
383,94,2025-01-09,3011.78,Instagram
384,194,2025-06-26,1718.2,Facebook
385,152,2025-03-13,4116.01,Twitter
386,147,2025-03-11,4562.96,LinkedIn
387,144,2025-08-16,678.64,Twitter
388,123,2025-10-27,2313.01,LinkedIn
389,103,2024-07-18,404.45,Google
390,25,2025-04-24,2228.02,Twitter
391,30,2025-06-08,3826.26,Google
392,204,2024-11-25,1700.0,Facebook
393,155,2024-02-29,811.2,Twitter
394,92,2024-02-20,4678.6,Facebook
395,147,2024-07-03,1418.46,Facebook
396,173,2024-10-30,4096.37,Google
397,221,2024-04-22,1405.54,LinkedIn
398,48,2024-08-13,1623.57,Twitter
399,229,2025-07-26,4207.91,Instagram
400,107,2025-11-24,561.99,Instagram
401,41,2024-05-21,4506.58,Google
402,103,2024-07-27,4398.37,Google
403,175,2024-05-22,2223.56,Instagram
404,205,2024-02-19,3179.08,LinkedIn
405,39,2024-02-03,1223.56,Instagram
406,230,2024-04-15,3177.94,Instagram
407,226,2024-12-29,822.55,Facebook
408,22,2024-12-03,1413.95,Twitter
409,172,2024-11-10,3038.24,Facebook
410,151,2024-05-10,1814.53,LinkedIn
411,52,2025-04-11,623.38,Twitter
412,14,2025-10-03,4241.59,Twitter
413,122,2024-02-14,1520.75,Twitter
414,95,2025-12-06,2294.63,Facebook
415,100,2025-05-25,978.71,Google
416,197,2024-08-18,1833.33,Twitter
417,250,2025-08-28,1758.47,Instagram
418,152,2024-04-10,2704.87,Instagram
419,250,2024-07-09,1667.33,Facebook
420,50,2025-04-11,732.02,Google
421,227,2025-08-14,2025.78,Google
422,81,2024-01-12,1366.04,Facebook
423,207,2024-01-27,3752.11,LinkedIn
424,134,2025-08-09,3689.31,Google
425,209,2026-01-05,1171.3,Facebook
426,201,2024-04-30,3997.8,Google
427,212,2024-07-07,4768.98,LinkedIn
428,32,2025-09-04,1122.42,Google
429,249,2025-08-10,3174.18,Facebook
430,56,2025-04-18,3207.93,Twitter
431,40,2025-09-18,1641.5,Google
432,192,2024-11-21,4426.48,Instagram
433,166,2024-06-29,3735.25,Twitter
434,177,2025-06-11,2259.52,Instagram
435,53,2025-07-07,2657.34,Facebook
436,36,2024-09-11,272.98,Facebook
437,186,2025-02-09,785.79,Instagram
438,68,2025-07-07,1587.38,Google
439,142,2025-09-24,1918.23,Google
440,32,2025-07-02,1928.56,Google
441,167,2024-03-28,3724.94,LinkedIn
442,132,2024-03-30,4970.17,Instagram
443,249,2025-05-23,1877.79,Instagram
444,78,2025-04-15,2232.54,LinkedIn
445,208,2024-05-24,1553.5,LinkedIn
446,170,2025-12-07,2300.86,Facebook
447,15,2025-07-14,382.81,Twitter
448,51,2025-08-29,4113.77,Twitter
449,150,2025-10-26,4973.08,Google
450,94,2024-12-11,4305.58,Google
451,149,2025-05-08,1268.25,Google
452,233,2024-11-03,2945.44,Instagram
453,95,2025-07-05,1770.95,LinkedIn
454,212,2025-03-29,1644.03,Facebook
455,89,2025-12-16,3989.33,Google
456,166,2024-03-21,2729.97,Facebook
457,100,2025-11-16,1996.57,Facebook
458,87,2025-06-19,4409.45,Twitter
459,16,2024-12-25,2429.15,Instagram
460,183,2025-12-04,4956.44,Twitter
461,36,2024-12-10,3526.29,LinkedIn
462,232,2024-10-09,3751.3,Facebook
463,149,2024-03-21,4410.27,Twitter
464,217,2024-02-20,1558.87,Facebook
465,136,2024-01-10,4081.05,Twitter
466,218,2024-06-20,1164.38,Google
467,195,2024-05-20,4124.61,Instagram
468,226,2024-10-23,910.11,Twitter
469,134,2025-05-12,3130.99,LinkedIn
470,198,2025-08-27,2784.42,LinkedIn
471,225,2024-02-01,1576.64,Facebook
472,182,2024-05-31,1097.57,Twitter
473,80,2025-07-28,587.55,LinkedIn
474,118,2024-12-25,3379.19,Twitter
475,223,2025-01-05,3188.93,Facebook
476,86,2024-06-09,2055.84,Instagram
477,109,2024-01-16,1363.2,Facebook
478,74,2024-10-16,1618.57,LinkedIn
479,37,2025-12-09,1838.99,Instagram
480,130,2024-09-10,2946.25,Google
481,189,2024-06-24,3344.09,LinkedIn
482,150,2025-04-20,3467.71,Google
483,133,2024-07-05,1843.02,Instagram
484,153,2025-08-01,2181.85,Instagram
485,34,2024-05-20,192.05,Twitter
486,22,2024-01-05,2189.06,Facebook
487,194,2024-02-24,469.3,LinkedIn
488,240,2025-03-25,3833.2,Google
489,186,2024-02-02,1837.44,Twitter
490,231,2024-11-19,4519.69,Twitter
491,210,2024-04-19,4410.01,Facebook
492,235,2025-03-27,3383.75,LinkedIn
493,248,2024-07-17,410.74,Google
494,177,2024-03-27,3197.48,Google
495,17,2024-12-06,3875.13,LinkedIn
496,13,2024-07-01,238.43,LinkedIn
497,174,2025-04-10,4656.51,LinkedIn
498,153,2026-01-11,2759.39,Facebook
499,204,2024-05-29,4625.34,Twitter
500,18,2025-04-25,1776.35,Twitter
501,55,2025-08-05,694.12,Twitter
502,248,2024-05-17,1647.68,Instagram
503,37,2025-10-28,2348.47,Instagram
504,5,2024-07-27,2388.58,Facebook
505,142,2025-05-10,1693.47,Google
506,24,2025-12-16,4527.16,Twitter
507,213,2025-08-05,4646.75,Google
508,146,2025-08-04,2580.51,Instagram
509,131,2024-06-30,2112.29,LinkedIn
510,213,2024-06-05,1176.43,Instagram
511,62,2024-01-28,4298.65,Google
512,191,2024-01-18,4200.96,Facebook
513,77,2024-02-16,3206.1,Facebook
514,89,2025-07-30,1548.82,Twitter
515,66,2025-04-25,1605.4,Instagram
516,105,2025-02-16,387.21,Twitter
517,59,2025-03-13,2408.38,Facebook
518,109,2024-04-28,3066.99,Facebook
519,181,2024-05-01,4699.96,Facebook
520,124,2025-01-13,733.63,LinkedIn
521,119,2025-04-23,4623.02,Twitter
522,116,2024-02-02,4289.96,Facebook
523,245,2024-01-15,2668.87,Instagram
524,230,2024-01-20,3224.62,Google
525,53,2024-06-28,3929.09,Facebook
526,9,2024-09-03,4282.14,Facebook
527,182,2024-06-14,2720.74,LinkedIn
528,30,2024-06-10,826.11,LinkedIn
529,78,2024-02-03,4839.68,Facebook
530,176,2025-02-03,2914.45,LinkedIn
531,55,2024-08-20,1868.73,Instagram
532,212,2026-02-14,446.69,Twitter
533,197,2025-08-01,101.29,Google
534,119,2024-01-19,4168.28,Instagram
535,155,2024-07-31,3530.54,Google
536,43,2025-10-27,2020.62,Google
537,32,2025-08-27,4468.75,Twitter
538,26,2025-06-09,4683.52,Facebook
539,124,2024-08-29,2127.0,Twitter
540,89,2024-05-27,1614.7,Google
541,153,2025-12-27,2836.29,Facebook
542,244,2024-12-20,3233.45,Twitter
543,3,2024-02-05,1670.05,Twitter
544,208,2025-12-18,4606.25,Google
545,88,2025-08-30,4530.68,Instagram
546,245,2025-01-03,865.77,LinkedIn
547,68,2024-06-16,3679.89,LinkedIn
548,98,2024-12-26,4437.94,Facebook
549,20,2025-04-11,4844.54,LinkedIn
550,54,2025-06-13,2721.14,LinkedIn
551,34,2026-01-08,1038.57,Google
552,19,2024-10-22,4735.13,LinkedIn
553,192,2024-09-12,1126.08,LinkedIn
554,207,2026-01-08,2802.41,Twitter
555,153,2024-12-02,4649.17,LinkedIn
556,47,2024-07-06,105.28,LinkedIn
557,37,2025-05-09,2507.43,LinkedIn
558,223,2025-12-21,1544.08,Twitter
559,135,2025-07-03,1806.5,Facebook
560,153,2025-12-07,308.94,LinkedIn
561,64,2024-08-24,3401.39,Twitter
562,29,2024-09-01,506.27,Google
563,155,2024-10-29,3002.08,LinkedIn
564,57,2024-09-29,4890.18,Google
565,114,2025-09-30,1411.4,Twitter
566,185,2025-10-20,4329.23,Google
567,42,2024-10-01,3696.77,LinkedIn
568,34,2025-12-06,2923.64,LinkedIn
569,130,2024-08-29,1662.53,Facebook
570,141,2024-05-02,2899.68,LinkedIn
571,184,2024-12-26,3848.42,LinkedIn
572,37,2024-04-03,695.97,Google
573,199,2025-06-23,1051.79,LinkedIn
574,17,2024-07-22,2579.82,LinkedIn
575,138,2024-02-08,4403.44,Google
576,160,2024-10-27,232.75,Instagram
577,209,2025-06-05,3829.96,Facebook
578,224,2024-10-02,1187.83,Twitter
579,71,2025-01-05,3248.61,Facebook
580,63,2025-04-27,3938.12,LinkedIn
581,132,2025-04-19,3456.07,Facebook
582,113,2026-01-31,2808.87,Google
583,65,2025-01-09,4785.4,Twitter
584,27,2024-12-04,4745.58,Instagram
585,21,2025-01-15,4037.36,Instagram
586,119,2025-03-10,4471.11,Google
587,82,2025-03-02,550.84,Instagram
588,180,2024-11-06,2169.43,Google
589,35,2025-08-22,2528.58,Instagram
590,2,2024-10-20,1422.58,LinkedIn
591,108,2025-01-08,1875.01,Instagram
592,203,2025-04-11,4977.37,LinkedIn
593,152,2024-11-11,4546.86,LinkedIn
594,188,2025-04-27,4343.29,Facebook
595,147,2025-02-05,625.71,Instagram
596,144,2025-07-14,996.68,Twitter
597,150,2024-06-06,2397.37,Instagram
598,204,2025-01-15,4462.2,Twitter
599,171,2026-01-29,2803.14,LinkedIn
600,232,2024-04-11,3839.25,Instagram
601,230,2025-04-24,3239.15,Google
602,76,2025-03-05,1067.34,Facebook
603,195,2024-01-30,1400.46,Google
604,103,2026-01-23,4209.16,Facebook
605,93,2025-05-29,2770.92,Facebook
606,149,2026-02-11,2935.97,Facebook
607,44,2024-06-30,1082.14,Instagram
608,34,2025-09-21,1324.89,Facebook
609,168,2024-09-27,2633.89,Facebook
610,52,2025-10-05,2209.88,Twitter
611,103,2025-10-25,2312.95,Google
612,39,2024-03-16,3113.08,Instagram
613,56,2025-01-17,3187.34,Twitter
614,203,2025-12-29,1841.14,LinkedIn
615,66,2025-05-09,4231.45,Twitter
616,236,2024-05-26,1947.88,LinkedIn
617,214,2024-03-09,938.58,Instagram
618,229,2024-04-07,2319.82,Google
619,173,2024-12-04,2969.03,Google
620,134,2024-07-28,2741.91,LinkedIn
621,91,2025-08-15,1147.27,Instagram
622,200,2025-01-13,1451.96,Twitter
623,8,2025-06-02,3287.0,Instagram
624,68,2024-03-26,1296.42,Twitter
625,102,2024-08-03,2765.08,Twitter
626,118,2025-07-01,4623.11,Instagram
627,20,2024-03-18,564.87,Instagram
628,183,2024-10-24,4752.29,LinkedIn
629,216,2025-08-07,2178.49,Facebook
630,144,2025-05-18,2953.47,Facebook
631,117,2025-08-27,415.96,LinkedIn
632,97,2026-02-02,4455.05,LinkedIn
633,179,2024-11-16,2058.69,Instagram
634,13,2026-01-27,554.75,Google
635,72,2025-03-23,1883.86,Instagram
636,162,2025-02-06,1502.45,Twitter
637,118,2025-11-04,3131.35,Instagram
638,102,2024-08-19,2524.76,Instagram
639,234,2024-04-06,2029.55,Google
640,183,2024-04-22,256.44,Twitter
641,176,2024-10-09,943.46,Instagram
642,181,2026-01-02,1008.53,Instagram
643,220,2025-08-26,2775.1,Google
644,12,2024-03-15,290.27,Twitter
645,232,2024-09-30,858.79,Twitter
646,147,2024-12-09,1243.87,Google
647,239,2024-10-09,2521.33,Google
648,212,2024-04-17,4994.0,Google
649,86,2025-12-05,637.66,LinkedIn
650,108,2025-10-19,242.26,LinkedIn
651,61,2024-01-18,2536.88,LinkedIn
652,239,2024-10-31,184.96,Twitter
653,96,2024-08-28,4330.46,Instagram
654,182,2025-05-19,1038.7,Instagram
655,47,2024-10-16,4472.24,LinkedIn
656,73,2024-07-05,2541.24,Google
657,70,2024-10-07,4349.96,Facebook
658,230,2024-01-16,2659.89,Facebook
659,209,2024-10-04,773.36,Twitter
660,77,2025-10-05,192.39,Instagram
661,105,2024-08-30,4174.48,Facebook
662,98,2025-08-30,1434.1,LinkedIn
663,222,2025-03-18,3199.7,Facebook
664,186,2025-02-21,489.09,Instagram
665,45,2024-08-04,3040.22,LinkedIn
666,246,2024-05-12,975.82,Facebook
667,154,2025-07-10,3233.17,LinkedIn
668,231,2025-12-30,1627.69,Google
669,173,2024-10-09,3644.16,LinkedIn
