call_id,customer_id,agent_id,call_start_time,call_duration_seconds,call_reason,status
10829,16114,1661,,828.0,,Pending
20815,27741,2850,2025-07-17 18:16:25.032871,1669.0,Account Access,Escalated
3096,11156,217,2025-03-10 07:42:09.168962,385.0,Return/Refund,Dropped
24640,44151,1591,2026-01-10 07:53:39.495437,1433.0,Order Inquiry,Pending
13110,34726,2629,2025-03-09 00:55:35.663339,1473.0,Order Inquiry,Escalated
18147,6165,2039,2025-09-08 14:04:26.710099,1052.0,,Resolved
465,3820,2039,2025-04-10 21:51:14.972327,215.0,Complaint,Escalated
23969,12705,371,2025-05-18 06:29:48.211874,1582.0,Return/Refund,Pending
3451,3297,1677,2025-09-23 08:47:34.951115,230.0,Complaint,Escalated
13693,37140,683,2025-06-24 12:49:37.345970,699.0,Order Inquiry,Resolved
3635,29199,869,2025-04-10 09:41:33.314024,906.0,Product Question,Resolved
2310,21927,2642,2025-10-03 18:02:35.216815,802.0,Product Question,Dropped
2914,25225,482,2026-01-08 14:17:22.333614,533.0,Complaint,DROPPED
14255,33211,1677,2025-05-03 12:08:20.795854,362.0,Complaint,Resolved
5370,12602,2250,2025-06-28 17:29:15.244465,,Product Question,escalated
18371,6276,2757,2025-11-03 14:02:46.183703,264.0,Product Question,Escalated
5040,41199,2284,2026-01-07 16:59:52.582652,1031.0,Account Access,Pending
15595,24569,63,2025-10-17 16:00:19.287910,321.0,Account Access,Pending
23339,2936,2646,,1367.0,Technical Support,Pending
19278,5864,70,2025-10-16 05:43:40.483638,1555.0,Complaint,Resolved
4889,39548,401,2025-05-05 02:06:52.242185,662.0,ORDER INQUIRY,Pending
5727,34306,1317,2025-12-11 15:53:27.115661,1074.0,Account Access,Escalated
23529,36956,2757,2025-09-16 23:26:44.105844,224.0,Order Inquiry,Dropped
1558,25494,2449,2025-11-15 08:38:07.489794,1794.0,order inquiry,Escalated
16752,19017,1696,2025-07-21 02:12:14.674165,839.0,Return/Refund,
10537,29798,2680,2025-03-04 06:13:18.073986,1630.0,Product Question,Resolved
17278,36966,175,2026-01-09 05:07:19.633225,122.0,Return/Refund,Dropped
14103,37104,727,2025-10-18 05:04:30.093065,962.0,Order Inquiry,Pending
4858,18657,2168,2026-02-02 15:22:16.488853,1147.0,Account Access,Pending
1535,38565,1225,2025-10-20 06:23:11.699725,914.0,Product Question,Escalated
2263,34930,779,2025-07-20 14:13:44.581147,1260.0,Account Access,Dropped
3758,36173,2190,2025-08-11 03:06:38.635706,1560.0,Order Inquiry,Dropped
19902,2913,2434,2025-05-16 01:52:44.862005,910.0,Account Access,Dropped
10410,34456,813,,281.0,Technical Support,Pending
16277,35584,1591,2025-07-31 07:31:37.546897,903.0,billing issue,Escalated
5590,29304,2882,2025-11-22 05:41:31.952035,722.0,Complaint,Dropped
22962,21445,229,2025-05-20 10:41:00.525915,490.0,Complaint,Escalated
6107,42222,2121,,1600.0,Account Access,Pending
14057,44630,2757,2025-09-18 12:46:03.204319,,Complaint,Pending
7214,14514,494,2025-03-28 08:20:45.867507,,Complaint,Resolved
12333,9955,217,2025-05-13 06:39:06.289043,1239.0,Return/Refund,Dropped
16997,16947,854,2025-10-10 14:05:39.886199,1322.0,Billing Issue,Pending
18,46066,1317,2025-08-18 22:07:00.846049,216.0,order inquiry,Pending
7867,33972,1387,2025-11-01 20:33:20.095201,589.0,ACCOUNT ACCESS,Dropped
11917,41458,2043,2025-04-05 00:55:30.719343,1751.0,Return/Refund,Dropped
12390,21163,353,2025-07-30 05:42:49.108429,471.0,Return/Refund,Dropped
21908,2345,1020,2025-03-29 06:33:06.161982,1115.0,Return/Refund,Escalated
19237,5861,1305,2025-02-16 20:45:24.339754,1505.0,Account Access,Escalated
17004,47105,394,2025-03-10 08:28:06.668004,262.0,Product Question,Dropped
877,3798,1696,2025-10-07 10:04:46.390855,248.0,Order Inquiry,Escalated
24672,40652,727,2026-02-05 07:22:28.936003,1096.0,Account Access,Pending
665,28448,2630,2025-08-22 01:01:20.463456,1142.0,Account Access,Escalated
7622,15437,1591,2026-01-24 00:11:42.860618,568.0,Technical Support,Escalated
266,10809,1649,2025-11-15 13:00:53.908837,1307.0,Order Inquiry,
6023,34987,2625,2025-08-07 06:21:32.916143,900.0,Order Inquiry,Resolved
24094,27418,1834,2025-09-30 05:06:20.637659,1700.0,Order Inquiry,Resolved
10164,329,2965,2025-04-27 08:42:19.891508,990.0,Billing Issue,Escalated
388,18370,2840,2025-09-25 22:00:38.492210,1004.0,Billing Issue,Resolved
20269,24379,1305,2025-06-14 18:00:38.561209,1007.0,Account Access,Pending
20805,44621,233,2026-02-01 08:49:33.936561,850.0,Order Inquiry,Resolved
16815,47874,2713,2026-01-13 16:39:34.726541,1670.0,Complaint,Escalated
8663,46107,2434,2025-07-10 18:52:15.705738,,Technical Support,Pending
13029,13691,2984,2025-08-18 03:42:16.038936,248.0,Billing Issue,Resolved
18366,38153,2449,2025-05-20 11:09:05.004065,279.0,Return/Refund,RESOLVED
10846,4052,2623,2025-08-28 01:30:17.092395,1650.0,,Escalated
2311,7182,1195,2025-09-19 02:10:09.643373,65.0,Complaint,Dropped
24423,28129,2646,2025-09-14 07:23:44.638824,561.0,Return/Refund,Dropped
24004,44509,2984,2025-07-24 00:38:46.314897,1339.0,Order Inquiry,Pending
16820,29090,1615,2025-10-20 11:28:02.313636,1138.0,Order Inquiry,Escalated
17510,10501,1827,,1174.0,Account Access,Resolved
6323,42433,302,2026-01-21 14:26:17.052609,1599.0,Account Access,Escalated
7753,46500,2623,,297.0,,Dropped
6141,34482,359,2025-11-06 10:07:24.031306,891.0,Product Question,Pending
5212,16363,2572,2026-02-07 07:06:17.371485,360.0,Order Inquiry,Pending
24945,19447,2137,2025-06-16 00:39:09.790685,1584.0,Return/Refund,Dropped
3899,16446,2101,2025-06-29 01:27:26.323467,1238.0,Complaint,Dropped
1691,20496,1067,2025-08-13 02:16:22.027370,942.0,Product Question,dropped
8641,28096,969,2025-05-26 11:38:19.074466,1708.0,Order Inquiry,Dropped
7511,44970,2572,2025-07-15 10:26:15.242959,968.0,Complaint,Pending
14925,23117,2039,2025-03-11 02:39:56.503904,1184.0,Complaint,Escalated
20352,14081,34,2025-07-15 00:20:56.877503,653.0,Return/Refund,Dropped
10615,28016,273,2025-06-18 19:33:45.138677,865.0,Return/Refund,
16268,36838,2623,2025-09-13 02:13:54.116679,1397.0,Billing Issue,Escalated
19588,406,1076,2025-04-06 12:30:06.157430,323.0,RETURN/REFUND,Dropped
17804,47628,969,2025-07-08 01:08:47.756657,,Return/Refund,Pending
22289,24634,2190,2025-11-20 02:50:24.602335,458.0,Return/Refund,Resolved
14368,36872,1214,2025-04-08 05:38:47.776264,472.0,Billing Issue,Dropped
20153,33425,229,2025-09-15 21:27:58.184125,528.0,Return/Refund,dropped
12664,33939,359,2025-12-02 02:22:40.361449,1720.0,,Resolved
20127,13900,2660,2025-03-04 12:57:21.444436,788.0,Return/Refund,Resolved
5537,27392,2757,2025-04-08 08:05:50.316589,710.0,Billing Issue,Escalated
11908,45574,2630,2025-12-15 07:18:02.750106,72.0,Complaint,Dropped
4175,15015,315,2025-11-01 00:29:20.887648,402.0,Product Question,Pending
6277,1925,302,2025-11-05 21:07:20.383099,1549.0,Complaint,Escalated
4145,41917,529,2025-09-20 02:18:47.996892,544.0,Complaint,Pending
9546,12258,2239,2025-09-14 05:45:30.010045,1773.0,Return/Refund,Resolved
1886,28151,1394,2025-08-15 13:39:19.130625,1065.0,RETURN/REFUND,Resolved
17341,28465,233,2025-05-13 07:17:41.186602,1200.0,Return/Refund,Dropped
10639,48085,2629,2026-01-25 06:14:54.927837,509.0,Order Inquiry,Dropped
2436,39924,59,2025-10-29 07:03:06.605321,,PRODUCT QUESTION,DROPPED
13602,10974,79,2025-11-13 08:52:28.051141,1262.0,Order Inquiry,pending
17470,37481,1372,2025-11-07 09:49:44.172010,698.0,Return/Refund,Dropped
3597,20015,1386,2026-02-07 13:00:47.878610,747.0,Technical Support,Resolved
18970,10405,683,2025-06-20 14:57:50.886194,315.0,Product Question,Pending
2449,33117,2625,2025-10-20 17:58:47.516759,1329.0,Account Access,Escalated
17551,37965,1859,2025-07-23 17:53:26.000890,109.0,Complaint,pending
3376,18261,2922,2025-07-05 05:11:50.257334,1314.0,,ESCALATED
1301,27655,630,2025-02-26 19:57:13.576807,1307.0,Account Access,Resolved
13350,23804,34,2025-10-08 07:53:40.207680,1007.0,Billing Issue,Resolved
24586,19489,2882,2025-11-28 16:31:29.988827,1267.0,Billing Issue,Resolved
8673,28501,394,2026-01-11 23:00:55.239083,1680.0,Order Inquiry,Escalated
24067,2957,1910,2025-03-04 12:33:49.249178,400.0,ACCOUNT ACCESS,
8483,6425,2101,,1285.0,Technical Support,Resolved
5050,32025,1131,2026-01-21 08:09:23.814395,990.0,Technical Support,DROPPED
22348,49318,2190,2025-03-18 23:45:15.648386,864.0,Complaint,Dropped
15898,6006,353,2025-08-05 02:23:47.326922,404.0,Product Question,Pending
1123,10399,1496,2025-04-05 13:17:07.282214,1272.0,Complaint,Resolved
3452,19911,2939,2025-09-10 16:29:39.889328,496.0,Account Access,Dropped
1702,42596,1255,2025-03-30 18:32:58.332186,1111.0,Return/Refund,
21176,41345,2834,2025-03-29 19:42:35.337829,1172.0,Product Question,Pending
6712,42071,302,2025-06-02 06:50:37.125305,1317.0,Order Inquiry,Escalated
10911,38584,2101,2025-11-01 02:51:09.246113,854.0,Return/Refund,Escalated
5205,39222,413,2025-12-30 02:48:02.084017,566.0,,Resolved
23668,45709,1676,2025-10-16 03:28:00.141270,1386.0,Complaint,Resolved
12046,47063,2808,2025-08-01 23:46:42.555536,1759.0,,Pending
8513,35794,401,2025-07-10 08:34:59.501261,412.0,Product Question,
10170,43700,352,,1322.0,Complaint,Dropped
16299,14220,2630,,1739.0,Complaint,Pending
16401,32548,1496,,1147.0,Product Question,Pending
7429,977,2680,2025-07-01 14:40:33.669480,1015.0,Technical Support,Pending
21213,44589,881,2025-04-01 17:54:25.869527,505.0,Order Inquiry,Pending
16531,10198,2691,2025-07-12 20:41:58.759439,1189.0,Billing Issue,Dropped
795,26885,2239,2025-11-25 04:02:22.943795,360.0,Technical Support,ESCALATED
6657,16317,394,2026-01-08 14:11:16.934889,888.0,Product Question,Escalated
24253,38038,2834,2025-10-24 23:54:13.382427,245.0,Account Access,Resolved
23854,38657,2757,2026-01-24 11:00:26.478599,839.0,Order Inquiry,Escalated
17473,9095,1859,2025-08-13 08:25:01.184363,857.0,Billing Issue,Resolved
9693,40477,2808,2025-07-08 14:27:25.353168,248.0,complaint,Pending
661,32422,2660,2026-02-06 03:20:49.561495,297.0,Account Access,Dropped
10737,2049,146,2025-04-17 17:25:34.344488,898.0,Return/Refund,Dropped
12186,38353,1615,2026-02-06 21:41:33.037723,406.0,Return/Refund,Dropped
5194,21143,234,2025-09-03 23:38:29.087075,468.0,Order Inquiry,Pending
10813,6836,217,2025-12-02 18:09:13.241573,1033.0,Return/Refund,Escalated
6724,33364,2101,2025-04-22 16:19:08.349320,787.0,Technical Support,Resolved
10863,15627,1236,2025-03-17 17:13:05.978195,668.0,Complaint,Dropped
15484,44463,2260,,1126.0,Account Access,Escalated
11081,16475,2178,2025-06-02 15:42:36.056287,831.0,Account Access,
21259,37160,628,,1218.0,Order Inquiry,Dropped
21887,27167,630,2025-03-31 12:58:34.644840,1291.0,Order Inquiry,Escalated
16513,36448,352,2025-05-23 21:48:01.119686,84.0,Technical Support,Dropped
6285,17120,854,2025-08-31 17:50:18.598892,1649.0,Order Inquiry,Resolved
8671,36979,2723,2025-02-16 18:44:38.403932,,Order Inquiry,Dropped
12544,43149,2623,2025-03-29 10:50:54.018644,1112.0,Billing Issue,DROPPED
19707,18937,1267,2025-08-20 04:02:45.744494,649.0,Return/Refund,Pending
23378,14502,462,2026-02-02 04:33:19.376966,107.0,Order Inquiry,Escalated
12788,13872,273,2025-09-17 19:24:50.811398,1224.0,Account Access,Escalated
2882,25597,2211,2025-08-10 06:13:59.960273,,Order Inquiry,Resolved
10210,41896,2039,2025-07-07 08:00:51.161388,505.0,Complaint,Escalated
18178,11637,1267,2025-07-05 21:13:37.318664,1613.0,Product Question,Dropped
7484,34396,1103,2025-07-14 19:32:42.872843,1125.0,Order Inquiry,
23169,44371,2148,2025-03-20 13:17:04.842267,912.0,Technical Support,ESCALATED
15826,8209,988,2025-09-04 05:02:13.456415,134.0,Billing Issue,Pending
4089,26988,2211,2025-08-07 17:55:08.232296,998.0,Return/Refund,Escalated
18131,29835,278,2025-02-17 09:04:42.101285,602.0,Return/Refund,Pending
12864,30453,1236,2026-01-06 13:08:07.799290,1169.0,Return/Refund,Dropped
24481,39868,1447,2025-08-14 11:45:06.433565,157.0,Billing Issue,Resolved
4986,23063,813,2026-01-15 17:56:17.779792,1695.0,Order Inquiry,Dropped
18246,14821,1859,2025-07-01 08:03:05.581371,1459.0,Account Access,Escalated
19919,21430,2680,2025-05-29 20:16:08.595977,726.0,Account Access,Dropped
24763,12624,2250,,1697.0,Account Access,
19325,29474,2360,2025-06-28 11:55:13.614817,1681.0,Return/Refund,Resolved
17515,49223,217,2025-03-27 09:49:00.708469,1495.0,COMPLAINT,Dropped
20227,13733,2259,2026-01-21 07:16:30.205218,872.0,Product Question,Escalated
16519,19965,79,2026-01-29 07:05:03.368783,567.0,Order Inquiry,Escalated
18568,16136,1386,2025-11-23 18:02:43.099934,227.0,Return/Refund,DROPPED
14682,46385,895,2025-03-02 11:47:46.717956,109.0,Billing Issue,Dropped
22831,9221,494,2025-04-03 07:29:37.839930,647.0,Product Question,Escalated
3327,6167,813,2025-05-14 12:23:15.617984,988.0,Return/Refund,Dropped
22714,23242,2101,2025-04-09 23:23:41.635216,950.0,Product Question,Resolved
19272,8740,1637,2025-12-26 12:45:00.176548,69.0,PRODUCT QUESTION,Pending
21555,24508,2141,2025-11-25 10:37:24.523953,1755.0,Order Inquiry,Pending
17939,34446,2953,2025-05-31 10:38:07.631220,657.0,Product Question,DROPPED
23562,45874,1595,2025-10-07 22:37:34.946136,1722.0,Order Inquiry,
13466,8514,1859,2025-04-19 12:15:53.676055,1598.0,Account Access,Dropped
3821,13696,427,2025-07-07 10:34:29.700453,1476.0,Order Inquiry,Pending
22895,21225,2247,2025-03-10 00:37:08.718764,1627.0,Order Inquiry,Dropped
6367,39389,2680,,1365.0,,Escalated
6298,43238,1859,2025-07-04 08:35:46.211365,1266.0,Billing Issue,Escalated
17905,28624,2874,2025-10-12 13:12:41.127809,1148.0,Complaint,resolved
14607,18379,2846,,1163.0,Billing Issue,Escalated
9510,2206,2043,2026-02-14 17:37:23.727080,738.0,Complaint,Escalated
16073,42781,2121,2025-07-31 16:13:59.585066,1099.0,Technical Support,Resolved
841,3090,20,2025-12-15 04:15:56.007314,680.0,Product Question,Resolved
18753,35596,357,2025-09-10 01:06:30.997255,285.0,,Dropped
19087,21517,245,2026-02-10 00:41:57.021665,1193.0,Return/Refund,Escalated
22992,19586,175,,298.0,Product Question,Pending
7306,4562,757,2025-12-20 11:31:35.341415,477.0,Billing Issue,Resolved
11029,42594,2334,2025-08-03 09:53:02.473373,,Account Access,Escalated
3228,31599,2148,2025-06-20 15:24:54.730989,786.0,Complaint,Escalated
5502,2657,884,2025-11-28 01:00:07.948222,,Order Inquiry,Pending
19898,2952,1737,,1717.0,Product Question,Resolved
461,22627,2922,2025-11-09 03:15:56.626123,447.0,Complaint,Escalated
6096,6501,1403,2025-04-21 19:36:40.205970,483.0,Return/Refund,Dropped
10005,34555,530,2025-06-24 23:17:19.051454,694.0,Return/Refund,Escalated
8184,10452,1737,2025-12-23 09:21:25.583462,508.0,Technical Support,Pending
3232,2553,1661,2025-11-21 04:11:33.748387,513.0,Return/Refund,Pending
9964,39197,1528,2025-11-29 04:16:29.734489,941.0,Return/Refund,
14484,28585,2953,2026-01-21 03:52:05.139747,1716.0,complaint,Resolved
2344,16315,1649,,1147.0,Return/Refund,Escalated
22468,39355,2259,2025-11-26 04:32:08.251194,1097.0,Product Question,Resolved
13452,31350,2625,2025-04-18 20:29:33.016743,719.0,Return/Refund,Pending
9426,29610,813,2025-12-12 11:18:40.052718,1553.0,Account Access,Dropped
3230,771,233,2025-04-27 20:20:40.681894,1648.0,Return/Refund,Escalated
6359,47979,2577,2025-04-24 13:54:33.184736,1665.0,Product Question,Pending
6447,6783,1270,2026-01-18 21:51:14.404987,,Technical Support,Dropped
9940,37358,529,2025-07-21 14:36:01.413111,433.0,product question,Pending
8314,40821,2770,2025-11-08 08:50:58.029042,987.0,Return/Refund,Dropped
24765,40633,2691,2025-07-27 06:19:48.247228,1385.0,Return/Refund,Dropped
10759,5016,1251,2025-11-19 19:36:50.294963,985.0,Product Question,
3405,37038,683,2025-09-16 00:58:10.750574,139.0,,Escalated
6106,4449,2178,2025-05-13 13:22:31.810290,971.0,RETURN/REFUND,Dropped
18652,37923,2137,2026-02-12 11:14:16.516330,1543.0,Technical Support,Dropped
4121,26062,63,2026-01-19 16:51:37.256104,994.0,Return/Refund,Resolved
1391,34916,1637,2025-07-23 18:28:02.650171,1738.0,Complaint,
16948,4865,139,2025-10-10 21:01:02.658725,644.0,Product Question,Dropped
4825,14324,1195,2025-10-01 03:15:06.573287,1050.0,Billing Issue,Escalated
18281,13269,2168,2025-07-27 14:46:15.366456,756.0,Billing Issue,Resolved
11888,21388,1661,2025-03-28 09:53:26.891470,1258.0,Order Inquiry,Pending
19835,47547,2121,2026-02-15 09:47:44.999203,997.0,Product Question,Resolved
19018,32031,2785,2025-09-15 16:40:20.421159,543.0,Return/Refund,Resolved
11433,26010,2713,2025-10-25 14:08:18.031116,1250.0,Complaint,Escalated
4765,5729,2623,2025-06-15 19:28:57.821575,1625.0,Order Inquiry,Pending
19404,14350,313,2025-11-11 23:04:19.691135,1173.0,Order Inquiry,Dropped
2556,790,1251,2025-08-20 18:26:11.561597,881.0,Order Inquiry,Dropped
21719,36557,302,2025-02-22 06:29:59.001213,674.0,Return/Refund,Escalated
1850,33549,139,2025-08-13 15:23:29.464298,1067.0,Billing Issue,RESOLVED
8784,38609,2043,2025-06-14 11:12:25.185746,697.0,Product Question,Resolved
17902,42896,2190,2025-03-10 22:57:32.486660,834.0,Return/Refund,Escalated
13495,1950,854,2025-05-29 13:30:50.802358,1002.0,Product Question,Dropped
18244,25145,2121,2025-09-19 08:21:21.657832,1314.0,Return/Refund,Dropped
106,4079,359,2025-03-12 06:14:32.944935,1100.0,Account Access,Resolved
22256,12969,2121,,194.0,Product Question,Escalated
16295,38213,800,2026-01-17 20:45:23.050061,,Billing Issue,Dropped
2325,23457,62,2025-04-01 05:06:31.492477,1765.0,Account Access,Pending
24190,22809,628,2025-04-02 14:08:37.862669,125.0,Return/Refund,Dropped
10122,3049,315,2025-11-08 10:40:59.831544,1727.0,Order Inquiry,Pending
9794,22341,2513,2025-08-29 00:44:19.526331,1051.0,Order Inquiry,Pending
22101,4830,2939,2025-12-25 20:38:59.757119,405.0,Technical Support,Dropped
19406,17142,1834,2025-08-13 01:56:55.966995,1038.0,Return/Refund,Resolved
2272,17436,2101,2026-02-06 20:20:09.766814,,Billing Issue,pending
10372,40756,233,2025-03-08 21:10:58.419770,1400.0,Order Inquiry,Escalated
16572,14747,1270,2025-09-27 06:47:13.283804,454.0,Return/Refund,pending
7694,48588,2405,,233.0,product question,PENDING
7144,41084,245,2025-05-13 04:14:27.496096,378.0,Product Question,Resolved
119,41827,2434,2025-11-17 14:30:44.456604,1199.0,Return/Refund,Resolved
5477,5330,2882,2025-10-02 17:38:37.735196,582.0,Order Inquiry,Escalated
2664,24643,146,2025-12-05 07:36:28.439383,629.0,Return/Refund,
13630,3456,2953,2025-11-01 00:05:08.129054,1248.0,RETURN/REFUND,Dropped
16594,39074,146,2025-08-19 03:32:16.676080,1676.0,product question,Dropped
11343,49808,529,2025-09-09 07:41:19.183146,1669.0,Order Inquiry,Escalated
5218,21180,2785,2025-05-28 09:29:45.853304,1572.0,Order Inquiry,
4291,6918,2757,2025-08-26 22:42:40.561018,902.0,TECHNICAL SUPPORT,Resolved
7049,19952,1387,2025-12-21 11:44:44.235187,1733.0,Billing Issue,Dropped
16912,36611,2939,2025-06-24 00:50:00.271024,376.0,TECHNICAL SUPPORT,Resolved
17256,17283,1661,2025-08-28 22:02:31.736491,1479.0,Order Inquiry,Pending
13100,40714,2846,2025-11-13 20:01:48.558298,459.0,Return/Refund,Resolved
18025,19673,2785,2025-08-18 02:56:26.964991,419.0,Technical Support,Resolved
17645,35605,2190,2025-02-19 13:00:09.630489,1700.0,,Pending
24701,38633,146,2025-09-09 19:26:43.984084,1018.0,Complaint,Resolved
19829,49070,401,2026-02-12 14:06:27.978814,225.0,Order Inquiry,Resolved
7622,15437,1591,2026-01-24 00:11:42.860618,568.0,Technical Support,Escalated
24470,16177,1067,2025-08-27 08:47:24.140002,366.0,Order Inquiry,resolved
15708,26927,313,2025-04-20 01:46:02.543028,1446.0,Order Inquiry,Resolved
14864,35232,212,2025-10-01 09:14:33.843536,756.0,Complaint,Dropped
24280,3001,1696,2025-07-31 08:37:37.107133,669.0,Product Question,Escalated
14355,39251,462,2025-09-02 13:27:58.130021,1235.0,Product Question,Resolved
16586,841,1020,2026-01-12 14:10:16.105742,1681.0,Account Access,escalated
6621,29813,2250,2025-12-22 23:05:28.737267,1134.0,Order Inquiry,Escalated
16774,11233,1834,2025-10-01 18:08:09.558318,1375.0,Billing Issue,
20150,4463,757,2025-12-10 20:27:55.779860,606.0,product question,Resolved
23433,35400,1637,2025-09-26 04:35:54.576661,1083.0,Order Inquiry,Resolved
21936,31315,969,2025-05-20 18:06:23.221626,1145.0,order inquiry,Pending
6244,42354,1811,2025-11-12 00:02:55.818192,1601.0,Account Access,Dropped
22878,39457,2284,2025-08-04 06:20:45.645840,325.0,Return/Refund,Dropped
6176,20285,427,2025-03-23 03:06:10.978378,189.0,,Resolved
3163,43669,2680,2026-01-26 05:33:46.763308,1488.0,complaint,Resolved
21923,26949,512,2025-02-22 17:29:18.526299,1347.0,Return/Refund,escalated
2482,18270,2629,2026-01-30 12:34:57.881079,717.0,Billing Issue,RESOLVED
2912,23830,2513,2025-03-27 23:19:26.870667,1061.0,Order Inquiry,Resolved
