spend_id,campaign_id,spend_date,amount,platform
2245,155,2024-10-15,3197.02,Facebook
389,38,2024-08-16,3322.42,LinkedIn
3453,197,,1456.59,Instagram
3490,203,2026-01-30,126.43,Twitter
2339,62,2024-06-14,2131.48,Facebook
1904,94,2025-01-05,2744.11,Twitter
3979,75,2024-07-27,4479.05,LinkedIn
3635,108,2025-02-26,810.47,Twitter
2335,202,2024-08-12,4615.17,Google
2495,62,2024-03-24,4768.4,Google
2193,12,2025-08-12,217.14,Google
3554,31,2026-01-21,4295.04,Instagram
3130,140,2025-03-23,890.88,Instagram
495,145,2025-05-22,2510.06,Instagram
687,211,2025-08-22,170.58,LinkedIn
2157,128,2024-12-30,3458.18,Twitter
1343,85,2025-06-07,4572.97,GOOGLE
745,94,2024-09-13,246.22,Twitter
3297,122,2024-12-26,3402.19,Google
2400,51,2025-06-13,1138.96,
3510,139,2024-08-28,3461.3,Facebook
901,205,2025-01-30,1555.96,LinkedIn
905,78,2025-07-28,289.34,Instagram
1954,195,2024-12-01,3628.25,Linkedin
3368,32,,1190.79,Facebook
3199,110,,202.07,Instagram
1095,43,,1692.39,LinkedIn
874,219,2025-10-22,4387.43,Google
2082,161,2025-05-19,3821.44,Google
1023,140,2024-09-26,4003.78,Linkedin
51,185,2024-09-08,2233.89,Facebook
3666,18,2024-02-12,4953.87,Google
1387,118,2024-12-08,708.04,Facebook
302,156,2026-02-26,3817.54,Twitter
2181,71,2024-03-12,,Facebook
3382,189,2026-01-20,4652.99,twitter
3610,38,2025-07-03,2303.22,FACEBOOK
3492,11,2025-07-13,3609.43,LinkedIn
1293,200,2024-08-12,2427.83,Instagram
551,64,2025-06-24,4976.19,Google
534,195,,852.99,LinkedIn
346,21,2024-10-23,256.37,Instagram
538,244,2025-04-16,3680.39,Facebook
975,145,,3565.67,Twitter
3010,186,,2346.23,Instagram
3307,151,2024-05-23,3709.03,Facebook
1820,197,2024-05-10,1795.05,Twitter
1179,206,2025-03-24,4030.58,Instagram
2548,164,2024-09-04,812.53,Google
623,76,2024-10-26,4277.72,Twitter
3684,207,2025-07-01,4129.84,Instagram
1026,55,2025-11-22,4680.93,Facebook
3300,31,2024-01-20,4194.2,Twitter
1157,231,2025-07-10,1424.47,Twitter
3569,148,2025-10-17,3300.22,LinkedIn
1208,238,2024-07-07,1304.9,Facebook
3076,33,2024-12-25,4628.54,
3892,128,2024-12-25,3408.66,Google
2058,32,2025-05-05,3079.39,Google
3466,209,2025-05-09,1460.44,
1815,188,2024-01-18,4845.63,Instagram
2179,55,2025-02-23,1661.94,LINKEDIN
1895,119,2025-07-09,4327.15,Twitter
2224,199,2024-03-31,140.25,
1112,184,2024-09-04,4117.05,Facebook
2958,112,2025-08-21,3933.14,Google
2318,178,2025-01-07,3508.05,
2830,113,2025-04-28,1675.94,Facebook
2977,177,2025-08-18,2584.62,Twitter
1103,15,2025-06-06,2733.92,Instagram
2439,237,2024-03-11,2330.11,Instagram
3555,204,2026-01-07,4493.14,Google
3579,226,2024-03-08,3002.83,LinkedIn
2929,80,2025-05-05,3011.67,Instagram
2902,6,2025-01-22,4149.53,Facebook
1936,190,2024-04-30,829.93,Instagram
3956,91,2024-01-25,3086.06,
1938,90,2024-10-13,2277.26,Google
3851,225,2024-05-24,943.71,Facebook
303,99,2025-02-16,3904.11,Instagram
476,160,,4981.93,Google
305,134,2025-10-13,4061.19,LINKEDIN
1910,85,2024-05-10,,Google
3018,106,2024-02-20,2407.93,Instagram
3984,110,2025-07-03,4093.25,Google
1825,146,2025-05-28,215.36,LinkedIn
473,1,2025-02-15,4699.95,Twitter
2405,249,,2729.24,Facebook
923,159,2025-09-30,4381.75,Instagram
3542,67,2024-03-27,3520.44,Instagram
552,17,2025-04-12,981.05,Twitter
2491,178,2025-09-07,1327.12,Google
311,43,2026-01-04,903.69,Instagram
2363,209,2024-08-27,2650.02,instagram
1921,187,2024-02-23,4019.53,Facebook
980,50,2026-02-10,1920.2,Twitter
762,99,2024-08-23,1782.55,Instagram
1024,229,2025-01-29,4395.11,Twitter
536,6,2025-06-22,3193.45,
1703,234,2024-03-30,3191.79,Facebook
2999,14,,3910.94,Facebook
2785,80,2025-09-03,3080.72,LinkedIn
2711,163,2025-10-21,1282.87,Facebook
1868,230,2024-06-03,3312.89,LinkedIn
1629,14,2025-07-08,778.42,LinkedIn
2019,212,2024-09-09,1334.79,LinkedIn
437,222,2026-01-29,,Instagram
3769,71,2025-09-27,,LinkedIn
700,100,2025-09-24,1518.8,LinkedIn
3512,227,2025-01-16,1784.3,Twitter
2146,91,2025-11-20,3789.6,Facebook
459,181,2025-01-07,,
1336,200,2025-10-21,2254.78,Google
1098,22,2024-10-25,1904.96,Google
2332,21,2025-07-13,4659.47,Twitter
2257,172,2025-05-11,4294.87,Facebook
1109,18,2025-06-21,4207.23,Twitter
2194,107,2025-10-16,2084.09,
2791,101,2024-02-01,712.8,Facebook
2643,186,2024-05-15,3416.19,Twitter
3942,198,2024-08-21,,Twitter
3112,104,2024-07-17,4111.16,Twitter
3888,238,2025-12-30,3129.89,Facebook
1413,200,2025-01-08,3228.52,
3,15,2025-11-16,1599.49,LinkedIn
3126,89,2025-03-31,3867.48,Google
3145,219,2025-06-05,4641.3,LinkedIn
2587,13,2025-02-19,4128.16,Facebook
2394,59,2024-06-01,4701.27,Google
1721,182,2024-01-06,1676.89,
3444,61,2025-06-10,3553.93,Facebook
644,53,2026-01-19,2978.61,Facebook
1041,23,2024-11-10,197.04,Facebook
369,53,2024-03-12,3499.92,Instagram
2106,28,2024-01-27,2160.05,Twitter
937,95,2025-01-23,4221.77,Google
580,110,2025-09-22,3214.56,Facebook
2441,96,,1036.99,Twitter
721,100,2025-04-13,3796.29,Google
2945,155,2024-01-22,1386.83,Instagram
940,103,2025-08-08,4326.9,Twitter
3524,9,2024-01-25,3230.44,FACEBOOK
2134,16,2025-05-14,786.56,Instagram
2681,127,2024-02-01,4702.49,LinkedIn
2798,149,2024-02-08,1101.11,LinkedIn
3052,178,2024-07-01,4157.04,Twitter
3584,52,2026-02-26,,Instagram
651,227,2026-02-14,1059.61,Instagram
3245,119,2025-09-04,1310.78,Google
569,92,2025-02-05,969.41,Twitter
3623,139,2025-07-27,4839.35,Instagram
2419,205,2025-11-12,3441.94,instagram
1534,159,2024-10-07,469.42,Google
1156,246,2024-08-22,2398.53,LinkedIn
709,101,2025-07-30,1266.46,Instagram
3438,63,2025-02-23,3198.36,Facebook
1199,48,2025-04-16,4331.83,Google
633,87,2025-05-28,4644.95,Instagram
2089,6,2024-07-31,4727.29,Twitter
3298,219,2024-05-18,4336.92,Facebook
2604,63,2025-10-29,734.76,Instagram
2956,221,2026-01-15,3757.75,Google
3152,148,2025-06-23,4898.82,Instagram
967,174,2025-07-12,724.14,Facebook
587,31,2025-10-30,2298.37,Instagram
1853,187,2025-01-25,2753.13,
1477,89,2024-10-02,4754.1,LinkedIn
3973,66,2024-10-15,758.38,Facebook
3756,77,2024-02-14,2372.14,Facebook
2326,182,2025-11-24,2144.45,Google
1192,52,,1119.01,LinkedIn
1264,36,2024-12-28,2214.79,Instagram
1864,18,2025-12-21,1441.4,Google
1267,182,2024-04-28,2029.75,Instagram
1504,179,2025-01-16,1695.53,Google
3994,198,2025-05-01,3631.83,Instagram
3871,140,2025-04-06,,LinkedIn
2102,47,2025-11-17,1144.05,Google
340,214,2025-08-09,4694.21,Google
1540,97,2024-01-08,2290.23,Twitter
1802,194,2025-03-13,808.4,LinkedIn
593,126,2024-06-24,652.13,LinkedIn
505,85,2025-06-19,1428.08,Google
1770,143,2024-10-02,3006.59,Twitter
475,2,2024-10-29,3736.21,google
334,205,2024-05-05,359.3,Instagram
1953,249,2026-01-24,1358.13,
2662,23,2024-11-06,925.06,Google
974,33,2024-11-23,4383.35,
1016,135,,2958.48,Facebook
1888,146,2025-11-22,3141.2,Google
3053,117,2025-08-21,401.77,Instagram
3532,98,2024-02-18,1510.19,LINKEDIN
308,154,2025-05-10,2697.5,LinkedIn
3668,78,2025-12-25,4046.66,Twitter
2708,112,2024-02-18,,Instagram
1207,217,2025-12-31,,
693,145,2024-12-16,1464.07,Google
3289,39,2024-05-31,198.42,Twitter
3971,248,2025-12-02,1769.66,Instagram
990,159,2025-04-15,3184.8,Facebook
368,34,2026-02-07,2988.7,Twitter
1636,64,2024-08-24,307.99,Twitter
756,85,2025-11-19,1683.19,Google
1561,176,2026-01-05,4153.77,Google
2733,231,2024-02-14,628.51,Facebook
227,229,2025-06-10,2934.18,Instagram
1123,143,2025-01-26,3028.22,LinkedIn
2748,182,2025-02-18,4749.56,Instagram
2122,192,2025-02-14,2040.36,Twitter
3364,85,2024-05-15,4639.25,Facebook
1622,243,2024-04-01,2202.63,LinkedIn
75,175,2026-02-18,861.25,Twitter
271,132,2025-12-13,4984.02,Facebook
3661,243,2024-06-22,2493.92,LinkedIn
1801,236,2024-08-05,2607.8,Facebook
2455,123,2025-02-08,3237.78,Twitter
962,199,,4835.96,Twitter
1278,222,2024-11-29,3859.27,Facebook
3762,77,2025-03-08,240.22,LinkedIn
1582,52,2025-04-28,3051.27,twitter
3206,141,2024-02-29,4678.29,Facebook
1832,192,2024-07-09,1421.33,Twitter
2355,25,2025-07-07,3407.2,LinkedIn
2978,248,2024-10-10,4449.01,Google
44,96,2024-08-03,4851.09,Twitter
1491,149,2025-11-17,1346.73,Google
1022,229,2024-06-24,425.56,Google
851,78,2024-07-13,2298.69,Google
1909,175,2025-06-04,4692.31,Twitter
989,3,2024-06-03,447.6,Facebook
1763,12,2024-08-02,1272.06,LinkedIn
3679,50,2025-11-09,3890.11,Facebook
2238,44,2026-01-31,4427.09,
677,63,2024-03-02,323.51,LinkedIn
3134,128,2025-05-03,1705.32,LinkedIn
3062,51,2025-09-25,3038.54,Facebook
2345,240,2024-12-12,4931.12,Twitter
3652,201,2026-01-23,1193.39,LinkedIn
1309,216,2025-01-22,1574.46,Twitter
1201,182,2026-02-25,680.4,Instagram
1598,167,2024-08-23,668.9,Facebook
2660,205,2025-05-22,1845.03,Facebook
722,112,2024-05-28,2193.64,Google
1628,125,2025-02-04,4667.35,LinkedIn
3120,151,2025-07-09,1345.03,Twitter
3390,240,2024-09-28,4539.47,Google
1526,146,2025-08-14,1466.77,Instagram
945,231,2024-09-28,2568.11,Twitter
256,153,2025-05-31,2998.98,Google
2593,19,2024-08-16,245.46,facebook
1939,238,2024-12-20,1474.64,Facebook
3805,88,2025-11-21,3133.85,LinkedIn
2111,32,2026-02-22,3323.36,twitter
2526,204,2025-01-15,2886.07,LinkedIn
2914,107,2025-12-22,1365.35,
1050,109,2025-03-09,4309.37,LinkedIn
3496,16,2024-01-07,4038.52,
1464,119,2025-07-10,3052.73,Google
304,248,,769.44,Google
258,217,2024-12-18,1645.04,Facebook
1399,97,2025-05-06,2111.44,Instagram
1083,234,2024-03-30,,Facebook
244,171,2024-01-23,4493.77,
2190,87,2024-05-11,4354.28,
2133,156,2025-03-10,1873.36,Facebook
3649,38,2024-07-05,1807.28,Instagram
708,2,2025-01-27,4178.02,Facebook
1332,40,2024-10-05,1682.28,Facebook
3007,138,2024-01-27,3558.35,Facebook
3710,95,2025-05-30,3123.92,Twitter
1720,121,2025-11-14,4187.07,LinkedIn
172,125,2025-10-28,,Facebook
3452,120,2025-04-22,4520.71,
2117,23,2025-07-16,3107.11,LinkedIn
2467,249,2024-02-26,4525.74,Twitter
1858,213,2024-09-12,3608.22,Twitter
1862,156,2026-01-20,1342.25,Twitter
1877,204,,1605.63,LinkedIn
1401,193,2025-08-18,2731.53,LinkedIn
1737,189,2024-05-27,1660.6,Google
1543,2,2025-08-31,3145.0,LinkedIn
1364,160,2026-01-31,4949.3,Facebook
3898,190,2025-09-18,306.12,
1168,3,2025-04-15,2418.89,Twitter
1039,50,2025-12-30,3222.55,Instagram
1408,39,2025-03-29,4854.3,Facebook
3284,186,2024-08-11,4598.44,Facebook
3617,144,2024-01-02,3451.12,LinkedIn
2128,247,2024-06-10,4520.96,Twitter
662,17,2024-07-31,2181.59,Twitter
3852,127,2025-03-19,1458.92,LinkedIn
2764,188,2024-09-04,475.09,Instagram
490,186,2025-12-17,1123.17,Google
3294,104,2024-02-22,1205.77,Instagram
1595,244,2024-07-20,4214.42,Instagram
2320,9,2024-12-21,1844.79,Instagram
3022,189,2026-01-18,3338.98,
1384,228,2024-02-08,4883.41,Twitter
3744,200,2026-01-02,3633.31,Instagram
3658,2,2024-04-23,2864.5,Twitter
3177,119,2025-12-02,2341.37,LinkedIn
3547,177,2024-04-17,1350.02,Facebook
861,36,2025-09-03,4883.99,Facebook
3362,32,2024-06-28,3992.49,Twitter
3830,4,2025-01-31,1149.4,Twitter
886,68,2026-02-05,4739.88,Instagram
792,219,2025-07-18,334.66,FACEBOOK
1497,123,2025-11-29,1267.1,Google
3066,185,2025-06-13,3510.82,Facebook
2024,3,2025-10-02,2072.32,Facebook
809,180,2025-07-10,,Twitter
3224,247,2024-11-11,,Instagram
2074,170,2025-01-09,3774.7,LinkedIn
1066,123,2024-03-04,3768.43,
10,226,2024-07-27,2121.9,instagram
237,246,2025-08-28,1247.66,Google
399,25,2025-07-30,4743.95,Facebook
255,90,2025-02-05,2554.9,Facebook
1927,76,2025-03-22,506.4,Instagram
322,211,2024-12-25,4316.35,Facebook
841,187,2025-06-01,4787.36,Facebook
1377,71,2025-11-07,3373.57,Twitter
998,5,2024-08-21,996.62,Twitter
1142,158,2025-04-19,1219.56,Google
3274,83,2024-08-19,4513.93,facebook
2168,137,2024-08-27,619.51,Instagram
1805,183,2025-03-09,4468.89,Google
3457,5,2025-01-24,2381.37,Facebook
1753,197,2024-07-18,2235.54,Instagram
1002,223,2025-02-26,1465.75,Google
2267,197,2024-06-16,1628.11,Google
780,169,2024-02-04,3542.32,Facebook
2361,108,2024-12-12,1979.53,Facebook
426,3,2025-03-26,3041.03,Instagram
543,123,2025-10-21,2498.8,
1244,111,2025-12-14,1327.26,LinkedIn
2422,86,2025-05-15,3778.45,Instagram
2855,239,2024-03-04,2647.64,
2243,250,2024-12-13,2293.82,Facebook
3372,47,2025-08-16,195.04,Instagram
3420,59,2025-02-09,1338.76,Google
162,65,2024-03-07,3583.23,Twitter
938,143,2024-09-02,877.57,LINKEDIN
1328,84,2025-02-27,3616.07,LinkedIn
3772,16,2025-07-24,1506.04,Instagram
2668,36,2025-06-20,3461.52,Twitter
2956,221,2026-01-15,3757.75,Google
3101,36,2024-08-05,1431.78,Facebook
1435,113,,4927.15,Twitter
3449,26,2026-02-10,1605.27,Google
2160,162,2024-12-12,2462.87,Twitter
3722,47,2024-11-08,,Facebook
249,57,2024-10-26,1399.46,LinkedIn
3968,131,2024-04-09,3185.79,Twitter
343,61,2024-06-15,2131.12,Twitter
3201,178,2025-05-03,996.04,Instagram
146,188,2025-09-14,349.0,Twitter
603,93,2025-10-05,159.79,Instagram
598,46,2025-02-07,3759.53,
3624,190,2025-05-01,2303.41,Twitter
3880,16,2024-11-13,4013.1,Twitter
2504,100,2025-06-30,4592.76,LinkedIn
306,139,2025-05-02,603.89,INSTAGRAM
3809,187,2024-02-22,4836.62,Instagram
1663,139,2025-05-28,1604.98,Google
2273,54,2025-10-16,4863.56,LinkedIn
2854,173,,3139.39,Twitter
2004,126,2025-03-21,4127.55,LinkedIn
3837,109,2024-05-21,2429.35,LinkedIn
2858,232,2025-06-22,1289.62,Facebook
1094,140,2025-12-04,3321.41,Twitter
2381,18,2025-12-15,4293.94,Twitter
350,3,2024-06-18,3178.31,Facebook
3369,24,2025-05-22,1799.0,Twitter
1934,132,2025-07-20,4381.24,google
250,163,2025-11-19,682.84,LinkedIn
2063,245,2024-03-03,2178.25,Google
3392,34,2026-01-02,1101.98,GOOGLE
3749,249,2024-10-16,4879.44,Twitter
2910,159,2024-07-04,3290.45,LinkedIn
1303,51,2025-07-07,2196.74,Instagram
200,42,2025-12-19,1246.24,facebook
528,31,2024-11-26,2853.97,linkedin
948,149,2024-09-29,2273.94,LinkedIn
906,196,2025-03-04,2505.0,Instagram
853,236,2025-06-29,1369.38,
1530,180,2024-07-26,1865.41,Facebook
2095,185,2024-07-24,3752.06,Facebook
1442,181,,2793.25,
2056,172,2025-08-23,2722.46,Instagram
2149,198,2024-08-14,,Instagram
1641,94,2026-01-11,4741.33,Twitter
1384,228,2024-02-08,4883.41,Twitter
618,171,2024-04-29,687.39,Google
2871,87,,3575.3,Facebook
2841,128,2024-04-27,169.3,Facebook
71,58,2024-01-23,4323.35,
1958,193,2025-01-23,1327.86,Instagram
3111,212,2025-08-18,4730.14,LinkedIn
1297,197,2025-12-30,3059.65,Twitter
1118,154,2025-09-23,1630.31,
3745,219,2024-06-04,4383.35,Google
16,170,2025-09-04,633.53,LinkedIn
1634,34,2025-09-23,4584.13,LinkedIn
1931,177,2025-05-28,3400.58,Facebook
1648,238,2025-10-18,2085.02,LinkedIn
3548,104,2024-07-01,4080.94,LinkedIn
1506,140,2025-05-18,1913.41,
2458,97,2026-01-28,4019.43,INSTAGRAM
2975,90,2026-01-18,1042.03,LinkedIn
1402,75,2024-09-04,4393.8,Instagram
893,54,2025-12-29,3532.69,Google
383,221,2024-02-06,2871.11,Twitter
1601,142,2025-11-30,,Facebook
2655,249,2024-01-11,4047.76,Instagram
3902,62,2025-06-30,704.9,Instagram
996,75,2024-07-08,4935.26,Twitter
2409,65,2025-09-10,3820.81,Facebook
976,125,2025-04-06,2901.47,Twitter
1654,29,2024-02-04,,Instagram
1909,175,2025-06-04,4692.31,Twitter
815,142,2026-01-11,1512.82,Google
3249,115,2024-05-10,2267.12,Google
1749,107,2025-04-29,4684.66,Facebook
542,213,2025-12-14,3649.54,Twitter
353,188,2025-10-01,1262.49,Instagram
2465,217,2024-05-21,4486.35,Google
2047,40,2025-09-05,422.51,Google
1895,119,2025-07-09,4327.15,Twitter
2040,212,2025-12-09,251.53,Google
3587,248,2024-11-26,338.11,Facebook
1027,223,2024-09-26,,facebook
187,104,2025-07-16,416.66,
2859,11,2024-09-10,432.15,Twitter
936,60,2024-05-10,1089.88,Instagram
960,216,2024-01-30,1811.46,Twitter
3096,181,2024-04-09,503.59,Google
1054,125,2025-12-01,3003.46,Facebook
2913,172,2025-10-09,1896.75,LinkedIn
732,54,2024-03-19,739.47,LinkedIn
1849,146,,1443.22,Instagram
2792,124,2024-10-26,466.78,Instagram
3862,131,2024-07-01,484.27,LINKEDIN
2417,90,2024-09-16,2117.66,Facebook
659,173,2025-06-21,3022.1,Google
2468,191,2024-10-04,2701.41,Google
2544,123,2024-01-06,,Instagram
3538,146,2025-12-20,2641.39,LinkedIn
1912,235,2025-01-29,1957.39,Facebook
2357,39,2024-07-03,1923.38,Twitter
3516,221,2025-05-15,4614.08,Instagram
2352,77,,3537.19,Facebook
897,7,2025-06-23,155.56,Twitter
242,175,2024-08-03,4433.23,Twitter
1527,155,2024-12-11,791.16,LinkedIn
3424,61,2024-08-25,420.44,Facebook
1049,208,2025-09-19,,LinkedIn
2968,127,2025-12-07,163.31,Twitter
1692,54,2024-02-14,4225.18,Instagram
1905,150,2024-10-13,2965.25,Facebook
1326,53,2024-12-27,1997.97,Twitter
316,124,2024-11-17,2077.97,Google
667,76,2024-09-09,2677.75,facebook
1150,244,2025-04-05,3601.76,LinkedIn
2948,111,2024-06-01,4167.8,LinkedIn
3436,43,2024-05-01,3709.72,Twitter
2689,211,2024-02-18,524.22,LinkedIn
2367,77,2025-11-01,1748.63,Google
307,232,2024-09-19,455.61,Google
488,157,2025-06-01,427.59,Facebook
2530,99,2024-10-15,1046.76,Instagram
3155,166,2025-09-25,1834.35,Twitter
273,211,2025-11-28,814.44,twitter
2726,181,2025-06-20,130.97,LinkedIn
146,188,2025-09-14,349.0,Twitter
1542,88,2026-01-04,4428.93,Google
1036,245,,3062.66,
1287,45,2024-05-21,1658.38,Google
2899,23,2026-01-29,4975.51,Twitter
2291,13,2026-01-20,1194.45,LinkedIn
2844,11,2025-05-13,283.81,Google
2065,14,2026-02-10,,Twitter
2723,61,2024-01-16,416.63,
30,246,2025-03-06,377.71,Facebook
7,175,2024-01-15,4235.8,Twitter
2269,205,2025-10-17,2131.46,Google
487,61,2025-10-29,4539.79,Facebook
3151,91,2025-12-23,468.63,Facebook
109,139,2025-10-09,1786.0,Facebook
2980,149,2025-04-22,2411.09,LinkedIn
846,65,2025-01-10,647.17,Facebook
3336,237,2025-11-14,2700.22,Twitter
734,215,2024-05-26,,Twitter
562,4,2025-01-22,3931.74,facebook
3302,196,2024-02-13,,Twitter
1478,31,,1470.26,Twitter
3746,4,2025-03-28,1047.32,LinkedIn
2904,19,2024-01-11,3178.04,Facebook
1588,93,2025-03-02,655.99,Instagram
195,34,2024-12-28,3672.8,Google
1762,141,2024-09-15,,Instagram
