call_id,customer_id,agent_id,call_start_time,call_duration_seconds,call_reason,status
179,13042,2691,2025-10-09 02:12:42.389132,1638,Technical Support,Dropped
180,26024,245,2025-08-10 14:15:31.505653,921,Return/Refund,Resolved
181,7622,352,2025-12-24 03:32:56.889591,231,Technical Support,Dropped
182,31860,1677,2025-07-14 23:54:38.891371,747,Product Question,Escalated
183,43035,2698,2025-10-02 01:05:10.701973,1346,Order Inquiry,Pending
184,27612,353,2025-09-03 08:52:03.599946,476,Account Access,Dropped
185,1856,2178,2025-07-24 03:26:43.265860,919,Account Access,Resolved
186,18192,63,2025-10-11 21:31:27.532843,1315,Account Access,Escalated
187,36484,1305,2025-05-19 03:35:54.309981,1590,Technical Support,Pending
188,25647,191,2025-03-23 10:50:56.512177,406,Return/Refund,Escalated
189,38164,462,2025-05-29 22:43:42.247767,1796,Product Question,Dropped
190,88,1076,2025-04-16 23:16:15.337461,1740,Order Inquiry,Pending
191,27109,869,2025-07-27 08:07:28.343234,962,Account Access,Dropped
192,26850,2882,2026-01-03 15:05:35.344010,795,Return/Refund,Escalated
193,22513,482,2025-03-26 00:55:11.167751,103,Return/Refund,Escalated
194,21894,1677,2025-10-05 04:17:51.852631,1765,Return/Refund,Resolved
195,39591,1661,2026-01-17 08:56:23.521441,573,Complaint,Resolved
196,39538,1910,2025-06-15 03:34:50.870325,610,Order Inquiry,Escalated
197,22744,59,2025-09-12 05:09:25.774189,878,Order Inquiry,Escalated
198,23163,1528,2025-10-02 19:01:52.196220,990,Order Inquiry,Escalated
199,1610,2474,2025-11-16 12:47:44.526261,1766,Return/Refund,Escalated
200,1422,939,2025-09-09 00:02:14.369483,1114,Product Question,Dropped
201,45059,1305,2025-05-30 18:39:42.261699,675,Order Inquiry,Resolved
202,24153,1131,2025-07-14 14:09:39.756511,293,Order Inquiry,Resolved
203,26150,2178,2025-03-19 06:35:45.576220,636,Return/Refund,Pending
204,44852,805,2025-03-14 09:47:41.206374,1055,Technical Support,Pending
205,312,233,2025-11-19 07:11:01.104632,509,Order Inquiry,Resolved
206,35313,2121,2025-02-28 21:12:26.599840,210,Account Access,Pending
207,2455,2641,2025-08-24 05:12:41.863621,658,Billing Issue,Resolved
208,37892,1595,2025-07-12 04:31:11.090813,1382,Billing Issue,Dropped
209,29173,2713,2025-06-10 10:17:01.495255,1778,Complaint,Resolved
210,31386,34,2025-04-04 00:54:35.182291,655,Product Question,Escalated
211,10195,1305,2025-07-23 07:59:06.105428,1591,Complaint,Pending
212,24623,2178,2025-07-17 18:28:04.207931,397,Technical Support,Escalated
213,35504,2404,2026-02-14 12:47:21.728129,1730,Return/Refund,Dropped
214,41218,313,2025-06-07 11:03:50.173264,111,Billing Issue,Pending
215,23061,1834,2025-02-18 10:53:02.823121,1551,Order Inquiry,Escalated
216,7138,462,2025-03-09 02:26:38.940691,1002,Account Access,Resolved
217,10597,683,2025-05-22 10:41:55.057742,1499,Technical Support,Resolved
218,17455,357,2025-03-26 21:52:50.311486,950,Complaint,Pending
219,12254,1076,2025-07-30 05:41:17.576462,1515,Account Access,Resolved
220,19618,2449,2025-09-15 20:11:05.922522,1781,Order Inquiry,Pending
221,38596,290,2025-05-08 03:26:36.717606,1002,Return/Refund,Pending
222,46831,2660,2025-12-01 01:42:33.343121,126,Order Inquiry,Pending
223,11720,1985,2026-01-02 19:39:11.016268,820,Billing Issue,Escalated
224,41939,2148,2025-02-21 20:45:46.042304,1596,Technical Support,Dropped
225,12467,278,2025-11-26 05:08:50.216824,363,Order Inquiry,Escalated
226,16558,813,2025-07-17 09:51:11.803593,1362,Billing Issue,Dropped
227,10917,2846,2025-11-19 18:50:37.503020,450,Complaint,Pending
228,21400,2121,2025-06-01 17:55:08.511721,1308,Return/Refund,Dropped
229,3853,401,2025-07-01 23:32:50.418834,297,Return/Refund,Resolved
230,28771,2882,2025-08-03 10:44:43.975625,317,Account Access,Pending
231,22572,233,2025-03-02 05:16:22.436022,948,Technical Support,Resolved
232,14163,2834,2025-11-08 11:35:03.175317,1396,Product Question,Dropped
233,5530,2874,2025-09-25 09:21:11.049958,1256,Return/Refund,Escalated
234,47144,2141,2025-11-30 03:10:39.144744,1225,Complaint,Pending
235,38223,2850,2026-01-13 10:33:22.172238,1405,Return/Refund,Escalated
236,47719,1827,2025-10-02 22:39:51.643244,360,Order Inquiry,Escalated
237,48226,413,2025-05-29 20:43:08.070447,1789,Order Inquiry,Resolved
238,42606,1067,2025-03-31 18:22:22.933119,1186,Return/Refund,Resolved
239,3563,2642,2025-08-09 20:50:18.565203,803,Return/Refund,Resolved
240,24237,20,2025-03-09 15:22:24.928864,1784,Account Access,Resolved
241,33027,1572,2025-07-19 02:02:20.964269,1123,Return/Refund,Resolved
242,30383,229,2025-12-09 23:51:53.119177,1517,Product Question,Dropped
243,3356,2629,2025-12-13 19:48:40.085040,1017,Product Question,Resolved
244,18542,1572,2025-12-20 15:34:16.811521,641,Order Inquiry,Resolved
245,12419,2808,2025-11-18 11:30:51.149838,1201,Product Question,Dropped
246,7579,2808,2025-08-21 00:20:26.840614,772,Technical Support,Escalated
247,9280,884,2025-04-08 09:25:04.147481,1602,Account Access,Dropped
248,31323,529,2025-03-12 03:09:23.771589,1322,Order Inquiry,Dropped
249,30317,1305,2025-10-17 23:49:40.616467,1431,Technical Support,Resolved
250,46461,217,2025-03-04 11:32:18.783381,549,Complaint,Escalated
251,32000,1661,2025-10-05 07:35:13.700680,167,Technical Support,Resolved
252,35046,2984,2026-01-07 00:35:52.440127,403,Product Question,Escalated
253,29773,371,2026-02-10 16:49:14.484810,348,Return/Refund,Pending
254,26232,1591,2025-09-23 15:10:14.306219,136,Complaint,Resolved
255,723,245,2025-05-26 18:16:24.322867,1738,Order Inquiry,Dropped
256,35518,2141,2025-05-12 04:42:54.602628,158,Complaint,Dropped
257,10328,315,2026-01-07 06:40:59.375500,579,Account Access,Pending
258,40529,1317,2025-09-08 09:18:30.951106,422,Complaint,Resolved
259,41474,70,2025-04-13 18:33:45.566432,1717,Return/Refund,Resolved
260,6585,813,2025-08-15 13:11:09.756118,1409,Technical Support,Dropped
261,42469,694,2025-06-15 08:37:10.577673,475,Complaint,Pending
262,14724,1455,2026-01-15 10:36:06.766244,707,Product Question,Escalated
263,26173,1597,2025-03-19 17:22:10.275009,993,Product Question,Escalated
264,14495,1441,2026-01-27 12:38:06.522202,1110,Order Inquiry,Dropped
265,18696,2474,2025-11-09 18:36:52.778688,1766,Complaint,Dropped
266,10809,1649,2025-11-15 13:03:24.908837,1307,Order Inquiry,Resolved
267,21725,401,2025-05-26 13:00:14.035419,376,Complaint,Escalated
268,42954,2404,2025-12-07 05:58:34.244213,1749,Order Inquiry,Dropped
269,40976,1305,2025-07-07 15:31:11.368549,283,Account Access,Pending
270,11597,229,2025-06-10 03:26:33.067324,1413,Order Inquiry,Resolved
271,46603,2850,2025-11-19 08:45:18.409918,1759,Complaint,Pending
272,20079,2874,2025-07-28 16:04:04.579275,1353,Order Inquiry,Escalated
273,8637,1267,2025-09-07 04:06:32.456720,503,Order Inquiry,Escalated
274,17397,1103,2026-02-07 20:55:53.468084,1402,Order Inquiry,Dropped
275,9128,1195,2026-01-25 16:17:38.522072,782,Product Question,Pending
276,46462,2260,2025-05-29 09:35:22.323355,1668,Complaint,Pending
277,12184,2630,2026-01-09 17:11:00.262503,1021,Technical Support,Dropped
278,49831,352,2026-02-14 07:18:13.453694,1530,Product Question,Pending
279,21590,2953,2025-06-18 13:22:34.049351,1185,Product Question,Resolved
280,14778,2788,2025-07-29 03:46:35.569993,1391,Complaint,Resolved
281,47563,2850,2025-08-10 13:33:53.648774,67,Return/Refund,Dropped
282,11744,1496,2026-02-01 09:18:01.830296,681,Return/Refund,Dropped
283,37826,394,2025-08-31 21:05:03.753563,1577,Return/Refund,Dropped
284,5546,1503,2025-04-23 21:38:48.934534,589,Return/Refund,Escalated
285,47448,1387,2025-05-31 15:29:38.441304,836,Order Inquiry,Dropped
286,21388,1267,2025-09-13 10:15:08.005404,957,Technical Support,Escalated
287,3828,2168,2025-07-19 11:57:39.869848,431,Product Question,Pending
288,5980,1305,2025-09-18 21:08:30.472674,1633,Billing Issue,Dropped
289,43149,1859,2025-07-05 11:18:03.977515,684,Complaint,Dropped
290,45655,2190,2025-11-15 11:11:03.556790,1153,Complaint,Resolved
291,49831,2190,2025-02-26 18:35:30.960534,897,Account Access,Escalated
292,47083,2630,2025-08-28 22:13:09.098601,933,Order Inquiry,Resolved
293,45634,212,2025-06-26 18:31:31.961284,150,Product Question,Dropped
294,40550,2788,2025-09-14 03:21:53.501278,1640,Billing Issue,Resolved
295,1487,2303,2025-07-31 13:41:25.390702,1547,Billing Issue,Resolved
296,24806,1528,2025-09-01 04:39:14.146814,1630,Order Inquiry,Resolved
297,28679,1236,2025-03-20 04:29:10.928822,646,Order Inquiry,Escalated
298,38039,38,2025-09-26 12:32:16.012742,1139,Billing Issue,Resolved
299,20066,1758,2025-08-25 10:37:58.046424,1304,Technical Support,Dropped
300,25599,212,2025-11-29 17:59:58.251507,1076,Billing Issue,Pending
301,27078,2121,2025-10-19 06:56:16.860419,1547,Product Question,Escalated
302,18204,1496,2025-07-19 14:23:23.560959,799,Product Question,Escalated
303,19988,229,2025-02-19 01:23:40.644767,1622,Complaint,Escalated
304,22309,229,2025-07-25 11:07:38.462682,652,Return/Refund,Escalated
305,39756,1067,2025-04-22 09:02:24.850982,383,Product Question,Pending
306,16074,1255,2026-02-11 21:57:30.320843,674,Account Access,Dropped
307,42900,2284,2025-06-25 04:36:26.783097,1107,Order Inquiry,Dropped
308,41961,233,2026-01-17 00:15:46.096339,819,Account Access,Dropped
309,8981,2284,2025-08-29 12:19:26.493741,1561,Order Inquiry,Resolved
310,26404,313,2025-05-24 20:32:19.980822,1610,Complaint,Pending
311,29158,2642,2025-11-06 06:04:39.687382,1086,Order Inquiry,Dropped
312,30186,1737,2025-06-03 12:14:14.821568,428,Account Access,Resolved
313,38940,2785,2025-05-17 17:02:17.114084,684,Return/Refund,Escalated
314,48404,1305,2025-10-02 01:53:40.276995,1504,Complaint,Resolved
315,17035,1696,2025-10-14 22:34:34.186936,1633,Order Inquiry,Escalated
316,29390,1067,2025-04-10 12:21:32.318681,825,Order Inquiry,Dropped
317,19853,352,2025-02-22 18:31:04.788769,1410,Account Access,Dropped
318,4866,359,2025-04-07 07:14:35.331357,958,Return/Refund,Dropped
319,679,1661,2025-05-04 19:24:40.538513,1444,Technical Support,Dropped
320,11694,1270,2025-09-13 19:41:31.729546,1505,Order Inquiry,Escalated
321,30115,2239,2025-05-10 16:53:06.446940,207,Billing Issue,Dropped
322,1785,884,2025-12-09 23:45:36.943568,1513,Product Question,Resolved
323,979,869,2025-11-23 10:38:02.053046,375,Billing Issue,Pending
324,39539,630,2025-09-29 20:03:23.466861,1292,Complaint,Resolved
325,23400,1640,2026-01-01 14:25:43.412215,1669,Complaint,Pending
326,47221,462,2025-10-31 20:50:39.468632,1560,Order Inquiry,Escalated
327,31577,2808,2025-07-11 21:22:08.475007,1120,Complaint,Escalated
328,22615,1637,2025-11-05 22:27:51.268866,1008,Return/Refund,Dropped
329,20937,2148,2025-03-28 19:52:30.936461,733,Order Inquiry,Resolved
330,33297,63,2026-01-04 06:17:39.673633,1374,Product Question,Pending
331,23175,1386,2025-11-22 13:06:48.529346,1482,Complaint,Escalated
332,33062,1595,2025-03-12 05:35:16.683741,223,Product Question,Escalated
333,44844,359,2025-10-30 07:58:58.762127,1782,Complaint,Escalated
334,32807,1496,2025-03-13 16:16:39.539990,1783,Billing Issue,Pending
335,16437,2513,2025-06-24 16:22:32.643913,601,Order Inquiry,Pending
336,42818,1661,2026-01-26 15:21:14.813886,1694,Account Access,Resolved
337,1787,2642,2025-09-19 07:06:16.522317,454,Technical Support,Escalated
338,38200,245,2025-04-11 13:25:57.789285,520,Complaint,Dropped
339,9781,2625,2025-08-05 23:02:10.555520,676,Order Inquiry,Dropped
340,4831,2334,2025-03-30 03:11:16.048579,181,Technical Support,Pending
341,6732,1859,2025-02-22 18:07:24.993336,1134,Billing Issue,Pending
342,20658,2786,2026-01-11 10:24:13.662769,745,Return/Refund,Escalated
343,48467,427,2025-07-16 04:10:47.379117,81,Product Question,Pending
344,31230,694,2025-05-02 08:57:16.294982,775,Technical Support,Pending
345,6079,2101,2025-07-27 15:04:12.339156,748,Product Question,Resolved
346,9175,2405,2025-09-22 07:55:29.413464,1484,Technical Support,Escalated
347,33217,1597,2025-11-27 11:39:10.372558,974,Technical Support,Resolved
348,30844,2239,2025-08-18 03:37:07.551544,1664,Billing Issue,Dropped
349,30870,1270,2025-11-27 15:45:37.855726,961,Order Inquiry,Escalated
350,38230,482,2025-09-12 17:14:51.794162,1288,Product Question,Resolved
351,11807,2513,2025-12-30 17:13:57.770239,188,Technical Support,Dropped
352,3135,2404,2025-10-19 14:05:33.578233,81,Product Question,Resolved
353,34988,988,2025-08-29 19:17:38.158797,520,Order Inquiry,Dropped
354,38026,1131,2025-10-21 11:36:35.264785,1747,Complaint,Escalated
355,46662,1677,2026-02-03 19:48:05.307441,704,Technical Support,Resolved
356,14499,550,2025-09-19 11:07:01.578004,1389,Order Inquiry,Pending
357,15623,1591,2025-04-28 03:55:03.708893,1731,Technical Support,Dropped
358,3469,38,2025-11-24 19:23:07.758842,1355,Billing Issue,Dropped
359,22648,1317,2026-01-14 23:12:25.086058,1638,Technical Support,Pending
360,17083,757,2025-11-25 16:59:39.237351,380,Return/Refund,Resolved
361,46074,1910,2025-12-20 12:50:36.559486,232,Order Inquiry,Resolved
362,12010,2101,2025-06-07 05:59:41.786546,453,Account Access,Pending
363,5942,1834,2025-05-13 11:52:38.463038,1503,Product Question,Pending
364,9882,884,2025-02-21 00:46:25.509668,1340,Technical Support,Resolved
365,48181,233,2025-04-07 12:21:12.057235,1200,Product Question,Pending
366,10855,1572,2025-12-29 17:32:26.204535,581,Return/Refund,Pending
367,30544,1910,2025-08-29 15:49:01.695339,1364,Account Access,Escalated
368,1559,2874,2025-03-27 17:59:34.599896,1166,Complaint,Resolved
369,3895,1447,2025-04-26 15:55:18.592485,447,Return/Refund,Escalated
370,27814,2680,2025-09-20 06:48:22.164923,535,Product Question,Escalated
371,553,462,2025-10-04 03:39:13.982163,1409,Return/Refund,Pending
372,46214,1834,2025-06-07 03:53:05.905988,288,Product Question,Resolved
373,5985,630,2025-04-25 11:03:31.664886,1607,Return/Refund,Escalated
374,5710,2539,2025-07-12 03:14:10.980488,773,Technical Support,Resolved
