redemption_id,customer_id,reward_name,points_redeemed,redemption_date
1835,28867,PRODUCT DISCOUNT,500.0,2025-08-15
5719,11550,Gift Card $50,5000.0,2024-12-27
8164,25651,Free Shipping Voucher,200.0,2024-05-12
2366,44155,Free Shipping Voucher,200.0,2025-06-01
6750,17851,Free Shipping Voucher,200.0,2025-06-20
7383,8432,,1000.0,2025-12-27
7164,40743,Gift Card $10,1000.0,2026-01-28
767,707,Gift Card $50,5000.0,2025-04-05
4447,10070,Gift Card $50,5000.0,2024-02-17
4445,40307,Gift Card $50,5000.0,2025-06-07
9586,15355,Product Discount,500.0,2025-05-18
1417,33603,Free Shipping Voucher,200.0,2024-08-05
2340,697,Free Shipping Voucher,200.0,2025-05-17
4439,48300,Gift Card $50,5000.0,2024-11-15
7222,3002,Free Shipping Voucher,,2025-01-16
82,20015,,5000.0,2024-03-12
3010,25161,Gift Card $50,5000.0,2025-03-29
2513,3023,Product Discount,500.0,2025-09-24
986,22436,Gift Card $10,1000.0,2024-02-16
8495,1282,Free Shipping Voucher,200.0,2024-12-26
8561,22823,Product Discount,500.0,2025-08-31
9672,15277,Gift Card $10,1000.0,2025-09-13
8970,107,Free Shipping Voucher,200.0,2024-06-13
8636,1962,Gift Card $50,,2025-01-31
2980,34056,Gift Card $10,1000.0,2025-01-29
4224,16154,Free Shipping Voucher,200.0,2025-02-15
7991,12624,Gift Card $10,1000.0,2024-06-25
1062,25970,Free Shipping Voucher,200.0,2025-05-31
7900,22329,Gift Card $10,1000.0,2024-03-01
8633,28410,Gift Card $50,5000.0,2024-07-14
8846,44240,Free Shipping Voucher,200.0,2026-02-11
6591,26373,Gift Card $10,1000.0,2024-03-23
2474,16691,Gift Card $10,1000.0,2025-04-03
459,38273,Product Discount,500.0,2025-09-02
48,39908,Product Discount,500.0,2024-10-27
6414,13577,Gift Card $10,1000.0,2025-01-01
760,45772,Gift Card $10,1000.0,2024-04-25
1103,14869,product discount,500.0,2025-01-19
8155,48968,,5000.0,2024-05-23
5281,31235,Gift Card $50,5000.0,2024-11-19
9941,4023,Gift Card $50,5000.0,2024-10-23
3950,14649,gift card $50,5000.0,2024-03-15
382,4917,,5000.0,2024-03-14
6445,23175,Free Shipping Voucher,200.0,2025-01-11
8711,1551,Product Discount,500.0,2025-06-21
6071,32265,Free Shipping Voucher,200.0,2024-03-10
355,4360,Gift Card $50,5000.0,2025-06-30
2879,13205,gift card $10,1000.0,2024-08-30
1015,38688,Free Shipping Voucher,,2025-03-26
3566,32373,Free Shipping Voucher,200.0,2024-08-31
8891,23209,Gift Card $10,1000.0,2025-09-09
774,12008,Gift Card $10,1000.0,2024-12-20
8346,744,Gift Card $10,1000.0,2024-05-21
6982,15321,Gift Card $50,5000.0,2025-12-09
1125,4407,Gift Card $50,5000.0,2025-11-12
371,7503,Free Shipping Voucher,200.0,2025-07-10
5340,28357,Gift Card $10,1000.0,2024-04-11
4986,25068,Product Discount,500.0,2024-05-31
6923,10947,GIFT CARD $10,1000.0,2025-09-30
3990,9907,Gift Card $50,5000.0,2025-05-16
4947,31489,Gift Card $10,1000.0,2025-01-28
7366,48963,Product Discount,500.0,
6485,4189,Gift Card $50,5000.0,2025-10-14
5776,34132,Free Shipping Voucher,200.0,2025-10-25
1461,24966,GIFT CARD $10,1000.0,2024-06-21
5704,5899,Gift Card $10,1000.0,2024-06-16
9050,441,Gift Card $10,1000.0,2024-04-04
1071,40735,Gift Card $10,1000.0,2024-10-13
7695,36853,Gift Card $10,1000.0,2024-10-23
2936,1089,Gift Card $10,1000.0,2025-06-29
8784,30174,Gift Card $10,1000.0,2024-07-09
584,43351,Gift Card $10,1000.0,2024-12-23
4650,35170,Free Shipping Voucher,200.0,2025-03-05
9155,48557,gift card $10,1000.0,2025-10-20
5719,11550,Gift Card $50,5000.0,2024-12-27
9451,38080,Gift Card $10,1000.0,2024-09-20
3658,41997,Gift Card $50,5000.0,2024-02-24
9638,46407,Gift Card $10,1000.0,2026-01-19
9205,31819,Gift Card $10,1000.0,2025-04-11
780,29914,Gift Card $10,1000.0,2026-01-19
2939,8150,GIFT CARD $50,5000.0,2024-03-18
4152,47381,Free Shipping Voucher,200.0,2024-12-27
3354,18059,Free Shipping Voucher,200.0,2025-02-10
2865,2033,Gift Card $50,5000.0,2025-03-02
1472,48110,Free Shipping Voucher,200.0,2024-08-17
6798,39965,Product Discount,500.0,2024-02-27
1323,10087,Gift Card $10,1000.0,2024-05-27
1147,46768,PRODUCT DISCOUNT,500.0,2025-03-10
522,426,GIFT CARD $10,1000.0,2024-08-23
4712,9215,PRODUCT DISCOUNT,,2024-05-31
895,37700,Free Shipping Voucher,200.0,2024-06-23
9699,1747,Free Shipping Voucher,200.0,2024-08-28
9784,31912,Gift Card $50,5000.0,
1140,8774,Product Discount,500.0,2025-12-01
3499,13641,Gift Card $50,5000.0,2025-07-09
1790,21321,product discount,500.0,2025-05-20
1380,15137,Gift Card $50,5000.0,2024-06-03
4367,48947,Gift Card $10,1000.0,2025-04-15
497,37320,Free Shipping Voucher,200.0,2024-05-02
4104,14137,,,2025-05-08
691,26300,Gift Card $10,1000.0,2025-10-24
7555,24063,Gift Card $50,5000.0,2024-10-11
4528,44083,,1000.0,2024-04-26
9575,37903,Gift Card $10,1000.0,2025-07-14
4692,18329,Gift Card $10,1000.0,2025-10-27
6933,16829,Gift Card $10,1000.0,
9583,46604,Free Shipping Voucher,200.0,2025-12-13
4178,11284,Free Shipping Voucher,200.0,2024-05-20
473,24046,Product Discount,500.0,
4572,29548,Gift Card $50,5000.0,2024-08-17
3391,11438,Gift Card $10,1000.0,2024-02-22
9424,35056,Gift Card $10,1000.0,2026-01-06
9621,35610,Gift Card $50,5000.0,2024-05-06
7814,27519,Gift Card $10,1000.0,2024-08-09
9362,26279,Gift Card $10,1000.0,2024-02-20
5428,37909,Product Discount,500.0,2024-05-22
9066,7169,Product Discount,500.0,
1069,40590,Gift Card $50,5000.0,2025-01-23
9598,22529,FREE SHIPPING VOUCHER,200.0,2025-03-26
8642,48897,Gift Card $50,5000.0,2024-03-07
5219,3407,Free Shipping Voucher,200.0,2025-04-05
4295,9346,Gift Card $50,5000.0,2025-06-25
7969,36080,Gift Card $50,5000.0,2025-01-04
1437,48398,Gift Card $10,1000.0,2025-12-27
3793,37076,Gift Card $50,5000.0,2026-01-25
1965,25495,Gift Card $50,5000.0,2025-08-23
1471,26950,Product Discount,500.0,2025-07-07
8599,34644,Gift Card $50,5000.0,2024-03-04
2098,3435,Product Discount,500.0,2025-10-26
6565,25875,Gift Card $50,5000.0,
9943,38897,Gift Card $50,5000.0,2025-04-02
2852,19466,Gift Card $50,5000.0,2025-01-24
5470,9098,Gift Card $50,5000.0,2024-10-01
6103,3670,GIFT CARD $10,1000.0,2024-12-18
6337,11035,Gift Card $10,1000.0,2025-06-04
8383,29285,Gift Card $10,1000.0,2024-11-01
8510,33761,Gift Card $10,1000.0,2025-01-23
1738,10510,Gift Card $50,5000.0,2024-06-28
5909,12441,Gift Card $10,1000.0,2025-02-02
9427,13352,Gift Card $10,1000.0,2025-12-10
220,24406,GIFT CARD $10,1000.0,2025-07-20
7557,7932,Free Shipping Voucher,200.0,2025-01-24
8291,44111,Gift Card $50,5000.0,2025-07-05
8800,1033,Gift Card $50,5000.0,2024-05-19
5084,36699,Gift Card $50,5000.0,2024-10-01
899,12362,Product Discount,500.0,2025-04-16
2451,13679,Gift Card $10,1000.0,2025-07-22
807,41607,Gift Card $10,1000.0,2025-09-04
2742,28096,Gift Card $50,5000.0,2024-07-06
7207,32261,Free Shipping Voucher,200.0,2025-01-31
5308,37805,Product Discount,500.0,2024-11-30
5396,33508,Gift Card $50,5000.0,
5918,43210,Product Discount,500.0,
1303,34397,Gift Card $10,1000.0,2025-12-24
5512,13301,Gift Card $50,5000.0,2025-03-12
9993,35638,Product Discount,500.0,2025-08-01
1172,24824,gift card $10,1000.0,2025-03-14
6512,22380,Gift Card $10,1000.0,2025-09-01
7675,30572,Free Shipping Voucher,200.0,2025-06-28
7200,21385,Gift Card $10,1000.0,2025-03-11
4988,35431,Product Discount,500.0,2024-05-13
6948,30380,Free Shipping Voucher,200.0,
4798,11451,Gift Card $50,5000.0,2024-04-10
9428,43309,Free Shipping Voucher,200.0,2026-01-30
3665,34025,PRODUCT DISCOUNT,500.0,2025-06-28
47,11577,Gift Card $10,1000.0,
2204,22168,Product Discount,500.0,2026-01-05
4030,34218,PRODUCT DISCOUNT,500.0,2025-05-01
3804,42949,Gift Card $50,,
1878,5969,Free Shipping Voucher,200.0,2025-05-30
6175,45676,Gift Card $10,1000.0,2025-03-23
8716,8436,Product Discount,500.0,
422,12246,Gift Card $10,1000.0,2025-05-30
571,46066,Gift Card $50,5000.0,2024-07-10
2151,42397,Product Discount,500.0,2025-06-05
104,49995,Free Shipping Voucher,200.0,2025-04-08
2027,23597,GIFT CARD $50,5000.0,2024-02-16
2406,29291,Gift Card $50,5000.0,2025-04-24
3234,33268,Free Shipping Voucher,200.0,2025-02-28
4378,41002,Free Shipping Voucher,200.0,2024-10-03
8566,13332,Gift Card $50,5000.0,2025-12-21
4995,28232,Gift Card $50,5000.0,2024-11-04
3104,31422,Product Discount,500.0,2025-04-25
6541,31297,Free Shipping Voucher,200.0,2024-11-17
9741,21487,Free Shipping Voucher,200.0,
829,17239,Product Discount,500.0,2024-11-25
7815,32733,Product Discount,500.0,2024-04-25
4697,31041,Product Discount,500.0,2024-02-23
4640,8379,Free Shipping Voucher,200.0,2026-02-10
9137,8819,Product Discount,500.0,2026-01-25
8534,17986,Free Shipping Voucher,200.0,2024-08-07
859,34298,Free Shipping Voucher,200.0,2025-02-13
1378,49338,Free Shipping Voucher,200.0,2025-07-10
5670,14208,Free Shipping Voucher,200.0,2024-09-08
4401,34838,Product Discount,500.0,2024-11-26
8257,22637,Gift Card $10,1000.0,2025-12-01
7943,4549,Gift Card $50,5000.0,2024-03-16
4053,4637,Free Shipping Voucher,200.0,2025-08-04
1204,13938,Gift Card $10,1000.0,2025-11-22
1572,46185,Free Shipping Voucher,200.0,2025-01-01
5092,34392,Product Discount,500.0,2024-04-18
4440,28269,Free Shipping Voucher,200.0,2025-01-10
738,24333,Free Shipping Voucher,200.0,2025-04-02
9145,43463,FREE SHIPPING VOUCHER,200.0,2025-10-30
5160,42179,Product Discount,500.0,2024-11-30
5779,25278,Gift Card $10,1000.0,2024-05-11
4622,10291,Free Shipping Voucher,200.0,2025-03-13
4772,41533,Product Discount,500.0,2025-05-19
618,24132,Gift Card $50,5000.0,2025-02-04
7867,44111,Free Shipping Voucher,200.0,2024-11-07
4704,18896,Product Discount,500.0,
3000,44960,Product Discount,500.0,2024-12-11
5695,4754,Product Discount,500.0,2025-05-04
9514,15832,Free Shipping Voucher,200.0,2025-11-24
1882,9915,gift card $10,1000.0,2025-05-16
7216,20982,Gift Card $10,1000.0,2024-09-07
4379,10399,Gift Card $10,1000.0,2024-11-01
1683,37081,Product Discount,500.0,2025-08-16
8658,2352,Free Shipping Voucher,200.0,2025-01-03
611,11693,Gift Card $50,5000.0,2024-06-09
315,43807,Free Shipping Voucher,,2025-04-22
8229,47253,Gift Card $50,5000.0,2024-05-13
4019,13530,Gift Card $10,1000.0,2024-03-06
7196,6918,Gift Card $50,5000.0,2024-12-31
8459,11974,Product Discount,,2025-10-23
5700,21471,Gift Card $10,1000.0,2024-12-12
2726,26096,Gift Card $10,1000.0,2026-02-14
6875,19412,Gift Card $10,1000.0,
2553,35010,Gift Card $10,,2026-02-06
6688,41256,Product Discount,500.0,2025-11-03
5260,23543,Product Discount,500.0,2026-01-08
2947,24672,Gift Card $50,5000.0,2025-12-01
9538,11404,Gift Card $10,1000.0,
8180,46829,Free Shipping Voucher,200.0,2024-09-06
9059,26252,Free Shipping Voucher,200.0,2026-02-05
9823,29532,Free Shipping Voucher,200.0,2025-04-12
7598,1931,Gift Card $10,1000.0,2024-06-18
1659,22049,product discount,500.0,2025-02-21
5373,16236,Gift Card $50,,2025-08-02
4262,12185,Free Shipping Voucher,200.0,2025-03-02
3885,18132,Gift Card $50,5000.0,2025-05-03
3796,40,Product Discount,500.0,2025-07-27
283,7175,Gift Card $50,5000.0,2025-03-11
8699,910,Gift Card $50,5000.0,
1413,11886,,200.0,2025-09-24
6548,5879,Product Discount,500.0,2025-01-23
6066,38235,Gift Card $50,5000.0,2025-02-14
9300,46692,Free Shipping Voucher,200.0,2024-06-05
2438,27961,Free Shipping Voucher,,2025-06-07
2509,42537,Free Shipping Voucher,200.0,2025-04-20
9986,7915,Gift Card $50,5000.0,2024-09-11
512,36342,Gift Card $10,1000.0,2024-12-10
8314,24025,Product Discount,500.0,2025-10-26
9045,14561,Product Discount,500.0,2025-08-27
9215,30831,Gift Card $10,1000.0,
8389,1698,Free Shipping Voucher,200.0,2024-08-02
8143,17274,,200.0,2024-05-26
5214,33862,Product Discount,500.0,2025-09-14
9156,38599,Free Shipping Voucher,200.0,
83,16445,,1000.0,2024-12-12
582,21916,Product Discount,500.0,2025-02-25
8898,47086,Product Discount,500.0,2025-04-27
6592,37787,Product Discount,500.0,
5892,4436,Gift Card $50,,2025-02-28
7879,40079,,1000.0,2025-09-16
3175,28492,,5000.0,2026-01-02
477,31841,Gift Card $50,5000.0,2024-07-02
3939,12871,Free Shipping Voucher,200.0,2026-01-01
8043,46322,Free Shipping Voucher,200.0,2024-03-25
1535,18477,Gift Card $10,1000.0,2025-10-12
987,7475,Gift Card $10,1000.0,2025-09-23
3443,42886,Gift Card $10,1000.0,2025-03-30
2241,41406,Free Shipping Voucher,200.0,2024-05-29
8650,8979,Free Shipping Voucher,200.0,2025-04-21
7823,7108,Product Discount,,
3251,42449,,200.0,2025-12-04
7780,14559,FREE SHIPPING VOUCHER,200.0,2024-05-21
3824,22901,Gift Card $50,5000.0,2025-08-14
4394,9434,Product Discount,500.0,2024-09-20
1473,18315,Free Shipping Voucher,200.0,2024-09-10
6220,26897,Product Discount,500.0,2024-04-09
5803,33897,Product Discount,500.0,2024-11-13
7261,32629,Product Discount,500.0,2025-11-26
5229,31326,GIFT CARD $10,1000.0,2024-11-01
8304,32192,Free Shipping Voucher,200.0,2025-07-12
4554,46335,Product Discount,500.0,2024-07-02
6332,26007,Gift Card $10,1000.0,2026-01-20
6073,6869,Free Shipping Voucher,200.0,2025-10-11
2789,24407,gift card $10,1000.0,2025-08-15
1134,22871,Gift Card $10,1000.0,2024-10-01
8410,34020,Product Discount,500.0,2025-07-22
2147,15523,Gift Card $10,1000.0,2026-01-26
8564,15073,Gift Card $10,1000.0,2025-12-06
9127,27805,Gift Card $10,1000.0,2024-11-20
1069,40590,Gift Card $50,5000.0,2025-01-23
4332,1678,Gift Card $10,1000.0,2026-01-15
6519,32201,,1000.0,2026-01-15
2218,32853,Free Shipping Voucher,200.0,2024-03-19
6433,24973,Gift Card $10,1000.0,2025-12-30
3517,39580,Free Shipping Voucher,200.0,2025-07-13
6547,46374,Product Discount,500.0,2024-07-12
7824,43574,Gift Card $10,1000.0,2024-09-17
1221,7437,Product Discount,500.0,2024-07-16
7402,40903,Gift Card $50,5000.0,2025-01-29
9142,41579,Product Discount,500.0,2024-11-09
7875,13087,Free Shipping Voucher,200.0,2024-04-26
5760,15827,,5000.0,
1004,6913,Free Shipping Voucher,200.0,2025-07-03
2086,14434,Gift Card $10,1000.0,2024-11-03
985,12776,Gift Card $50,5000.0,2025-03-12
2740,41374,Free Shipping Voucher,200.0,2024-12-06
5945,43340,Gift Card $10,,2025-09-22
7850,45280,Gift Card $50,5000.0,2025-01-18
7090,27078,Gift Card $10,1000.0,2025-04-30
990,28641,Gift Card $50,5000.0,2025-11-21
5931,10709,Free Shipping Voucher,200.0,2025-09-16
7700,27142,Product Discount,500.0,2025-08-09
1067,5282,Product Discount,500.0,2024-04-11
7051,19049,Gift Card $50,5000.0,2025-05-10
2106,23601,Free Shipping Voucher,200.0,2024-03-16
5666,14072,Free Shipping Voucher,200.0,2024-03-20
1718,46852,Gift Card $50,5000.0,2025-02-04
1308,10565,Product Discount,500.0,2025-03-23
2294,49092,Free Shipping Voucher,200.0,2026-02-02
4594,8858,Gift Card $10,1000.0,2025-10-22
9675,24188,Gift Card $50,5000.0,2025-04-23
765,175,Free Shipping Voucher,200.0,2024-12-13
3098,29879,Free Shipping Voucher,200.0,2025-04-19
2520,11611,Free Shipping Voucher,200.0,2024-08-23
3075,6656,Gift Card $50,5000.0,2024-05-15
5111,24897,Gift Card $50,5000.0,2024-11-18
7672,13196,Free Shipping Voucher,200.0,
5390,34111,Free Shipping Voucher,200.0,2024-06-24
9019,9854,Gift Card $50,5000.0,2024-08-13
971,5388,Product Discount,500.0,2024-10-18
9468,35949,Gift Card $10,1000.0,2025-06-17
6042,22123,Gift Card $10,1000.0,2024-09-07
3064,47932,Gift Card $50,5000.0,2025-04-19
1232,20188,Product Discount,500.0,2025-08-24
5890,38951,,5000.0,
7014,24968,Gift Card $50,5000.0,2025-01-28
1945,20663,GIFT CARD $10,1000.0,2025-08-27
6432,46487,Product Discount,500.0,2024-03-21
6235,29144,Gift Card $50,5000.0,2024-10-02
6478,49215,Gift Card $50,5000.0,2025-03-05
3812,30408,Gift Card $10,1000.0,2025-11-17
5467,40591,Product Discount,500.0,2025-12-02
830,19802,Gift Card $50,5000.0,2025-05-10
8754,44810,Gift Card $50,5000.0,2026-02-03
5412,26716,Product Discount,500.0,2024-03-23
9789,4367,,200.0,
4475,48776,,5000.0,2024-02-21
7468,3594,Free Shipping Voucher,200.0,2024-04-13
6967,49784,Free Shipping Voucher,200.0,2026-01-17
3918,33997,Gift Card $10,1000.0,2024-06-17
4686,3477,product discount,500.0,2025-08-04
5187,9510,Product Discount,500.0,2025-09-12
3593,9050,Free Shipping Voucher,200.0,2025-05-11
3763,21850,Product Discount,500.0,2025-04-05
1150,7534,Free Shipping Voucher,200.0,2026-02-13
188,36696,Gift Card $10,1000.0,2025-01-15
9242,6683,Product Discount,,2024-05-21
2747,17633,Free Shipping Voucher,200.0,2024-09-17
8981,21747,Gift Card $50,5000.0,2025-01-25
5256,11441,FREE SHIPPING VOUCHER,200.0,2025-10-16
7634,44339,Gift Card $10,1000.0,2024-10-13
9320,45776,Product Discount,500.0,2025-03-08
7250,30923,,500.0,2025-12-23
70,24935,Gift Card $10,1000.0,2025-06-20
909,4874,Free Shipping Voucher,200.0,2026-01-13
3520,41692,Gift Card $10,1000.0,2025-01-21
5775,48340,Product Discount,500.0,2026-02-02
8475,37860,Gift Card $10,1000.0,2025-11-30
1645,39509,Gift Card $10,1000.0,2025-01-27
7284,5196,Product Discount,500.0,2025-05-30
9027,2851,,1000.0,2024-04-25
3536,9243,Product Discount,500.0,2025-07-04
2125,47274,Gift Card $50,5000.0,2024-07-25
9306,9052,Product Discount,500.0,2025-04-01
1542,11551,Gift Card $10,1000.0,2024-10-26
1504,34202,Gift Card $50,5000.0,2024-11-24
9791,44211,Free Shipping Voucher,200.0,2025-12-26
5225,49282,Gift Card $50,5000.0,2025-08-17
5574,589,Free Shipping Voucher,200.0,2025-07-29
6143,11359,Gift Card $10,1000.0,
6135,227,Free Shipping Voucher,200.0,2025-05-21
840,45643,Free Shipping Voucher,200.0,2025-06-26
9503,22145,,5000.0,2024-03-28
1324,26329,Gift Card $50,5000.0,2024-11-18
9914,40416,Gift Card $10,1000.0,2025-05-03
2072,11496,Gift Card $50,5000.0,2025-02-26
1600,33858,Product Discount,500.0,2025-08-20
7699,41958,Free Shipping Voucher,200.0,2025-09-18
5439,35908,Gift Card $10,1000.0,2025-06-29
3187,14628,Gift Card $50,,2025-04-26
8462,1023,Gift Card $10,1000.0,
123,15138,Gift Card $50,5000.0,2024-03-16
2159,1299,Free Shipping Voucher,200.0,2024-07-04
5307,49808,Gift Card $10,1000.0,2025-11-17
2854,39665,Gift Card $10,1000.0,2025-09-27
1351,40904,Free Shipping Voucher,200.0,2026-01-20
1567,32247,Product Discount,500.0,2025-11-20
4926,49190,,5000.0,2024-05-14
5108,8378,Gift Card $10,1000.0,2024-09-07
3574,13521,Gift Card $10,1000.0,2025-06-10
6250,39715,Gift Card $50,5000.0,2024-10-02
6996,16442,Gift Card $10,1000.0,2024-03-19
6317,29043,Free Shipping Voucher,200.0,2024-02-19
5526,17251,Gift Card $10,1000.0,2025-03-11
9619,14451,Product Discount,500.0,2024-08-09
500,2711,gift card $10,1000.0,2025-05-02
3216,4047,Free Shipping Voucher,200.0,2024-10-29
1823,36540,Gift Card $10,1000.0,2024-12-21
4647,2158,,1000.0,2024-04-24
8463,46445,Gift Card $10,1000.0,2025-06-18
2386,3295,Gift Card $10,1000.0,2024-06-23
7772,35441,Gift Card $10,1000.0,2024-10-05
8405,27008,Free Shipping Voucher,200.0,2024-12-04
1089,13552,Gift Card $10,1000.0,2024-09-08
9597,20858,GIFT CARD $50,5000.0,2025-11-13
9604,38404,Gift Card $50,5000.0,2025-03-26
7328,40257,Product Discount,500.0,2025-07-31
1018,23610,Gift Card $50,5000.0,2024-11-21
2590,15256,Free Shipping Voucher,200.0,2024-12-28
8241,36622,Gift Card $10,1000.0,2025-10-19
8522,46041,Gift Card $10,1000.0,2024-10-26
5699,33030,Product Discount,500.0,2025-05-02
2467,46554,Gift Card $50,5000.0,2024-04-04
1992,19558,Product Discount,500.0,2025-04-19
6050,107,Free Shipping Voucher,200.0,2024-07-27
5228,4173,Gift Card $10,1000.0,2026-01-11
1411,49609,Free Shipping Voucher,200.0,2025-07-03
8166,41759,Gift Card $50,5000.0,2025-12-02
6692,27519,Gift Card $10,1000.0,2024-07-13
3934,3927,Free Shipping Voucher,200.0,2025-12-04
3637,40548,Free Shipping Voucher,200.0,2024-07-29
6693,16917,product discount,500.0,2025-06-29
699,32692,Free Shipping Voucher,200.0,2024-06-12
4274,10276,,1000.0,2024-04-10
4330,20907,Gift Card $10,1000.0,
1100,31876,Product Discount,500.0,2024-05-15
6562,2896,free shipping voucher,200.0,2024-08-06
6234,5482,Product Discount,500.0,2024-02-28
5366,14118,Gift Card $10,,2025-10-15
3550,47730,Product Discount,500.0,2025-05-31
8924,8927,Gift Card $10,1000.0,2025-04-25
137,35526,Gift Card $10,1000.0,2024-11-14
1653,42107,Gift Card $50,5000.0,2025-08-18
5003,45448,Product Discount,500.0,2025-07-06
7493,4826,Product Discount,500.0,2024-10-04
2323,47380,PRODUCT DISCOUNT,500.0,2025-03-24
1499,19254,Product Discount,500.0,2025-10-10
1265,106,Free Shipping Voucher,200.0,2025-07-05
719,28852,Free Shipping Voucher,200.0,2024-04-12
7081,40263,Product Discount,500.0,2024-10-20
167,28084,Gift Card $10,1000.0,2025-12-31
5490,46605,Free Shipping Voucher,200.0,2025-12-01
7150,16425,Free Shipping Voucher,200.0,
2652,12099,Gift Card $10,1000.0,2026-01-08
3910,18301,Gift Card $50,5000.0,2025-01-29
7032,30728,Gift Card $50,,2024-08-06
9370,21014,Free Shipping Voucher,200.0,2025-07-20
6594,45452,Gift Card $10,1000.0,2025-03-15
4768,12638,Gift Card $50,,2025-10-28
5624,45736,Product Discount,500.0,2024-08-13
8112,17824,PRODUCT DISCOUNT,500.0,2024-06-18
5327,36220,Gift Card $50,5000.0,
