customer_id,tier_id,points_balance,join_date
30383,4,12505.0,2026-01-03
49512,2,2246.0,
27398,3,7826.0,2025-09-01
5785,3,6491.0,2022-05-07
16607,2,4589.0,2025-05-09
44154,2,2327.0,2025-11-18
20635,3,7672.0,2022-04-04
31802,4,10315.0,2023-01-28
19682,3,6047.0,2026-01-12
15054,2,1974.0,2024-09-16
38767,2,4248.0,2021-06-25
1128,4,12845.0,
43291,4,,2024-09-07
19065,4,13400.0,2024-06-09
25221,4,13582.0,2022-09-01
5759,2,1130.0,2022-07-28
19448,1,744.0,2024-01-19
14781,2,4114.0,2021-04-15
9915,3,5999.0,2021-08-13
8782,1,128.0,2024-04-27
32474,3,9808.0,
35200,3,5306.0,2026-02-24
26086,3,6300.0,2023-11-14
38098,4,12193.0,2024-02-27
31417,4,14423.0,2023-03-08
36652,3,5704.0,2024-06-09
43165,2,4542.0,2021-04-03
12911,4,10934.0,
45549,3,9268.0,2024-11-30
27778,3,5876.0,2022-09-15
18521,3,6350.0,2026-01-09
4382,3,9484.0,2023-09-15
44827,4,12806.0,2024-07-03
16352,2,3886.0,2021-08-12
38068,4,10646.0,2022-01-26
1769,3,,2022-01-22
443,2,2598.0,2021-06-14
48962,3,7689.0,
592,4,11155.0,2024-11-15
33761,2,2712.0,2022-12-14
49246,3,6964.0,2021-08-07
8913,1,181.0,
27516,4,12747.0,2024-03-07
31704,4,11387.0,
7855,4,14376.0,2025-12-13
45760,1,490.0,2023-09-21
23315,3,6178.0,2022-05-06
17589,4,14976.0,2023-10-29
23378,3,5765.0,2025-06-05
46238,2,3078.0,2025-11-24
8162,4,11070.0,2025-02-07
41043,2,2501.0,2025-08-15
25411,2,3416.0,2022-04-01
860,4,14225.0,2021-05-21
8492,2,,2021-05-02
31794,3,7465.0,2024-09-06
27199,4,12425.0,2023-09-16
37978,3,6508.0,2024-08-25
25331,2,1850.0,2022-01-16
47784,4,13272.0,2025-03-26
34596,2,1236.0,2024-11-07
48918,4,13947.0,
20754,2,3499.0,2022-01-09
4470,2,4506.0,2025-05-04
11613,4,10935.0,2026-02-07
9133,4,14891.0,2023-08-24
20712,3,6346.0,2024-09-23
14260,4,14374.0,2023-05-31
5750,2,3560.0,2024-02-24
15994,3,8543.0,2023-03-20
10404,2,3651.0,2025-07-11
7616,2,4013.0,2022-02-02
24327,2,1525.0,2023-07-10
31626,4,14915.0,2022-05-09
31439,1,590.0,2021-12-01
4249,4,14731.0,2023-01-04
12293,3,8038.0,2025-03-24
48486,3,9801.0,2021-11-29
36483,2,4977.0,2022-07-22
14582,4,13354.0,2022-11-22
32425,4,14151.0,2022-12-02
33196,4,10027.0,2022-01-26
26471,3,9408.0,2022-01-02
35347,2,2440.0,2024-11-06
18741,3,7723.0,2023-05-11
5228,4,13552.0,2024-12-03
21481,4,14336.0,2022-05-08
29899,3,8266.0,2022-04-21
13262,1,785.0,
33799,2,4348.0,2025-07-23
35282,2,1810.0,2023-01-15
42399,4,12313.0,2021-04-20
32689,3,5191.0,2025-07-13
46141,4,11238.0,
37336,3,6202.0,2025-09-20
22478,3,7756.0,2024-02-17
11302,2,3344.0,2022-05-03
43595,3,7014.0,2025-06-09
19507,1,71.0,2021-07-14
21023,2,3357.0,2023-04-14
31731,4,13300.0,2025-08-18
13589,4,10238.0,2025-07-31
26208,3,6016.0,2025-12-05
28566,2,4018.0,2023-08-24
14976,3,9855.0,2023-11-19
39883,4,13438.0,2022-04-02
19978,2,4315.0,2023-07-27
2569,2,1138.0,2025-12-16
20703,2,,2025-03-15
45070,4,13096.0,2022-04-05
8397,1,,2024-06-28
20295,4,14588.0,2025-03-21
12406,2,1160.0,2021-03-30
14394,1,108.0,2024-01-11
17362,2,2813.0,2025-06-14
45019,4,14600.0,2022-06-17
26785,3,6962.0,2024-02-21
13782,2,1399.0,2024-02-02
38513,3,9774.0,2022-02-25
25456,2,1467.0,2024-05-02
30550,4,14071.0,2023-05-12
13764,2,4987.0,2023-09-02
10065,2,2159.0,2021-11-28
14787,3,9099.0,2021-04-13
27597,2,2549.0,2023-06-02
3914,1,683.0,2024-01-10
24021,2,3213.0,2022-02-23
14529,3,7249.0,2022-05-08
43713,4,,2024-05-27
25066,4,13120.0,2022-01-29
35916,4,,2023-11-09
4529,3,5752.0,2022-11-02
23444,4,11110.0,2025-08-30
36673,1,910.0,2026-02-16
49896,2,2528.0,2023-03-04
6945,3,9038.0,2024-05-24
27770,3,7975.0,2021-11-30
3700,3,5204.0,2022-02-03
17095,2,2195.0,2023-09-27
19524,3,9625.0,2024-06-07
2285,3,9693.0,2023-05-17
31414,3,8904.0,2024-08-08
37654,2,4273.0,2022-11-15
48931,3,5993.0,2024-02-17
26413,4,14820.0,2025-07-08
26043,4,14103.0,2025-05-22
25765,3,8930.0,2025-06-21
2499,3,,2022-05-04
39229,3,9178.0,2024-02-26
16520,3,8871.0,2024-09-16
37682,4,12351.0,2024-08-28
35661,3,9522.0,2022-12-23
36668,3,6321.0,2022-07-16
22248,4,,2024-11-17
31305,2,2327.0,2025-09-03
26697,3,8494.0,2022-01-10
3656,2,4990.0,2025-09-08
35186,1,,2024-10-18
8275,4,13951.0,2024-08-12
41619,3,7941.0,2024-07-16
20785,3,7458.0,2023-04-22
34926,2,1113.0,2024-03-13
31439,1,590.0,2021-12-01
10662,4,14261.0,2024-04-03
43848,3,6421.0,2023-03-09
23127,2,3401.0,2022-10-26
27124,3,8139.0,2022-07-22
47120,3,8921.0,2024-02-04
38255,4,12082.0,2022-07-12
42938,3,7459.0,2024-09-23
228,1,251.0,2021-03-28
44016,2,1306.0,2025-12-16
46707,4,14210.0,2021-06-26
45640,4,14669.0,2021-10-08
31318,2,2048.0,2022-09-18
31044,4,13841.0,2024-10-11
40509,3,7126.0,2021-09-15
40726,4,12947.0,2023-10-26
44830,4,10136.0,2022-08-22
37404,1,978.0,2022-05-28
9609,1,925.0,2022-11-23
15566,4,11954.0,2025-10-11
24099,3,7966.0,2021-08-06
49943,2,1952.0,2022-12-27
3532,2,,2021-08-13
31896,4,10938.0,
30005,3,9865.0,2024-03-05
36030,3,9415.0,2021-05-29
39195,2,3303.0,2025-01-20
10541,2,1961.0,2024-08-27
39565,4,12822.0,2022-09-12
32568,4,,2023-01-17
22514,4,13911.0,2021-11-06
29561,4,14924.0,2023-09-30
13778,2,2774.0,2025-05-06
3433,3,8392.0,2022-10-17
6700,3,5070.0,
42116,4,14143.0,2023-02-13
17338,3,5910.0,2024-08-03
4266,4,11552.0,2025-03-03
11324,3,7279.0,2024-07-02
41375,1,,2023-07-14
36855,2,2204.0,2021-03-14
31237,2,4680.0,2023-03-14
4527,4,12436.0,2023-12-06
48288,3,5613.0,2021-10-25
8875,2,3764.0,2021-06-19
20609,3,9107.0,2023-11-30
39098,4,14132.0,2026-01-25
2084,3,9154.0,2021-04-05
12849,4,,2022-02-01
6672,3,6584.0,2025-09-06
49711,2,2059.0,2024-01-07
25050,3,7661.0,2022-04-09
5307,4,13489.0,2021-05-31
5789,4,10835.0,2025-09-19
41851,2,3550.0,2025-11-03
39668,2,1618.0,2022-07-05
36805,3,9310.0,2023-03-28
34007,4,13377.0,2021-10-30
12240,4,10437.0,2023-10-28
4052,4,10733.0,2021-07-08
7737,4,12099.0,2026-01-18
12514,4,10417.0,2024-12-13
21771,3,6245.0,2024-01-28
21787,3,5295.0,2024-10-18
25079,3,6904.0,2021-04-09
12007,2,3610.0,2024-02-20
19749,3,9780.0,2025-12-29
18036,4,10999.0,2021-07-07
14942,2,4025.0,2025-04-20
28817,3,5997.0,2025-03-17
31782,4,10104.0,2023-06-06
48715,2,4588.0,2025-02-23
46484,1,82.0,2022-09-17
34116,4,12677.0,2022-05-30
3316,4,11305.0,2023-02-09
43125,2,4859.0,2021-11-15
24424,3,9099.0,2026-02-03
28592,3,8153.0,2023-10-02
19793,2,1641.0,2022-04-17
1971,2,1126.0,2021-08-17
17494,3,6382.0,2022-12-16
25292,4,10453.0,2025-08-16
7217,4,10383.0,2025-04-17
14619,3,7457.0,
4757,4,11645.0,2022-03-14
12120,4,14509.0,2024-07-08
17329,3,5754.0,2022-12-05
12087,2,1320.0,2023-09-02
42755,2,4853.0,2024-02-27
8495,2,3773.0,2021-07-29
20164,2,4004.0,2023-11-01
34777,1,493.0,2021-12-30
19658,4,10218.0,2025-07-07
4932,4,10294.0,2021-12-17
20938,4,11510.0,2026-01-15
10018,3,7349.0,2025-01-13
26244,3,5795.0,2023-10-01
28957,4,11375.0,2024-05-04
39688,3,7346.0,2025-10-16
5127,2,1245.0,
25158,4,14819.0,2025-12-14
44768,1,116.0,2025-11-13
25334,2,1245.0,2024-07-19
43163,2,1457.0,2022-07-06
36417,4,11727.0,2021-08-06
32049,4,10268.0,2024-10-31
36058,4,13792.0,2023-03-31
8319,4,14372.0,2022-08-05
11264,3,7859.0,2021-11-16
24174,4,,2025-01-03
2396,1,171.0,2023-06-28
10185,2,3285.0,2023-01-25
19679,4,11687.0,2023-04-06
296,4,14442.0,2026-01-31
47543,2,4304.0,2021-08-12
44576,4,10259.0,2022-06-23
3109,3,7435.0,2025-05-04
3315,3,,2024-01-31
10155,4,12400.0,2025-03-29
24540,4,14381.0,2021-08-16
21724,3,8755.0,2021-11-09
38991,2,4618.0,2022-10-28
20574,4,11029.0,2023-11-30
29714,3,5421.0,2025-06-06
45665,3,8349.0,2023-01-10
43218,4,14568.0,2021-08-03
10422,4,13439.0,2022-11-09
41698,4,13067.0,2024-07-30
32898,4,13564.0,2022-09-15
47580,4,12018.0,2026-02-08
30124,1,602.0,2022-07-17
39640,2,2586.0,2021-09-30
26743,3,5218.0,2023-04-13
440,3,6657.0,2023-05-27
8359,2,1873.0,2024-08-03
24302,2,1635.0,2021-09-14
34018,3,7519.0,2024-10-11
8170,4,14123.0,2023-10-11
40763,3,5195.0,2023-10-07
12194,4,13671.0,2025-03-20
35997,3,6164.0,2023-11-06
44065,4,11552.0,
14351,4,11910.0,2022-09-21
30760,4,14543.0,2022-08-12
106,4,14008.0,2025-10-12
654,4,10561.0,2024-10-11
9366,3,7271.0,2021-04-19
15866,2,1574.0,2023-01-20
34766,2,1813.0,2024-05-20
33474,2,3990.0,2025-06-28
34986,3,,2023-06-20
47511,4,14689.0,
15574,4,12286.0,2024-09-23
26375,3,7702.0,2024-05-29
16222,2,1516.0,2021-06-04
3594,2,2389.0,2023-01-18
8283,2,1610.0,2024-01-11
3669,2,1860.0,2024-10-26
29965,4,12750.0,2021-06-28
11826,3,5784.0,2021-07-14
8755,3,9467.0,2021-10-06
38198,4,14690.0,2022-09-28
47727,4,13320.0,2021-12-14
28731,4,10809.0,2023-07-24
17651,1,381.0,2022-02-11
6629,2,1176.0,2024-12-30
46078,4,13649.0,2023-10-20
47129,3,9464.0,
35631,3,9576.0,2021-04-04
26085,2,4768.0,2023-09-28
39880,4,10263.0,2023-01-04
45498,3,9148.0,2025-07-13
48780,3,6158.0,2025-08-25
1440,4,14516.0,2022-07-29
36905,2,1551.0,2021-05-25
9826,3,5179.0,2025-01-27
38226,4,14288.0,
20548,4,12337.0,2025-05-29
41756,3,6342.0,2021-05-06
36721,4,12123.0,2025-04-04
40023,4,,2022-05-07
2710,3,9743.0,2022-05-01
38360,4,12547.0,2021-06-03
26696,2,,2023-02-17
41541,2,3793.0,2025-01-24
42184,3,5894.0,2024-11-28
33370,2,3756.0,2021-04-01
14717,3,6149.0,
35463,3,8169.0,2025-08-06
18686,2,4011.0,2023-07-26
10707,1,526.0,2023-02-02
4659,2,4210.0,2023-10-25
1222,2,1273.0,2025-07-14
23868,4,12360.0,2024-09-23
20102,3,8330.0,2024-06-24
20160,2,4520.0,2025-11-23
34337,3,5714.0,2025-09-03
39740,4,14103.0,2021-12-22
36847,3,7305.0,2022-11-10
12140,4,11650.0,2025-08-13
34572,4,12661.0,2025-07-15
33264,1,94.0,2024-04-23
17174,3,6149.0,2024-01-15
44179,4,13715.0,2021-08-12
16228,4,10763.0,2023-03-02
44379,2,3180.0,2022-03-03
38711,2,2067.0,2023-07-25
