ticket_id,customer_id,agent_id,category,priority,status,created_date,resolved_date,subject
8014,4250,528,Account Update,Critical,Resolved,2024-12-09,2024-12-15 16:00:00,Account Update - Illum accusamus.
3109,20148,1237,Payment Failure,Low,Closed,2024-07-17,2024-07-19 09:00:00,Payment Failure - Commodi iure inventore recusandae.
790,38880,2329,Payment Failure,Critical,In Progress,2025-03-23,2025-03-26 18:00:00,Payment Failure - Quibusdam Nobis.
6455,44843,2095,Login Issue,High,Resolved,2024-07-19,2024-07-22 02:00:00,Login Issue - Maiores magni esse perspiciatis.
3644,1959,2486,Product Defect,Low,In Progress,2024-05-04,2024-05-07 04:00:00,Product Defect - Dicta sunt ipsam.
910,27456,545,Order Status,Critical,Closed,2024-12-25,2024-12-27 08:00:00,Order Status - Enim enim culpa.
6433,5628,2587,Product Defect,Low,Closed,2025-10-02,,PRODUCT DEFECT - NON CONSEQUUNTUR AD DOLOREM.
6896,38126,558,Account Update,,In Progress,2025-08-09,2025-08-10 09:00:00,Account Update - Quasi ipsum itaque quam.
1274,37290,1639,Account Update,Critical,Closed,2026-01-27,,Account Update - Harum eos provident.
671,44588,1958,Return Request,high,Resolved,,2024-01-19 11:00:00,Return Request - Ullam deleniti.
3728,25112,36,Login Issue,High,open,2024-09-01,2024-09-07 12:00:00,Login Issue - Soluta blanditiis aliquid eos.
5211,11061,1337,Product Defect,Low,Open,2024-12-09,,Product Defect - Nulla ipsam voluptates voluptatem.
2420,28947,430,Return Request,High,Open,2025-09-16,2025-09-18 10:00:00,Return Request - Quo incidunt veniam.
4227,12833,2933,Return Request,Low,Open,2025-07-13,2025-07-13 17:00:00,Return Request - Minus consequatur vero dignissimos.
7747,11544,2937,Account Update,Low,Open,2025-07-09,2025-07-10 16:00:00,Account Update - Minima architecto.
6248,39530,686,Payment Failure,High,CLOSED,2024-12-09,2024-12-09 12:00:00,Payment Failure - Similique velit alias quod accusantium.
737,1397,1631,Payment Failure,Low,Open,2025-08-25,,Payment Failure - Repellendus totam quam sed.
2836,42122,2415,Return Request,High,Resolved,2024-03-23,2024-03-30 00:00:00,Return Request - Quis reprehenderit delectus doloremque dignissimos.
3271,35190,1762,Product Defect,Medium,Closed,2024-02-15,2024-02-16 02:00:00,
1864,42382,2655,Product Defect,Low,Closed,2026-02-05,2026-02-11 01:00:00,Product Defect - Ad expedita vero officiis.
621,49091,1523,Product Defect,High,Resolved,2024-03-10,2024-03-16 16:00:00,Product Defect - Dolorum minima pariatur ad.
7281,4749,2204,Order Status,High,In Progress,2024-12-17,2024-12-23 18:00:00,Order Status - Nulla necessitatibus.
6344,5720,628,Login Issue,High,RESOLVED,2025-01-25,,
9365,47016,1057,Product Defect,Medium,Closed,2025-03-02,,Product Defect - Suscipit aperiam recusandae fugit.
2209,47238,246,Return Request,Low,Resolved,2024-09-26,,Return Request - Nam quod ea.
999,16007,1301,Account Update,Medium,OPEN,2024-11-22,,Account Update - Asperiores iste.
7721,41693,804,Order Status,Low,Open,2025-03-17,,Order Status - At vel quia provident.
9390,22224,1495,Product Defect,low,In Progress,2024-02-27,2024-03-02 02:00:00,Product Defect - Debitis vitae hic possimus.
3837,21819,1138,Return Request,Low,Closed,2024-11-05,2024-11-10 11:00:00,Return Request - Dolorem doloremque.
684,31303,2998,Payment Failure,Critical,Closed,2025-10-26,,Payment Failure - Quisquam non.
341,7966,720,ACCOUNT UPDATE,Low,Open,2024-02-21,,Account Update - Tempora sequi debitis.
9830,49802,1025,Account Update,medium,Open,2024-02-17,2024-02-19 18:00:00,Account Update - Perspiciatis autem omnis maxime.
6557,677,2648,Payment Failure,High,Resolved,2024-01-04,2024-01-09 21:00:00,Payment Failure - Eum porro nisi architecto.
9536,8247,1781,return request,Critical,Open,2025-12-04,2025-12-04 08:00:00,Return Request - Deserunt nam iusto exercitationem.
4392,237,737,Login Issue,Low,In Progress,2024-10-27,2024-10-31 10:00:00,Login Issue - Facilis ullam.
5096,33304,814,,Low,Closed,2025-08-21,2025-08-24 08:00:00,Order Status - Rerum facere fugit amet hic.
1548,34640,627,Product Defect,Low,CLOSED,2025-11-25,2025-12-01 11:00:00,Product Defect - Illum quod consectetur.
5281,31390,1262,Product Defect,Low,Resolved,2024-07-05,2024-07-07 00:00:00,Product Defect - Ipsam reiciendis repellat dolore minus.
1264,15409,2643,Payment Failure,Critical,Closed,,,Payment Failure - Eveniet magni harum eligendi vel.
8207,13181,1653,Return Request,High,CLOSED,2025-09-10,2025-09-13 16:00:00,Return Request - Tenetur officiis quae.
6715,5871,182,Product Defect,Critical,Open,2024-07-31,,Product Defect - Accusamus explicabo mollitia praesentium odit.
328,35511,304,ACCOUNT UPDATE,Low,Resolved,2025-08-10,2025-08-10 17:00:00,Account Update - Dolorem cumque incidunt dolorum autem.
1185,49618,660,account update,Critical,Closed,2024-01-16,,Account Update - Consequuntur at numquam reiciendis.
1473,17426,950,Account Update,Critical,In Progress,2025-03-04,2025-03-06 08:00:00,Account Update - Reprehenderit non.
5431,3416,1055,Product Defect,LOW,In Progress,2024-12-10,2024-12-14 23:00:00,Product Defect - Magni earum quasi.
6534,23559,339,Order Status,Low,,2025-04-26,2025-05-01 09:00:00,Order Status - Tempore ipsam.
3362,48502,2272,Order Status,High,Closed,2026-01-01,2026-01-06 05:00:00,Order Status - Debitis maxime nobis rerum illum.
5138,26259,2338,Account Update,Low,Closed,2024-03-22,2024-03-23 12:00:00,Account Update - Illum reprehenderit.
6427,33142,508,Order Status,Critical,In Progress,2025-08-31,2025-08-31 05:00:00,Order Status - Labore minima eligendi.
5458,7260,42,Return Request,Critical,Closed,2025-07-02,2025-07-08 20:00:00,Return Request - Veniam deleniti consequuntur nihil neque.
6197,714,413,Order Status,Low,Resolved,2024-12-24,2024-12-24 20:00:00,Order Status - Nam non recusandae.
6548,40305,1699,Return Request,High,Open,2025-12-12,2025-12-16 16:00:00,Return Request - Iusto ad aperiam.
165,17432,1545,Payment Failure,Low,Resolved,2024-09-25,2024-09-25 15:00:00,Payment Failure - Id earum.
7581,21439,1011,Account Update,Low,Resolved,2024-01-11,2024-01-11 14:00:00,ACCOUNT UPDATE - AUT QUISQUAM.
3677,42104,317,Account Update,Medium,In Progress,2024-08-11,2024-08-14 18:00:00,Account Update - Deserunt aut est earum.
6763,27570,1466,Product Defect,high,Resolved,2025-09-11,2025-09-16 15:00:00,Product Defect - Eligendi in.
2936,21424,2765,Return Request,Critical,Open,2025-08-14,,Return Request - Tempore veritatis officia placeat.
360,40136,2973,PAYMENT FAILURE,Low,Resolved,2025-09-19,2025-09-25 01:00:00,Payment Failure - Rem sunt amet.
7662,48782,2928,Login Issue,Critical,In Progress,2025-01-12,2025-01-15 17:00:00,Login Issue - Doloremque vel commodi.
8740,38575,48,Return Request,Medium,Closed,2024-05-20,,Return Request - Veritatis dignissimos.
5437,17270,2217,Order Status,,Resolved,2025-04-20,2025-04-22 16:00:00,Order Status - Maxime repellendus nam.
2137,44666,191,Return Request,LOW,,2025-09-19,2025-09-19 23:00:00,Return Request - Inventore accusantium libero dolores.
8099,33593,1050,Order Status,Medium,Closed,2024-01-28,2024-01-28 12:00:00,Order Status - Dolorum vel ex maxime debitis.
5751,15065,1906,Payment Failure,,Closed,,2026-01-09 18:00:00,Payment Failure - Consequuntur molestiae nobis ex recusandae.
5289,23352,833,Account Update,Low,Open,2024-08-17,,Account Update - Esse rem.
1706,41088,2594,Order Status,Low,In Progress,2024-03-01,2024-03-06 03:00:00,Order Status - Sed esse quam.
9239,5877,1717,PRODUCT DEFECT,High,Closed,2025-01-11,2025-01-16 14:00:00,Product Defect - Cum ullam ullam dolor.
4517,20862,2310,Login Issue,Critical,Open,2025-08-24,2025-08-28 22:00:00,Login Issue - Aliquam modi dicta.
9040,34456,2445,Login Issue,Low,Resolved,2024-03-03,2024-03-09 01:00:00,Login Issue - Deleniti consequuntur.
4917,44039,2263,Login Issue,Low,Open,2025-07-19,2025-07-24 18:00:00,Login Issue - Delectus perferendis earum voluptate.
868,38544,1686,Account Update,Critical,Open,2024-04-16,2024-04-21 10:00:00,Account Update - Similique nisi.
7285,7452,388,Return Request,High,,2024-09-07,2024-09-13 01:00:00,Return Request - Impedit tempora.
2795,46328,1182,Payment Failure,Low,Open,2025-02-17,2025-02-17 07:00:00,Payment Failure - Fuga impedit occaecati quidem.
8392,29372,1796,Account Update,Low,In Progress,2024-01-29,2024-01-29 19:00:00,Account Update - Possimus mollitia cupiditate.
463,15106,2216,Login Issue,low,Closed,2024-12-05,2024-12-07 19:00:00,Login Issue - Facilis similique a.
6500,937,1027,Login Issue,Low,Closed,2024-08-21,2024-08-24 09:00:00,Login Issue - Officia impedit.
4198,39865,2460,Account Update,Critical,In Progress,2024-10-13,,Account Update - Ratione mollitia veritatis illo officiis.
2128,25847,178,Return Request,Low,Open,2024-04-04,2024-04-07 00:00:00,Return Request - Ipsa nihil voluptates architecto.
3715,41544,808,Payment Failure,Medium,In Progress,2025-07-29,2025-08-01 14:00:00,Payment Failure - Ducimus iste soluta cum.
3847,25070,1265,Payment Failure,High,Open,2024-08-08,2024-08-14 18:00:00,Payment Failure - Sapiente at.
7158,14661,77,Account Update,Medium,Resolved,2024-02-08,2024-02-13 17:00:00,Account Update - Delectus est sed ex.
4731,26557,2694,Return Request,high,Resolved,2025-10-02,2025-10-04 22:00:00,Return Request - Velit odio repellendus.
8433,30714,1638,Login Issue,Medium,Resolved,2025-07-13,2025-07-14 09:00:00,
3464,46530,1654,Payment Failure,Medium,In Progress,2024-12-03,,Payment Failure - Necessitatibus vitae velit assumenda modi.
2896,37973,1219,Product Defect,Critical,,2026-02-13,,Product Defect - Nam hic doloribus perferendis.
1561,10136,2244,Order Status,High,In Progress,2025-11-07,2025-11-09 04:00:00,Order Status - Nam quisquam voluptates quam.
4919,42511,949,Payment Failure,LOW,Open,2024-10-02,2024-10-07 09:00:00,Payment Failure - Ipsam quos.
2108,21590,2610,Login Issue,,Resolved,2024-04-08,2024-04-10 02:00:00,LOGIN ISSUE - EXERCITATIONEM MINIMA.
1924,9067,2022,Account Update,Low,In Progress,2024-03-01,2024-03-07 01:00:00,Account Update - Culpa excepturi atque.
4815,6208,1157,Account Update,Low,In Progress,2025-03-29,2025-04-03 07:00:00,Account Update - Alias corporis quia illo.
4920,30143,576,Product Defect,,Open,2025-12-09,2025-12-09 10:00:00,Product Defect - Quod pariatur aliquid error iusto.
3737,14991,82,Product Defect,Low,Resolved,2024-03-14,2024-03-18 09:00:00,
9966,43423,1993,Product Defect,Critical,Open,2024-02-21,2024-02-22 02:00:00,Product Defect - Dolores optio.
5126,48399,1160,Login Issue,High,Closed,2024-09-02,2024-09-03 15:00:00,Login Issue - Ab quaerat nesciunt veritatis sapiente.
2706,9503,1635,Login Issue,Low,,2025-06-15,2025-06-16 20:00:00,Login Issue - Amet repudiandae beatae fuga dolor.
8358,41266,1356,Return Request,High,Closed,2025-11-11,2025-11-14 08:00:00,Return Request - Repellat molestiae dolorem ducimus.
6165,7415,1853,Product Defect,CRITICAL,Resolved,,2024-02-08 09:00:00,Product Defect - Neque explicabo pariatur.
6033,27846,2888,login issue,critical,Open,2025-12-01,2025-12-03 23:00:00,Login Issue - Rem corporis consectetur.
72,46984,10,Return Request,Critical,Closed,,,Return Request - Aut minima saepe asperiores voluptates.
3742,37918,1729,Order Status,HIGH,Resolved,2025-05-10,2025-05-15 20:00:00,Order Status - Vero architecto optio.
2353,12354,2749,,Low,Open,2024-05-21,,PAYMENT FAILURE - HARUM RECUSANDAE ESSE.
1920,43481,1195,Order Status,Medium,Resolved,2025-02-03,,Order Status - Assumenda autem quisquam occaecati.
4210,14314,1652,login issue,High,RESOLVED,2024-06-21,2024-06-24 18:00:00,Login Issue - Nulla facilis fugiat.
1018,16250,1446,Account Update,Low,In Progress,2024-03-06,,Account Update - Itaque earum.
4348,41330,2561,Product Defect,Low,Closed,,2024-01-09 00:00:00,Product Defect - Asperiores voluptate atque minus.
711,25408,282,Product Defect,Medium,Open,2024-06-28,,Product Defect - Nisi porro ipsam.
9812,32818,2934,Return Request,Low,Resolved,2024-07-06,,Return Request - Natus et.
8435,10633,2199,Payment Failure,Low,Resolved,2024-11-15,,PAYMENT FAILURE - REPELLENDUS CORRUPTI AUT.
6549,18596,1283,Product Defect,Critical,Resolved,2024-02-21,,Product Defect - Nisi distinctio.
9922,31880,1183,Order Status,Low,Open,,2024-08-27 04:00:00,ORDER STATUS - DEBITIS REICIENDIS VOLUPTATE VITAE.
7117,7543,761,Login Issue,Low,Open,2024-12-31,,Login Issue - Sed cupiditate id nemo.
5178,31590,2040,product defect,Medium,Resolved,2024-05-21,,Product Defect - Repellendus consectetur nisi debitis nemo.
2582,12310,538,Account Update,High,Open,2025-09-08,2025-09-08 10:00:00,Account Update - Nesciunt repudiandae quos.
6531,34100,2258,Payment Failure,High,Closed,2026-01-11,2026-01-16 07:00:00,Payment Failure - Minima quidem.
5773,46456,2804,Account Update,Critical,Resolved,2026-01-23,2026-01-27 15:00:00,Account Update - Quod non repellat expedita veritatis.
951,9257,2490,Account Update,Low,In Progress,2025-03-06,2025-03-10 13:00:00,Account Update - Id necessitatibus vero.
2740,857,995,Return Request,Low,Closed,2024-10-09,2024-10-15 05:00:00,Return Request - Rerum vitae consequuntur.
6844,21610,700,Order Status,Medium,Open,2024-12-14,2024-12-15 10:00:00,Order Status - Molestias libero.
515,34656,2761,Account Update,,Closed,2025-05-09,2025-05-14 15:00:00,Account Update - Voluptas quas nemo.
8503,37466,487,Return Request,High,In Progress,2024-08-19,2024-08-21 13:00:00,Return Request - Magnam dolore dolor dolorum.
9741,40820,1303,Payment Failure,,Open,2024-04-02,2024-04-02 08:00:00,Payment Failure - Optio ab numquam.
1540,15435,2024,,Medium,In Progress,2024-06-01,2024-06-03 11:00:00,Payment Failure - Est temporibus quas perspiciatis.
2849,718,1934,Account Update,,Resolved,2024-05-04,2024-05-04 14:00:00,Account Update - Temporibus tempora aperiam blanditiis.
1017,15198,2164,RETURN REQUEST,Low,in progress,2026-02-10,,Return Request - Esse explicabo est mollitia molestias.
1608,23382,631,Return Request,Critical,Closed,,2024-01-15 00:00:00,Return Request - Doloremque odit eos.
5114,25874,1328,Payment Failure,Medium,Resolved,2024-02-06,2024-02-07 19:00:00,
9725,49532,2753,Order Status,Medium,In Progress,2024-02-04,,Order Status - Saepe excepturi harum nesciunt.
2794,6522,2920,Login Issue,High,Open,2024-03-26,,Login Issue - Laboriosam asperiores ullam labore.
3251,1571,2361,LOGIN ISSUE,Medium,Open,2024-11-02,,Login Issue - Ipsum ducimus exercitationem soluta magnam.
6254,6371,1232,Login Issue,Medium,Resolved,2025-02-07,2025-02-11 04:00:00,Login Issue - Velit reprehenderit nemo perspiciatis.
8672,45809,2848,Product Defect,,Resolved,2024-12-26,,Product Defect - Iste amet repellat.
5022,14155,1902,,Medium,Open,2025-07-05,,Order Status - Libero atque dolorum illo accusamus.
3077,3756,390,Login Issue,,,2025-10-30,2025-10-30 11:00:00,Login Issue - Placeat id sapiente omnis amet.
3518,47291,1956,Order Status,Medium,In Progress,2024-01-21,2024-01-27 21:00:00,Order Status - Temporibus perferendis qui.
8425,42145,2335,Order Status,Low,Resolved,2026-01-24,,Order Status - Tempora rem perspiciatis aperiam nam.
3317,9505,1005,Product Defect,Critical,Closed,2024-08-20,,Product Defect - Exercitationem doloribus.
1968,24283,970,Payment Failure,Critical,Resolved,2026-02-08,2026-02-12 01:00:00,Payment Failure - Eos tempore eius excepturi.
1006,29121,1478,Order Status,Medium,Resolved,2024-10-13,2024-10-15 04:00:00,Order Status - Illo harum qui.
8936,18168,2574,Product Defect,medium,Open,2024-04-03,2024-04-07 16:00:00,Product Defect - Ipsum incidunt iure dolores atque.
6434,2497,2549,Product Defect,Medium,In Progress,2024-12-20,2024-12-21 05:00:00,
2109,35425,561,Account Update,Critical,Open,2024-12-21,,Account Update - Officiis occaecati.
4987,48627,2620,Login Issue,Critical,Resolved,2025-05-14,2025-05-18 14:00:00,Login Issue - Aspernatur occaecati.
1173,42491,1927,Product Defect,Critical,Resolved,2024-11-16,2024-11-17 07:00:00,Product Defect - Inventore beatae dolorem fugiat explicabo.
2468,28755,376,Order Status,Critical,In Progress,2025-08-26,2025-08-31 15:00:00,Order Status - Nam deleniti.
9681,2456,1321,Login Issue,High,Resolved,2025-07-12,,Login Issue - A suscipit officiis beatae.
8324,264,2354,Order Status,High,Closed,2025-07-10,2025-07-12 08:00:00,Order Status - Quo illum.
8314,16778,333,Order Status,,,2024-04-02,2024-04-02 10:00:00,Order Status - Aliquid quo molestiae numquam sapiente.
7570,39069,707,,High,In Progress,2026-02-01,2026-02-03 05:00:00,Login Issue - Unde animi praesentium repellat.
5455,43971,123,Account Update,Critical,In Progress,2024-03-21,2024-03-26 01:00:00,Account Update - Asperiores reiciendis aut.
1367,12695,2576,Account Update,High,Resolved,2024-10-12,,Account Update - Dolorem quasi est.
8092,25689,2085,Account Update,Low,In Progress,,,Account Update - Similique ullam dolor.
7633,30276,2424,Account Update,Low,Open,2024-01-20,,Account Update - Nam recusandae exercitationem doloremque.
9367,49398,2129,Login Issue,Medium,Open,2025-02-28,,Login Issue - Harum voluptates ipsum reiciendis.
61,49143,576,Payment Failure,High,Open,2026-01-18,,Payment Failure - Ea corrupti consequatur tenetur.
2192,32568,1013,Product Defect,High,Closed,,2025-10-27 01:00:00,product defect - deserunt molestias.
1987,203,741,Login Issue,Low,Resolved,2026-02-01,2026-02-01 13:00:00,Login Issue - Eligendi voluptates incidunt debitis.
6061,7239,1675,Login Issue,High,Closed,2025-12-20,,Login Issue - Deserunt praesentium suscipit.
7746,15024,1524,Account Update,Low,Resolved,2026-01-01,2026-01-02 02:00:00,Account Update - Corrupti praesentium a occaecati.
670,37504,2542,Product Defect,Low,Closed,2024-06-26,2024-06-26 08:00:00,
6387,44010,789,Login Issue,MEDIUM,In Progress,2025-02-05,,Login Issue - Quis velit ea.
6187,49774,1261,Product Defect,MEDIUM,Resolved,2024-08-21,2024-08-26 19:00:00,PRODUCT DEFECT - MAGNI EAQUE INCIDUNT.
4602,21306,2902,Payment Failure,Low,Open,2025-02-23,2025-02-27 23:00:00,Payment Failure - Numquam aspernatur aliquid quis.
7121,22944,1431,Payment Failure,High,Resolved,2024-04-08,,Payment Failure - Fugiat mollitia id repudiandae.
1104,8726,2306,Order Status,Critical,Open,2024-04-16,2024-04-20 10:00:00,order status - provident officiis magni.
2368,34798,715,Account Update,Low,Resolved,2025-07-06,2025-07-10 15:00:00,Account Update - Autem qui perspiciatis totam nam.
213,23776,77,Payment Failure,,Open,2025-11-01,2025-11-04 03:00:00,Payment Failure - Sint Asperiores Itaque Cupiditate Nisi.
4927,42026,1297,Order Status,Medium,Open,2025-11-11,2025-11-13 03:00:00,Order Status - Explicabo Tempore Eum.
8898,48259,1353,Account Update,Medium,Closed,2025-04-27,2025-05-01 02:00:00,Account Update - Nisi explicabo magnam a.
8427,3568,477,Login Issue,Critical,Resolved,2025-06-05,2025-06-08 15:00:00,Login Issue - Suscipit perspiciatis tempora.
944,21861,554,Return Request,Medium,Closed,2024-09-26,2024-09-29 19:00:00,
3,22544,2913,Return Request,Low,Closed,2024-12-03,,Return Request - Possimus nam.
3811,5181,1324,Return Request,Low,In Progress,2024-02-01,2024-02-02 00:00:00,Return Request - Fugiat ipsa veritatis laborum et.
1046,28358,2197,ORDER STATUS,Medium,Resolved,2026-01-24,,Order Status - Harum quo.
9563,10585,2167,Payment Failure,Critical,Open,2024-09-15,,Payment Failure - Dolor tempore ducimus.
793,47759,2438,Account Update,Low,Closed,2025-05-07,2025-05-09 23:00:00,Account Update - Quis laboriosam.
3079,9325,2671,Product Defect,Critical,Resolved,2025-06-23,2025-06-27 20:00:00,Product Defect - Tenetur at odio.
5805,28161,2397,Return Request,High,In Progress,2025-07-30,2025-08-03 16:00:00,Return Request - Quia dolorum.
995,2658,2563,Product Defect,Critical,Open,2024-10-31,2024-11-04 04:00:00,Product Defect - Commodi quisquam aspernatur eos.
1889,3365,2666,Order Status,High,Resolved,2026-01-15,,Order Status - Nihil repellat quia animi numquam.
3381,6813,2714,product defect,Low,open,2025-10-10,,Product Defect - Voluptates temporibus et repellat.
8894,26776,413,Order Status,High,Resolved,2024-03-04,2024-03-09 07:00:00,Order Status - Fuga sed.
9141,27537,1459,Account Update,Low,In Progress,2025-03-15,2025-03-15 04:00:00,Account Update - Consectetur saepe porro.
1340,47147,543,Product Defect,Low,Closed,2025-04-05,2025-04-05 05:00:00,Product Defect - A nemo.
