customer_id,tier_id,points_balance,join_date
5332,1,534,2023-03-28
27997,2,1316,2021-12-07
38123,3,9192,2021-07-25
37054,3,8846,2021-06-09
8187,4,10989,2024-07-12
38350,3,9161,2021-05-03
48974,2,1525,2023-02-20
6581,1,716,2024-10-20
14298,3,5131,2025-07-05
21320,2,1461,2023-04-10
3473,1,657,2023-09-15
5146,4,12674,2024-01-17
12215,2,3773,2022-12-24
2930,3,6416,2021-02-17
37264,4,14182,2025-01-18
30030,2,3355,2025-09-16
20986,4,11797,2023-10-21
8559,3,8470,2024-03-23
3097,2,4677,2024-01-25
33959,4,11227,2024-04-03
12166,3,7520,2026-01-09
7688,3,6073,2024-09-20
6277,3,9415,2022-12-14
14897,3,7488,2025-05-26
39040,3,8541,2022-07-14
3626,3,7236,2021-09-22
8608,3,7027,2021-04-10
13312,3,6361,2022-03-03
38161,2,2409,2023-05-27
30519,3,7266,2025-08-21
16933,4,14785,2023-12-28
16854,2,2981,2023-11-22
39757,2,2948,2021-09-23
12494,1,161,2023-02-26
3610,3,8505,2021-08-20
33538,3,9609,2025-11-13
41807,2,3779,2022-07-21
33732,3,9754,2025-08-11
22774,4,10666,2025-02-07
44621,3,8697,2025-10-18
34965,3,7134,2025-05-24
40333,2,4732,2025-08-19
36288,4,13467,2022-08-11
8298,2,3134,2022-12-22
2640,2,1682,2022-05-30
24375,3,9846,2026-01-11
2897,3,6230,2022-10-26
12324,2,4027,2022-07-03
3314,2,2669,2025-04-28
43990,1,79,2024-11-24
33795,3,8100,2023-04-25
46340,2,1203,2024-09-18
12886,4,14428,2022-07-10
28319,3,5364,2024-12-12
26476,3,7918,2022-12-05
34297,4,14606,2023-07-13
5460,4,13238,2024-08-25
38025,2,1803,2023-11-17
26195,3,5763,2025-02-11
35819,4,13427,2024-01-06
44201,3,8854,2024-01-06
48270,3,8228,2022-08-11
2378,4,12073,2021-03-20
31163,4,12089,2022-11-09
38335,2,3951,2022-06-10
438,4,12634,2021-08-14
37853,4,13386,2024-07-28
21725,4,12020,2022-01-14
38726,4,13983,2025-11-11
38166,2,4565,2024-01-02
43512,4,14105,2025-05-25
14301,4,12581,2023-01-11
25375,3,7478,2025-01-12
38994,3,7281,2021-11-16
43928,3,6767,2022-12-08
16355,3,9888,2021-10-24
32898,4,10377,2021-03-11
35607,2,4524,2024-01-30
42114,2,3161,2023-04-18
21115,4,10859,2021-03-12
34769,3,7932,2022-04-10
21328,3,5560,2023-02-12
17236,4,11455,2022-04-12
40600,3,9363,2022-07-31
36565,2,3380,2021-12-23
19004,3,9564,2026-01-03
16268,4,13001,2023-09-01
3389,2,4631,2022-01-14
17815,4,12928,2021-05-13
48140,2,1013,2024-04-16
44299,2,1269,2024-08-13
1517,3,9667,2023-05-22
33733,4,10351,2025-10-18
15378,2,2182,2023-05-11
24784,3,9230,2022-01-08
43039,4,13791,2022-04-27
31733,3,6756,2022-04-19
38984,3,7178,2025-08-20
49839,2,4684,2023-08-07
43778,1,368,2025-12-21
21745,2,1598,2021-06-02
31693,3,8482,2022-09-27
13859,3,9831,2021-12-19
16899,2,4407,2025-04-11
47825,4,11137,2024-01-25
25032,3,5499,2024-03-20
30545,1,187,2023-10-02
27160,4,13847,2024-01-16
33316,3,6183,2023-11-28
7519,3,6182,2025-11-25
16467,3,5361,2024-04-20
47742,4,12407,2023-09-23
34691,4,10608,2024-12-05
27410,4,14778,2023-01-02
48276,3,5744,2024-09-01
11666,4,10888,2022-10-22
30622,3,6799,2025-06-13
38242,2,4448,2023-12-05
27441,3,7932,2025-06-29
49939,2,2604,2022-01-18
42758,3,9770,2025-02-08
18510,4,10427,2023-10-12
49503,2,3178,2022-05-18
7136,3,7717,2024-03-11
39437,2,3038,2024-06-21
45869,1,329,2022-09-09
12933,4,12950,2024-05-29
47026,3,8886,2023-10-27
539,2,2633,2024-01-15
4464,2,4215,2024-07-02
15782,3,9885,2021-03-04
33126,2,4568,2024-11-14
39059,2,2691,2026-01-18
42103,4,13360,2022-08-10
12585,4,12185,2025-10-23
868,2,3571,2022-07-04
10084,4,13297,2026-01-29
34269,2,3849,2022-01-20
32578,1,709,2025-04-30
7336,2,2533,2023-08-25
14478,2,3785,2022-11-07
7126,4,10528,2022-10-11
34176,2,4623,2024-10-23
2569,2,2178,2022-04-09
5153,3,5357,2021-10-01
10285,2,4796,2022-10-28
49279,4,10117,2021-08-26
31414,4,13455,2022-05-10
17700,4,12312,2024-08-12
42880,4,11390,2021-09-09
9591,4,10223,2024-12-03
30382,3,9795,2021-05-14
4822,3,7912,2021-06-12
26521,2,3033,2023-05-25
5549,4,11175,2025-04-13
18172,4,10816,2022-02-12
48809,4,12695,2024-09-13
20687,4,10328,2022-06-03
15665,2,1614,2021-04-06
40293,1,57,2022-09-10
23493,3,8968,2026-01-23
22703,2,2261,2023-11-11
19397,3,8881,2023-08-09
49852,3,7926,2025-07-16
38443,3,9694,2025-06-11
16076,2,3508,2024-02-04
45865,2,4166,2023-08-15
23747,2,2341,2022-07-02
45713,4,14875,2022-11-30
5343,2,3899,2023-11-19
28696,4,10761,2023-06-24
36523,2,3996,2024-06-30
12288,4,10123,2022-05-07
37868,4,10971,2024-09-25
37965,2,1972,2025-11-17
46070,3,5675,2025-05-26
35231,2,1957,2023-10-11
34563,2,2006,2021-10-06
44525,2,4755,2021-05-23
1326,2,2673,2022-03-10
40937,1,657,2023-10-19
44116,4,10346,2024-03-27
17373,4,12168,2024-04-26
25806,3,7362,2021-09-30
20197,2,2220,2024-12-20
46773,3,8817,2025-02-03
23325,3,7566,2025-07-17
38408,4,14206,2024-09-02
3141,2,2681,2024-02-23
49583,3,7644,2022-12-14
40442,3,5535,2025-06-22
19646,4,10103,2022-10-28
30712,3,7077,2023-03-13
6957,4,13633,2025-03-14
23355,3,6287,2023-04-29
46502,2,2585,2025-08-10
35512,2,1987,2024-11-01
4887,3,6686,2023-07-27
30069,3,9372,2023-08-13
47291,3,6382,2025-03-16
249,3,9270,2021-09-10
8883,3,5247,2023-10-05
40711,4,10303,2022-02-27
27636,2,2793,2023-06-13
9288,3,8591,2022-05-26
32740,1,810,2022-12-21
23949,4,10605,2026-01-11
27349,2,2410,2026-01-20
22343,4,12394,2024-10-02
26082,3,6662,2024-09-26
20016,3,9116,2022-06-30
23643,2,2319,2023-04-01
30035,4,12322,2024-04-28
34514,3,6972,2023-07-18
33343,3,5055,2024-09-05
32808,3,6345,2021-03-11
31985,3,9829,2025-10-20
34737,2,2559,2023-08-26
19091,3,7814,2022-09-15
39494,3,9442,2023-08-22
8488,4,13357,2022-10-25
45806,4,13097,2024-02-03
6222,3,8185,2021-11-15
35176,4,11589,2023-05-31
34991,2,4305,2022-04-20
1925,3,9804,2021-08-11
4161,3,6265,2021-11-12
4467,2,4421,2023-03-03
19537,2,2753,2024-09-17
18546,2,3247,2024-05-26
12210,2,1947,2023-12-06
4738,4,12492,2023-05-21
32218,3,6553,2021-11-15
46345,4,13618,2022-01-30
19559,3,9054,2024-04-15
41536,4,11670,2021-03-29
14474,1,337,2023-03-07
34996,3,7006,2025-08-21
47806,4,11352,2025-08-16
24906,4,13280,2023-01-05
16500,3,5124,2021-06-30
9628,3,5098,2023-03-22
18004,1,725,2025-04-13
8719,2,3740,2023-01-01
22983,4,14700,2023-06-05
27421,3,5221,2022-11-19
32428,3,9369,2025-09-02
31659,3,9984,2025-12-14
39443,1,975,2025-09-06
13609,1,556,2021-07-29
1930,4,14806,2025-03-31
38473,3,7581,2021-07-23
8033,3,5756,2025-06-30
11747,4,11194,2023-08-20
5732,2,2041,2022-08-24
16770,4,13603,2022-06-09
20213,2,1790,2021-12-29
1271,2,4052,2024-12-07
39873,4,13618,2025-12-28
48030,3,6399,2023-08-08
23022,3,7811,2022-11-26
11729,4,12715,2025-04-05
14546,3,6948,2023-03-27
39247,2,2560,2021-07-29
379,4,14167,2023-11-19
43811,4,13106,2021-04-13
37534,4,13683,2021-07-13
42476,4,12486,2021-05-25
7262,1,200,2021-12-28
1783,3,5432,2023-04-06
11406,3,5270,2024-07-19
12093,3,9567,2021-11-20
719,2,1423,2024-09-11
14361,2,3096,2023-03-08
48409,3,8285,2022-10-26
49408,3,9736,2021-07-04
19515,3,5538,2022-04-30
7341,2,2381,2023-02-28
14823,2,4324,2023-06-08
3488,4,11760,2023-12-23
37620,3,6883,2022-02-13
6945,2,1661,2021-11-29
4987,4,13560,2024-03-12
41821,3,5596,2025-11-06
36635,3,7795,2023-02-08
18471,4,11583,2025-03-16
20181,3,5477,2024-05-15
14243,4,13417,2021-08-06
42632,2,4607,2025-11-01
17821,3,9625,2024-10-02
36506,2,1168,2023-01-25
29588,2,1857,2024-02-05
4556,4,13462,2025-08-17
16282,3,9852,2023-03-03
13784,3,9069,2021-04-05
25614,2,3667,2026-01-22
19826,4,14448,2024-05-23
21242,2,3744,2024-01-27
32686,4,11346,2023-05-10
18539,2,2740,2025-08-18
37265,3,9056,2022-02-06
30691,1,63,2025-06-28
31480,3,6074,2021-06-12
30923,2,4802,2023-08-14
19364,2,1771,2022-03-07
2102,3,5930,2022-06-28
27418,3,9927,2024-03-18
35636,4,14426,2024-12-31
8141,4,13696,2025-05-04
6117,2,4665,2022-03-06
37973,2,3408,2023-08-17
30894,2,1773,2021-04-19
48395,2,2398,2025-09-24
22171,3,9336,2024-04-05
43755,4,13313,2024-02-18
5142,3,5396,2023-09-21
3975,3,5932,2023-05-20
22100,3,7912,2025-09-27
5461,4,10547,2022-09-03
23695,1,43,2025-03-29
4716,3,5243,2024-07-27
47336,3,5638,2021-07-10
40302,1,152,2024-08-31
38950,4,11195,2022-08-15
4942,4,10435,2021-07-28
39666,1,180,2025-03-05
20890,4,13884,2024-04-02
46458,4,14815,2021-05-14
26312,3,6243,2023-05-13
47406,3,5137,2023-01-02
43475,2,1948,2025-01-12
12868,2,3196,2023-06-25
30500,3,8728,2021-08-02
44756,4,10093,2023-03-12
3001,3,7945,2024-10-07
26660,3,5216,2023-01-10
20478,3,7781,2023-04-02
43231,4,12204,2024-01-06
12455,2,3860,2021-12-04
18706,2,4000,2023-11-15
29045,1,177,2024-08-03
30573,2,3423,2022-01-31
2670,4,11580,2025-03-22
29807,4,12093,2025-04-15
17712,2,4788,2025-02-02
39131,2,3222,2024-07-15
39079,4,13042,2023-03-31
4259,2,2279,2021-03-12
5517,2,3472,2023-07-12
36468,4,11080,2025-08-16
15074,4,12975,2022-09-05
7394,4,12183,2021-12-30
25095,2,4678,2022-04-12
16981,2,4666,2023-02-10
4253,4,13607,2021-03-18
47186,4,10133,2025-07-01
23810,3,8679,2021-08-30
37937,4,12435,2024-09-10
41261,3,7778,2024-05-18
17950,4,14273,2025-08-29
35415,2,2382,2024-10-05
6590,3,5947,2021-07-27
23268,2,2746,2025-05-23
47239,2,4308,2025-03-22
29748,2,1196,2022-05-01
24500,2,4969,2024-08-05
10333,2,1615,2023-07-10
28493,4,12883,2024-08-09
8906,1,218,2023-09-22
29445,4,12370,2023-10-11
29786,1,922,2025-05-11
29252,2,4208,2022-06-05
17017,3,6464,2023-10-13
37533,3,6270,2024-07-18
44871,4,11590,2023-11-08
7529,2,2947,2023-07-29
5042,1,851,2022-02-19
46191,4,14898,2024-07-15
26472,2,3645,2024-10-29
13497,2,2355,2021-06-05
19877,3,5186,2021-09-14
40592,2,4107,2022-11-29
45652,2,1117,2021-07-12
13471,3,6854,2021-08-12
27538,4,10058,2026-01-14
9635,2,4324,2022-05-14
17181,2,4270,2021-12-21
48323,2,4518,2025-03-19
3423,4,11022,2021-12-13
20605,2,1322,2022-01-20
31355,3,8173,2026-01-26
40489,2,3916,2021-04-19
5471,3,9717,2022-07-31
16715,1,989,2021-08-28
32996,4,14697,2023-09-30
37906,3,6961,2023-02-25
37547,2,2816,2021-08-31
6617,4,12373,2024-07-26
94,2,2615,2022-05-20
34064,3,8919,2022-01-26
15106,4,13576,2022-07-06
32628,3,8481,2025-01-14
44334,4,13847,2025-02-28
19392,4,14871,2026-01-07
15456,4,11379,2024-05-09
14158,3,9327,2024-12-25
27945,3,6872,2022-04-18
41567,1,53,2024-12-24
23457,1,388,2023-09-07
49059,3,6378,2025-10-17
8192,4,12159,2021-10-15
5831,3,8414,2022-02-21
21060,3,8202,2023-03-29
32610,4,11695,2025-05-11
28914,4,11375,2022-03-11
29456,2,4291,2023-12-17
13479,1,177,2022-02-04
11133,4,13849,2022-05-28
13528,1,400,2026-02-14
35116,1,521,2022-09-26
3138,4,14627,2021-05-20
84,4,10327,2023-03-11
44107,4,12765,2025-05-25
27449,2,4312,2024-04-29
22577,3,5926,2021-11-28
6836,3,9950,2025-04-10
25394,4,11552,2024-06-07
21936,2,2662,2025-01-08
14641,4,11103,2023-11-27
17868,4,11878,2023-10-06
10840,4,14439,2024-02-17
7386,3,8392,2023-03-01
45707,3,5782,2023-12-08
25259,2,1035,2021-04-06
47222,2,4914,2025-06-10
26533,4,12516,2023-04-23
43491,2,1047,2024-03-24
41834,4,12386,2021-12-25
41418,4,10716,2024-02-02
41937,4,14690,2025-04-05
44501,3,9657,2025-12-11
27513,4,12550,2024-06-11
32257,2,2934,2024-06-14
3285,4,12809,2024-07-03
8173,4,11466,2022-03-28
37477,2,3043,2023-11-28
42953,2,3812,2022-07-25
13669,2,3311,2023-10-29
11142,4,11088,2021-03-31
19079,4,12453,2025-12-06
32967,3,6722,2024-09-13
16364,3,8567,2022-12-31
48988,3,7337,2025-09-02
43768,2,4135,2025-02-16
41197,4,12706,2025-05-05
43815,4,13643,2023-08-30
37142,4,13245,2021-03-16
36507,3,9554,2025-10-26
11999,4,14260,2022-02-10
16560,3,6354,2021-08-22
46153,2,3180,2023-02-12
24118,3,8843,2025-03-26
21581,4,11982,2025-04-06
21425,3,8760,2025-08-14
11952,4,10144,2021-09-11
21769,4,11385,2021-05-09
39050,2,4055,2022-02-21
13225,3,9784,2023-03-28
31447,3,8884,2024-11-30
7153,3,8270,2024-03-24
47996,3,5599,2026-01-22
37069,4,13197,2024-12-12
14913,1,182,2022-04-24
15693,4,14285,2021-08-24
25508,4,10874,2021-04-20
13140,3,6759,2022-05-02
18754,4,10676,2024-04-18
1844,4,11965,2025-05-16
2824,3,8879,2021-05-08
35412,3,7696,2022-04-26
23251,3,5543,2021-09-04
5583,4,13026,2024-03-11
44070,3,5724,2024-09-12
8426,3,9863,2022-12-01
34816,3,6369,2021-05-22
29436,2,2377,2025-10-19
11866,3,7626,2022-10-21
1102,3,7882,2025-01-28
17189,3,9642,2021-11-06
35447,4,12995,2023-02-25
36230,2,4300,2025-09-09
45037,4,12777,2023-06-03
6281,4,11521,2021-08-02
26336,4,10701,2023-12-17
17546,3,9031,2022-03-11
32528,4,13782,2023-08-31
40610,2,4751,2022-04-07
994,4,14881,2022-10-19
17698,4,14778,2024-03-25
45926,3,8852,2024-11-09
7406,1,73,2024-04-23
26878,3,5743,2022-12-06
18480,3,7085,2024-08-17
3964,2,2035,2025-11-06
20555,4,12519,2023-05-16
42949,4,11078,2025-06-22
35128,4,12024,2022-12-02
34714,2,3587,2022-02-16
44637,4,10629,2025-07-20
28204,4,14580,2023-09-20
18759,4,10312,2025-01-05
6914,3,8329,2021-03-25
18314,3,8831,2024-09-18
17793,2,2440,2025-09-17
10365,4,11238,2026-02-14
29969,4,12863,2023-07-05
14827,1,241,2022-08-12
25638,2,2620,2025-02-07
6469,4,11695,2021-03-02
39587,4,12323,2025-01-18
10550,4,10132,2022-10-31
18627,2,4643,2025-10-01
18307,2,3547,2021-09-29
10320,3,8746,2025-11-20
41658,3,6495,2022-01-22
28606,2,4447,2024-07-04
14058,4,12572,2023-04-10
41078,2,1284,2022-08-31
32008,3,7426,2021-09-26
10237,3,5031,2023-03-09
49823,2,2139,2022-07-24
6903,3,8226,2025-10-04
11140,2,3689,2021-05-03
4442,3,5783,2023-04-27
2528,3,9518,2025-08-15
24413,1,157,2022-11-16
14171,2,1294,2024-10-03
49463,4,10397,2025-07-11
13151,4,11879,2025-03-07
24133,4,14913,2021-04-30
32505,4,11603,2024-12-26
49887,2,1281,2023-08-18
8588,4,14269,2024-08-22
227,1,207,2025-05-15
28690,3,5318,2023-05-10
2343,4,13673,2024-02-13
19436,3,9906,2021-08-21
36831,2,1702,2024-10-20
37291,3,9107,2021-07-21
45807,2,2684,2022-06-19
1531,4,11440,2023-02-03
2849,4,11957,2022-10-12
23957,4,10179,2025-08-04
43202,3,9777,2022-05-21
49736,4,13960,2022-11-04
35262,3,9220,2021-06-30
22570,4,11657,2022-01-21
37665,3,6030,2022-09-10
2394,3,9260,2022-02-15
25840,4,11957,2026-01-26
20109,3,9581,2022-05-03
45928,2,3280,2025-03-17
3213,2,3957,2025-03-21
7182,1,67,2022-12-25
43987,3,6075,2025-03-18
43670,2,3744,2023-02-09
10109,1,866,2025-10-15
46833,4,14240,2021-12-25
45304,3,5201,2025-09-28
28717,4,14834,2023-03-26
16966,4,13807,2022-07-17
43615,3,6548,2024-08-31
36720,1,577,2023-03-03
41433,2,3362,2024-04-04
37700,2,2075,2023-06-06
44333,3,8183,2023-01-08
12189,2,1333,2025-12-16
3542,3,5913,2021-10-07
42908,1,954,2025-09-30
44162,4,13587,2025-04-04
28968,1,636,2023-08-01
33012,3,7804,2025-06-14
41399,4,14976,2023-06-13
37363,4,14518,2024-10-29
49501,3,6849,2024-07-09
22639,3,5253,2024-09-25
35999,2,3708,2022-05-29
30714,2,3114,2023-07-20
10050,3,7977,2022-09-02
6231,4,14541,2025-01-21
31395,2,3850,2024-08-09
47752,2,1238,2025-09-07
26109,2,3603,2021-04-25
41840,3,9718,2025-04-22
37912,4,14581,2024-01-05
11434,3,7709,2021-05-31
13261,4,10609,2025-09-11
30470,4,10024,2025-04-25
36911,3,8044,2021-11-18
49531,4,14003,2023-05-17
24011,3,6802,2025-09-19
13550,3,5760,2023-09-07
1490,1,976,2025-02-24
32014,4,13438,2021-07-31
39321,2,4107,2023-06-20
8770,3,9570,2024-06-19
28105,4,12060,2024-12-06
42668,3,9444,2024-06-04
46588,2,4732,2023-10-18
2066,2,4458,2024-04-01
34413,3,5923,2021-11-09
40148,4,10166,2025-07-05
6093,1,245,2024-04-10
10997,4,13162,2022-08-18
3942,4,12212,2022-06-01
17158,2,1350,2022-04-17
4350,4,13871,2023-07-13
17221,3,7551,2023-09-24
20074,3,9277,2024-07-21
27240,3,7412,2025-01-16
20736,3,8623,2022-12-07
37287,2,4875,2022-10-06
40511,4,12311,2024-09-19
29461,4,14419,2022-02-08
36702,2,1989,2023-12-09
14500,4,14943,2021-12-08
42015,3,8362,2024-04-30
41835,4,10271,2021-03-26
28090,2,2304,2025-10-04
40746,2,2116,2024-06-04
34375,2,2534,2022-12-03
3845,3,7490,2026-02-08
35743,2,4897,2025-10-21
5892,4,11323,2023-12-25
30882,4,14226,2025-08-09
19655,3,6157,2021-02-24
13001,3,6295,2022-11-10
16928,3,8633,2022-02-13
39996,4,14824,2022-08-27
30814,3,9221,2023-06-12
38250,2,2772,2023-11-07
36152,4,13028,2023-08-20
5133,4,12426,2021-08-20
31742,4,13876,2021-06-09
28420,3,9622,2023-08-22
49712,4,14161,2023-01-07
32746,2,3947,2023-04-19
13277,4,11390,2021-07-04
23869,2,1199,2023-11-05
48056,2,4170,2021-07-10
41011,3,6671,2021-03-10
8940,4,10953,2022-04-23
1208,2,2752,2024-12-12
29867,3,8045,2023-07-17
37742,1,948,2023-05-17
47570,4,14530,2025-06-21
15385,2,1829,2022-01-20
32401,4,10317,2024-04-11
34273,3,8335,2025-03-23
22710,1,372,2023-09-12
122,2,2917,2025-01-07
47253,4,10256,2025-06-23
26507,3,6605,2024-03-30
37592,4,10315,2024-05-23
31011,2,4206,2023-06-27
3188,2,1986,2023-03-13
21244,2,2818,2022-04-24
36497,4,12655,2025-05-20
40024,2,4105,2022-05-28
20606,4,13887,2024-08-03
47132,4,12484,2022-07-04
9502,3,9809,2021-10-10
18433,2,1877,2024-01-01
13029,2,3579,2022-11-21
5713,3,7456,2025-11-25
24301,3,5203,2025-04-23
45197,4,13137,2022-09-11
12383,1,66,2021-11-15
45804,4,11589,2024-12-23
25791,2,1765,2025-03-21
36272,3,7159,2022-09-17
22503,2,2954,2021-04-27
26213,4,12736,2023-09-04
17713,1,349,2021-05-05
18696,2,2877,2025-09-03
49062,3,6309,2021-12-18
37479,4,10161,2025-08-21
25572,3,6999,2024-11-22
1347,2,2904,2023-09-25
49172,2,3120,2024-12-05
49547,4,11477,2021-10-27
34341,3,8755,2022-02-14
18273,4,11408,2023-08-09
38574,2,4614,2023-11-30
44407,3,9659,2022-08-20
23000,3,7926,2022-07-30
28128,3,9623,2024-01-17
4009,1,48,2023-12-30
11298,4,14601,2022-12-30
29921,3,5615,2024-05-09
15164,3,5191,2021-05-30
24129,3,8057,2022-02-18
34038,2,4524,2024-01-31
12382,4,14142,2021-03-01
15940,2,2044,2024-11-06
40580,1,542,2021-12-25
37532,3,6369,2024-04-14
20357,2,3447,2025-05-04
42307,1,831,2021-07-05
44193,3,8275,2024-10-11
30799,3,5231,2022-12-13
12949,3,5154,2024-04-19
31541,3,7008,2021-06-22
35610,2,3895,2025-04-23
31175,3,5600,2024-10-08
15802,3,6702,2025-05-18
8832,3,6282,2021-04-28
48420,3,5287,2021-11-26
30128,4,14095,2023-12-13
18028,3,7892,2021-04-21
32863,4,13427,2024-02-28
3013,3,7270,2022-06-27
21335,1,290,2022-04-09
23412,2,1554,2025-12-27
1934,3,8400,2022-05-30
18201,1,660,2022-04-26
812,2,1927,2025-06-05
33277,2,4167,2025-05-11
10449,3,7253,2023-02-17
26007,3,5433,2022-04-26
41962,3,6642,2021-10-18
33613,4,11102,2024-04-04
13389,2,1792,2021-11-19
23857,3,8662,2022-10-28
21553,3,9487,2025-12-17
8802,2,4723,2024-12-10
6740,2,2249,2025-10-20
48240,2,1934,2021-06-10
22647,3,7166,2024-06-04
37148,4,13797,2022-04-05
45093,3,7337,2025-04-23
38162,2,3894,2024-08-31
24087,4,10622,2023-03-22
9737,4,10212,2022-09-26
47435,4,14402,2023-07-21
29422,2,4102,2021-11-07
14688,4,12470,2023-09-12
24931,4,10950,2022-06-29
747,3,9012,2024-01-31
48963,2,2488,2024-08-31
39427,2,3521,2023-03-20
45441,2,4111,2025-03-24
44947,4,11181,2022-08-22
35233,2,1075,2025-12-11
