redemption_id,customer_id,reward_name,points_redeemed,redemption_date
299,45274,Free Shipping Voucher,200,2024-11-27
300,10873,Gift Card $50,5000,2025-03-18
301,27977,Product Discount,500,2025-06-06
302,45777,Product Discount,500,2024-02-20
303,11975,Product Discount,500,2025-03-06
304,40346,Gift Card $10,1000,2025-11-17
305,21761,Gift Card $10,1000,2024-09-23
306,42659,Gift Card $10,1000,2025-12-07
307,31337,Product Discount,500,2024-05-24
308,35116,Gift Card $50,5000,2025-07-21
309,15984,Gift Card $50,5000,2024-12-20
310,20931,Product Discount,500,2024-08-29
311,46600,Gift Card $10,1000,2024-09-22
312,5976,Gift Card $50,5000,2024-04-21
313,46062,Gift Card $50,5000,2025-06-25
314,28687,Product Discount,500,2025-11-13
315,43807,Free Shipping Voucher,200,2025-04-22
316,46132,Gift Card $10,1000,2025-06-17
317,49446,Free Shipping Voucher,200,2026-01-06
318,14114,Gift Card $10,1000,2025-02-17
319,18027,Product Discount,500,2026-02-13
320,36444,Gift Card $10,1000,2024-02-24
321,34516,Free Shipping Voucher,200,2025-08-01
322,32288,Gift Card $50,5000,2024-11-28
323,29023,Free Shipping Voucher,200,2024-12-31
324,38392,Product Discount,500,2025-02-12
325,19670,Free Shipping Voucher,200,2026-02-09
326,14113,Free Shipping Voucher,200,2024-10-21
327,42203,Gift Card $10,1000,2024-06-20
328,23895,Free Shipping Voucher,200,2025-03-10
329,26438,Gift Card $50,5000,2025-05-29
330,14621,Free Shipping Voucher,200,2024-05-07
331,35824,Gift Card $50,5000,2025-10-22
332,111,Gift Card $50,5000,2024-08-03
333,44201,Product Discount,500,2024-07-23
334,10846,Product Discount,500,2024-08-17
335,33200,Product Discount,500,2025-05-03
336,21019,Free Shipping Voucher,200,2025-08-20
337,43376,Free Shipping Voucher,200,2026-01-30
338,20245,Product Discount,500,2024-10-02
339,23984,Gift Card $50,5000,2024-02-27
340,32518,Product Discount,500,2025-03-13
341,18257,Product Discount,500,2024-06-01
342,12620,Gift Card $50,5000,2024-12-03
343,47006,Free Shipping Voucher,200,2024-04-16
344,15812,Product Discount,500,2024-08-11
345,27644,Free Shipping Voucher,200,2024-11-02
346,16796,Free Shipping Voucher,200,2024-06-09
347,39192,Product Discount,500,2025-12-31
348,26584,Free Shipping Voucher,200,2025-09-15
349,2127,Product Discount,500,2025-08-11
350,24387,Gift Card $10,1000,2024-07-30
351,8867,Gift Card $10,1000,2024-04-25
352,43362,Gift Card $10,1000,2025-07-14
353,5994,Product Discount,500,2025-04-04
354,331,Product Discount,500,2026-01-08
355,4360,Gift Card $50,5000,2025-06-30
356,4774,Product Discount,500,2025-09-10
357,11930,Gift Card $10,1000,2026-01-16
358,14924,Free Shipping Voucher,200,2024-09-26
359,43173,Gift Card $10,1000,2025-04-29
360,39518,Gift Card $10,1000,2025-04-15
361,20574,Gift Card $10,1000,2025-07-06
362,10763,Gift Card $10,1000,2024-09-26
363,26170,Gift Card $50,5000,2025-08-31
364,48328,Gift Card $10,1000,2024-08-14
365,6100,Gift Card $10,1000,2024-12-25
366,23784,Product Discount,500,2024-05-12
367,41497,Free Shipping Voucher,200,2025-07-24
368,48245,Gift Card $50,5000,2025-08-12
369,1866,Product Discount,500,2024-08-12
370,12778,Product Discount,500,2024-07-12
371,7503,Free Shipping Voucher,200,2025-07-10
372,47372,Free Shipping Voucher,200,2025-12-30
373,30842,Product Discount,500,2024-10-29
374,31549,Free Shipping Voucher,200,2026-02-03
375,18941,Gift Card $10,1000,2024-08-26
376,43303,Gift Card $10,1000,2026-01-30
377,21865,Gift Card $10,1000,2025-03-24
378,8679,Gift Card $10,1000,2025-01-22
379,11436,Gift Card $10,1000,2024-11-12
380,42193,Gift Card $50,5000,2025-02-25
381,46710,Product Discount,500,2025-03-12
382,4917,Gift Card $50,5000,2024-03-14
383,9714,Gift Card $50,5000,2024-02-28
384,39665,Gift Card $50,5000,2025-02-28
385,11285,Product Discount,500,2025-11-05
386,17428,Gift Card $50,5000,2025-06-18
387,20068,Free Shipping Voucher,200,2025-05-24
388,6488,Product Discount,500,2024-08-11
389,31099,Free Shipping Voucher,200,2025-09-27
390,36519,Product Discount,500,2025-07-12
391,11215,Gift Card $50,5000,2026-01-22
392,11155,Free Shipping Voucher,200,2025-01-20
393,19170,Product Discount,500,2025-10-30
394,19134,Free Shipping Voucher,200,2024-10-20
395,21664,Product Discount,500,2025-09-19
396,46405,Free Shipping Voucher,200,2024-06-20
397,24824,Free Shipping Voucher,200,2025-02-17
398,48962,Product Discount,500,2024-09-08
399,23765,Product Discount,500,2025-11-11
400,15884,Gift Card $10,1000,2024-09-06
401,48722,Gift Card $10,1000,2025-10-03
402,8835,Product Discount,500,2024-05-15
403,28322,Product Discount,500,2024-12-22
404,4377,Gift Card $50,5000,2024-03-06
405,23273,Free Shipping Voucher,200,2024-08-20
406,27338,Product Discount,500,2024-06-06
407,22404,Gift Card $50,5000,2025-06-08
408,37119,Free Shipping Voucher,200,2024-12-19
409,43877,Free Shipping Voucher,200,2024-04-13
410,35229,Gift Card $10,1000,2025-06-16
411,15411,Gift Card $50,5000,2024-11-11
412,499,Gift Card $10,1000,2024-03-14
413,44241,Gift Card $10,1000,2025-12-26
414,4415,Free Shipping Voucher,200,2025-03-03
415,28582,Gift Card $50,5000,2025-08-31
416,21414,Product Discount,500,2025-12-15
417,1008,Gift Card $50,5000,2024-03-05
418,26364,Free Shipping Voucher,200,2025-10-19
419,16851,Gift Card $50,5000,2025-09-02
420,16807,Product Discount,500,2025-11-18
421,49237,Product Discount,500,2025-10-05
422,12246,Gift Card $10,1000,2025-05-30
423,31018,Product Discount,500,2024-06-04
424,26592,Free Shipping Voucher,200,2025-06-01
425,11524,Gift Card $10,1000,2025-05-11
426,39969,Gift Card $50,5000,2024-06-07
427,17237,Free Shipping Voucher,200,2024-12-14
428,18842,Gift Card $50,5000,2025-08-14
429,24958,Gift Card $10,1000,2025-06-12
430,3195,Gift Card $50,5000,2024-10-22
431,7426,Gift Card $50,5000,2024-06-11
432,39565,Product Discount,500,2024-03-26
433,25009,Free Shipping Voucher,200,2025-08-08
434,17631,Gift Card $50,5000,2024-12-28
435,19554,Gift Card $10,1000,2025-04-27
436,18826,Free Shipping Voucher,200,2025-08-21
437,31584,Gift Card $10,1000,2025-08-15
438,27216,Free Shipping Voucher,200,2025-01-23
439,17640,Gift Card $50,5000,2024-11-01
440,9937,Free Shipping Voucher,200,2024-10-30
441,28227,Free Shipping Voucher,200,2024-10-11
442,47442,Product Discount,500,2025-03-18
443,36809,Gift Card $10,1000,2026-02-11
444,10793,Gift Card $50,5000,2026-01-19
445,35231,Gift Card $10,1000,2025-02-26
446,23185,Free Shipping Voucher,200,2024-04-28
447,2600,Product Discount,500,2024-05-19
448,16799,Free Shipping Voucher,200,2024-04-18
449,7606,Gift Card $10,1000,2025-12-02
450,17718,Gift Card $10,1000,2024-12-28
451,19265,Gift Card $50,5000,2024-08-12
452,38619,Gift Card $10,1000,2025-04-18
453,33654,Free Shipping Voucher,200,2024-06-18
454,13754,Product Discount,500,2025-07-02
455,12698,Product Discount,500,2024-10-30
456,46938,Gift Card $10,1000,2024-02-20
457,12376,Free Shipping Voucher,200,2025-01-26
458,21240,Gift Card $50,5000,2024-09-23
459,38273,Product Discount,500,2025-09-02
460,10092,Gift Card $10,1000,2025-11-02
461,25931,Gift Card $10,1000,2025-02-15
462,40831,Gift Card $10,1000,2025-12-03
463,25118,Free Shipping Voucher,200,2025-06-24
464,27094,Gift Card $10,1000,2024-05-06
465,31654,Free Shipping Voucher,200,2025-07-26
466,39844,Free Shipping Voucher,200,2024-07-21
467,4373,Gift Card $50,5000,2025-11-27
468,3953,Gift Card $50,5000,2025-07-28
469,30500,Free Shipping Voucher,200,2026-02-05
470,5276,Gift Card $50,5000,2024-05-17
471,33212,Product Discount,500,2025-08-21
472,15441,Free Shipping Voucher,200,2024-06-15
473,24046,Product Discount,500,2025-03-18
474,33326,Gift Card $10,1000,2025-08-14
475,17357,Free Shipping Voucher,200,2024-08-07
476,46553,Free Shipping Voucher,200,2025-06-09
477,31841,Gift Card $50,5000,2024-07-02
478,46922,Gift Card $10,1000,2025-11-04
479,42533,Product Discount,500,2024-08-26
480,22577,Gift Card $50,5000,2024-05-21
481,12634,Product Discount,500,2024-05-21
482,24148,Gift Card $10,1000,2025-01-31
483,35979,Free Shipping Voucher,200,2025-11-08
484,46611,Free Shipping Voucher,200,2025-04-03
485,29045,Free Shipping Voucher,200,2025-10-08
486,33200,Product Discount,500,2026-01-08
487,37317,Gift Card $10,1000,2024-09-22
488,1818,Product Discount,500,2025-09-02
489,611,Free Shipping Voucher,200,2024-07-02
490,31070,Gift Card $50,5000,2024-11-16
491,5068,Free Shipping Voucher,200,2025-03-23
492,18734,Gift Card $10,1000,2025-11-19
493,25705,Free Shipping Voucher,200,2024-11-07
494,30758,Product Discount,500,2025-06-27
495,22059,Gift Card $50,5000,2025-04-26
496,47464,Gift Card $50,5000,2024-11-28
497,37320,Free Shipping Voucher,200,2024-05-02
498,17737,Free Shipping Voucher,200,2025-05-12
499,41016,Free Shipping Voucher,200,2025-07-23
500,2711,Gift Card $10,1000,2025-05-02
501,49481,Free Shipping Voucher,200,2025-02-26
502,24211,Free Shipping Voucher,200,2025-12-12
503,12429,Free Shipping Voucher,200,2024-06-06
504,48836,Gift Card $50,5000,2025-06-04
505,36101,Gift Card $50,5000,2025-04-05
506,437,Gift Card $10,1000,2024-05-24
507,24514,Product Discount,500,2024-12-25
508,8455,Product Discount,500,2024-05-01
509,16889,Gift Card $50,5000,2025-12-18
510,1661,Free Shipping Voucher,200,2025-07-16
511,1610,Gift Card $10,1000,2024-11-19
512,36342,Gift Card $10,1000,2024-12-10
513,28433,Free Shipping Voucher,200,2025-08-19
514,40237,Product Discount,500,2025-03-19
515,40344,Gift Card $10,1000,2025-04-21
516,12018,Product Discount,500,2024-10-25
517,16756,Free Shipping Voucher,200,2025-05-04
518,9865,Gift Card $10,1000,2025-04-10
519,9990,Product Discount,500,2025-08-15
520,32766,Gift Card $10,1000,2026-02-02
521,35058,Product Discount,500,2025-11-05
522,426,Gift Card $10,1000,2024-08-23
523,3037,Product Discount,500,2025-05-06
524,37050,Free Shipping Voucher,200,2025-08-09
525,35225,Gift Card $50,5000,2025-10-17
526,17234,Product Discount,500,2025-03-19
527,42822,Product Discount,500,2026-01-19
528,6610,Free Shipping Voucher,200,2025-07-25
529,39613,Gift Card $10,1000,2024-09-10
530,38738,Free Shipping Voucher,200,2024-10-26
531,9159,Free Shipping Voucher,200,2026-01-18
532,30667,Gift Card $10,1000,2024-11-19
533,14408,Product Discount,500,2025-12-29
534,23268,Gift Card $50,5000,2024-11-03
535,11580,Free Shipping Voucher,200,2024-02-17
536,5216,Product Discount,500,2025-01-03
537,6451,Gift Card $10,1000,2024-08-05
538,37465,Product Discount,500,2024-03-02
539,31982,Product Discount,500,2024-06-10
540,5898,Product Discount,500,2025-03-05
541,23395,Gift Card $10,1000,2025-11-14
542,48714,Gift Card $10,1000,2024-03-20
543,33129,Gift Card $10,1000,2024-10-26
544,42817,Free Shipping Voucher,200,2024-09-27
545,4712,Free Shipping Voucher,200,2026-02-09
546,5011,Free Shipping Voucher,200,2024-05-05
547,22790,Product Discount,500,2024-06-01
548,12367,Free Shipping Voucher,200,2026-01-05
549,30889,Gift Card $10,1000,2024-04-14
550,18983,Gift Card $10,1000,2024-10-13
551,34239,Gift Card $10,1000,2024-10-10
552,30604,Product Discount,500,2024-03-16
553,13165,Free Shipping Voucher,200,2025-09-18
554,23184,Gift Card $10,1000,2024-07-26
555,33270,Product Discount,500,2024-06-26
556,30260,Gift Card $10,1000,2024-09-05
557,21718,Free Shipping Voucher,200,2024-03-31
558,28988,Gift Card $50,5000,2025-02-12
559,12031,Gift Card $50,5000,2025-11-23
560,10451,Free Shipping Voucher,200,2025-11-10
561,47892,Gift Card $10,1000,2025-11-22
562,42556,Product Discount,500,2025-11-30
563,26103,Free Shipping Voucher,200,2025-07-21
564,26340,Free Shipping Voucher,200,2025-03-30
565,8697,Gift Card $10,1000,2024-09-04
566,34022,Product Discount,500,2025-09-15
567,14101,Product Discount,500,2024-05-09
568,44092,Gift Card $50,5000,2026-01-22
569,44033,Product Discount,500,2024-03-29
570,41897,Gift Card $10,1000,2025-09-22
571,46066,Gift Card $50,5000,2024-07-10
572,6780,Free Shipping Voucher,200,2025-08-01
573,6066,Gift Card $10,1000,2024-05-15
574,26258,Product Discount,500,2025-05-17
575,12519,Gift Card $50,5000,2024-03-30
576,37387,Gift Card $50,5000,2024-10-19
577,37573,Gift Card $10,1000,2025-06-18
578,2303,Product Discount,500,2025-02-12
579,14414,Gift Card $50,5000,2024-03-04
580,31990,Product Discount,500,2025-11-11
581,20579,Gift Card $10,1000,2024-02-17
582,21916,Product Discount,500,2025-02-25
583,8746,Product Discount,500,2024-12-03
584,43351,Gift Card $10,1000,2024-12-23
585,47135,Gift Card $10,1000,2025-05-16
586,14121,Product Discount,500,2025-08-30
587,33354,Gift Card $50,5000,2024-03-08
588,31725,Free Shipping Voucher,200,2025-05-16
589,14436,Free Shipping Voucher,200,2024-04-17
590,5373,Gift Card $10,1000,2025-09-05
591,13291,Product Discount,500,2026-02-01
592,6780,Gift Card $10,1000,2026-01-29
593,32729,Gift Card $50,5000,2024-09-30
594,39066,Free Shipping Voucher,200,2024-06-19
595,48214,Product Discount,500,2025-01-02
596,40770,Free Shipping Voucher,200,2025-11-18
597,49087,Gift Card $10,1000,2025-02-18
598,43943,Free Shipping Voucher,200,2025-05-07
599,47492,Product Discount,500,2024-08-26
600,2932,Gift Card $10,1000,2025-03-17
601,35180,Gift Card $10,1000,2024-09-10
602,43601,Gift Card $10,1000,2025-10-27
603,26221,Product Discount,500,2024-12-02
604,28857,Free Shipping Voucher,200,2025-12-02
605,20804,Product Discount,500,2025-10-11
606,39232,Gift Card $10,1000,2026-01-09
607,16336,Gift Card $10,1000,2025-06-25
608,22645,Free Shipping Voucher,200,2025-09-13
609,40142,Free Shipping Voucher,200,2025-03-04
610,37533,Product Discount,500,2025-03-12
611,11693,Gift Card $50,5000,2024-06-09
612,14042,Gift Card $10,1000,2024-06-03
