loyalty_id,customer_id,points_earned,source,date_earned
17633,34147,85.0,Referral,2025-05-17
11954,16632,387.0,,2025-09-13
924,31944,68.0,Bonus,2026-01-28
231,3398,322.0,Bonus,2025-07-24
6409,2199,458.0,Bonus,2025-07-15
6146,25869,280.0,Purchase,2025-12-30
15327,26159,101.0,Bonus,2025-08-10
18685,28929,28.0,Purchase,2026-02-09
3720,26115,156.0,Referral,2025-09-26
24558,27563,249.0,Purchase,2025-08-24
20687,18533,46.0,Purchase,2025-09-10
22093,27860,370.0,Bonus,2025-05-13
2294,36811,337.0,Referral,2025-12-22
14728,34412,387.0,Bonus,2025-06-06
20373,29886,63.0,Purchase,2025-06-21
14216,8697,,Referral,
17300,12405,177.0,Referral,2026-01-20
23772,36704,393.0,Referral,2026-01-01
22664,41359,417.0,Purchase,2025-12-26
8842,344,114.0,Purchase,2026-02-11
5195,19561,171.0,Bonus,2025-05-28
5528,24243,494.0,BONUS,2025-08-09
3843,3030,51.0,Referral,2026-01-08
16074,27059,92.0,Purchase,2025-05-18
5958,32692,,Purchase,2025-06-21
9687,8828,12.0,Referral,2025-03-04
18861,17840,147.0,Referral,2025-12-22
5038,6123,482.0,Bonus,2025-07-14
12499,25027,476.0,Purchase,2025-09-19
18958,49534,364.0,Purchase,2026-01-02
830,23727,472.0,Referral,2025-05-14
1328,23845,492.0,Referral,2026-01-10
4412,41696,330.0,Bonus,2026-02-02
334,45202,389.0,Bonus,2026-01-11
932,6539,297.0,Bonus,2025-07-02
14125,27549,177.0,Bonus,2025-04-20
7873,7903,242.0,Referral,2025-12-09
21771,20145,324.0,Bonus,2025-05-01
17107,32407,491.0,Referral,2025-04-14
10650,23715,346.0,purchase,2025-09-25
17876,17516,486.0,Referral,2025-08-09
1499,24810,368.0,Referral,2026-02-14
1321,13109,338.0,Bonus,2025-12-21
23010,40319,490.0,Bonus,2025-06-28
15846,19065,449.0,Purchase,2025-11-06
5511,9656,48.0,Purchase,2025-08-02
17683,10637,,Referral,2026-02-09
835,33081,351.0,Bonus,2025-11-16
24643,20493,149.0,Referral,2025-12-03
385,10043,254.0,Purchase,2025-07-17
18043,391,146.0,Bonus,2025-05-17
14625,22539,,Purchase,2026-01-28
11135,38,288.0,Referral,2025-12-28
21226,937,144.0,,2025-07-24
11261,6586,487.0,Purchase,2025-07-03
2390,12454,273.0,Bonus,2025-10-18
21372,19897,489.0,Bonus,2025-06-02
24119,41913,,Purchase,2025-02-25
1591,13416,82.0,Referral,2025-10-02
24378,49256,456.0,Bonus,2025-03-11
4978,24314,152.0,Referral,2025-05-08
10919,10854,109.0,Bonus,2025-07-12
4554,32644,21.0,Bonus,2025-06-20
4957,4559,249.0,Purchase,2025-06-10
9689,21724,445.0,Bonus,2025-03-28
17458,36072,469.0,Bonus,2025-10-15
12367,16129,,Referral,2025-11-14
19535,16853,470.0,Referral,2025-07-13
5402,15317,136.0,Bonus,2025-03-30
2573,37632,75.0,Bonus,2025-08-15
20399,15256,314.0,Referral,2025-03-31
21052,27193,421.0,Referral,2025-12-06
23839,26366,446.0,Bonus,2025-09-01
8770,48451,390.0,Purchase,2025-07-30
5281,14298,204.0,Purchase,2025-05-19
16197,29341,56.0,Referral,2025-11-19
11169,2717,364.0,Bonus,2025-08-07
4565,15471,482.0,BONUS,2025-08-06
12282,14151,429.0,Bonus,2026-01-23
17325,26619,433.0,Purchase,2026-01-26
12379,10543,495.0,Referral,2026-02-09
1501,24251,42.0,Referral,2025-10-26
503,39577,,Purchase,2026-01-29
9335,534,461.0,Purchase,2025-04-09
18389,38688,81.0,Purchase,2025-08-05
12407,33088,406.0,Referral,2025-09-06
20487,44767,291.0,Purchase,2025-05-16
7986,22015,421.0,Referral,2025-07-24
21932,19683,39.0,Bonus,2025-10-24
13905,37410,305.0,Referral,2026-01-02
5546,8214,35.0,,2025-07-13
12562,47191,84.0,Bonus,2026-02-07
9463,45526,247.0,Purchase,2025-10-01
2212,32670,455.0,Referral,2025-11-05
10015,24550,287.0,Purchase,2025-10-18
5359,18454,423.0,Bonus,2025-03-10
18109,22172,336.0,Purchase,2025-12-18
184,12524,313.0,Purchase,2025-09-26
18667,4172,,Bonus,2025-05-07
4654,8091,50.0,Referral,2025-02-27
3027,2163,266.0,Purchase,2025-08-13
21382,2343,272.0,Bonus,2026-01-06
5726,6622,233.0,Purchase,2025-08-24
7636,23301,341.0,Referral,2025-07-04
3885,1869,359.0,Bonus,2025-05-11
13241,48362,263.0,Bonus,2025-05-23
7141,23531,474.0,Bonus,2026-01-21
6286,43331,152.0,Purchase,2025-12-30
22832,44739,243.0,bonus,2025-08-14
19247,11357,442.0,Purchase,2025-06-01
8605,1784,229.0,Bonus,2025-05-23
18428,40946,384.0,Referral,2025-07-16
19828,49959,358.0,Bonus,2025-03-04
17755,1800,,Purchase,2025-07-14
19017,5609,187.0,Referral,2025-09-13
10745,33747,314.0,Referral,2025-11-15
13550,9147,116.0,,2025-03-07
12491,26227,492.0,Bonus,2026-02-06
24446,34965,44.0,Purchase,2025-10-22
5975,12314,353.0,,2025-12-27
7156,35350,301.0,Purchase,2025-08-13
17079,40974,68.0,Referral,2025-11-18
8202,48739,182.0,Bonus,2025-11-15
19952,7141,256.0,Referral,2025-11-10
19776,24827,98.0,Purchase,
10028,17259,415.0,Referral,2026-01-29
8109,39680,297.0,Referral,2026-01-17
6922,17484,443.0,REFERRAL,2025-04-06
13493,30984,62.0,Purchase,2025-06-11
21804,23673,440.0,Bonus,2025-07-21
9403,31181,402.0,Purchase,2025-03-04
23932,49120,124.0,Bonus,2025-03-07
7005,20146,442.0,Purchase,2025-05-13
20720,42374,316.0,Bonus,2026-01-11
13357,44865,498.0,Referral,2026-01-17
16407,24034,267.0,,2026-01-23
20016,9273,408.0,PURCHASE,2025-10-18
3599,8675,277.0,Referral,2025-08-01
10672,16979,398.0,Bonus,2025-03-24
19601,16861,17.0,bonus,2025-03-26
6177,1076,347.0,Referral,2025-06-13
5562,10327,340.0,Bonus,2025-10-17
16841,16208,299.0,Referral,2025-08-19
23393,4250,187.0,Purchase,2025-06-08
6811,31771,251.0,Referral,2025-09-06
7746,42683,351.0,Purchase,2025-03-13
7689,11768,267.0,,2025-08-20
23153,18360,352.0,Referral,2025-08-16
15160,23494,381.0,,2025-05-25
5776,3982,375.0,Referral,2025-04-25
6345,10661,22.0,Referral,2025-04-23
2013,21378,283.0,,2025-09-01
20739,8916,89.0,Purchase,2025-06-03
11794,21155,453.0,Referral,2025-09-04
3721,49739,43.0,Referral,2025-11-22
7693,8388,228.0,Referral,2025-06-19
10128,13674,321.0,Purchase,2025-03-05
22510,24673,39.0,Bonus,2025-11-27
9543,3944,133.0,Purchase,2025-05-08
5941,39501,78.0,Bonus,2025-05-18
16298,27233,258.0,Referral,2025-04-05
15898,12039,211.0,Referral,2025-09-02
15400,3398,343.0,Bonus,2025-07-05
3737,27069,411.0,BONUS,2025-06-06
8949,7691,29.0,Purchase,2025-05-20
11078,16667,222.0,Bonus,2025-07-02
18799,29996,415.0,Purchase,2025-11-20
11670,48740,319.0,Purchase,2025-07-18
5765,38698,63.0,Purchase,2025-04-01
22546,6127,178.0,,2025-08-28
12090,6619,29.0,Bonus,2025-10-30
19611,25909,387.0,Purchase,2025-09-16
2626,25257,142.0,Referral,2025-10-11
6760,41932,310.0,Purchase,2025-09-21
1647,46898,68.0,Bonus,2025-04-20
10486,12900,342.0,Bonus,2025-09-04
8047,709,,,2025-05-26
21776,46492,183.0,Bonus,2025-08-02
15100,13324,24.0,Purchase,2025-12-21
15310,30183,221.0,purchase,2025-06-13
19795,47931,307.0,Referral,2025-09-05
10791,36202,196.0,Bonus,2025-11-06
8947,2953,93.0,Purchase,2025-03-15
15363,47956,51.0,Purchase,2025-05-08
19706,25884,482.0,Purchase,2026-02-25
11001,48383,169.0,PURCHASE,2025-03-17
21692,48607,90.0,Bonus,2025-04-22
12737,14139,315.0,Referral,2025-11-12
20090,16995,377.0,Purchase,
122,45774,352.0,Bonus,2026-01-05
4178,43420,458.0,Bonus,2025-10-03
16152,26785,392.0,Bonus,2025-05-01
2780,33195,391.0,Referral,2025-07-23
10418,17993,256.0,Purchase,2025-04-01
11673,37529,426.0,PURCHASE,2025-06-01
17519,49063,354.0,Purchase,2026-01-01
9925,5417,215.0,Bonus,2025-07-27
15934,15980,95.0,Bonus,2025-10-21
19482,22952,313.0,Bonus,2025-10-26
3081,49285,325.0,Purchase,2025-06-29
3752,34555,108.0,Purchase,2026-02-21
9286,48844,174.0,Bonus,2025-05-07
23308,17201,166.0,Purchase,2025-03-25
8996,17102,478.0,Bonus,2025-03-01
11055,37111,451.0,Bonus,2025-04-25
14887,39678,83.0,Referral,2026-02-19
14182,5025,115.0,Referral,2025-07-16
14077,18120,139.0,Referral,2025-05-03
10478,16427,456.0,bonus,
16993,4758,301.0,Purchase,2025-04-17
19927,47374,38.0,Purchase,2025-04-02
14556,37340,178.0,Purchase,2025-07-19
12527,24285,274.0,Bonus,2026-02-06
20549,44036,,Bonus,2025-12-14
14659,37155,234.0,Bonus,2025-05-28
6850,49593,116.0,Bonus,
10690,33605,20.0,Bonus,2025-06-13
2174,8965,156.0,Bonus,
6840,30604,233.0,Bonus,2025-11-19
6197,17272,127.0,Referral,2026-02-21
12077,12361,420.0,Bonus,2025-07-01
23658,17365,221.0,Purchase,2025-11-16
3153,5798,417.0,Purchase,2026-01-14
653,11019,91.0,Purchase,2026-02-08
22375,38419,,Bonus,2025-03-07
19369,39914,168.0,Bonus,2025-12-23
8722,36454,232.0,Bonus,2026-01-31
19964,845,51.0,Bonus,2025-05-01
24366,32421,382.0,Bonus,2025-06-29
2486,28237,,Purchase,2025-11-15
23074,29459,160.0,Referral,2025-07-04
1556,35178,417.0,Referral,2025-07-25
21888,424,19.0,Bonus,2026-02-12
3014,11027,358.0,Bonus,2026-02-25
4932,25814,372.0,,2025-04-14
14395,46006,402.0,Referral,2025-11-03
157,16572,374.0,,2026-02-25
16651,43629,286.0,Purchase,2025-05-04
18304,16934,442.0,Purchase,2025-07-06
21343,33646,193.0,Purchase,2025-09-10
12263,3066,495.0,Bonus,2025-04-26
5114,37154,141.0,Bonus,2025-12-28
24348,33165,456.0,PURCHASE,2025-03-15
19174,9552,340.0,Bonus,2025-07-11
24964,27125,259.0,Bonus,2025-12-24
15341,44354,188.0,Purchase,2026-02-20
21168,46026,381.0,Bonus,2025-11-12
10308,27053,118.0,Bonus,2025-07-24
3239,7417,105.0,Referral,2026-02-17
3761,44834,28.0,Referral,2025-07-28
11894,19460,29.0,Referral,2025-03-18
24468,32593,283.0,REFERRAL,2025-07-30
13791,13158,497.0,Purchase,
3954,20444,435.0,Bonus,2025-12-01
23035,6858,164.0,Referral,2026-02-05
6590,18317,114.0,Purchase,2025-11-02
4708,43111,125.0,,2025-11-30
10525,3217,212.0,Referral,2025-09-11
18754,27342,32.0,Purchase,
10588,15850,342.0,Purchase,2025-09-20
23490,28003,164.0,Purchase,2025-03-28
14587,3502,178.0,Referral,2025-07-28
21028,36254,425.0,Referral,2025-11-06
11494,13445,122.0,Bonus,2025-03-06
9415,19336,424.0,Referral,2025-08-10
13981,45485,113.0,Referral,2025-10-04
24814,21359,320.0,Purchase,2025-11-28
17278,24180,422.0,Referral,2025-10-19
820,49232,112.0,Referral,2025-09-25
11882,30025,69.0,Purchase,2025-08-29
8445,9755,327.0,Referral,2025-09-05
22940,2253,234.0,Bonus,2025-10-31
19703,11405,210.0,Bonus,2025-07-15
4841,34205,31.0,Purchase,2026-01-24
11283,21993,207.0,Referral,2025-10-03
10095,2293,,Referral,2025-09-01
2810,162,337.0,Bonus,
17479,21980,170.0,Bonus,2025-12-21
155,11651,183.0,Purchase,2025-08-14
2892,46491,80.0,Referral,2025-10-22
18574,11341,29.0,Bonus,
17836,44193,218.0,Bonus,2025-06-29
22937,19802,266.0,Referral,2025-04-10
22303,45783,352.0,Bonus,2025-08-22
21858,11226,382.0,,2025-06-29
3785,25656,318.0,Referral,2025-09-30
3819,7262,89.0,Referral,2025-07-17
15317,33766,208.0,Referral,2025-03-23
11925,15846,51.0,Bonus,2025-12-26
11746,38096,250.0,Purchase,2026-02-07
14346,8983,496.0,Purchase,2025-06-12
4089,19181,245.0,Referral,2025-04-22
21480,2912,450.0,Referral,2025-10-01
15192,27363,445.0,Purchase,2025-12-22
7596,10843,385.0,,2025-04-15
11085,38723,449.0,bonus,2025-03-18
20565,45096,276.0,,2025-08-21
7024,5738,334.0,Bonus,2025-06-08
6591,23608,84.0,Referral,
3632,5137,117.0,Bonus,2025-06-09
11842,7075,52.0,Bonus,2025-03-22
11968,49329,260.0,Bonus,2025-06-03
23126,21784,435.0,Bonus,2025-06-05
23102,27705,26.0,Referral,2025-08-27
2186,7893,235.0,Referral,2025-09-10
23742,13314,105.0,Referral,2025-09-06
17620,30444,148.0,Referral,2026-01-29
18643,29802,272.0,Purchase,2025-09-25
22612,31382,329.0,Bonus,2026-02-02
9030,6074,179.0,Bonus,2025-11-28
3135,18860,380.0,Bonus,2025-07-03
13262,2908,110.0,Bonus,2025-03-11
255,6344,124.0,Bonus,2025-04-27
6728,15619,304.0,Referral,2025-11-28
6095,44876,209.0,Bonus,2025-09-19
19069,16016,179.0,Purchase,2026-01-22
8610,25228,206.0,Purchase,2025-06-21
22914,28700,177.0,Bonus,2025-09-23
16903,20831,482.0,Purchase,2025-11-15
5965,7497,26.0,Bonus,2025-09-02
11984,13729,244.0,Purchase,2025-03-11
12517,30330,75.0,Bonus,2025-06-12
2869,998,254.0,Bonus,2025-05-16
6224,34635,467.0,Referral,2025-10-16
15216,47492,302.0,Purchase,2025-08-22
9361,7662,457.0,,2025-04-30
23482,15889,479.0,Bonus,2026-01-16
24703,25630,421.0,Purchase,2025-07-20
12060,18842,44.0,Bonus,2025-03-03
14480,46204,144.0,Bonus,2025-10-10
10719,4032,265.0,Bonus,2026-02-20
15454,14074,141.0,Purchase,2025-04-10
12165,36397,451.0,Bonus,2026-01-06
5320,16742,205.0,Bonus,2026-01-20
19798,24885,169.0,Bonus,2026-02-25
17379,42810,37.0,Purchase,2025-06-22
16179,26922,186.0,Referral,2026-01-29
5251,27412,459.0,Bonus,2025-10-17
24907,30990,126.0,BONUS,2025-03-03
12082,21805,317.0,Purchase,2026-01-23
14990,46017,106.0,Referral,2025-08-19
11737,48554,94.0,Referral,2026-01-14
12446,21967,152.0,Purchase,2026-02-02
7628,11151,427.0,Referral,2025-11-04
11071,15631,111.0,Referral,2025-08-04
22773,18098,143.0,Bonus,2026-02-05
18750,35202,490.0,Referral,2025-12-05
16058,7399,,Purchase,2025-07-12
15247,28968,139.0,Referral,2026-01-17
21236,20046,175.0,Purchase,2025-06-19
8321,5047,241.0,Bonus,2026-01-05
10576,49122,160.0,REFERRAL,2025-04-21
9539,8448,132.0,Referral,2025-06-03
3875,47984,,Purchase,2025-10-12
13818,33294,306.0,Bonus,2026-02-05
21924,32912,274.0,Purchase,2025-12-01
20340,31583,80.0,Bonus,2025-04-14
5333,49889,332.0,Bonus,2025-04-13
24604,34766,134.0,Bonus,2025-07-31
19138,37655,389.0,Purchase,2025-03-02
5744,16218,54.0,Purchase,2026-01-11
21325,5131,283.0,Bonus,2025-11-16
19867,37593,172.0,,2025-07-03
13569,36464,275.0,Purchase,2025-12-10
6265,2314,313.0,Purchase,2025-03-17
12663,44433,314.0,Purchase,2025-04-02
17098,14745,401.0,Referral,2025-03-17
17794,4457,202.0,Bonus,
12589,34035,338.0,Purchase,
12314,29827,340.0,Purchase,
6173,17971,461.0,Referral,2025-09-09
4855,47102,174.0,Bonus,2026-01-03
2747,48064,226.0,Referral,2026-02-19
15274,9445,485.0,Purchase,2025-12-25
7432,16184,217.0,Referral,2025-12-11
530,9420,36.0,Referral,2025-08-17
5900,5310,313.0,PURCHASE,2025-08-16
14349,17683,235.0,Referral,2025-10-12
11668,10632,377.0,bonus,2025-12-17
3015,13168,338.0,Referral,2025-04-20
679,36895,171.0,Bonus,2025-07-23
431,25060,258.0,bonus,2025-10-24
10630,47393,167.0,Referral,2025-09-21
5788,29299,177.0,,2025-06-22
24057,17746,474.0,Referral,
20982,41391,32.0,Bonus,2025-04-09
17570,38046,250.0,Bonus,2026-02-05
16936,10699,166.0,Referral,2025-07-12
12709,2444,283.0,Referral,2026-01-11
13525,30900,17.0,Referral,2025-10-19
17764,8001,307.0,Purchase,2025-08-17
9975,15548,490.0,Bonus,2025-11-01
13996,38163,366.0,Purchase,2025-04-20
13456,26976,39.0,Purchase,2025-06-19
2060,15600,481.0,Purchase,2025-06-17
23303,44912,303.0,Referral,
22254,2769,279.0,Referral,2025-11-12
7406,20392,290.0,Purchase,
4774,40593,78.0,Referral,2025-05-19
1557,15101,30.0,Purchase,2025-11-02
10647,448,179.0,Referral,2025-07-23
2302,49237,120.0,referral,2025-09-29
319,26306,139.0,Purchase,2026-02-22
444,38929,211.0,bonus,2025-11-12
298,37464,307.0,Bonus,2025-12-30
5490,10510,187.0,Bonus,
89,40741,192.0,Referral,2025-11-19
9932,35621,21.0,Purchase,2025-06-25
19016,38327,429.0,Referral,2025-07-17
1011,22938,85.0,Bonus,2025-03-25
12008,31293,49.0,Referral,2025-08-21
17231,48791,383.0,Referral,2025-11-23
19486,12473,355.0,,2025-12-17
13683,49060,66.0,Bonus,2025-07-09
16855,16953,315.0,Referral,2026-01-15
3102,18609,473.0,Bonus,2025-07-18
15787,593,486.0,,2025-05-17
20040,10543,492.0,Bonus,2025-10-17
12161,32175,48.0,Bonus,2025-07-25
11597,5405,448.0,Purchase,2025-05-20
8225,48644,424.0,Referral,2025-10-08
19382,16938,364.0,BONUS,2025-03-24
20853,19653,249.0,Referral,2025-04-03
2030,39643,454.0,bonus,2025-09-13
12998,14481,42.0,Referral,2026-01-25
24369,29547,35.0,Referral,2025-09-22
22592,43748,351.0,Referral,2025-11-12
6193,27986,41.0,Purchase,2025-10-16
22961,25099,148.0,Bonus,2025-04-01
22737,40995,43.0,Purchase,2025-11-07
10642,23168,62.0,Bonus,
23914,10730,,Bonus,2025-10-02
9814,20560,343.0,Bonus,2025-06-02
6232,22800,21.0,Referral,2025-07-31
2871,32505,19.0,Referral,2026-01-04
14073,40819,38.0,Referral,2025-05-30
2078,30076,166.0,Bonus,2025-09-01
13492,49332,219.0,Referral,2025-10-24
3818,4895,167.0,Referral,2025-08-24
14918,12877,30.0,Referral,2026-01-19
14789,35250,78.0,Purchase,2025-09-03
10100,49148,227.0,Referral,2026-01-05
7733,23465,192.0,,2025-07-10
6284,23042,,Bonus,2025-10-09
6602,6985,73.0,Referral,2025-09-12
16136,43404,172.0,Referral,2025-09-17
3030,38805,368.0,Purchase,2025-11-16
6323,16772,457.0,Purchase,2025-04-18
4172,255,259.0,Referral,2026-01-08
19644,1147,286.0,Bonus,2026-02-01
22485,2912,109.0,Bonus,2025-04-06
10964,43088,137.0,Purchase,2025-03-15
3064,11539,387.0,Purchase,2025-03-10
12505,41570,73.0,Purchase,2025-07-26
1662,38001,251.0,Referral,2025-07-12
21625,17067,78.0,Bonus,2025-07-19
3641,27421,359.0,bonus,2025-03-10
1289,34779,47.0,Purchase,2025-10-10
22875,48714,144.0,Purchase,2025-09-01
8157,25396,56.0,Referral,2026-02-17
8895,22496,398.0,Purchase,2025-06-18
18775,26950,429.0,Purchase,2025-04-17
22947,9485,34.0,Purchase,2025-11-10
24644,44704,416.0,Bonus,2025-03-06
6502,8216,91.0,Bonus,2025-11-22
24807,27295,349.0,Purchase,2025-05-02
11827,6411,255.0,Referral,2025-09-15
2296,27620,482.0,Bonus,2025-08-23
2103,47229,500.0,Bonus,2025-04-09
8472,904,373.0,Bonus,2026-01-31
14509,31878,28.0,Purchase,2025-10-18
813,49427,319.0,Bonus,2025-10-22
7423,16761,299.0,Bonus,2025-04-06
18029,11943,455.0,Purchase,2025-07-06
17984,1600,207.0,Purchase,2025-12-18
12237,12662,175.0,Purchase,2025-06-14
8353,48564,123.0,Referral,2025-03-24
7485,12289,57.0,Bonus,2025-08-31
4682,7283,336.0,Purchase,2025-07-31
2355,35731,225.0,,2025-08-17
22845,1647,39.0,Bonus,2025-10-03
20460,7789,231.0,Purchase,2026-01-06
16491,4643,126.0,Bonus,2025-12-14
21008,10671,348.0,Purchase,2025-10-04
17967,42215,363.0,Purchase,2025-05-24
13329,10651,335.0,Bonus,2025-12-04
2200,30306,445.0,Bonus,2026-01-04
24267,3618,208.0,Purchase,2025-12-01
13538,42433,160.0,Purchase,2025-12-29
18194,41588,83.0,Bonus,2025-12-25
12265,32359,457.0,Referral,2025-05-29
3608,37058,383.0,Referral,
23529,192,363.0,Referral,2025-05-09
15944,16492,302.0,Bonus,2025-06-09
16547,42158,416.0,Bonus,2025-09-03
8532,42108,78.0,Purchase,2025-09-15
18864,5603,483.0,Referral,2025-08-06
20912,45861,12.0,purchase,2026-02-15
14723,197,306.0,Referral,2025-06-26
1929,20851,402.0,Bonus,2025-04-26
23073,28035,49.0,Purchase,2025-06-13
10530,12880,165.0,Purchase,2025-11-30
5774,20184,185.0,Referral,2025-06-24
3412,18620,,Bonus,2025-08-29
21893,23069,166.0,Referral,2025-06-22
22797,10316,453.0,Bonus,2025-06-27
18193,10271,312.0,Purchase,2026-01-05
1975,38949,34.0,Purchase,2025-09-18
19884,28083,,,2025-03-13
1702,24973,176.0,Purchase,2025-05-05
5053,5039,66.0,BONUS,2025-12-17
11020,26067,62.0,PURCHASE,2025-06-08
10816,25135,339.0,Bonus,2026-02-01
22957,11447,426.0,Referral,2025-11-03
3216,7070,,Referral,2026-02-14
3576,48020,51.0,Referral,2025-10-27
2943,15963,485.0,,2026-01-20
18756,46444,113.0,Purchase,2025-07-08
14959,46029,494.0,Referral,2025-10-18
14640,17856,375.0,Purchase,2025-06-28
3290,40972,444.0,Purchase,2025-08-20
5730,22391,432.0,Purchase,2025-09-07
3113,39308,256.0,REFERRAL,2025-06-26
17569,29891,425.0,Bonus,2025-10-31
20171,19745,215.0,Purchase,2025-07-12
22110,25318,391.0,Bonus,2025-12-30
23235,25631,59.0,Purchase,
14940,35621,24.0,Bonus,2025-09-29
7195,6164,367.0,Referral,2025-10-19
8641,17959,,Referral,2025-10-04
10267,26610,305.0,Referral,2025-05-12
23297,30622,488.0,Bonus,2026-01-19
3742,5427,461.0,Referral,2025-09-12
14514,12863,105.0,Purchase,2025-07-22
23903,36454,239.0,Purchase,2026-01-20
4558,46437,234.0,Referral,2025-05-20
14617,18703,73.0,Referral,2025-04-07
20983,48404,333.0,referral,2025-10-06
1264,3616,289.0,Referral,2025-09-18
9629,47706,239.0,Purchase,2025-05-02
768,44600,310.0,Purchase,2025-12-28
12027,30466,500.0,Bonus,2025-04-30
24210,11416,361.0,Bonus,2025-08-29
9442,6550,34.0,Purchase,2025-06-04
24983,48458,407.0,PURCHASE,2025-11-05
17995,48276,283.0,Bonus,
1317,13908,251.0,BONUS,2025-05-03
17551,3825,219.0,,2025-12-21
5892,8629,402.0,Referral,2025-06-18
6234,40099,268.0,Referral,2025-02-28
8399,39472,56.0,Purchase,2025-12-31
18408,28404,330.0,Bonus,2025-09-23
20606,14337,31.0,Bonus,2025-10-19
12566,12418,56.0,,2025-03-14
18144,15670,356.0,Purchase,2026-02-17
5626,10208,367.0,Referral,2025-05-14
17402,24806,462.0,Referral,2025-05-24
344,15801,354.0,Referral,2025-04-14
7472,7690,398.0,Referral,2025-03-04
23416,6143,482.0,Referral,2026-01-29
11646,3518,400.0,Bonus,2025-07-10
3448,37942,,Purchase,
24231,38617,342.0,Referral,2025-08-26
5686,33974,90.0,Referral,2025-11-27
